Date,MO
2023-06-15,36.2508659362793
2023-06-16,36.185176849365234
2023-06-20,35.692527770996094
2023-06-21,36.08664321899414
2023-06-22,35.930633544921875
2023-06-23,35.651466369628906
2023-06-26,36.341182708740234
2023-06-27,36.4068717956543
2023-06-28,36.538246154785156
2023-06-29,36.924156188964844
2023-06-30,37.195106506347656
2023-07-03,37.70418167114258
2023-07-05,37.753440856933594
2023-07-06,37.84376525878906
2023-07-07,37.753440856933594
2023-07-10,36.90773010253906
2023-07-11,37.474273681640625
2023-07-12,37.51533126831055
2023-07-13,37.42501449584961
2023-07-14,37.35111999511719
2023-07-17,37.260799407958984
2023-07-18,37.26900863647461
2023-07-19,37.260799407958984
2023-07-20,37.49070358276367
2023-07-21,37.44143295288086
2023-07-24,37.44143295288086
2023-07-25,37.32647705078125
2023-07-26,37.408592224121094
2023-07-27,37.44143295288086
2023-07-28,37.35111999511719
2023-07-31,37.293636322021484
2023-08-01,37.09658432006836
2023-08-02,36.59571838378906
2023-08-03,36.374027252197266
2023-08-04,36.1276969909668
2023-08-07,36.22623062133789
2023-08-08,36.32476043701172
2023-08-09,36.20159912109375
2023-08-10,36.062007904052734
2023-08-11,35.906005859375
2023-08-14,35.741783142089844
2023-08-15,35.36408996582031
2023-08-16,35.101341247558594
2023-08-17,34.953548431396484
2023-08-18,35.23271942138672
2023-08-21,35.084922790527344
2023-08-22,35.11777114868164
2023-08-23,35.40514373779297
2023-08-24,35.63505172729492
2023-08-25,35.85673522949219
2023-08-28,36.103065490722656
2023-08-29,36.30834197998047
2023-08-30,36.554656982421875
2023-08-31,36.30834197998047
2023-09-01,36.218017578125
2023-09-05,36.20159912109375
2023-09-06,35.741783142089844
2023-09-07,35.897796630859375
2023-09-08,36.193382263183594
2023-09-11,36.505401611328125
2023-09-12,36.842041015625
2023-09-13,36.74351501464844
2023-09-14,37.020538330078125
2023-09-15,36.54203796386719
2023-09-18,36.39093780517578
2023-09-19,36.147499084472656
2023-09-20,36.130699157714844
2023-09-21,36.021568298339844
2023-09-22,35.5346794128418
2023-09-25,35.33320617675781
2023-09-26,35.17371368408203
2023-09-27,35.18210220336914
2023-09-28,35.37518310546875
2023-09-29,35.29962921142578
2023-10-02,34.90508270263672
2023-10-03,34.527320861816406
2023-10-04,34.963844299316406
2023-10-05,35.249263763427734
2023-10-06,35.3164176940918
2023-10-09,35.84528350830078
2023-10-10,35.66899871826172
2023-10-11,35.727760314941406
2023-10-12,35.45912551879883
2023-10-13,35.81170654296875
2023-10-16,35.98799133300781
2023-10-17,36.25661849975586
2023-10-18,36.19785690307617
2023-10-19,35.76972961425781
2023-10-20,35.853675842285156
2023-10-23,35.36678695678711
2023-10-24,35.71096420288086
2023-10-25,35.94601821899414
2023-10-26,32.95751190185547
2023-10-27,32.991092681884766
2023-10-30,33.78858947753906
2023-10-31,33.721431732177734
2023-11-01,33.494773864746094
2023-11-02,34.14115905761719
2023-11-03,34.14115905761719
2023-11-06,34.03202819824219
2023-11-07,34.0068473815918
2023-11-08,33.74660873413086
2023-11-09,33.67106628417969
2023-11-10,33.59551239013672
2023-11-13,33.5787239074707
2023-11-14,33.76340103149414
2023-11-15,34.208316802978516
2023-11-16,34.16634750366211
2023-11-17,34.2670783996582
2023-11-20,34.28387451171875
2023-11-21,34.216712951660156
2023-11-22,34.57768630981445
2023-11-24,34.81273651123047
2023-11-27,34.78755187988281
2023-11-28,35.10655212402344
2023-11-29,35.056175231933594
2023-11-30,35.29123306274414
2023-12-01,35.76133728027344
2023-12-04,35.67738723754883
2023-12-05,35.736148834228516
2023-12-06,34.720401763916016
2023-12-07,34.68681335449219
2023-12-08,34.67002487182617
2023-12-11,34.745574951171875
2023-12-12,34.720401763916016
2023-12-13,35.27444839477539
2023-12-14,35.35000228881836
2023-12-15,35.047786712646484
2023-12-18,35.4255485534668
2023-12-19,35.62702178955078
2023-12-20,34.630218505859375
2023-12-21,34.638816833496094
2023-12-22,34.68177795410156
2023-12-26,34.66459655761719
2023-12-27,34.52710723876953
2023-12-28,34.52710723876953
2023-12-29,34.66459655761719
2024-01-02,35.73014450073242
2024-01-03,35.575462341308594
2024-01-04,35.678585052490234
2024-01-05,35.652801513671875
2024-01-08,36.013710021972656
2024-01-09,35.97074890136719
2024-01-10,35.283294677734375
2024-01-11,35.74732208251953
2024-01-12,35.523902893066406
2024-01-16,35.205963134765625
2024-01-17,35.00831985473633
2024-01-18,34.75052261352539
2024-01-19,34.656002044677734
2024-01-22,34.78489685058594
2024-01-23,34.75052261352539
2024-01-24,34.31228256225586
2024-01-25,34.55288314819336
2024-01-26,34.54428482055664
2024-01-29,34.827857971191406
2024-01-30,34.7677116394043
2024-01-31,34.47554016113281
2024-02-01,35.850440979003906
2024-02-02,35.54109573364258
2024-02-05,34.819271087646484
2024-02-06,34.88801193237305
2024-02-07,34.595848083496094
2024-02-08,34.449764251708984
2024-02-09,34.466957092285156
2024-02-12,34.84505081176758
2024-02-13,34.570068359375
2024-02-14,34.71615219116211
2024-02-15,34.51851272583008
2024-02-16,34.52710723876953
2024-02-20,34.587257385253906
2024-02-21,34.77630615234375
2024-02-22,35.145809173583984
2024-02-23,35.34345245361328
2024-02-26,34.982540130615234
2024-02-27,35.145809173583984
2024-02-28,35.223148345947266
2024-02-29,35.154396057128906
2024-03-01,35.1114387512207
2024-03-04,34.140419006347656
2024-03-05,34.32086944580078
2024-03-06,35.61842727661133
2024-03-07,35.7043571472168
2024-03-08,35.97934341430664
2024-03-11,36.67538070678711
2024-03-12,36.993324279785156
2024-03-13,37.25111770629883
2024-03-14,38.05027770996094
2024-03-15,37.697959899902344
2024-03-18,38.2479133605957
2024-03-19,38.351036071777344
2024-03-20,38.488525390625
2024-03-21,38.626014709472656
2024-03-22,37.7563362121582
2024-03-25,38.00230026245117
2024-03-26,37.87931823730469
2024-03-27,38.35369110107422
2024-03-28,38.31855773925781
2024-04-01,37.96717071533203
2024-04-02,37.71242141723633
2024-04-03,37.000858306884766
2024-04-04,36.482566833496094
2024-04-05,36.587982177734375
2024-04-08,36.86030578613281
2024-04-09,36.9920768737793
2024-04-10,36.61433792114258
2024-04-11,36.39472579956055
2024-04-12,36.06090545654297
2024-04-15,35.973060607910156
2024-04-16,35.79736328125
2024-04-17,36.104827880859375
2024-04-18,36.280517578125
2024-04-19,36.97450637817383
2024-04-22,37.39616775512695
2024-04-23,37.659706115722656
2024-04-24,37.70362854003906
2024-04-25,38.24827575683594
2024-04-26,38.10772705078125
2024-04-29,38.49424743652344
2024-04-30,38.48546600341797
2024-05-01,38.49424743652344
2024-05-02,38.634803771972656
2024-05-03,38.292198181152344
2024-05-06,38.2043571472168
2024-05-07,38.52059555053711
2024-05-08,38.90712356567383
2024-05-09,39.27608108520508
2024-05-10,39.442989349365234
2024-05-13,39.565975189208984
2024-05-14,39.970062255859375
2024-05-15,40.277530670166016
2024-05-16,40.36537170410156
2024-05-17,40.47956848144531
2024-05-20,40.32145690917969
2024-05-21,40.69919204711914
2024-05-22,40.69040298461914
2024-05-23,40.09304428100586
2024-05-24,39.96127700805664
2024-05-28,39.95249557495117
2024-05-29,39.66260528564453
2024-05-30,39.9173583984375
2024-05-31,40.628910064697266
2024-06-03,40.89244842529297
2024-06-04,41.138423919677734
2024-06-05,40.99786376953125
2024-06-06,41.01543426513672
2024-06-07,41.02422332763672
2024-06-10,40.839744567871094
2024-06-11,40.760684967041016
2024-06-12,40.29509353637695
2024-06-13,40.1896858215332
2024-06-14,39.78571701049805
2024-06-17,40.1268424987793
2024-06-18,40.216609954833984
2024-06-20,40.78215789794922
2024-06-21,41.06044006347656
2024-06-24,41.69779968261719
2024-06-25,41.670867919921875
2024-06-26,41.61701583862305
2024-06-27,40.809085845947266
2024-06-28,40.8898811340332
2024-07-01,41.32077407836914
2024-07-02,41.33872604370117
2024-07-03,41.24895477294922
2024-07-05,41.383609771728516
2024-07-08,41.31179428100586
2024-07-09,41.9222297668457
2024-07-10,42.128692626953125
2024-07-11,42.26335144042969
2024-07-12,42.84684753417969
2024-07-15,42.83787536621094
2024-07-16,43.11615753173828
2024-07-17,44.33702087402344
2024-07-18,44.28316116333008
2024-07-19,44.3908805847168
2024-07-22,44.34599685668945
2024-07-23,44.09463882446289
2024-07-24,44.36394500732422
2024-07-25,44.705078125
2024-07-26,45.27061462402344
2024-07-29,45.360389709472656
2024-07-30,45.37834167480469
2024-07-31,43.99589157104492
2024-08-01,44.902565002441406
2024-08-02,45.84513854980469
2024-08-05,44.301109313964844
2024-08-06,44.41781234741211
2024-08-07,44.911537170410156
2024-08-08,45.288578033447266
2024-08-09,45.27061462402344
2024-08-12,45.162899017333984
2024-08-13,45.88105392456055
2024-08-14,45.95286178588867
2024-08-15,45.54890060424805
2024-08-16,46.06956100463867
2024-08-19,46.06956100463867
2024-08-20,46.17729187011719
2024-08-21,46.509437561035156
2024-08-22,46.52738952636719
2024-08-23,47.07497787475586
2024-08-26,47.31735610961914
2024-08-27,47.58666229248047
2024-08-28,47.77518081665039
2024-08-29,47.90085983276367
2024-08-30,48.26891326904297
2024-09-03,48.53821563720703
2024-09-04,49.11274337768555
2024-09-05,48.7177619934082
2024-09-06,48.19709396362305
2024-09-09,48.59208297729492
2024-09-10,48.54719924926758
2024-09-11,47.73029708862305
2024-09-12,47.254520416259766
2024-09-13,47.541778564453125
2024-09-16,47.32210159301758
2024-09-17,46.223716735839844
2024-09-18,46.342708587646484
2024-09-19,45.97657775878906
2024-09-20,46.1230354309082
2024-09-23,46.699684143066406
2024-09-24,46.855289459228516
2024-09-25,46.717994689941406
2024-09-26,46.76375961303711
2024-09-27,46.727142333984375
2024-09-30,46.717994689941406
2024-10-01,46.617305755615234
2024-10-02,46.30609893798828
2024-10-03,45.74774932861328
2024-10-04,45.85758590698242
2024-10-07,45.692832946777344
2024-10-08,45.354164123535156
2024-10-09,45.97657775878906
2024-10-10,45.4731559753418
2024-10-11,45.61960220336914
2024-10-14,45.637908935546875
2024-10-15,45.674530029296875
2024-10-16,45.912506103515625
2024-10-17,45.528076171875
2024-10-18,45.40908432006836
2024-10-21,44.90565490722656
2024-10-22,45.820980072021484
2024-10-23,45.58299255371094
2024-10-24,45.71113967895508
2024-10-25,45.500614166259766
2024-10-28,45.99488830566406
2024-10-29,45.72028732299805
2024-10-30,46.223716735839844
2024-10-31,49.848388671875
2024-11-01,49.308345794677734
2024-11-04,49.3175048828125
2024-11-05,49.60124969482422
2024-11-06,49.69279098510742
2024-11-07,49.00629425048828
2024-11-08,49.473106384277344
2024-11-11,49.3632698059082
2024-11-12,49.830078125
2024-11-13,50.571495056152344
2024-11-14,50.699642181396484
2024-11-15,51.193912506103516
2024-11-18,51.56919479370117
2024-11-19,51.12984085083008
2024-11-20,51.23967742919922
2024-11-21,51.28544235229492
2024-11-22,51.92616653442383
2024-11-25,51.94447708129883
2024-11-26,52.713348388671875
2024-11-27,52.76826477050781
2024-11-29,52.85063934326172
2024-12-02,52.33806610107422
2024-12-03,52.08177185058594
2024-12-04,51.66987609863281
2024-12-05,52.09092712402344
2024-12-06,52.466209411621094
2024-12-09,51.12984085083008
2024-12-10,50.791168212890625
2024-12-11,50.05890655517578
2024-12-12,50.3335075378418
2024-12-13,50.269432067871094
2024-12-16,50.06806945800781
2024-12-17,49.54633331298828
2024-12-18,48.74085235595703
2024-12-19,48.50286865234375
2024-12-20,49.28089141845703
2024-12-23,49.042911529541016
2024-12-24,48.94222640991211
2024-12-26,49.08218765258789
2024-12-27,48.87689971923828
2024-12-30,48.59696960449219
2024-12-31,48.79292297363281
2025-01-02,48.99820327758789
2025-01-03,49.58607482910156
2025-01-06,48.60629653930664
2025-01-07,48.018428802490234
2025-01-08,48.046424865722656
2025-01-10,47.46788787841797
2025-01-13,47.449222564697266
2025-01-14,47.925113677978516
2025-01-15,47.626522064208984
2025-01-16,47.738494873046875
2025-01-17,48.39168167114258
2025-01-21,48.027767181396484
2025-01-22,47.411903381347656
2025-01-23,47.78514862060547
2025-01-24,48.5689697265625
2025-01-27,49.875343322753906
2025-01-28,49.08218765258789
2025-01-29,49.13817596435547
2025-01-30,48.09308624267578
2025-01-31,48.736934661865234
2025-02-03,49.31546401977539
2025-02-04,49.100852966308594
2025-02-05,49.06352615356445
2025-02-06,49.11951446533203
2025-02-07,49.13817596435547
2025-02-10,50.2392578125
2025-02-11,50.24858856201172
2025-02-12,49.772701263427734
2025-02-13,50.033973693847656
2025-02-14,49.72603988647461
2025-02-18,49.2221565246582
2025-02-19,49.772701263427734
2025-02-20,50.696495056152344
2025-02-21,51.36833190917969
2025-02-24,51.554962158203125
2025-02-25,52.25480270385742
2025-02-26,51.18170928955078
2025-02-27,51.396331787109375
2025-02-28,52.114830017089844
2025-03-03,53.47719192504883
2025-03-04,52.53474044799805
2025-03-05,52.2081413269043
2025-03-06,53.1972541809082
2025-03-07,53.925086975097656
2025-03-10,55.044837951660156
2025-03-11,54.261016845703125
2025-03-12,53.943756103515625
2025-03-13,54.63426208496094
2025-03-14,54.97018814086914
2025-03-17,54.960853576660156
2025-03-18,54.43830490112305
2025-03-19,54.07438659667969
2025-03-20,54.20502471923828
2025-03-21,53.74779510498047
2025-03-24,53.79445266723633
2025-03-25,53.87044906616211
2025-03-26,54.85837173461914
2025-03-27,55.380828857421875
2025-03-28,55.238346099853516
2025-03-31,57.014713287353516
2025-04-01,55.84629821777344
2025-04-02,54.259918212890625
2025-04-03,54.99135971069336
2025-04-04,53.26249313354492
2025-04-07,52.873023986816406
2025-04-08,52.77803039550781
2025-04-09,53.53797149658203
2025-04-10,53.556968688964844
2025-04-11,53.813453674316406
2025-04-14,54.26941680908203
2025-04-15,54.639892578125
2025-04-16,54.40240478515625
2025-04-17,55.247840881347656
2025-04-21,54.744384765625
2025-04-22,55.87479782104492
2025-04-23,55.6278190612793
2025-04-24,55.77030563354492
2025-04-25,55.34283447265625
2025-04-28,55.27634048461914
2025-04-29,55.82729721069336
2025-04-30,56.18827438354492
2025-05-01,56.34026336669922
2025-05-02,56.625240325927734
2025-05-05,56.87221908569336
2025-05-06,57.45167922973633
2025-05-07,57.860145568847656
2025-05-08,57.37568283081055
2025-05-09,56.454254150390625
2025-05-12,54.09843063354492
2025-05-13,53.6424674987793
2025-05-14,53.50947570800781
2025-05-15,55.15285110473633
2025-05-16,55.94129180908203
2025-05-19,56.49224853515625
2025-05-20,56.900718688964844
2025-05-21,56.47325134277344
2025-05-22,56.33076095581055
2025-05-23,56.74873352050781
2025-05-27,56.63473892211914
2025-05-28,56.501747131347656
2025-05-29,56.501747131347656
2025-05-30,57.57516860961914
2025-06-02,57.59416961669922
2025-06-03,57.34718322753906
2025-06-04,56.34026336669922
2025-06-05,56.416255950927734
2025-06-06,56.27376937866211
2025-06-09,56.11227798461914
2025-06-10,55.6278190612793
2025-06-11,56.91021728515625
2025-06-12,56.919715881347656
2025-06-13,56.81522750854492
2025-06-16,56.82489013671875
2025-06-17,57.00851058959961
2025-06-18,57.49171447753906
2025-06-20,57.74298095703125
2025-06-23,58.458126068115234
2025-06-24,57.897605895996094
2025-06-25,56.96018600463867
2025-06-26,56.81522750854492
2025-06-27,56.77656936645508
2025-06-30,56.66060256958008
2025-07-01,56.18706130981445
2025-07-02,57.18246078491211
2025-07-03,57.64634323120117
2025-07-07,58.2261848449707
2025-07-08,57.540035247802734
2025-07-09,55.81016159057617
2025-07-10,56.583290100097656
2025-07-11,55.858482360839844
2025-07-14,56.177398681640625
2025-07-15,56.51564025878906
2025-07-16,56.88287353515625
2025-07-17,56.032432556152344
2025-07-18,56.07109069824219
2025-07-21,56.94085693359375
2025-07-22,57.443389892578125
2025-07-23,57.762306213378906
2025-07-24,57.60768127441406
2025-07-25,57.829959869384766
2025-07-28,56.74757766723633
2025-07-29,57.36608123779297
2025-07-30,59.43419647216797
2025-07-31,59.859413146972656
2025-08-01,59.70478820800781
2025-08-04,59.859413146972656
2025-08-05,60.4199333190918
2025-08-06,61.02877426147461
2025-08-07,61.41533660888672
2025-08-08,62.03384017944336
2025-08-11,63.46412658691406
2025-08-12,63.79270553588867
2025-08-13,63.299835205078125
2025-08-14,63.34815979003906
2025-08-15,63.60908508300781
2025-08-18,63.77337646484375
2025-08-19,64.32423400878906
2025-08-20,65.30996704101562
2025-08-21,65.40660858154297
2025-08-22,65.39694213867188
2025-08-25,64.79777526855469
2025-08-26,64.21792602539062
2025-08-27,64.17926788330078
2025-08-28,64.18892669677734
2025-08-29,64.95240020751953
2025-09-02,64.87507629394531
2025-09-03,64.39187622070312
2025-09-04,64.35321807861328
2025-09-05,64.31456756591797
2025-09-08,63.560760498046875
2025-09-09,63.9666633605957
2025-09-10,64.00531768798828
2025-09-11,64.13094329833984
2025-09-12,64.41120910644531
2025-09-15,63.723785400390625
2025-09-16,63.64522171020508
2025-09-17,64.3326416015625
2025-09-18,62.79085922241211
2025-09-19,63.723785400390625
2025-09-22,62.6435546875
2025-09-23,63.70414733886719
2025-09-24,63.959468841552734
2025-09-25,64.01839447021484
2025-09-26,64.52904510498047
2025-09-29,64.4897689819336
2025-09-30,64.87275695800781
2025-10-01,65.09862518310547
2025-10-02,64.56832885742188
2025-10-03,64.54869079589844
2025-10-06,64.19515991210938
2025-10-07,65.45215606689453
2025-10-08,64.24425506591797
2025-10-09,64.53887176513672
2025-10-10,65.34413146972656
2025-10-13,63.7827033996582
2025-10-14,64.22462463378906
2025-10-15,63.70414733886719
2025-10-16,63.10511016845703
2025-10-17,63.88091278076172
2025-10-20,63.242591857910156
2025-10-21,62.60427474975586
2025-10-22,63.27205276489258
2025-10-23,63.40953826904297
2025-10-24,63.50773620605469
2025-10-27,62.59445571899414
2025-10-28,62.14271926879883
2025-10-29,60.856266021728516
2025-10-30,56.10325241088867
2025-10-31,55.366729736328125
2025-11-03,55.65151596069336
2025-11-04,56.2800178527832
2025-11-05,56.13270950317383
2025-11-06,56.2407341003418
2025-11-07,56.9870719909668
2025-11-10,56.51570129394531
2025-11-11,57.36024475097656
2025-11-12,57.0067138671875
2025-11-13,56.77103042602539
2025-11-14,57.14419937133789
2025-11-17,57.08527755737305
2025-11-18,57.88071823120117
2025-11-19,57.5566520690918
2025-11-20,57.13438034057617
2025-11-21,57.14419937133789
2025-11-24,56.29965591430664
2025-11-25,57.29150390625
2025-11-26,57.63521194458008
2025-11-28,57.949459075927734
2025-12-01,58.077125549316406
2025-12-02,57.76287841796875
2025-12-03,57.36024475097656
2025-12-04,57.29150390625
2025-12-05,56.94779586791992
2025-12-08,57.06563949584961
2025-12-09,57.13438034057617
2025-12-10,57.63521194458008
2025-12-11,57.664676666259766
2025-12-12,57.69413375854492
2025-12-15,58.02802276611328
2025-12-16,58.26371383666992
2025-12-17,58.11640548706055
2025-12-18,57.34060287475586
2025-12-19,57.0263557434082
2025-12-22,57.5566520690918
2025-12-23,57.69413375854492
2025-12-24,57.92000198364258
2025-12-26,57.599998474121094
2025-12-29,57.619998931884766
2025-12-30,57.77000045776367
2025-12-31,57.65999984741211
