Date,WFC
2023-12-27,46.807552337646484
2023-12-28,46.94987869262695
2023-12-29,46.70317459106445
2024-01-02,46.807552337646484
2024-01-03,46.1907844543457
2024-01-04,46.760101318359375
2024-01-05,47.36737823486328
2024-01-08,47.36737823486328
2024-01-09,46.769596099853516
2024-01-10,46.570335388183594
2024-01-11,46.532379150390625
2024-01-12,44.97624206542969
2024-01-16,44.4258918762207
2024-01-17,44.28356170654297
2024-01-18,44.06532669067383
2024-01-19,45.659420013427734
2024-01-22,46.0484504699707
2024-01-23,46.608280181884766
2024-01-24,46.95936965942383
2024-01-25,47.32942581176758
2024-01-26,47.746925354003906
2024-01-29,47.775390625
2024-01-30,48.57243728637695
2024-01-31,47.61408615112305
2024-02-01,46.56299591064453
2024-02-02,46.973876953125
2024-02-05,46.53433609008789
2024-02-06,46.1425666809082
2024-02-07,46.32411193847656
2024-02-08,46.19990158081055
2024-02-09,45.92279815673828
2024-02-12,46.744544982910156
2024-02-13,46.094791412353516
2024-02-14,46.37188720703125
2024-02-15,49.72580337524414
2024-02-16,49.601585388183594
2024-02-20,49.467811584472656
2024-02-21,50.318241119384766
2024-02-22,50.99666213989258
2024-02-23,51.46487045288086
2024-02-26,51.72286605834961
2024-02-27,52.37262725830078
2024-02-28,52.286624908447266
2024-02-29,53.11793899536133
2024-03-01,52.61150360107422
2024-03-04,53.328155517578125
2024-03-05,54.08302307128906
2024-03-06,54.57034683227539
2024-03-07,54.465232849121094
2024-03-08,54.53212356567383
2024-03-11,54.55123519897461
2024-03-12,55.04811477661133
2024-03-13,55.2487678527832
2024-03-14,54.81877899169922
2024-03-15,54.95255661010742
2024-03-18,55.200992584228516
2024-03-19,54.47479248046875
2024-03-20,54.751895904541016
2024-03-21,55.27743911743164
2024-03-22,54.58945846557617
2024-03-25,54.20724105834961
2024-03-26,54.159461975097656
2024-03-27,55.04811477661133
2024-03-28,55.382545471191406
2024-04-01,55.04811477661133
2024-04-02,54.7996711730957
2024-04-03,54.58945846557617
2024-04-04,54.159461975097656
2024-04-05,54.847450256347656
2024-04-08,55.22010803222656
2024-04-09,55.019447326660156
2024-04-10,54.40790557861328
2024-04-11,54.16902542114258
2024-04-12,53.95880126953125
2024-04-15,54.43656921386719
2024-04-16,53.90147399902344
2024-04-17,54.63723373413086
2024-04-18,56.127864837646484
2024-04-19,57.666259765625
2024-04-22,58.382911682128906
2024-04-23,58.23002624511719
2024-04-24,57.90514373779297
2024-04-25,57.26493835449219
2024-04-26,57.24583053588867
2024-04-29,57.14072036743164
2024-04-30,56.682071685791016
2024-05-01,56.87317657470703
2024-05-02,57.16939163208008
2024-05-03,57.27449035644531
2024-05-06,57.513370513916016
2024-05-07,57.580265045166016
2024-05-08,58.50712966918945
2024-05-09,58.891536712646484
2024-05-10,59.47776412963867
2024-05-13,58.872314453125
2024-05-14,59.47776412963867
2024-05-15,59.91022491455078
2024-05-16,58.68011474609375
2024-05-17,58.6993293762207
2024-05-20,58.33415222167969
2024-05-21,59.06452178955078
2024-05-22,58.55518341064453
2024-05-23,57.353904724121094
2024-05-24,57.863243103027344
2024-05-28,57.16169738769531
2024-05-29,56.460147857666016
2024-05-30,56.90221405029297
2024-05-31,57.58454513549805
2024-06-03,57.02714920043945
2024-06-04,56.4120979309082
2024-06-05,56.392879486083984
2024-06-06,55.47990798950195
2024-06-07,56.085350036621094
2024-06-10,55.67211151123047
2024-06-11,54.90329360961914
2024-06-12,55.06666564941406
2024-06-13,55.037837982177734
2024-06-14,55.16276931762695
2024-06-17,55.970027923583984
2024-06-18,56.74845504760742
2024-06-20,56.66196060180664
2024-06-21,55.835479736328125
2024-06-24,56.71001052856445
2024-06-25,54.97056198120117
2024-06-26,54.787967681884766
2024-06-27,55.181983947753906
2024-06-28,57.07520294189453
2024-07-01,58.22842788696289
2024-07-02,58.5936279296875
2024-07-03,58.29570770263672
2024-07-05,57.29623794555664
2024-07-08,56.71001052856445
2024-07-09,57.54610824584961
2024-07-10,57.39234924316406
2024-07-11,57.815189361572266
2024-07-12,54.3362922668457
2024-07-15,55.47990798950195
2024-07-16,57.8920783996582
2024-07-17,58.53596115112305
2024-07-18,56.93104934692383
2024-07-19,56.921443939208984
2024-07-22,56.83494567871094
2024-07-23,57.34428787231445
2024-07-24,57.12325668334961
2024-07-25,57.37312316894531
2024-07-26,58.036224365234375
2024-07-29,57.26741409301758
2024-07-30,57.67103576660156
2024-07-31,57.02714920043945
2024-08-01,54.66303253173828
2024-08-02,51.18412780761719
2024-08-05,50.088558197021484
2024-08-06,50.3192024230957
2024-08-07,50.251930236816406
2024-08-08,50.70361328125
2024-08-09,51.09096145629883
2024-08-12,50.413108825683594
2024-08-13,51.19748306274414
2024-08-14,51.96249008178711
2024-08-15,52.84370040893555
2024-08-16,53.57966232299805
2024-08-19,54.66423034667969
2024-08-20,54.373722076416016
2024-08-21,53.705543518066406
2024-08-22,54.189735412597656
2024-08-23,54.90631866455078
2024-08-26,54.92568588256836
2024-08-27,54.48023986816406
2024-08-28,55.26461410522461
2024-08-29,55.53575897216797
2024-08-30,56.620330810546875
2024-09-03,56.52349090576172
2024-09-04,56.28139877319336
2024-09-05,55.06126022338867
2024-09-06,52.2917366027832
2024-09-09,52.86306381225586
2024-09-10,52.24331283569336
2024-09-11,52.030277252197266
2024-09-12,49.93860626220703
2024-09-13,51.11033248901367
2024-09-16,52.088382720947266
2024-09-17,52.78559494018555
2024-09-18,52.54350662231445
2024-09-19,54.0347900390625
2024-09-20,54.50929260253906
2024-09-23,53.36662292480469
2024-09-24,52.44667434692383
2024-09-25,51.91407012939453
2024-09-26,54.60612869262695
2024-09-27,54.13163375854492
2024-09-30,54.702964782714844
2024-10-01,53.637760162353516
2024-10-02,53.55060958862305
2024-10-03,53.24073028564453
2024-10-04,55.1580924987793
2024-10-07,55.351768493652344
2024-10-08,55.48733901977539
2024-10-09,55.71975326538086
2024-10-10,55.923099517822266
2024-10-11,59.06060791015625
2024-10-14,60.193599700927734
2024-10-15,61.036075592041016
2024-10-16,61.86886215209961
2024-10-17,62.34336471557617
2024-10-18,62.32400131225586
2024-10-21,61.994754791259766
2024-10-22,62.75975799560547
2024-10-23,62.517669677734375
2024-10-24,63.36015319824219
2024-10-25,62.488624572753906
2024-10-28,63.53445816040039
2024-10-29,63.23426055908203
2024-10-30,63.340789794921875
2024-10-31,62.86628723144531
2024-11-01,62.63387680053711
2024-11-04,61.684879302978516
2024-11-05,62.04317855834961
2024-11-06,70.17744445800781
2024-11-07,67.61127471923828
2024-11-08,68.21512603759766
2024-11-11,70.66946411132812
2024-11-12,70.70841979980469
2024-11-13,70.87399291992188
2024-11-14,70.9032211303711
2024-11-15,72.40308380126953
2024-11-18,72.15960693359375
2024-11-19,71.51679229736328
2024-11-20,71.66289520263672
2024-11-21,72.88031768798828
2024-11-22,73.98088073730469
2024-11-25,74.8963851928711
2024-11-26,75.33466339111328
2024-11-27,75.19831085205078
2024-11-29,74.1854019165039
2024-12-02,73.31858825683594
2024-12-03,72.20829772949219
2024-12-04,71.15643310546875
2024-12-05,71.74080657958984
2024-12-06,72.39335632324219
2024-12-09,70.72789764404297
2024-12-10,70.17276000976562
2024-12-11,69.7344741821289
2024-12-12,68.955322265625
2024-12-13,68.60470581054688
2024-12-16,70.10456848144531
2024-12-17,68.96504974365234
2024-12-18,66.96847534179688
2024-12-19,67.0561294555664
2024-12-20,68.5073013305664
2024-12-23,68.70209503173828
2024-12-24,69.7247314453125
2024-12-26,69.89030456542969
2024-12-27,69.25724029541016
2024-12-30,68.57549285888672
2024-12-31,68.409912109375
2025-01-02,68.36121368408203
2025-01-03,69.4520263671875
2025-01-06,70.15326690673828
2025-01-07,69.7247314453125
2025-01-08,69.70525360107422
2025-01-10,68.13720703125
2025-01-13,68.69234466552734
2025-01-14,69.33515930175781
2025-01-15,73.97112274169922
2025-01-16,73.97112274169922
2025-01-17,75.07170104980469
2025-01-21,75.8216323852539
2025-01-22,75.51970672607422
2025-01-23,75.41258239746094
2025-01-24,75.3054428100586
2025-01-27,75.90929412841797
2025-01-28,75.85083770751953
2025-01-29,76.32808685302734
2025-01-30,76.766357421875
2025-01-31,76.74689483642578
2025-02-03,76.10408020019531
2025-02-04,77.39942932128906
2025-02-05,77.96430969238281
2025-02-06,79.29861450195312
2025-02-07,78.9560546875
2025-02-10,77.41940307617188
2025-02-11,77.94793701171875
2025-02-12,77.56622314453125
2025-02-13,77.17472076416016
2025-02-14,78.28072357177734
2025-02-18,79.06371307373047
2025-02-19,78.64285278320312
2025-02-20,76.95938873291016
2025-02-21,75.85340118408203
2025-02-24,75.57935333251953
2025-02-25,74.38526916503906
2025-02-26,74.82571411132812
2025-02-27,74.99210357666016
2025-02-28,76.65597534179688
2025-03-03,75.39337921142578
2025-03-04,71.74263763427734
2025-03-05,72.5843734741211
2025-03-06,71.10645294189453
2025-03-07,69.54045104980469
2025-03-10,65.36116790771484
2025-03-11,65.85054016113281
2025-03-12,67.46549224853516
2025-03-13,67.0054702758789
2025-03-14,69.34469604492188
2025-03-17,69.33489990234375
2025-03-18,69.59916687011719
2025-03-19,71.21410369873047
2025-03-20,70.97920227050781
2025-03-21,70.97920227050781
2025-03-24,72.70181274414062
2025-03-25,72.66266632080078
2025-03-26,71.90902709960938
2025-03-27,70.74430847167969
2025-03-28,69.18809509277344
2025-03-31,70.26471710205078
2025-04-01,69.79491424560547
2025-04-02,70.72473907470703
2025-04-03,64.27474212646484
2025-04-04,59.68439483642578
2025-04-07,60.84910583496094
2025-04-08,60.76102828979492
2025-04-09,64.92072296142578
2025-04-10,61.76913833618164
2025-04-11,61.181884765625
2025-04-14,61.75935363769531
2025-04-15,63.168758392333984
2025-04-16,62.62065887451172
2025-04-17,63.33514404296875
2025-04-21,62.65001678466797
2025-04-22,64.8228530883789
2025-04-23,66.49651336669922
2025-04-24,68.08209991455078
2025-04-25,68.24849700927734
2025-04-28,67.9548568725586
2025-04-29,69.58938598632812
2025-04-30,69.50129699707031
2025-05-01,70.28428649902344
2025-05-02,72.23202514648438
2025-05-05,72.28095245361328
2025-05-06,71.9188232421875
2025-05-07,71.62518310546875
2025-05-08,71.75242614746094
2025-05-09,71.29972076416016
2025-05-12,73.6911392211914
2025-05-13,74.78353118896484
2025-05-14,75.06892395019531
2025-05-15,74.3898696899414
2025-05-16,74.97051239013672
2025-05-19,74.85240936279297
2025-05-20,74.32098388671875
2025-05-21,72.02798461914062
2025-05-22,72.22480773925781
2025-05-23,71.6737060546875
2025-05-27,72.81527709960938
2025-05-28,72.55941009521484
2025-05-29,73.3270263671875
2025-05-30,73.59273529052734
2025-06-02,73.53369140625
2025-06-03,74.44892883300781
2025-06-04,74.1832046508789
2025-06-05,73.7108383178711
2025-06-06,75.11813354492188
2025-06-09,75.2460708618164
2025-06-10,74.2520980834961
2025-06-11,73.74034881591797
2025-06-12,72.8349609375
2025-06-13,71.2111587524414
2025-06-16,71.98861694335938
2025-06-17,71.34893035888672
2025-06-18,73.5533676147461
2025-06-20,74.20289611816406
2025-06-23,75.78733825683594
2025-06-24,76.869873046875
2025-06-25,77.81462097167969
2025-06-26,78.69049072265625
2025-06-27,78.23780059814453
2025-06-30,78.84795379638672
2025-07-01,80.19620513916016
2025-07-02,81.0523910522461
2025-07-03,82.272705078125
2025-07-07,81.03269958496094
2025-07-08,80.29461669921875
2025-07-09,80.49143981933594
2025-07-10,81.0523910522461
2025-07-11,81.2393798828125
2025-07-14,82.10540008544922
2025-07-15,77.60795593261719
2025-07-16,78.64128875732422
2025-07-17,78.44446563720703
2025-07-18,79.35969543457031
2025-07-21,79.00541687011719
2025-07-22,81.07207489013672
2025-07-23,82.37110900878906
2025-07-24,82.53841400146484
2025-07-25,82.98126983642578
2025-07-28,81.75111389160156
2025-07-29,81.33778381347656
2025-07-30,80.48159790039062
2025-07-31,79.349853515625
2025-08-01,76.54510498046875
2025-08-04,76.34828186035156
2025-08-05,76.72225189208984
2025-08-06,76.3778076171875
2025-08-07,75.82669830322266
2025-08-08,77.06407928466797
2025-08-11,76.80669403076172
2025-08-12,78.67762756347656
2025-08-13,77.10367584228516
2025-08-14,78.60832977294922
2025-08-15,76.32164764404297
2025-08-18,76.65821838378906
2025-08-19,76.74730682373047
2025-08-20,77.37095642089844
2025-08-21,77.04428100585938
2025-08-22,78.30145263671875
2025-08-25,79.38045501708984
2025-08-26,80.68712615966797
2025-08-27,81.6671371459961
2025-08-28,81.15238952636719
2025-08-29,81.3503646850586
2025-09-02,80.95439910888672
2025-09-03,79.69721984863281
2025-09-04,81.00389862060547
2025-09-05,78.16287231445312
2025-09-08,78.34105682373047
2025-09-09,79.9447021484375
2025-09-10,79.48934936523438
2025-09-11,80.42975616455078
2025-09-12,80.63762664794922
2025-09-15,80.588134765625
2025-09-16,80.5683364868164
2025-09-17,81.6473388671875
2025-09-18,82.65704345703125
2025-09-19,83.78553009033203
2025-09-22,84.30027770996094
2025-09-23,83.51825714111328
2025-09-24,83.2608871459961
2025-09-25,83.46875762939453
2025-09-26,84.15180206298828
2025-09-29,83.79542541503906
2025-09-30,82.97380065917969
2025-10-01,80.05359649658203
2025-10-02,79.68732452392578
2025-10-03,79.85560607910156
2025-10-06,79.87541198730469
2025-10-07,80.32086181640625
2025-10-08,78.92510223388672
2025-10-09,79.08348083496094
2025-10-10,76.8364028930664
2025-10-13,78.12327575683594
2025-10-14,83.70633697509766
2025-10-15,85.587158203125
2025-10-16,83.15199279785156
2025-10-17,82.43926239013672
2025-10-20,85.15159606933594
2025-10-21,83.9043197631836
2025-10-22,83.033203125
2025-10-23,83.60734558105469
2025-10-24,85.53766632080078
2025-10-27,86.13160705566406
2025-10-28,86.02271270751953
2025-10-29,85.13179779052734
2025-10-30,85.12189483642578
2025-10-31,86.09201049804688
2025-11-03,86.4186782836914
2025-11-04,86.2503890991211
2025-11-05,86.07220458984375
2025-11-06,85.17139434814453
2025-11-07,85.61919403076172
2025-11-10,85.67890167236328
2025-11-11,85.76846313476562
2025-11-12,85.83811950683594
2025-11-13,84.2857437133789
2025-11-14,84.63404083251953
2025-11-17,83.01200866699219
2025-11-18,83.44985961914062
2025-11-19,83.7483901977539
2025-11-20,81.99700164794922
2025-11-21,82.70352935791016
2025-11-24,84.2459487915039
2025-11-25,84.68379211425781
2025-11-26,85.14154052734375
2025-11-28,85.43012237548828
2025-12-01,84.98233032226562
2025-12-02,85.8978271484375
2025-12-03,88.91300201416016
2025-12-04,89.768798828125
2025-12-05,89.39066314697266
2025-12-08,89.6195297241211
2025-12-09,88.45525360107422
2025-12-10,90.24645233154297
2025-12-11,92.13715362548828
2025-12-12,92.30632781982422
2025-12-15,92.44564819335938
2025-12-16,91.73912048339844
2025-12-17,92.13715362548828
2025-12-18,91.0325927734375
2025-12-19,92.55510711669922
2025-12-22,93.81889343261719
2025-12-23,94.00796508789062
2025-12-24,94.83390808105469
2025-12-26,94.79410552978516
2025-12-29,94.0577163696289
2025-12-30,93.84874725341797
2025-12-31,92.74417114257812
