Date,AXP
2025-08-26,319.0809020996094
2025-08-27,320.93206787109375
2025-08-28,325.4405822753906
2025-08-29,329.7102966308594
2025-09-02,329.6107482910156
2025-09-03,322.1761474609375
2025-09-04,329.0832824707031
2025-09-05,324.67425537109375
2025-09-08,323.86810302734375
2025-09-09,322.80316162109375
2025-09-10,321.81787109375
2025-09-11,327.75958251953125
2025-09-12,323.7685546875
2025-09-15,325.7093505859375
2025-09-16,325.4903869628906
2025-09-17,334.4079284667969
2025-09-18,340.0510559082031
2025-09-19,339.503662109375
2025-09-22,339.36431884765625
2025-09-23,339.8520202636719
2025-09-24,338.8667297363281
2025-09-25,338.5680847167969
2025-09-26,340.06097412109375
2025-09-29,340.6880187988281
2025-09-30,330.58612060546875
2025-10-01,327.003173828125
2025-10-02,328.9140930175781
2025-10-03,328.6752014160156
2025-10-06,330.4169006347656
2025-10-07,326.41595458984375
2025-10-08,322.28564453125
2025-10-09,322.9027099609375
2025-10-10,315.55902099609375
2025-10-13,322.40380859375
2025-10-14,332.11224365234375
2025-10-15,329.9270935058594
2025-10-16,322.40380859375
2025-10-17,345.8517150878906
2025-10-20,348.70538330078125
2025-10-21,354.4326477050781
2025-10-22,351.21978759765625
2025-10-23,354.1432800292969
2025-10-24,356.7674560546875
2025-10-27,360.8683776855469
2025-10-28,360.2297668457031
2025-10-29,357.4259948730469
2025-10-30,358.08453369140625
2025-10-31,359.9304504394531
2025-11-03,360.8184509277344
2025-11-04,359.6909484863281
2025-11-05,364.98919677734375
2025-11-06,364.91937255859375
2025-11-07,367.72314453125
2025-11-10,367.0646057128906
2025-11-11,369.33953857421875
2025-11-12,371.9437255859375
2025-11-13,363.92156982421875
2025-11-14,356.3883056640625
2025-11-17,340.4936218261719
2025-11-18,339.9049377441406
2025-11-19,343.8760986328125
2025-11-20,343.0379638671875
2025-11-21,352.1078186035156
2025-11-24,355.14105224609375
2025-11-25,361.8362121582031
2025-11-26,363.16326904296875
2025-11-28,364.4603576660156
2025-12-01,359.5113525390625
2025-12-02,359.9005126953125
2025-12-03,367.31402587890625
2025-12-04,370.32733154296875
2025-12-05,369.52911376953125
2025-12-08,361.47698974609375
2025-12-09,363.1033935546875
2025-12-10,374.737548828125
2025-12-11,384.0368957519531
2025-12-12,381.7120361328125
2025-12-15,381.7220458984375
2025-12-16,379.90606689453125
2025-12-17,374.7774353027344
2025-12-18,374.6876525878906
2025-12-19,375.67547607421875
2025-12-22,380.005859375
2025-12-23,381.3428649902344
2025-12-24,382.26080322265625
2025-12-26,380.20538330078125
2025-12-29,374.48809814453125
2025-12-30,372.5623779296875
2025-12-31,369.1300048828125
