Date,TGT
2025-07-03,100.63860321044922
2025-07-07,98.2594985961914
2025-07-08,98.65601348876953
2025-07-09,99.06220245361328
2025-07-10,101.29625701904297
2025-07-11,100.81269073486328
2025-07-14,101.42198181152344
2025-07-15,98.84943389892578
2025-07-16,98.0080337524414
2025-07-17,100.2420883178711
2025-07-18,100.05834197998047
2025-07-21,98.36587524414062
2025-07-22,103.03707122802734
2025-07-23,103.8978042602539
2025-07-24,102.34074401855469
2025-07-25,102.56317901611328
2025-07-28,102.9306869506836
2025-07-29,100.75466918945312
2025-07-30,99.74885559082031
2025-07-31,97.1956558227539
2025-08-01,96.48966217041016
2025-08-04,96.5090103149414
2025-08-05,99.06220245361328
2025-08-06,101.92488098144531
2025-08-07,102.19567108154297
2025-08-08,101.93455505371094
2025-08-11,100.59026336669922
2025-08-12,102.76628112792969
2025-08-13,103.00090026855469
2025-08-14,101.91575622558594
2025-08-15,100.71329498291016
2025-08-18,102.60008239746094
2025-08-19,103.00090026855469
2025-08-20,96.4802474975586
2025-08-21,94.8867416381836
2025-08-22,97.01793670654297
2025-08-25,94.9551773071289
2025-08-26,93.95802307128906
2025-08-27,95.76659393310547
2025-08-28,94.64234161376953
2025-08-29,93.83094024658203
2025-09-02,90.37019348144531
2025-09-03,90.28221130371094
2025-09-04,90.63414764404297
2025-09-05,91.08384704589844
2025-09-08,89.45124816894531
2025-09-09,88.87445068359375
2025-09-10,88.74736022949219
2025-09-11,89.47078704833984
2025-09-12,87.94572448730469
2025-09-15,86.57706451416016
2025-09-16,87.71110534667969
2025-09-17,86.93878936767578
2025-09-18,87.41780853271484
2025-09-19,86.15670013427734
2025-09-22,84.6218490600586
2025-09-23,85.10088348388672
2025-09-24,86.3326644897461
2025-09-25,85.1888656616211
2025-09-26,85.88296508789062
2025-09-29,86.84102630615234
2025-09-30,87.69154357910156
2025-10-01,87.14408111572266
2025-10-02,87.50580596923828
2025-10-03,87.03654479980469
2025-10-06,86.96810913085938
2025-10-07,87.27116394042969
2025-10-08,88.3563232421875
2025-10-09,87.10498046875
2025-10-10,83.61491394042969
2025-10-13,85.38438415527344
2025-10-14,86.96810913085938
2025-10-15,88.87445068359375
2025-10-16,88.05326080322266
2025-10-17,88.80602264404297
2025-10-20,89.4805679321289
2025-10-21,92.28631591796875
2025-10-22,91.91481018066406
2025-10-23,92.1396713256836
2025-10-24,92.14944458007812
2025-10-27,95.58084869384766
2025-10-28,94.93562316894531
2025-10-29,92.01258087158203
2025-10-30,90.83944702148438
2025-10-31,90.64392852783203
2025-11-03,89.40235900878906
2025-11-04,87.96527862548828
2025-11-05,89.88139343261719
2025-11-06,87.15386199951172
2025-11-07,89.19705963134766
2025-11-10,88.698486328125
2025-11-11,89.52944946289062
2025-11-12,90.98465728759766
2025-11-13,89.7076416015625
2025-11-14,88.99488830566406
2025-11-17,87.58918762207031
2025-11-18,87.63867950439453
2025-11-19,85.21334838867188
2025-11-20,82.83750915527344
2025-11-21,86.73784637451172
2025-11-24,83.68885040283203
2025-11-25,85.70831298828125
2025-11-26,88.8958969116211
2025-11-28,89.7076416015625
2025-12-01,90.440185546875
2025-12-02,89.55915069580078
2025-12-03,90.0046157836914
2025-12-04,90.6678695678711
2025-12-05,91.26183319091797
2025-12-08,92.1230697631836
2025-12-09,92.67743682861328
2025-12-10,93.66736602783203
2025-12-11,95.99370574951172
2025-12-12,96.11249542236328
2025-12-15,96.57776641845703
2025-12-16,96.68665313720703
2025-12-17,97.60729217529297
2025-12-18,98.05276489257812
2025-12-19,97.02323913574219
2025-12-22,94.24152374267578
2025-12-23,93.35059356689453
2025-12-24,95.55813598632812
2025-12-26,98.54773712158203
2025-12-29,97.1123275756836
2025-12-30,96.4490737915039
2025-12-31,96.76585388183594
