Date,PFE
2023-09-14,29.12416648864746
2023-09-15,29.05594253540039
2023-09-18,28.68922233581543
2023-09-19,28.987714767456055
2023-09-20,28.672163009643555
2023-09-21,28.015483856201172
2023-09-22,27.879032135009766
2023-09-25,28.126354217529297
2023-09-26,27.631711959838867
2023-09-27,27.3758602142334
2023-09-28,27.36733627319336
2023-09-29,28.288387298583984
2023-10-02,28.945070266723633
2023-10-03,28.91095733642578
2023-10-04,28.407787322998047
2023-10-05,28.54424476623535
2023-10-06,28.25428009033203
2023-10-09,28.313976287841797
2023-10-10,28.288387298583984
2023-10-11,28.237220764160156
2023-10-12,28.07518196105957
2023-10-13,27.38439178466797
2023-10-16,28.373674392700195
2023-10-17,27.93020248413086
2023-10-18,26.787412643432617
2023-10-19,26.59978485107422
2023-10-20,26.139259338378906
2023-10-23,26.301298141479492
2023-10-24,25.95163917541504
2023-10-25,26.207487106323242
2023-10-26,26.574201583862305
2023-10-27,25.67873191833496
2023-10-30,26.053974151611328
2023-10-31,26.062503814697266
2023-11-01,26.019861221313477
2023-11-02,26.011333465576172
2023-11-03,26.659486770629883
2023-11-06,26.59126091003418
2023-11-07,26.650955200195312
2023-11-08,26.28424072265625
2023-11-09,25.653282165527344
2023-11-10,25.480411529541016
2023-11-13,25.048248291015625
2023-11-14,25.29026222229004
2023-11-15,26.09408950805664
2023-11-16,25.731067657470703
2023-11-17,25.8607177734375
2023-11-20,25.91257667541504
2023-11-21,26.189163208007812
2023-11-22,26.206449508666992
2023-11-24,26.362030029296875
2023-11-27,26.05086898803711
2023-11-28,25.661922454833984
2023-11-29,25.99901008605957
2023-11-30,26.33609962463379
2023-12-01,24.987747192382812
2023-12-04,25.307552337646484
2023-12-05,25.143325805664062
2023-12-06,24.8840274810791
2023-12-07,24.74573516845703
2023-12-08,24.875383377075195
2023-12-11,24.754377365112305
2023-12-12,24.702518463134766
2023-12-13,23.043006896972656
2023-12-14,22.584909439086914
2023-12-15,23.01707649230957
2023-12-18,23.388736724853516
2023-12-19,24.33949851989746
2023-12-20,23.881406784057617
2023-12-21,24.469148635864258
2023-12-22,24.546937942504883
2023-12-26,24.555580139160156
2023-12-27,24.728450775146484
2023-12-28,24.8840274810791
2023-12-29,24.8840274810791
2024-01-02,25.696495056152344
2024-01-03,25.696495056152344
2024-01-04,25.143325805664062
2024-01-05,25.471771240234375
2024-01-08,25.56684684753418
2024-01-09,25.41126823425293
2024-01-10,25.05689239501953
2024-01-11,24.546937942504883
2024-01-12,24.806238174438477
2024-01-16,24.477792739868164
2024-01-17,24.33085823059082
2024-01-18,24.278995513916016
2024-01-19,24.443220138549805
2024-01-22,24.469148635864258
2024-01-23,24.57286834716797
2024-01-24,24.48643684387207
2024-01-25,24.10040855407715
2024-01-26,24.10040855407715
2024-01-29,24.10918426513672
2024-01-30,23.705608367919922
2024-01-31,23.75824546813965
2024-02-01,23.942487716674805
2024-02-02,23.626649856567383
2024-02-05,23.310806274414062
2024-02-06,24.126726150512695
2024-02-07,24.179365158081055
2024-02-08,24.188140869140625
2024-02-09,24.179365158081055
2024-02-12,24.267101287841797
2024-02-13,23.661741256713867
2024-02-14,23.784568786621094
2024-02-15,24.135501861572266
2024-02-16,24.232009887695312
2024-02-20,24.205690383911133
2024-02-21,24.275876998901367
2024-02-22,24.170595169067383
2024-02-23,24.35483169555664
2024-02-26,23.84598159790039
2024-02-27,23.591552734375
2024-02-28,23.723154067993164
2024-02-29,23.302034378051758
2024-03-01,23.328353881835938
2024-03-04,22.71422004699707
2024-03-05,22.880910873413086
2024-03-06,23.854751586914062
2024-03-07,23.50382423400879
2024-03-08,23.881072998046875
2024-03-11,24.8900146484375
2024-03-12,24.574169158935547
2024-03-13,24.75840950012207
2024-03-14,24.6794490814209
2024-03-15,24.512758255004883
2024-03-18,24.319740295410156
2024-03-19,24.240781784057617
2024-03-20,24.30219841003418
2024-03-21,24.267101287841797
2024-03-22,24.003902435302734
2024-03-25,24.06531524658203
2024-03-26,24.205690383911133
2024-03-27,24.372385025024414
2024-03-28,24.3460636138916
2024-04-01,24.319740295410156
2024-04-02,24.170595169067383
2024-04-03,23.881072998046875
2024-04-04,23.38098907470703
2024-04-05,23.3897647857666
2024-04-08,23.319580078125
2024-04-09,23.49504852294922
2024-04-10,23.091472625732422
2024-04-11,23.10901641845703
2024-04-12,22.687898635864258
2024-04-15,22.731765747070312
2024-04-16,22.53875160217285
2024-04-17,22.30187225341797
2024-04-18,22.275550842285156
2024-04-19,22.81072425842285
2024-04-22,23.038833618164062
2024-04-23,23.091472625732422
2024-04-24,23.047609329223633
2024-04-25,22.161495208740234
2024-04-26,22.28432273864746
2024-04-29,22.494884490966797
2024-04-30,22.477338790893555
2024-05-01,23.84598159790039
2024-05-02,24.30219841003418
2024-05-03,24.398700714111328
2024-05-06,24.70577049255371
2024-05-07,24.363609313964844
2024-05-08,24.802276611328125
2024-05-09,25.09616470336914
2024-05-10,24.94476890563965
2024-05-13,25.327714920043945
2024-05-14,25.274276733398438
2024-05-15,25.666126251220703
2024-05-16,25.755184173583984
2024-05-17,25.505826950073242
2024-05-20,25.407865524291992
2024-05-21,25.434581756591797
2024-05-22,26.360769271850586
2024-05-23,25.55035400390625
2024-05-24,25.719558715820312
2024-05-28,25.20302963256836
2024-05-29,24.77556037902832
2024-05-30,25.113975524902344
2024-05-31,25.52363395690918
2024-06-03,26.102502822875977
2024-06-04,26.262805938720703
2024-06-05,26.316240310668945
2024-06-06,25.6483154296875
2024-06-07,25.452392578125
2024-06-10,24.99820327758789
2024-06-11,24.96257972717285
2024-06-12,24.63306999206543
2024-06-13,24.624164581298828
2024-06-14,24.517297744750977
2024-06-17,24.02748680114746
2024-06-18,24.410425186157227
2024-06-20,24.704313278198242
2024-06-21,24.704313278198242
2024-06-24,25.256467819213867
2024-06-25,24.926956176757812
2024-06-26,24.41933250427246
2024-06-27,24.757747650146484
2024-06-28,24.91805076599121
2024-07-01,25.131786346435547
2024-07-02,24.78446388244629
2024-07-03,24.6686954498291
2024-07-05,24.980390548706055
2024-07-08,24.87352180480957
2024-07-09,24.686504364013672
2024-07-10,25.247562408447266
2024-07-11,25.52363395690918
2024-07-12,25.755184173583984
2024-07-15,25.915485382080078
2024-07-16,26.271713256835938
2024-07-17,26.74371337890625
2024-07-18,26.458728790283203
2024-07-19,26.690279006958008
2024-07-22,26.360769271850586
2024-07-23,26.271713256835938
2024-07-24,26.699182510375977
2024-07-25,26.87729835510254
2024-07-26,27.78946304321289
2024-07-29,27.744306564331055
2024-07-30,28.349407196044922
2024-07-31,27.581745147705078
2024-08-01,27.68108558654785
2024-08-02,27.482397079467773
2024-08-05,26.859233856201172
2024-08-06,26.47991943359375
2024-08-07,26.055444717407227
2024-08-08,25.974163055419922
2024-08-09,25.784503936767578
2024-08-12,25.69418716430664
2024-08-13,26.055444717407227
2024-08-14,26.082536697387695
2024-08-15,25.929004669189453
2024-08-16,25.558719635009766
2024-08-19,26.010286331176758
2024-08-20,26.100601196289062
2024-08-21,26.218008041381836
2024-08-22,25.99222755432129
2024-08-23,26.100601196289062
2024-08-26,26.118663787841797
2024-08-27,26.02834701538086
2024-08-28,25.965131759643555
2024-08-29,25.93803596496582
2024-08-30,26.199947357177734
2024-09-03,25.558719635009766
2024-09-04,25.64000129699707
2024-09-05,25.74837875366211
2024-09-06,25.793535232543945
2024-09-09,26.56119728088379
2024-09-10,26.859233856201172
2024-09-11,26.786983489990234
2024-09-12,26.33541488647461
2024-09-13,26.43476104736328
2024-09-16,27.157268524169922
2024-09-17,26.94051742553711
2024-09-18,26.86826515197754
2024-09-19,26.786983489990234
2024-09-20,26.570232391357422
2024-09-23,26.47088623046875
2024-09-24,26.64248275756836
2024-09-25,26.127696990966797
2024-09-26,26.163820266723633
2024-09-27,26.27219581604004
2024-09-30,26.136728286743164
2024-10-01,25.89287757873535
2024-10-02,25.838693618774414
2024-10-03,25.594844818115234
2024-10-04,25.811599731445312
2024-10-07,26.37154197692871
2024-10-08,26.353477478027344
2024-10-09,27.26564598083496
2024-10-10,26.49797821044922
2024-10-11,26.33541488647461
2024-10-14,26.263166427612305
2024-10-15,26.58829689025879
2024-10-16,26.796016693115234
2024-10-17,26.43476104736328
2024-10-18,26.389604568481445
2024-10-21,26.127696990966797
2024-10-22,26.046411514282227
2024-10-23,26.064477920532227
2024-10-24,25.865785598754883
2024-10-25,25.69418716430664
2024-10-28,26.064477920532227
2024-10-29,25.703218460083008
2024-10-30,25.757410049438477
2024-10-31,25.558719635009766
2024-11-01,25.36905860900879
2024-11-04,25.071027755737305
2024-11-05,25.27874755859375
2024-11-06,24.70977210998535
2024-11-07,24.800086975097656
2024-11-08,24.506593704223633
2024-11-11,24.066356658935547
2024-11-12,24.020498275756836
2024-11-13,24.506593704223633
2024-11-14,23.864582061767578
2024-11-15,22.74563980102539
2024-11-18,22.800670623779297
2024-11-19,23.02079200744629
2024-11-20,22.87404441833496
2024-11-21,23.04830551147461
2024-11-22,23.52522850036621
2024-11-25,24.002155303955078
2024-11-26,23.635290145874023
2024-11-27,23.69032096862793
2024-11-29,24.038837432861328
2024-12-02,23.681148529052734
2024-12-03,23.442684173583984
2024-12-04,23.14002227783203
2024-12-05,23.571088790893555
2024-12-06,23.598602294921875
2024-12-09,23.93795394897461
2024-12-10,23.451854705810547
2024-12-11,23.14002227783203
2024-12-12,23.2684268951416
2024-12-13,23.461027145385742
2024-12-16,23.15836524963379
2024-12-17,24.240615844726562
2024-12-18,23.74534797668457
2024-12-19,23.635290145874023
2024-12-20,24.176416397094727
2024-12-23,24.497419357299805
2024-12-24,24.52493667602539
2024-12-26,24.359846115112305
2024-12-27,24.414878845214844
2024-12-30,24.2314453125
2024-12-31,24.332332611083984
2025-01-02,24.40570640563965
2025-01-03,24.38736343383789
2025-01-06,24.662511825561523
2025-01-07,24.882633209228516
2025-01-08,24.634998321533203
2025-01-10,24.506593704223633
2025-01-13,24.579967498779297
2025-01-14,24.222274780273438
2025-01-15,24.048011779785156
2025-01-16,24.29564666748047
2025-01-17,24.12138557434082
2025-01-21,24.4332218170166
2025-01-22,23.85540771484375
2025-01-23,24.24979019165039
2025-01-24,24.324377059936523
2025-01-27,25.042266845703125
2025-01-28,24.93971061706543
2025-01-29,24.81850814819336
2025-01-30,25.088882446289062
2025-01-31,24.725276947021484
2025-02-03,24.42693328857422
2025-02-04,24.119264602661133
2025-02-05,24.65069007873535
2025-02-06,24.081972122192383
2025-02-07,23.998062133789062
2025-02-10,24.119264602661133
2025-02-11,23.802274703979492
2025-02-12,23.7463321685791
2025-02-13,23.904827117919922
2025-02-14,23.802274703979492
2025-02-18,23.830242156982422
2025-02-19,24.137908935546875
2025-02-20,24.147232055664062
2025-02-21,24.52016258239746
2025-02-24,24.84647560119629
2025-02-25,24.93038558959961
2025-02-26,24.632041931152344
2025-02-27,24.333698272705078
2025-02-28,24.64136505126953
2025-03-03,24.473548889160156
2025-03-04,24.00738525390625
2025-03-05,24.184528350830078
2025-03-06,24.464223861694336
2025-03-07,24.921064376831055
2025-03-10,24.837154388427734
2025-03-11,24.231142044067383
2025-03-12,23.970090866088867
2025-03-13,23.867534637451172
2025-03-14,23.979413986206055
2025-03-17,24.287080764770508
2025-03-18,24.52948570251465
2025-03-19,24.436250686645508
2025-03-20,24.4176082611084
2025-03-21,24.50151824951172
2025-03-24,24.370990753173828
2025-03-25,23.8209171295166
2025-03-26,23.50392723083496
2025-03-27,23.317462921142578
2025-03-28,23.50392723083496
2025-03-31,23.62512969970703
2025-04-01,22.879270553588867
2025-04-02,23.0284423828125
2025-04-03,22.646190643310547
2025-04-04,21.415517807006836
2025-04-07,21.098527908325195
2025-04-08,20.36199188232422
2025-04-09,20.968002319335938
2025-04-10,20.128910064697266
2025-04-11,20.42725372314453
2025-04-14,20.6230411529541
2025-04-15,20.921384811401367
2025-04-16,20.5484561920166
2025-04-17,20.64168930053711
2025-04-21,20.5484561920166
2025-04-22,21.00529670715332
2025-04-23,20.87476921081543
2025-04-24,21.23837661743164
2025-04-25,21.3689022064209
2025-04-28,21.490102767944336
2025-04-29,22.180025100708008
2025-04-30,22.758066177368164
2025-05-01,22.310550689697266
2025-05-02,22.562280654907227
2025-05-05,22.25461196899414
2025-05-06,21.33160972595215
2025-05-07,21.247699737548828
2025-05-08,21.415517807006836
2025-05-09,21.16849136352539
2025-05-12,21.938081741333008
2025-05-13,21.72905731201172
2025-05-14,20.921463012695312
2025-05-15,21.472524642944336
2025-05-16,21.691051483154297
2025-05-19,21.852569580078125
2025-05-20,22.34663200378418
2025-05-21,21.890575408935547
2025-05-22,21.890575408935547
2025-05-23,22.156606674194336
2025-05-27,22.432140350341797
2025-05-28,22.023590087890625
2025-05-29,22.280120849609375
2025-05-30,22.318126678466797
2025-06-02,22.289621353149414
2025-06-03,22.185110092163086
2025-06-04,22.223114013671875
2025-06-05,21.96658706665039
2025-06-06,22.185110092163086
2025-06-09,22.774179458618164
2025-06-10,23.08771514892578
2025-06-11,23.25873565673828
2025-06-12,23.600778579711914
2025-06-13,23.31574249267578
2025-06-16,23.182727813720703
2025-06-17,22.802684783935547
2025-06-18,22.68866729736328
2025-06-20,22.774179458618164
2025-06-23,22.831186294555664
2025-06-24,23.097217559814453
2025-06-25,23.049713134765625
2025-06-26,23.03070831298828
2025-06-27,22.983203887939453
2025-06-30,23.03070831298828
2025-07-01,23.790800094604492
2025-07-02,24.05683135986328
2025-07-03,24.113834381103516
2025-07-07,23.98082160949707
2025-07-08,24.34186363220215
2025-07-09,24.28485679626465
2025-07-10,24.493881225585938
2025-07-11,24.370365142822266
2025-07-14,24.08533477783203
2025-07-15,23.382253646850586
2025-07-16,23.382253646850586
2025-07-17,23.353748321533203
2025-07-18,23.249235153198242
2025-07-21,23.049713134765625
2025-07-22,23.88581085205078
2025-07-23,24.09483528137207
2025-07-24,24.08533477783203
2025-07-25,23.95969009399414
2025-07-28,23.495765686035156
2025-07-29,23.486099243164062
2025-07-30,23.01251220703125
2025-07-31,22.509929656982422
2025-08-01,22.703229904174805
2025-08-04,22.74188995361328
2025-08-05,23.92102813720703
2025-08-06,23.12849235534668
2025-08-07,23.41844367980957
2025-08-08,23.75672149658203
2025-08-11,23.75672149658203
2025-08-12,23.824377059936523
2025-08-13,24.31729507446289
2025-08-14,24.268970489501953
2025-08-15,24.29796600341797
2025-08-18,24.230308532714844
2025-08-19,24.47193717956543
2025-08-20,24.529924392700195
2025-08-21,24.87786865234375
2025-08-22,25.013179779052734
2025-08-25,24.29796600341797
2025-08-26,24.08533477783203
2025-08-27,24.230308532714844
2025-08-28,23.776052474975586
2025-08-29,23.930692672729492
2025-09-02,24.14332389831543
2025-09-03,23.95969009399414
2025-09-04,23.718061447143555
2025-09-05,24.046672821044922
2025-09-08,23.727725982666016
2025-09-09,23.882368087768555
2025-09-10,23.74705696105957
2025-09-11,24.02734375
2025-09-12,23.07050323486328
2025-09-15,23.167152404785156
2025-09-16,23.099496841430664
2025-09-17,23.244474411010742
2025-09-18,23.341123580932617
2025-09-19,23.225143432617188
2025-09-22,23.23480987548828
2025-09-23,23.321794509887695
2025-09-24,23.28313446044922
2025-09-25,22.809547424316406
2025-09-26,22.964187622070312
2025-09-29,23.051172256469727
2025-09-30,24.626577377319336
2025-10-01,26.298633575439453
2025-10-02,26.17298698425293
2025-10-03,26.45327377319336
2025-10-06,25.544757843017578
2025-10-07,25.390117645263672
2025-10-08,24.81987762451172
2025-10-09,24.394615173339844
2025-10-10,23.950023651123047
2025-10-13,23.901697158813477
2025-10-14,23.698732376098633
2025-10-15,23.57308578491211
2025-10-16,23.41844367980957
2025-10-17,23.68906593322754
2025-10-20,23.863037109375
2025-10-21,24.017677307128906
2025-10-22,23.892030715942383
2025-10-23,23.843706130981445
2025-10-24,23.930692672729492
2025-10-27,23.940357208251953
2025-10-28,23.679401397705078
2025-10-29,23.476436614990234
2025-10-30,23.476436614990234
2025-10-31,23.824377059936523
2025-11-03,23.834043502807617
2025-11-04,23.486099243164062
2025-11-05,23.78571891784668
2025-11-06,24.017677307128906
2025-11-07,24.02751350402832
2025-11-10,23.98817253112793
2025-11-11,25.0897216796875
2025-11-12,25.443790435791016
2025-11-13,25.365108489990234
2025-11-14,24.64713478088379
2025-11-17,24.666805267333984
2025-11-18,25.030710220336914
2025-11-19,24.4700984954834
2025-11-20,23.99800682067871
2025-11-21,24.627464294433594
2025-11-24,24.80449867248535
2025-11-25,25.296260833740234
2025-11-26,25.28642463684082
2025-11-28,25.31593132019043
2025-12-01,24.853675842285156
2025-12-02,24.73565101623535
2025-12-03,25.148731231689453
2025-12-04,25.27659034729004
2025-12-05,25.601154327392578
2025-12-08,25.34543800354004
2025-12-09,24.91268539428711
2025-12-10,25.35527229309082
2025-12-11,25.374942779541016
2025-12-12,25.42411994934082
2025-12-15,25.994564056396484
2025-12-16,25.109392166137695
2025-12-17,24.627464294433594
2025-12-18,24.627464294433594
2025-12-19,24.774993896484375
2025-12-22,24.794662475585938
2025-12-23,24.4700984954834
2025-12-24,24.617630004882812
2025-12-26,24.676639556884766
2025-12-29,24.588123321533203
2025-12-30,24.57828712463379
2025-12-31,24.489770889282227
