Date,PYPL
2023-06-23,66.78561401367188
2023-06-26,66.2867660522461
2023-06-27,66.0772476196289
2023-06-28,65.8777084350586
2023-06-29,65.70809936523438
2023-06-30,66.57609558105469
2023-07-03,67.94293212890625
2023-07-05,68.69120025634766
2023-07-06,65.98745727539062
2023-07-07,66.63595581054688
2023-07-10,69.12020874023438
2023-07-11,70.45712280273438
2023-07-12,70.42718505859375
2023-07-13,72.22303771972656
2023-07-14,71.93370819091797
2023-07-17,73.32050323486328
2023-07-18,74.19847869873047
2023-07-19,74.04882049560547
2023-07-20,72.8515853881836
2023-07-21,72.8216552734375
2023-07-24,73.5200424194336
2023-07-25,72.7917251586914
2023-07-26,73.2606430053711
2023-07-27,71.8638687133789
2023-07-28,73.80937194824219
2023-07-31,75.64512634277344
2023-08-01,75.35579681396484
2023-08-02,73.03116607666016
2023-08-03,64.03197479248047
2023-08-04,62.60527420043945
2023-08-07,64.27142333984375
2023-08-08,63.04425811767578
2023-08-09,61.876956939697266
2023-08-10,62.64518356323242
2023-08-11,61.39806365966797
2023-08-14,63.12407302856445
2023-08-15,59.33283996582031
2023-08-16,59.542354583740234
2023-08-17,58.46484375
2023-08-18,59.28295135498047
2023-08-21,59.372745513916016
2023-08-22,60.83935546875
2023-08-23,61.6175537109375
2023-08-24,60.569976806640625
2023-08-25,61.04887008666992
2023-08-28,61.52776336669922
2023-08-29,62.35585021972656
2023-08-30,63.27372741699219
2023-08-31,62.36582565307617
2023-09-01,63.42338180541992
2023-09-05,63.59299087524414
2023-09-06,62.65515899658203
2023-09-07,61.5078125
2023-09-08,60.83935546875
2023-09-11,61.787166595458984
2023-09-12,62.66513442993164
2023-09-13,62.695064544677734
2023-09-14,64.29137420654297
2023-09-15,64.06190490722656
2023-09-18,62.79483413696289
2023-09-19,62.04656219482422
2023-09-20,60.71963119506836
2023-09-21,58.484798431396484
2023-09-22,57.74650573730469
2023-09-25,58.724246978759766
2023-09-26,58.79408264160156
2023-09-27,57.2077522277832
2023-09-28,58.045814514160156
2023-09-29,58.32516860961914
2023-10-02,58.4249382019043
2023-10-03,57.167842864990234
2023-10-04,58.434913635253906
2023-10-05,57.34742736816406
2023-10-06,57.63676071166992
2023-10-09,57.82632064819336
2023-10-10,57.586875915527344
2023-10-11,57.936065673828125
2023-10-12,56.22502136230469
2023-10-13,55.62141799926758
2023-10-16,56.868534088134766
2023-10-17,57.028167724609375
2023-10-18,55.671302795410156
2023-10-19,54.68358612060547
2023-10-20,53.26686096191406
2023-10-23,53.326725006103516
2023-10-24,54.11490249633789
2023-10-25,51.371246337890625
2023-10-26,51.63064193725586
2023-10-27,50.273780822753906
2023-10-30,50.93225860595703
2023-10-31,51.68052673339844
2023-11-01,51.54085159301758
2023-11-02,54.93301010131836
2023-11-03,55.97060775756836
2023-11-06,54.494022369384766
2023-11-07,54.50400161743164
2023-11-08,54.952964782714844
2023-11-09,54.154808044433594
2023-11-10,54.643680572509766
2023-11-13,54.26455307006836
2023-11-14,56.54927444458008
2023-11-15,58.11565399169922
2023-11-16,56.68894958496094
2023-11-17,56.40959548950195
2023-11-20,56.858558654785156
2023-11-21,55.2722282409668
2023-11-22,56.21005630493164
2023-11-24,55.63139343261719
2023-11-27,56.25994110107422
2023-11-28,58.33514404296875
2023-11-29,57.836299896240234
2023-11-30,57.47712707519531
2023-12-01,59.51242446899414
2023-12-04,59.71195983886719
2023-12-05,57.78641128540039
2023-12-06,59.3927001953125
2023-12-07,58.34511947631836
2023-12-08,58.80405807495117
2023-12-11,58.903831481933594
2023-12-12,58.75417709350586
2023-12-13,61.587623596191406
2023-12-14,61.72730255126953
2023-12-15,61.118709564208984
2023-12-18,61.32822799682617
2023-12-19,62.86467361450195
2023-12-20,61.59760284423828
2023-12-21,61.916866302490234
2023-12-22,61.69737243652344
2023-12-26,62.415714263916016
2023-12-27,62.53543472290039
2023-12-28,62.934513092041016
2023-12-29,61.26836395263672
2024-01-02,61.3182487487793
2024-01-03,58.49477767944336
2024-01-04,58.31519317626953
2024-01-05,59.98133850097656
2024-01-08,61.59760284423828
2024-01-09,60.90919494628906
2024-01-10,60.819400787353516
2024-01-11,61.208499908447266
2024-01-12,60.859310150146484
2024-01-16,58.31519317626953
2024-01-17,59.751869201660156
2024-01-18,61.94679641723633
2024-01-19,65.6681900024414
2024-01-22,63.59299087524414
2024-01-23,64.6305923461914
2024-01-24,62.87465286254883
2024-01-25,60.569976806640625
2024-01-26,61.637508392333984
2024-01-29,63.61294174194336
2024-01-30,63.53312683105469
2024-01-31,61.208499908447266
2024-02-01,61.876956939697266
2024-02-02,62.276031494140625
2024-02-05,61.39806365966797
2024-02-06,63.56305694580078
2024-02-07,63.094146728515625
2024-02-08,56.00054168701172
2024-02-09,58.77412796020508
2024-02-12,59.95140838623047
2024-02-13,58.12562561035156
2024-02-14,58.734222412109375
2024-02-15,59.56230926513672
2024-02-16,59.003597259521484
2024-02-20,58.49477767944336
2024-02-21,57.34742736816406
2024-02-22,58.21541976928711
2024-02-23,59.02355194091797
2024-02-26,59.19316482543945
2024-02-27,60.02124786376953
2024-02-28,60.11103820800781
2024-02-29,60.20083236694336
2024-03-01,60.40037155151367
2024-03-04,59.8416633605957
2024-03-05,58.13560485839844
2024-03-06,57.9859504699707
2024-03-07,58.365074157714844
2024-03-08,58.873897552490234
2024-03-11,59.94143295288086
2024-03-12,59.891544342041016
2024-03-13,62.305965423583984
2024-03-14,62.854698181152344
2024-03-15,62.705039978027344
2024-03-18,64.08186340332031
2024-03-19,62.86467361450195
2024-03-20,64.89997100830078
2024-03-21,65.98745727539062
2024-03-22,64.62061309814453
2024-03-25,65.8477783203125
2024-03-26,66.51622772216797
2024-03-27,66.41646575927734
2024-03-28,66.83549499511719
2024-04-01,64.88001251220703
2024-04-02,64.51087188720703
2024-04-03,65.18929290771484
2024-04-04,64.39114379882812
2024-04-05,64.99974060058594
2024-04-08,66.1869888305664
2024-04-09,66.84547424316406
2024-04-10,65.7280502319336
2024-04-11,65.64823913574219
2024-04-12,64.44102478027344
2024-04-15,63.36351776123047
2024-04-16,63.28370666503906
2024-04-17,63.11409378051758
2024-04-18,61.95677185058594
2024-04-19,62.166290283203125
2024-04-22,63.04425811767578
2024-04-23,64.28140258789062
2024-04-24,64.6904525756836
2024-04-25,63.9521598815918
2024-04-26,65.80786895751953
2024-04-29,66.83549499511719
2024-04-30,67.76334381103516
2024-05-01,65.98745727539062
2024-05-02,66.82552337646484
2024-05-03,65.54846954345703
2024-05-06,65.45867919921875
2024-05-07,65.76795959472656
2024-05-08,63.6628303527832
2024-05-09,64.30134582519531
2024-05-10,62.78485870361328
2024-05-13,63.80250549316406
2024-05-14,64.4310531616211
2024-05-15,63.752620697021484
2024-05-16,63.9521598815918
2024-05-17,64.33128356933594
2024-05-20,64.62061309814453
2024-05-21,63.9521598815918
2024-05-22,62.04656219482422
2024-05-23,61.43797302246094
2024-05-24,61.497833251953125
2024-05-28,62.026607513427734
2024-05-29,60.90919494628906
2024-05-30,62.36582565307617
2024-05-31,62.844722747802734
2024-06-03,63.31363296508789
2024-06-04,63.183937072753906
2024-06-05,63.38347244262695
2024-06-06,66.86542510986328
2024-06-07,67.14478302001953
2024-06-10,66.93525695800781
2024-06-11,64.62061309814453
2024-06-12,63.28370666503906
2024-06-13,61.39806365966797
2024-06-14,60.49515151977539
2024-06-17,59.99131774902344
2024-06-18,58.983642578125
2024-06-20,59.66207504272461
2024-06-21,60.470211029052734
2024-06-24,59.3527946472168
2024-06-25,59.19316482543945
2024-06-26,58.12562561035156
2024-06-27,58.235374450683594
2024-06-28,57.89616012573242
2024-07-01,57.67667007446289
2024-07-02,58.83399200439453
2024-07-03,59.502445220947266
2024-07-05,59.622169494628906
2024-07-08,58.95371627807617
2024-07-09,58.863922119140625
2024-07-10,58.764156341552734
2024-07-11,59.85163879394531
2024-07-12,60.1309928894043
2024-07-15,60.33053207397461
2024-07-16,61.667442321777344
2024-07-17,61.098758697509766
2024-07-18,59.86161422729492
2024-07-19,59.19316482543945
2024-07-22,60.62984085083008
2024-07-23,59.57228469848633
2024-07-24,57.936065673828125
2024-07-25,57.08802795410156
2024-07-26,58.15555953979492
2024-07-29,58.80405807495117
2024-07-30,63.85239028930664
2024-07-31,65.62828063964844
2024-08-01,65.15936279296875
2024-08-02,61.8370475769043
2024-08-05,60.320552825927734
2024-08-06,62.60527420043945
2024-08-07,62.595298767089844
2024-08-08,64.13174438476562
2024-08-09,64.57073211669922
2024-08-12,63.31363296508789
2024-08-13,64.95983123779297
2024-08-14,65.98745727539062
2024-08-15,67.7833023071289
2024-08-16,67.80325317382812
2024-08-19,69.26986694335938
2024-08-20,71.72418975830078
2024-08-21,71.29518127441406
2024-08-22,71.35504150390625
2024-08-23,71.53462982177734
2024-08-26,71.87384796142578
2024-08-27,71.42488098144531
2024-08-28,70.26756286621094
2024-08-29,72.99126434326172
2024-08-30,72.26294708251953
2024-09-03,71.83393859863281
2024-09-04,72.44253540039062
2024-09-05,71.8638687133789
2024-09-06,68.73110961914062
2024-09-09,69.19004821777344
2024-09-10,68.69120025634766
2024-09-11,69.19004821777344
2024-09-12,70.19772338867188
2024-09-13,69.93831634521484
2024-09-16,70.90608215332031
2024-09-17,71.6044692993164
2024-09-18,72.95135498046875
2024-09-19,77.3910903930664
2024-09-20,76.58296203613281
2024-09-23,77.49085998535156
2024-09-24,78.15930938720703
2024-09-25,77.18157958984375
2024-09-26,79.89530181884766
2024-09-27,77.70037841796875
2024-09-30,77.85002899169922
2024-10-01,77.29132080078125
2024-10-02,77.26139831542969
2024-10-03,77.1316909790039
2024-10-04,79.17696380615234
2024-10-07,80.07489013671875
2024-10-08,80.97281646728516
2024-10-09,81.46168518066406
2024-10-10,78.79784393310547
2024-10-11,80.32431030273438
2024-10-14,80.48394012451172
2024-10-15,79.36653137207031
2024-10-16,80.63359832763672
2024-10-17,79.63590240478516
2024-10-18,80.7533187866211
2024-10-21,80.37419128417969
2024-10-22,80.72339630126953
2024-10-23,80.6435775756836
2024-10-24,81.20227813720703
2024-10-25,81.51156616210938
2024-10-28,83.39720153808594
2024-10-29,80.09484100341797
2024-10-30,78.03959655761719
2024-10-31,79.11710357666016
2024-11-01,77.07183074951172
2024-11-04,77.94979858398438
2024-11-05,79.06721496582031
2024-11-06,81.22223663330078
2024-11-07,81.1623764038086
2024-11-08,82.81855010986328
2024-11-11,86.73948669433594
2024-11-12,86.20072937011719
2024-11-13,87.10862731933594
2024-11-14,85.59213256835938
2024-11-15,85.63204193115234
2024-11-18,84.47471618652344
2024-11-19,83.89604949951172
2024-11-20,84.5445556640625
2024-11-21,84.62437438964844
2024-11-22,86.56986999511719
2024-11-25,87.56756591796875
2024-11-26,86.73948669433594
2024-11-27,86.37033081054688
2024-11-29,86.56986999511719
2024-12-02,86.33042907714844
2024-12-03,84.94363403320312
2024-12-04,89.12397003173828
2024-12-05,88.8396224975586
2024-12-06,89.67269897460938
2024-12-09,89.79242706298828
2024-12-10,88.55528259277344
2024-12-11,90.54069519042969
2024-12-12,89.19380950927734
2024-12-13,90.81006622314453
2024-12-16,91.08943176269531
2024-12-17,90.65044403076172
2024-12-18,85.25291442871094
2024-12-19,86.57984924316406
2024-12-20,86.92903900146484
2024-12-23,86.69957733154297
2024-12-24,88.04646301269531
2024-12-26,87.93671417236328
2024-12-27,86.65966796875
2024-12-30,85.23296356201172
2024-12-31,85.15314483642578
2025-01-02,85.98123168945312
2025-01-03,87.39795684814453
2025-01-06,89.3235092163086
2025-01-07,87.76710510253906
2025-01-08,87.73717498779297
2025-01-10,83.16773986816406
2025-01-13,83.79627990722656
2025-01-14,86.97892761230469
2025-01-15,89.4332504272461
2025-01-16,88.71491241455078
2025-01-17,91.5982437133789
2025-01-21,89.56295013427734
2025-01-22,89.64276885986328
2025-01-23,89.5230484008789
2025-01-24,88.90447998046875
2025-01-27,90.03186798095703
2025-01-28,87.98660278320312
2025-01-29,88.55528259277344
2025-01-30,89.36341857910156
2025-01-31,88.37570190429688
2025-02-03,89.30355834960938
2025-02-04,77.54573059082031
2025-02-05,79.01732635498047
2025-02-06,78.38878631591797
2025-02-07,77.1316909790039
2025-02-10,78.0595474243164
2025-02-11,76.03422546386719
2025-02-12,76.09408569335938
2025-02-13,76.41334533691406
2025-02-14,77.79016876220703
2025-02-18,78.43867492675781
2025-02-19,78.17926788330078
2025-02-20,77.4509506225586
2025-02-21,74.77713012695312
2025-02-24,75.07644653320312
2025-02-25,73.89916229248047
2025-02-26,71.88382720947266
2025-02-27,70.5668716430664
2025-02-28,70.8861312866211
2025-03-03,69.58912658691406
2025-03-04,67.3243637084961
2025-03-05,69.33970642089844
2025-03-06,67.92298126220703
2025-03-07,70.31745147705078
2025-03-10,68.00279998779297
2025-03-11,67.82321166992188
2025-03-12,68.46173858642578
2025-03-13,66.75568389892578
2025-03-14,68.79096984863281
2025-03-17,69.4893569946289
2025-03-18,68.72113037109375
2025-03-19,69.83855438232422
2025-03-20,69.50930786132812
2025-03-21,70.02811431884766
2025-03-24,70.80631256103516
2025-03-25,70.69657135009766
2025-03-26,69.80862426757812
2025-03-27,68.70117950439453
2025-03-28,64.99974060058594
2025-03-31,65.0995101928711
2025-04-01,65.94754791259766
2025-04-02,66.99512481689453
2025-04-03,61.56767272949219
2025-04-04,58.235374450683594
2025-04-07,58.39500427246094
2025-04-08,57.277587890625
2025-04-09,63.80250549316406
2025-04-10,60.420326232910156
2025-04-11,62.445640563964844
2025-04-14,62.126380920410156
2025-04-15,61.85700225830078
2025-04-16,60.1010627746582
2025-04-17,60.859310150146484
2025-04-21,60.145957946777344
2025-04-22,61.27833938598633
2025-04-23,62.315940856933594
2025-04-24,64.62061309814453
2025-04-25,65.18929290771484
2025-04-28,64.78024291992188
2025-04-29,66.16703796386719
2025-04-30,65.68814086914062
2025-05-01,65.25914001464844
2025-05-02,67.08491516113281
2025-05-05,68.38191986083984
2025-05-06,67.89305114746094
2025-05-07,68.53157806396484
2025-05-08,70.31745147705078
2025-05-09,70.09795379638672
2025-05-12,72.14321899414062
2025-05-13,72.1232681274414
2025-05-14,72.51236724853516
2025-05-15,71.4049301147461
2025-05-16,72.0135269165039
2025-05-19,72.1531982421875
2025-05-20,72.44253540039062
2025-05-21,71.48474884033203
2025-05-22,71.28520202636719
2025-05-23,69.68889617919922
2025-05-27,71.31513977050781
2025-05-28,71.27523040771484
2025-05-29,70.76641082763672
2025-05-30,70.11790466308594
2025-06-02,70.76641082763672
2025-06-03,71.16548919677734
2025-06-04,72.63209533691406
2025-06-05,72.3028564453125
2025-06-06,73.2606430053711
2025-06-09,73.38036346435547
2025-06-10,74.58757781982422
2025-06-11,74.43791961669922
2025-06-12,74.63745880126953
2025-06-13,70.66664123535156
2025-06-16,72.09333801269531
2025-06-17,70.50700378417969
2025-06-18,68.41184997558594
2025-06-20,69.88844299316406
2025-06-23,71.84391784667969
2025-06-24,73.41029357910156
2025-06-25,72.90147399902344
2025-06-26,73.00123596191406
2025-06-27,73.47015380859375
2025-06-30,74.14859008789062
2025-07-01,75.11634826660156
2025-07-02,76.13399505615234
2025-07-03,76.41334533691406
2025-07-07,76.0042953491211
2025-07-08,74.85694885253906
2025-07-09,74.65741729736328
2025-07-10,75.52540588378906
2025-07-11,71.19541931152344
2025-07-14,73.7195816040039
2025-07-15,72.7917251586914
2025-07-16,72.80170440673828
2025-07-17,73.68965148925781
2025-07-18,73.99893188476562
2025-07-21,74.6474380493164
2025-07-22,75.82471466064453
2025-07-23,76.48319244384766
2025-07-24,77.64051818847656
2025-07-25,77.8001480102539
2025-07-28,78.03959655761719
2025-07-29,71.28520202636719
2025-07-30,69.5492172241211
2025-07-31,68.6014175415039
2025-08-01,66.95521545410156
2025-08-04,67.85314178466797
2025-08-05,67.6735610961914
2025-08-06,69.2598876953125
2025-08-07,68.06266021728516
2025-08-08,67.49397277832031
2025-08-11,66.92528533935547
2025-08-12,67.813232421875
2025-08-13,70.46709442138672
2025-08-14,69.21997833251953
2025-08-15,69.07032775878906
2025-08-18,69.36963653564453
2025-08-19,68.8907470703125
2025-08-20,67.92298126220703
2025-08-21,67.39420318603516
2025-08-22,69.73878479003906
2025-08-25,69.31975555419922
2025-08-26,70.01813507080078
2025-08-27,69.4893569946289
2025-08-28,69.8984146118164
2025-08-29,70.02811431884766
2025-09-02,69.09027862548828
2025-09-03,69.47938537597656
2025-09-04,68.3021011352539
2025-09-05,68.10256958007812
2025-09-08,68.24224090576172
2025-09-09,67.5239028930664
2025-09-10,65.48860931396484
2025-09-11,67.1148452758789
2025-09-12,66.73572540283203
2025-09-15,66.95521545410156
2025-09-16,66.69581604003906
2025-09-17,68.46173858642578
2025-09-18,68.3619613647461
2025-09-19,68.06266021728516
2025-09-22,67.5239028930664
2025-09-23,67.15475463867188
2025-09-24,67.7034912109375
2025-09-25,66.58606719970703
2025-09-26,67.14478302001953
2025-09-29,69.519287109375
2025-09-30,66.90532684326172
2025-10-01,66.50625610351562
2025-10-02,68.7710189819336
2025-10-03,69.09027862548828
2025-10-06,71.12557983398438
2025-10-07,74.43791961669922
2025-10-08,75.95441436767578
2025-10-09,75.57528686523438
2025-10-10,69.67891693115234
2025-10-13,68.70117950439453
2025-10-14,68.99051666259766
2025-10-15,67.82321166992188
2025-10-16,65.89766693115234
2025-10-17,67.25453186035156
2025-10-20,69.04039764404297
2025-10-21,69.88844299316406
2025-10-22,67.91300201416016
2025-10-23,69.49933624267578
2025-10-24,69.60907745361328
2025-10-27,70.08797454833984
2025-10-28,72.8515853881836
2025-10-29,69.519287109375
2025-10-30,67.77332305908203
2025-10-31,69.1102294921875
2025-11-03,68.182373046875
2025-11-04,65.92759704589844
2025-11-05,67.90302276611328
2025-11-06,66.107177734375
2025-11-07,66.06726837158203
2025-11-10,66.09719848632812
2025-11-11,67.24455261230469
2025-11-12,67.04500579833984
2025-11-13,65.1793212890625
2025-11-14,62.66513442993164
2025-11-17,61.747257232666016
2025-11-18,60.560001373291016
2025-11-19,60.11000061035156
2025-11-20,58.10499954223633
2025-11-21,60.56999969482422
2025-11-24,60.560001373291016
2025-11-25,61.220001220703125
2025-11-26,61.83000183105469
2025-11-28,62.689998626708984
2025-12-01,62.58000183105469
2025-12-02,62.900001525878906
2025-12-03,61.2400016784668
2025-12-04,61.72999954223633
2025-12-05,62.279998779296875
2025-12-08,61.119998931884766
2025-12-09,60.779998779296875
2025-12-10,61.15999984741211
2025-12-11,61.689998626708984
2025-12-12,61.65999984741211
2025-12-15,60.7400016784668
2025-12-16,61.33000183105469
2025-12-17,60.18000030517578
2025-12-18,59.439998626708984
2025-12-19,59.810001373291016
2025-12-22,59.86000061035156
2025-12-23,59.40999984741211
2025-12-24,60.040000915527344
2025-12-26,59.970001220703125
2025-12-29,59.4900016784668
2025-12-30,59.099998474121094
2025-12-31,58.380001068115234
