Date,ABBV
2025-02-24,197.45608520507812
2025-02-25,197.5141143798828
2025-02-26,196.4208221435547
2025-02-27,198.36557006835938
2025-02-28,202.24542236328125
2025-03-03,204.61590576171875
2025-03-04,201.0166473388672
2025-03-05,204.67396545410156
2025-03-06,203.90960693359375
2025-03-07,207.3346710205078
2025-03-10,209.62777709960938
2025-03-11,206.65740966796875
2025-03-12,205.1770782470703
2025-03-13,204.6836395263672
2025-03-14,204.89651489257812
2025-03-17,207.5088348388672
2025-03-18,206.9089813232422
2025-03-19,205.3609161376953
2025-03-20,205.08033752441406
2025-03-21,203.19361877441406
2025-03-24,202.38087463378906
2025-03-25,194.80502319335938
2025-03-26,194.76632690429688
2025-03-27,196.14024353027344
2025-03-28,198.62681579589844
2025-03-31,202.7195281982422
2025-04-01,199.57501220703125
2025-04-02,198.5300750732422
2025-04-03,195.0952911376953
2025-04-04,180.89175415039062
2025-04-07,180.49505615234375
2025-04-08,169.9681854248047
2025-04-09,174.0028533935547
2025-04-10,168.54592895507812
2025-04-11,169.3683319091797
2025-04-14,173.28688049316406
2025-04-15,172.64239501953125
2025-04-16,167.64279174804688
2025-04-17,168.9219970703125
2025-04-21,166.15855407714844
2025-04-22,169.6934051513672
2025-04-23,172.8865203857422
2025-04-24,176.12844848632812
2025-04-25,181.68463134765625
2025-04-28,187.81695556640625
2025-04-29,188.95944213867188
2025-04-30,190.51206970214844
2025-05-01,188.79344177246094
2025-05-02,193.80279541015625
2025-05-05,191.45924377441406
2025-05-06,182.74899291992188
2025-05-07,183.66690063476562
2025-05-08,181.21592712402344
2025-05-09,180.25897216796875
2025-05-12,185.600341796875
2025-05-13,183.57901000976562
2025-05-14,173.267333984375
2025-05-15,177.40762329101562
2025-05-16,179.69261169433594
2025-05-19,181.34286499023438
2025-05-20,180.5030975341797
2025-05-21,177.5248260498047
2025-05-22,178.24740600585938
2025-05-23,178.9504852294922
2025-05-27,181.35264587402344
2025-05-28,178.7844696044922
2025-05-29,181.25498962402344
2025-05-30,181.73345947265625
2025-06-02,182.5927734375
2025-06-03,182.84664916992188
2025-06-04,182.9345245361328
2025-06-05,183.0614776611328
2025-06-06,185.36598205566406
2025-06-09,184.7117462158203
2025-06-10,185.0437469482422
2025-06-11,186.9967041015625
2025-06-12,187.89508056640625
2025-06-13,186.5865936279297
2025-06-16,186.37176513671875
2025-06-17,181.11827087402344
2025-06-18,181.1280517578125
2025-06-20,180.9425048828125
2025-06-23,179.43870544433594
2025-06-24,181.1866455078125
2025-06-25,181.0303955078125
2025-06-26,182.3974609375
2025-06-27,178.02281188964844
2025-06-30,181.25498962402344
2025-07-01,185.52223205566406
2025-07-02,186.26434326171875
2025-07-03,184.82891845703125
2025-07-07,183.2177276611328
2025-07-08,185.30740356445312
2025-07-09,186.1374053955078
2025-07-10,190.41441345214844
2025-07-11,187.92437744140625
2025-07-14,187.01625061035156
2025-07-15,183.57887268066406
2025-07-16,187.7056884765625
2025-07-17,188.5133056640625
2025-07-18,186.4055938720703
2025-07-21,182.06211853027344
2025-07-22,184.28802490234375
2025-07-23,187.6761474609375
2025-07-24,187.95191955566406
2025-07-25,187.41021728515625
2025-07-28,185.6767578125
2025-07-29,188.33604431152344
2025-07-30,186.45484924316406
2025-07-31,186.16921997070312
2025-08-01,192.2757110595703
2025-08-04,194.2159881591797
2025-08-05,195.55548095703125
2025-08-06,193.3394317626953
2025-08-07,195.86080932617188
2025-08-08,195.0630340576172
2025-08-11,195.6441192626953
2025-08-12,195.6441192626953
2025-08-13,198.43145751953125
2025-08-14,201.59303283691406
2025-08-15,203.57272338867188
2025-08-18,203.45452880859375
2025-08-19,203.08026123046875
2025-08-20,205.99560546875
2025-08-21,206.34033203125
2025-08-22,207.4237518310547
2025-08-25,204.4197540283203
2025-08-26,205.21754455566406
2025-08-27,204.9220428466797
2025-08-28,204.78416442871094
2025-08-29,207.2267608642578
2025-09-02,208.72384643554688
2025-09-03,208.6647491455078
2025-09-04,209.7875518798828
2025-09-05,209.35418701171875
2025-09-08,206.62596130371094
2025-09-09,207.2464599609375
2025-09-10,208.44805908203125
2025-09-11,216.89865112304688
2025-09-12,215.04701232910156
2025-09-15,214.32803344726562
2025-09-16,212.99838256835938
2025-09-17,217.47976684570312
2025-09-18,218.6419677734375
2025-09-19,219.11473083496094
2025-09-22,219.23291015625
2025-09-23,219.2526092529297
2025-09-24,216.67213439941406
2025-09-25,215.24400329589844
2025-09-26,217.2827911376953
2025-09-29,219.7943115234375
2025-09-30,228.0479278564453
2025-10-01,240.6942901611328
2025-10-02,232.99221801757812
2025-10-03,230.3822021484375
2025-10-06,226.71829223632812
2025-10-07,229.31846618652344
2025-10-08,227.75245666503906
2025-10-09,227.21075439453125
2025-10-10,227.0236053466797
2025-10-13,226.82662963867188
2025-10-14,225.67428588867188
2025-10-15,224.41441345214844
2025-10-16,225.05921936035156
2025-10-17,227.73768615722656
2025-10-20,230.20779418945312
2025-10-21,229.54315185546875
2025-10-22,226.85476684570312
2025-10-23,226.42820739746094
2025-10-24,226.1702880859375
2025-10-27,226.2099609375
2025-10-28,225.723876953125
2025-10-29,223.34303283691406
2025-10-30,226.3786163330078
2025-10-31,216.29969787597656
2025-11-03,210.2682342529297
2025-11-04,214.1668701171875
2025-11-05,215.0398406982422
2025-11-06,217.29171752929688
2025-11-07,217.4107666015625
2025-11-10,216.96437072753906
2025-11-11,223.37278747558594
2025-11-12,231.3684539794922
2025-11-13,230.4359588623047
2025-11-14,230.5054168701172
2025-11-17,232.13232421875
2025-11-18,232.00335693359375
2025-11-19,231.051025390625
2025-11-20,227.61863708496094
2025-11-21,234.3941192626953
2025-11-24,227.6781463623047
2025-11-25,229.9498748779297
2025-11-26,225.84292602539062
2025-11-28,225.88259887695312
2025-12-01,223.3132781982422
2025-12-02,222.5791778564453
2025-12-03,228.40232849121094
2025-12-04,226.88455200195312
2025-12-05,224.27552795410156
2025-12-08,221.3391571044922
2025-12-09,221.210205078125
2025-12-10,223.38270568847656
2025-12-11,222.19229125976562
2025-12-12,221.53756713867188
2025-12-15,225.6345977783203
2025-12-16,221.884765625
2025-12-17,222.5196533203125
2025-12-18,221.04156494140625
2025-12-19,225.00962829589844
2025-12-22,226.09092712402344
2025-12-23,226.96389770507812
2025-12-24,228.0551300048828
2025-12-26,228.14439392089844
2025-12-29,228.99754333496094
2025-12-30,227.9063262939453
2025-12-31,226.6663055419922
