Date,LIN
2025-03-11,448.03717041015625
2025-03-12,445.17572021484375
2025-03-13,448.7298583984375
2025-03-14,450.94744873046875
2025-03-17,455.7093505859375
2025-03-18,456.10540771484375
2025-03-19,455.15496826171875
2025-03-20,453.1749572753906
2025-03-21,453.7491760253906
2025-03-24,454.5015563964844
2025-03-25,452.8779602050781
2025-03-26,456.8182067871094
2025-03-27,460.085205078125
2025-03-28,454.5213623046875
2025-03-31,460.98614501953125
2025-04-01,462.4216003417969
2025-04-02,465.0451354980469
2025-04-03,462.5503234863281
2025-04-04,433.582763671875
2025-04-07,421.6036682128906
2025-04-08,409.19891357421875
2025-04-09,441.5126953125
2025-04-10,427.56353759765625
2025-04-11,437.4140625
2025-04-14,441.5721130371094
2025-04-15,446.46270751953125
2025-04-16,443.51251220703125
2025-04-17,447.60125732421875
2025-04-21,439.4139099121094
2025-04-22,450.0663146972656
2025-04-23,443.7303161621094
2025-04-24,445.037109375
2025-04-25,443.91839599609375
2025-04-28,443.5224304199219
2025-04-29,446.0766296386719
2025-04-30,448.7001647949219
2025-05-01,443.5718994140625
2025-05-02,450.4029846191406
2025-05-05,447.967529296875
2025-05-06,442.5819091796875
2025-05-07,445.16583251953125
2025-05-08,448.7001647949219
2025-05-09,448.1358337402344
2025-05-12,449.8782653808594
2025-05-13,446.1657409667969
2025-05-14,441.5126953125
2025-05-15,449.6802673339844
2025-05-16,453.19476318359375
2025-05-19,455.7291564941406
2025-05-20,455.25396728515625
2025-05-21,450.94744873046875
2025-05-22,454.4124755859375
2025-05-23,454.3134765625
2025-05-27,463.2730407714844
2025-05-28,457.8874206542969
2025-05-29,459.4416809082031
2025-05-30,462.9067077636719
2025-06-02,459.92681884765625
2025-06-03,467.1043395996094
2025-06-04,470.53076171875
2025-06-05,467.0447998046875
2025-06-06,469.4779968261719
2025-06-09,468.9417419433594
2025-06-10,472.3085021972656
2025-06-11,465.3365478515625
2025-06-12,467.3128967285156
2025-06-13,462.7940673828125
2025-06-16,463.4097900390625
2025-06-17,457.7487487792969
2025-06-18,455.5638122558594
2025-06-20,452.7431945800781
2025-06-23,456.60662841796875
2025-06-24,459.9932861328125
2025-06-25,457.0535583496094
2025-06-26,461.284423828125
2025-06-27,460.6190185546875
2025-06-30,465.9721374511719
2025-07-01,473.4903869628906
2025-07-02,473.90753173828125
2025-07-03,472.328369140625
2025-07-07,466.37933349609375
2025-07-08,466.7369079589844
2025-07-09,468.0478210449219
2025-07-10,467.12420654296875
2025-07-11,465.60467529296875
2025-07-14,465.57489013671875
2025-07-15,457.41107177734375
2025-07-16,456.5271911621094
2025-07-17,458.1361083984375
2025-07-18,461.8306884765625
2025-07-21,467.2135925292969
2025-07-22,468.792724609375
2025-07-23,466.776611328125
2025-07-24,468.2663269042969
2025-07-25,469.65679931640625
2025-07-28,464.2638854980469
2025-07-29,468.2862243652344
2025-07-30,463.0423278808594
2025-07-31,457.1131286621094
2025-08-01,456.2689514160156
2025-08-04,464.2043151855469
2025-08-05,466.62762451171875
2025-08-06,468.2564392089844
2025-08-07,466.2204284667969
2025-08-08,469.1900329589844
2025-08-11,467.1639404296875
2025-08-12,469.9944763183594
2025-08-13,472.3780517578125
2025-08-14,474.3643798828125
2025-08-15,476.7976379394531
2025-08-18,475.2383728027344
2025-08-19,476.63873291015625
2025-08-20,479.06201171875
2025-08-21,477.4233093261719
2025-08-22,478.37677001953125
2025-08-25,474.5828857421875
2025-08-26,478.62506103515625
2025-08-27,479.4096374511719
2025-08-28,478.85345458984375
2025-08-29,475.0198669433594
2025-09-02,470.8982238769531
2025-09-03,468.5543518066406
2025-09-04,470.6566467285156
2025-09-05,467.7971496582031
2025-09-08,472.8883972167969
2025-09-09,471.7027587890625
2025-09-10,470.9654846191406
2025-09-11,481.8155212402344
2025-09-12,480.2712097167969
2025-09-15,474.980712890625
2025-09-16,469.739990234375
2025-09-17,478.09918212890625
2025-09-18,474.2533874511719
2025-09-19,477.2523498535156
2025-09-22,476.0069274902344
2025-09-23,478.1789245605469
2025-09-24,472.3902282714844
2025-09-25,472.0415344238281
2025-09-26,472.6692199707031
2025-09-29,474.7415771484375
2025-09-30,473.2570495605469
2025-10-01,465.09710693359375
2025-10-02,467.75732421875
2025-10-03,465.01739501953125
2025-10-06,466.8306884765625
2025-10-07,468.64404296875
2025-10-08,466.11334228515625
2025-10-09,456.4788513183594
2025-10-10,452.1547546386719
2025-10-13,454.96441650390625
2025-10-14,457.5648498535156
2025-10-15,449.7635803222656
2025-10-16,442.6098937988281
2025-10-17,449.23553466796875
2025-10-20,449.9030456542969
2025-10-21,448.428466796875
2025-10-22,448.2690734863281
2025-10-23,448.428466796875
2025-10-24,444.36346435546875
2025-10-27,443.18780517578125
2025-10-28,441.0954895019531
2025-10-29,430.4248046875
2025-10-30,428.3324890136719
2025-10-31,416.76507568359375
2025-11-03,410.66754150390625
2025-11-04,416.40643310546875
2025-11-05,416.69537353515625
2025-11-06,413.7960510253906
2025-11-07,418.9670104980469
2025-11-10,419.12640380859375
2025-11-11,425.0844421386719
2025-11-12,427.385986328125
2025-11-13,427.0671691894531
2025-11-14,421.83642578125
2025-11-17,416.3167419433594
2025-11-18,413.1982421875
2025-11-19,411.683837890625
2025-11-20,407.0110168457031
2025-11-21,411.2254943847656
2025-11-24,406.1741027832031
2025-11-25,406.35345458984375
2025-11-26,406.40325927734375
2025-11-28,408.81439208984375
2025-12-01,405.64605712890625
2025-12-02,407.2900085449219
2025-12-03,409.1499938964844
2025-12-04,403.7300109863281
2025-12-05,399.57000732421875
2025-12-08,389.3800048828125
2025-12-09,390.3800048828125
2025-12-10,392.67999267578125
2025-12-11,403.29998779296875
2025-12-12,416.239990234375
2025-12-15,416.989990234375
2025-12-16,423.510009765625
2025-12-17,422.3399963378906
2025-12-18,418.989990234375
2025-12-19,421.42999267578125
2025-12-22,423.510009765625
2025-12-23,425.1000061035156
2025-12-24,424.8999938964844
2025-12-26,424.7699890136719
2025-12-29,426.5400085449219
2025-12-30,428.3599853515625
2025-12-31,426.3900146484375
