Date,SCHW
2023-06-13,52.674407958984375
2023-06-14,52.28956985473633
2023-06-15,53.40559768676758
2023-06-16,52.33768081665039
2023-06-20,51.885494232177734
2023-06-21,51.923980712890625
2023-06-22,51.19279098510742
2023-06-23,51.15430450439453
2023-06-26,51.385215759277344
2023-06-27,53.1265983581543
2023-06-28,53.66535949707031
2023-06-29,54.97380065917969
2023-06-30,54.531246185302734
2023-07-03,55.53181838989258
2023-07-05,54.54086685180664
2023-07-06,53.83853530883789
2023-07-07,54.6370735168457
2023-07-10,55.63764572143555
2023-07-11,55.39712905883789
2023-07-12,56.195655822753906
2023-07-13,57.65803909301758
2023-07-14,56.301490783691406
2023-07-17,56.41693878173828
2023-07-18,63.507530212402344
2023-07-19,63.536407470703125
2023-07-20,65.36437225341797
2023-07-21,63.959716796875
2023-07-24,64.03668975830078
2023-07-25,62.95915603637695
2023-07-26,64.09440612792969
2023-07-27,63.324745178222656
2023-07-28,63.45943832397461
2023-07-31,63.59412384033203
2023-08-01,63.22853469848633
2023-08-02,62.86293411254883
2023-08-03,63.37285232543945
2023-08-04,62.4588623046875
2023-08-07,63.46907043457031
2023-08-08,63.036128997802734
2023-08-09,62.8148307800293
2023-08-10,62.33194351196289
2023-08-11,61.88767623901367
2023-08-14,59.666358947753906
2023-08-15,58.88407516479492
2023-08-16,58.38187789916992
2023-08-17,57.725135803222656
2023-08-18,57.48368453979492
2023-08-21,57.36779022216797
2023-08-22,54.52837371826172
2023-08-23,56.03500747680664
2023-08-24,55.86116409301758
2023-08-25,56.16055679321289
2023-08-28,57.02976989746094
2023-08-29,57.416080474853516
2023-08-30,57.73479461669922
2023-08-31,57.126346588134766
2023-09-01,58.43015670776367
2023-09-05,57.63821029663086
2023-09-06,56.27644729614258
2023-09-07,55.84184646606445
2023-09-08,57.30018615722656
2023-09-11,57.77342224121094
2023-09-12,58.4494743347168
2023-09-13,56.72071075439453
2023-09-14,57.71546936035156
2023-09-15,56.22816467285156
2023-09-18,55.8804817199707
2023-09-19,55.75492477416992
2023-09-20,54.7311897277832
2023-09-21,54.093772888183594
2023-09-22,53.2631950378418
2023-09-25,53.45635223388672
2023-09-26,52.345699310302734
2023-09-27,52.51953887939453
2023-09-28,52.6837158203125
2023-09-29,53.02174377441406
2023-10-02,51.71792984008789
2023-10-03,49.54491424560547
2023-10-04,49.65114974975586
2023-10-05,49.31312561035156
2023-10-06,49.75737762451172
2023-10-09,49.979522705078125
2023-10-10,50.008487701416016
2023-10-11,50.13404083251953
2023-10-12,49.74772262573242
2023-10-13,49.57388687133789
2023-10-16,51.88211441040039
2023-10-17,51.853145599365234
2023-10-18,50.066436767578125
2023-10-19,50.12438201904297
2023-10-20,49.12961959838867
2023-10-23,47.64230728149414
2023-10-24,48.125205993652344
2023-10-25,47.68094253540039
2023-10-26,49.670467376708984
2023-10-27,48.40528106689453
2023-10-30,49.01372528076172
2023-10-31,50.25959777832031
2023-11-01,51.01290512084961
2023-11-02,53.05072021484375
2023-11-03,53.91992950439453
2023-11-06,53.71711730957031
2023-11-07,53.34046173095703
2023-11-08,53.02174377441406
2023-11-09,52.54634475708008
2023-11-10,52.78889465332031
2023-11-13,52.35230255126953
2023-11-14,53.15757751464844
2023-11-15,54.40914535522461
2023-11-16,54.0113525390625
2023-11-17,55.08828353881836
2023-11-20,54.874847412109375
2023-11-21,54.32182312011719
2023-11-22,54.26361083984375
2023-11-24,54.748714447021484
2023-11-27,54.33152389526367
2023-11-28,54.14718246459961
2023-11-29,57.83396911621094
2023-11-30,59.49301528930664
2023-12-01,61.2781982421875
2023-12-04,60.7736930847168
2023-12-05,60.37590408325195
2023-12-06,60.3079948425293
2023-12-07,61.08415222167969
2023-12-08,62.16108703613281
2023-12-11,62.112571716308594
2023-12-12,62.64619064331055
2023-12-13,64.32464599609375
2023-12-14,68.82640075683594
2023-12-15,68.8652114868164
2023-12-18,67.24496459960938
2023-12-19,67.66215515136719
2023-12-20,65.12022399902344
2023-12-21,66.14862060546875
2023-12-22,66.53671264648438
2023-12-26,66.89568328857422
2023-12-27,67.2061538696289
2023-12-28,67.47781372070312
2023-12-29,66.75016784667969
2024-01-02,67.04121398925781
2024-01-03,65.05229949951172
2024-01-04,64.89706420898438
2024-01-05,65.22693634033203
2024-01-08,65.77995300292969
2024-01-09,64.76123046875
2024-01-10,63.858943939208984
2024-01-11,63.315635681152344
2024-01-12,63.286521911621094
2024-01-16,62.39393615722656
2024-01-17,61.55955505371094
2024-01-18,60.85131072998047
2024-01-19,61.879722595214844
2024-01-22,61.73419189453125
2024-01-23,62.01555252075195
2024-01-24,61.58866500854492
2024-01-25,61.81180953979492
2024-01-26,62.13198471069336
2024-01-29,62.03495407104492
2024-01-30,62.461849212646484
2024-01-31,61.045345306396484
2024-02-01,60.41471481323242
2024-02-02,61.064754486083984
2024-02-05,60.51173400878906
2024-02-06,60.04603576660156
2024-02-07,60.569950103759766
2024-02-08,60.85243606567383
2024-02-09,61.729129791259766
2024-02-12,62.829872131347656
2024-02-13,61.086219787597656
2024-02-14,61.3979377746582
2024-02-15,62.956504821777344
2024-02-16,62.732460021972656
2024-02-20,61.93369674682617
2024-02-21,62.46944808959961
2024-02-22,62.956504821777344
2024-02-23,62.77143478393555
2024-02-26,62.732460021972656
2024-02-27,63.65785598754883
2024-02-28,63.950103759765625
2024-02-29,65.05083465576172
2024-03-01,64.74887084960938
2024-03-04,65.88856506347656
2024-03-05,66.33665466308594
2024-03-06,66.33665466308594
2024-03-07,66.42433166503906
2024-03-08,65.43073272705078
2024-03-11,65.2164306640625
2024-03-12,64.7780990600586
2024-03-13,65.39176940917969
2024-03-14,64.87549591064453
2024-03-15,65.30410766601562
2024-03-18,65.65479278564453
2024-03-19,66.58019256591797
2024-03-20,67.86599731445312
2024-03-21,69.98955535888672
2024-03-22,69.74602508544922
2024-03-25,69.48302459716797
2024-03-26,69.16156768798828
2024-03-27,70.5058364868164
2024-03-28,70.46685791015625
2024-04-01,70.49610900878906
2024-04-02,69.6096420288086
2024-04-03,69.57069396972656
2024-04-04,69.50249481201172
2024-04-05,70.02851867675781
2024-04-08,70.49610900878906
2024-04-09,70.40841674804688
2024-04-10,69.25897979736328
2024-04-11,68.79141235351562
2024-04-12,68.21668243408203
2024-04-15,69.3856201171875
2024-04-16,71.17797088623047
2024-04-17,70.62273406982422
2024-04-18,71.04158020019531
2024-04-19,71.5188980102539
2024-04-22,72.33716583251953
2024-04-23,73.28203582763672
2024-04-24,73.24308013916016
2024-04-25,72.95083618164062
2024-04-26,73.04825592041016
2024-04-29,72.62938690185547
2024-04-30,72.0351791381836
2024-05-01,72.63912963867188
2024-05-02,73.37944030761719
2024-05-03,74.0710678100586
2024-05-06,74.86982727050781
2024-05-07,73.5840072631836
2024-05-08,74.42173767089844
2024-05-09,73.72785949707031
2024-05-10,74.38265228271484
2024-05-13,73.00464630126953
2024-05-14,75.32086181640625
2024-05-15,76.89431762695312
2024-05-16,76.26885223388672
2024-05-17,76.9920425415039
2024-05-20,76.87477111816406
2024-05-21,77.10932922363281
2024-05-22,73.56169891357422
2024-05-23,70.69821166992188
2024-05-24,70.62979125976562
2024-05-28,69.18339538574219
2024-05-29,68.92929077148438
2024-05-30,70.24864959716797
2024-05-31,71.61687469482422
2024-06-03,70.7275390625
2024-06-04,70.35615539550781
2024-06-05,72.7016830444336
2024-06-06,72.56486511230469
2024-06-07,72.25212097167969
2024-06-10,72.42803955078125
2024-06-11,71.78301239013672
2024-06-12,71.89051818847656
2024-06-13,71.72438049316406
2024-06-14,71.58755493164062
2024-06-17,71.15754699707031
2024-06-18,71.18685150146484
2024-06-20,71.05003356933594
2024-06-21,71.67550659179688
2024-06-24,72.83851623535156
2024-06-25,72.22280883789062
2024-06-26,71.59733581542969
2024-06-27,71.89051818847656
2024-06-28,72.01757049560547
2024-07-01,71.75369262695312
2024-07-02,72.4671401977539
2024-07-03,72.44758605957031
2024-07-05,71.53868103027344
2024-07-08,71.5777816772461
2024-07-09,72.83851623535156
2024-07-10,72.93623352050781
2024-07-11,74.35334777832031
2024-07-12,73.6692123413086
2024-07-15,73.36624908447266
2024-07-16,65.89964294433594
2024-07-17,62.35202407836914
2024-07-18,60.856754302978516
2024-07-19,60.67107009887695
2024-07-22,63.28047180175781
2024-07-23,63.661617279052734
2024-07-24,62.625675201416016
2024-07-25,64.73664855957031
2024-07-26,65.0884780883789
2024-07-29,63.817989349365234
2024-07-30,63.43684005737305
2024-07-31,63.71049880981445
2024-08-01,62.264076232910156
2024-08-02,61.95133590698242
2024-08-05,60.87630081176758
2024-08-06,61.374725341796875
2024-08-07,60.80788803100586
2024-08-08,61.35517883300781
2024-08-09,61.23743438720703
2024-08-12,60.60945510864258
2024-08-13,61.3159294128418
2024-08-14,64.13200378417969
2024-08-15,64.00445556640625
2024-08-16,64.31843566894531
2024-08-19,64.3478775024414
2024-08-20,63.621768951416016
2024-08-21,63.35685348510742
2024-08-22,63.06249237060547
2024-08-23,63.180233001708984
2024-08-26,63.26854705810547
2024-08-27,62.709251403808594
2024-08-28,62.77793502807617
2024-08-29,63.7100944519043
2024-08-30,63.87689208984375
2024-09-03,63.57271957397461
2024-09-04,62.69944763183594
2024-09-05,62.493385314941406
2024-09-06,61.718231201171875
2024-09-09,61.8261604309082
2024-09-10,61.87522506713867
2024-09-11,62.21864700317383
2024-09-12,60.58002471923828
2024-09-13,60.952884674072266
2024-09-16,62.493385314941406
2024-09-17,62.640567779541016
2024-09-18,62.36582946777344
2024-09-19,63.54328536987305
2024-09-20,64.16144561767578
2024-09-23,63.7100944519043
2024-09-24,63.36667251586914
2024-09-25,62.83681106567383
2024-09-26,62.640567779541016
2024-09-27,63.20966720581055
2024-09-30,63.59234619140625
2024-10-01,62.709251403808594
2024-10-02,62.15977478027344
2024-10-03,62.20883560180664
2024-10-04,63.53347396850586
2024-10-07,63.082122802734375
2024-10-08,63.6806526184082
2024-10-09,65.44683074951172
2024-10-10,65.39778137207031
2024-10-11,66.40841674804688
2024-10-14,66.54579162597656
2024-10-15,70.6080093383789
2024-10-16,70.72576141357422
2024-10-17,70.55894470214844
2024-10-18,70.019287109375
2024-10-21,69.53849029541016
2024-10-22,69.5777359008789
2024-10-23,70.36270904541016
2024-10-24,71.22618103027344
2024-10-25,70.47063446044922
2024-10-28,70.68650817871094
2024-10-29,70.5393295288086
2024-10-30,69.76416778564453
2024-10-31,69.4992446899414
2024-11-01,69.607177734375
2024-11-04,69.62680053710938
2024-11-05,69.97021484375
2024-11-06,74.3268051147461
2024-11-07,71.79528045654297
2024-11-08,72.76016235351562
2024-11-11,76.64923858642578
2024-11-12,76.9839859008789
2024-11-13,77.0430679321289
2024-11-14,78.9531478881836
2024-11-15,79.39620208740234
2024-11-18,80.13463592529297
2024-11-19,78.9531478881836
2024-11-20,79.21898651123047
2024-11-21,79.55374145507812
2024-11-22,80.00664520263672
2024-11-25,80.50877380371094
2024-11-26,80.98136901855469
2024-11-27,81.32597351074219
2024-11-29,81.48350524902344
2024-12-02,80.13463592529297
2024-12-03,79.86880493164062
2024-12-04,80.2527847290039
2024-12-05,80.54815673828125
2024-12-06,80.21340942382812
2024-12-09,80.2527847290039
2024-12-10,81.05029296875
2024-12-11,81.13890838623047
2024-12-12,81.57211303710938
2024-12-13,78.31317138671875
2024-12-16,76.73784637451172
2024-12-17,75.5760498046875
2024-12-18,72.8290786743164
2024-12-19,72.48448181152344
2024-12-20,73.16382598876953
2024-12-23,73.55767059326172
2024-12-24,73.68565368652344
2024-12-26,73.8924331665039
2024-12-27,73.58720397949219
2024-12-30,72.7896957397461
2024-12-31,72.86846923828125
2025-01-02,72.70108795166016
2025-01-03,73.30167388916016
2025-01-06,73.33120727539062
2025-01-07,71.14546203613281
2025-01-08,71.87403869628906
2025-01-10,71.64759063720703
2025-01-13,71.53929138183594
2025-01-14,71.22422790527344
2025-01-15,72.52386474609375
2025-01-16,74.34532928466797
2025-01-17,75.2314453125
2025-01-21,79.68172454833984
2025-01-22,79.35681915283203
2025-01-23,80.8139877319336
2025-01-24,80.5678482055664
2025-01-27,81.25704956054688
2025-01-28,80.43984985351562
2025-01-29,80.79430389404297
2025-01-30,82.31055450439453
2025-01-31,81.44412994384766
2025-02-03,81.47366333007812
2025-02-04,80.53832244873047
2025-02-05,80.60723876953125
2025-02-06,82.34993743896484
2025-02-07,81.89702606201172
2025-02-10,79.91802978515625
2025-02-11,81.91670989990234
2025-02-12,81.01090240478516
2025-02-13,80.3118667602539
2025-02-14,79.363525390625
2025-02-18,80.48966217041016
2025-02-19,81.01322937011719
2025-02-20,80.83541870117188
2025-02-21,79.46231079101562
2025-02-24,79.14620208740234
2025-02-25,78.03981018066406
2025-02-26,77.74345397949219
2025-02-27,77.47673797607422
2025-02-28,78.56336975097656
2025-03-03,77.1705093383789
2025-03-04,74.23661041259766
2025-03-05,75.8072738647461
2025-03-06,74.64161682128906
2025-03-07,73.7229232788086
2025-03-10,70.37413024902344
2025-03-11,71.58917999267578
2025-03-12,73.31791687011719
2025-03-13,72.61653900146484
2025-03-14,76.17278289794922
2025-03-17,76.82475280761719
2025-03-18,76.61731719970703
2025-03-19,77.77310180664062
2025-03-20,77.61502838134766
2025-03-21,77.4372329711914
2025-03-24,78.98814392089844
2025-03-25,79.76853942871094
2025-03-26,79.16596221923828
2025-03-27,78.63251495361328
2025-03-28,76.86427307128906
2025-03-31,77.32855987548828
2025-04-01,76.7259750366211
2025-04-02,77.63479614257812
2025-04-03,73.96001434326172
2025-04-04,68.22062683105469
2025-04-07,69.188720703125
2025-04-08,69.0800552368164
2025-04-09,74.33538818359375
2025-04-10,72.95240783691406
2025-04-11,76.02461242675781
2025-04-14,75.98509216308594
2025-04-15,76.2518081665039
2025-04-16,74.77991485595703
2025-04-17,75.22444915771484
2025-04-21,74.0390396118164
2025-04-22,75.64923095703125
2025-04-23,76.90379333496094
2025-04-24,78.41519165039062
2025-04-25,78.96839141845703
2025-04-28,79.2054672241211
2025-04-29,80.27234649658203
2025-04-30,80.41064453125
2025-05-01,80.51930236816406
2025-05-02,82.099853515625
2025-05-05,82.35670471191406
2025-05-06,81.82325744628906
2025-05-07,82.9889144897461
2025-05-08,83.34455108642578
2025-05-09,83.71121978759766
2025-05-12,84.60314178466797
2025-05-13,85.44549560546875
2025-05-14,86.37705993652344
2025-05-15,87.31852722167969
2025-05-16,87.89331817626953
2025-05-19,88.42845916748047
2025-05-20,88.37891387939453
2025-05-21,86.79328918457031
2025-05-22,86.52571105957031
2025-05-23,86.61489868164062
2025-05-27,87.83384704589844
2025-05-28,87.25906372070312
2025-05-29,86.97167205810547
2025-05-30,87.54645538330078
2025-06-02,87.31852722167969
2025-06-03,87.20951080322266
2025-06-04,86.69418334960938
2025-06-05,86.45633697509766
2025-06-06,87.45726013183594
2025-06-09,87.4176254272461
2025-06-10,87.4770736694336
2025-06-11,87.60591125488281
2025-06-12,87.70501708984375
2025-06-13,86.57525634765625
2025-06-16,88.17080688476562
2025-06-17,88.16088104248047
2025-06-18,89.10235595703125
2025-06-20,88.40864562988281
2025-06-23,87.58609771728516
2025-06-24,88.51765441894531
2025-06-25,88.99333953857422
2025-06-26,88.6365737915039
2025-06-27,89.17172241210938
2025-06-30,90.42040252685547
2025-07-01,90.35102844238281
2025-07-02,90.51950073242188
2025-07-03,90.65824890136719
2025-07-07,91.7681884765625
2025-07-08,91.12403106689453
2025-07-09,91.4906997680664
2025-07-10,92.20423126220703
2025-07-11,91.14384460449219
2025-07-14,91.8672866821289
2025-07-15,90.78707885742188
2025-07-16,90.44022369384766
2025-07-17,92.2636947631836
2025-07-18,94.93944549560547
2025-07-21,95.3853988647461
2025-07-22,94.53311920166016
2025-07-23,94.29528045654297
2025-07-24,95.6331558227539
2025-07-25,96.18811798095703
2025-07-28,97.0304946899414
2025-07-29,97.0304946899414
2025-07-30,97.68456268310547
2025-07-31,96.85211181640625
2025-08-01,94.67186737060547
2025-08-04,96.22776794433594
2025-08-05,95.57369995117188
2025-08-06,95.84127044677734
2025-08-07,95.12773132324219
2025-08-08,96.47932434082031
2025-08-11,97.02591705322266
2025-08-12,98.07936096191406
2025-08-13,94.99854278564453
2025-08-14,97.17498779296875
2025-08-15,95.51532745361328
2025-08-18,95.574951171875
2025-08-19,95.16749572753906
2025-08-20,94.9190444946289
2025-08-21,95.22711944580078
2025-08-22,95.237060546875
2025-08-25,95.59483337402344
2025-08-26,96.63833618164062
2025-08-27,96.27062225341797
2025-08-28,96.4892578125
2025-08-29,95.24699401855469
2025-09-02,95.52526092529297
2025-09-03,95.62464141845703
2025-09-04,97.02591705322266
2025-09-05,91.48045349121094
2025-09-08,92.87178039550781
2025-09-09,93.09041595458984
2025-09-10,91.66926574707031
2025-09-11,93.35874938964844
2025-09-12,92.96122741699219
2025-09-15,91.53013610839844
2025-09-16,90.46675109863281
2025-09-17,91.52019500732422
2025-09-18,92.70283508300781
2025-09-19,93.74634552001953
2025-09-22,93.84571838378906
2025-09-23,93.32894134521484
2025-09-24,91.79846954345703
2025-09-25,94.19355773925781
2025-09-26,94.86934661865234
2025-09-29,96.29049682617188
2025-09-30,94.87928009033203
2025-10-01,91.67920684814453
2025-10-02,92.12641906738281
2025-10-03,93.49788665771484
2025-10-06,93.41838073730469
2025-10-07,93.4283218383789
2025-10-08,93.20967864990234
2025-10-09,93.4382553100586
2025-10-10,91.39099884033203
2025-10-13,92.91152954101562
2025-10-14,92.81214904785156
2025-10-15,93.74634552001953
2025-10-16,92.83203125
2025-10-17,93.55751037597656
2025-10-20,94.36249542236328
2025-10-21,94.50162506103516
2025-10-22,93.7264633178711
2025-10-23,94.01466369628906
2025-10-24,93.83577728271484
2025-10-27,94.253173828125
2025-10-28,93.2693099975586
2025-10-29,94.02461242675781
2025-10-30,93.82585144042969
2025-10-31,93.9351577758789
2025-11-03,92.57363891601562
2025-11-04,93.25936126708984
2025-11-05,93.1003646850586
2025-11-06,93.61714172363281
2025-11-07,94.65070343017578
2025-11-10,94.98860931396484
2025-11-11,95.52526092529297
2025-11-12,97.10542297363281
2025-11-13,94.76996612548828
2025-11-14,94.07231903076172
2025-11-17,91.60066986083984
2025-11-18,91.96942138671875
2025-11-19,92.32820892333984
2025-11-20,90.1854476928711
2025-11-21,90.20538330078125
2025-11-24,90.21534729003906
2025-11-25,90.43460845947266
2025-11-26,91.49104309082031
2025-11-28,92.41791534423828
2025-12-01,92.37804412841797
2025-12-02,91.7601318359375
2025-12-03,93.67366790771484
2025-12-04,94.71016693115234
2025-12-05,93.50424194335938
2025-12-08,93.96269226074219
2025-12-09,93.84310150146484
2025-12-10,95.48754119873047
2025-12-11,96.72337341308594
2025-12-12,96.32472229003906
2025-12-15,94.9593276977539
2025-12-16,95.6769027709961
2025-12-17,96.28485107421875
2025-12-18,96.90277099609375
2025-12-19,98.48741149902344
2025-12-22,101.0687026977539
2025-12-23,100.83946990966797
2025-12-24,101.50721740722656
2025-12-26,101.54708099365234
2025-12-29,100.96903228759766
2025-12-30,100.21159362792969
2025-12-31,99.57374572753906
