Date,GOOG
2024-10-07,163.5669403076172
2024-10-08,164.87037658691406
2024-10-09,162.24359130859375
2024-10-10,162.3629913330078
2024-10-11,163.69627380371094
2024-10-14,165.5171356201172
2024-10-15,166.06436157226562
2024-10-16,165.90518188476562
2024-10-17,163.6863250732422
2024-10-18,164.2236328125
2024-10-21,164.9698944091797
2024-10-22,165.98477172851562
2024-10-23,163.65647888183594
2024-10-24,163.70623779296875
2024-10-25,166.15390014648438
2024-10-28,167.49716186523438
2024-10-29,170.28314208984375
2024-10-30,175.2581024169922
2024-10-31,171.82537841796875
2024-11-01,171.7855682373047
2024-11-04,169.825439453125
2024-11-05,170.5518035888672
2024-11-06,177.4371337890625
2024-11-07,181.36734008789062
2024-11-08,178.95947265625
2024-11-11,181.05889892578125
2024-11-12,182.40216064453125
2024-11-13,179.5863494873047
2024-11-14,176.46205139160156
2024-11-15,173.01934814453125
2024-11-18,175.91481018066406
2024-11-19,178.68087768554688
2024-11-20,176.44215393066406
2024-11-21,168.39263916015625
2024-11-22,165.73602294921875
2024-11-25,168.58168029785156
2024-11-26,169.76573181152344
2024-11-27,169.96475219726562
2024-11-29,169.6363983154297
2024-12-02,172.11392211914062
2024-12-03,172.1537322998047
2024-12-04,175.20834350585938
2024-12-05,173.437255859375
2024-12-06,175.6063690185547
2024-12-09,176.41322326660156
2024-12-10,185.806640625
2024-12-11,195.94717407226562
2024-12-12,192.8791046142578
2024-12-13,190.63783264160156
2024-12-16,197.3915557861328
2024-12-17,196.35556030273438
2024-12-18,189.41259765625
2024-12-19,188.96434020996094
2024-12-20,192.2117156982422
2024-12-23,195.22994995117188
2024-12-24,196.8038330078125
2024-12-26,196.3356475830078
2024-12-27,193.2875213623047
2024-12-30,191.9427490234375
2024-12-31,189.70147705078125
2025-01-02,189.89073181152344
2025-01-03,192.38104248046875
2025-01-06,197.19232177734375
2025-01-07,195.94717407226562
2025-01-08,194.6322784423828
2025-01-10,192.42088317871094
2025-01-13,191.54429626464844
2025-01-14,190.30911254882812
2025-01-15,196.2161102294922
2025-01-16,193.6560821533203
2025-01-17,196.78390502929688
2025-01-21,198.85585021972656
2025-01-22,199.25430297851562
2025-01-23,198.8060302734375
2025-01-24,201.11703491210938
2025-01-27,193.01856994628906
2025-01-28,196.30577087402344
2025-01-29,196.41534423828125
2025-01-30,201.84420776367188
2025-01-31,204.8026885986328
2025-02-03,201.85414123535156
2025-02-04,206.9044952392578
2025-02-05,192.55038452148438
2025-02-06,192.5603485107422
2025-02-07,186.41427612304688
2025-02-10,187.47015380859375
2025-02-11,186.3445587158203
2025-02-12,184.7108917236328
2025-02-13,187.15139770507812
2025-02-14,186.1453094482422
2025-02-18,185.0794677734375
2025-02-19,186.40431213378906
2025-02-20,185.9162139892578
2025-02-21,180.87582397460938
2025-02-24,180.4873504638672
2025-02-25,176.6821746826172
2025-02-26,174.02252197265625
2025-02-27,169.54994201660156
2025-02-28,171.55213928222656
2025-03-03,168.00595092773438
2025-03-04,171.94061279296875
2025-03-05,174.31141662597656
2025-03-06,173.534423828125
2025-03-07,175.0684356689453
2025-03-10,167.34967041015625
2025-03-11,165.52468872070312
2025-03-12,168.53640747070312
2025-03-13,164.27810668945312
2025-03-14,167.16018676757812
2025-03-17,166.1130828857422
2025-03-18,162.22377014160156
2025-03-19,165.82386779785156
2025-03-20,164.59725952148438
2025-03-21,165.79396057128906
2025-03-24,169.4638671875
2025-03-25,172.3159942626953
2025-03-26,166.6815185546875
2025-03-27,163.62989807128906
2025-03-28,155.63189697265625
2025-03-31,155.8014373779297
2025-04-01,158.4441680908203
2025-04-02,158.42422485351562
2025-04-03,152.21131896972656
2025-04-04,147.33474731445312
2025-04-07,148.83062744140625
2025-04-08,146.17791748046875
2025-04-09,160.61819458007812
2025-04-10,154.9438018798828
2025-04-11,158.96273803710938
2025-04-14,161.02708435058594
2025-04-15,158.24472045898438
2025-04-16,155.07342529296875
2025-04-17,152.93931579589844
2025-04-21,149.44891357421875
2025-04-22,153.4778289794922
2025-04-23,157.28736877441406
2025-04-24,161.02708435058594
2025-04-25,163.40054321289062
2025-04-28,161.97445678710938
2025-04-29,161.6154327392578
2025-04-30,160.4486541748047
2025-05-01,162.34344482421875
2025-05-02,165.3551483154297
2025-05-05,165.59449768066406
2025-05-06,164.746826171875
2025-05-07,152.380859375
2025-05-08,155.32276916503906
2025-05-09,153.95651245117188
2025-05-12,159.14224243164062
2025-05-13,160.4486541748047
2025-05-14,166.3524169921875
2025-05-15,164.94627380371094
2025-05-16,166.97071838378906
2025-05-19,167.4095001220703
2025-05-20,164.86651611328125
2025-05-21,169.593505859375
2025-05-22,171.50823974609375
2025-05-23,169.12478637695312
2025-05-27,173.50274658203125
2025-05-28,172.90440368652344
2025-05-29,172.48556518554688
2025-05-30,172.3758544921875
2025-06-02,169.90264892578125
2025-06-03,167.2499542236328
2025-06-04,168.9253387451172
2025-06-05,169.3441925048828
2025-06-06,174.44017028808594
2025-06-09,177.3556671142578
2025-06-10,179.7319793701172
2025-06-11,178.51385498046875
2025-06-12,176.69668579101562
2025-06-13,175.60838317871094
2025-06-16,177.66519165039062
2025-06-17,176.95628356933594
2025-06-18,173.7113037109375
2025-06-20,167.470947265625
2025-06-23,165.75360107421875
2025-06-24,167.48094177246094
2025-06-25,171.2251434326172
2025-06-26,174.1605987548828
2025-06-27,177.9946746826172
2025-06-30,177.11602783203125
2025-07-01,176.63677978515625
2025-07-02,179.4823760986328
2025-07-03,180.27114868164062
2025-07-07,177.2857666015625
2025-07-08,174.8894805908203
2025-07-09,177.38563537597656
2025-07-10,178.42401123046875
2025-07-11,181.0299835205078
2025-07-14,182.52764892578125
2025-07-15,182.8172149658203
2025-07-16,183.48617553710938
2025-07-17,184.4147491455078
2025-07-18,185.65283203125
2025-07-21,190.8547821044922
2025-07-22,191.81329345703125
2025-07-23,191.21421813964844
2025-07-24,192.901611328125
2025-07-25,193.78025817871094
2025-07-28,193.12127685546875
2025-07-29,196.12661743164062
2025-07-30,197.13507080078125
2025-07-31,192.56214904785156
2025-08-01,189.65663146972656
2025-08-04,195.44769287109375
2025-08-05,195.0183563232422
2025-08-06,196.61587524414062
2025-08-07,196.97531127929688
2025-08-08,201.77789306640625
2025-08-11,201.318603515625
2025-08-12,203.84469604492188
2025-08-13,202.7164306640625
2025-08-14,203.50523376464844
2025-08-15,204.59353637695312
2025-08-18,203.9744873046875
2025-08-19,202.17727661132812
2025-08-20,199.88082885742188
2025-08-21,200.31015014648438
2025-08-22,206.40074157714844
2025-08-25,208.8369598388672
2025-08-26,207.6288299560547
2025-08-27,207.88844299316406
2025-08-28,212.0419921875
2025-08-29,213.20022583007812
2025-09-02,211.66261291503906
2025-09-03,230.7430877685547
2025-09-04,232.30067443847656
2025-09-05,234.80679321289062
2025-09-08,234.00732421875
2025-09-09,239.78355407714844
2025-09-10,239.40379333496094
2025-09-11,240.6230010986328
2025-09-12,241.22262573242188
2025-09-15,251.59584045410156
2025-09-16,251.25607299804688
2025-09-17,249.68710327148438
2025-09-18,252.1654815673828
2025-09-19,255.07357788085938
2025-09-22,252.71511840820312
2025-09-23,252.1754608154297
2025-09-24,247.6684112548828
2025-09-25,246.40924072265625
2025-09-26,247.01882934570312
2025-09-29,244.20066833496094
2025-09-30,243.39120483398438
2025-10-01,245.37989807128906
2025-10-02,246.26931762695312
2025-10-03,246.289306640625
2025-10-06,251.34600830078125
2025-10-07,246.9688720703125
2025-10-08,245.29995727539062
2025-10-09,242.0520782470703
2025-10-10,237.3351593017578
2025-10-13,244.48048400878906
2025-10-14,246.02947998046875
2025-10-15,251.54588317871094
2025-10-16,251.7157745361328
2025-10-17,253.62451171875
2025-10-20,256.8524169921875
2025-10-21,251.17611694335938
2025-10-22,252.36534118652344
2025-10-23,253.56455993652344
2025-10-24,260.34014892578125
2025-10-27,269.7539978027344
2025-10-28,268.2549743652344
2025-10-29,274.9906005859375
2025-10-30,281.7161865234375
2025-10-31,281.6362609863281
2025-11-03,283.93475341796875
2025-11-04,277.8786926269531
2025-11-05,284.5643310546875
2025-11-06,285.1539611816406
2025-11-07,279.51763916015625
2025-11-10,290.4005126953125
2025-11-11,291.5497741699219
2025-11-12,287.2425842285156
2025-11-13,278.9380187988281
2025-11-14,276.7994079589844
2025-11-17,285.4137878417969
2025-11-18,284.7742004394531
2025-11-19,292.7989501953125
2025-11-20,289.79095458984375
2025-11-21,299.4546203613281
2025-11-24,318.2623596191406
2025-11-25,323.4289855957031
2025-11-26,320.0711669921875
2025-11-28,319.9112854003906
2025-12-01,314.9145202636719
2025-12-02,315.8139343261719
2025-12-03,320.41094970703125
2025-12-04,318.18243408203125
2025-12-05,321.8799743652344
2025-12-08,314.45001220703125
2025-12-09,317.75
2025-12-10,321.0
2025-12-11,313.70001220703125
2025-12-12,310.5199890136719
2025-12-15,309.32000732421875
2025-12-16,307.7300109863281
2025-12-17,298.05999755859375
2025-12-18,303.75
2025-12-19,308.6099853515625
2025-12-22,311.3299865722656
2025-12-23,315.67999267578125
2025-12-24,315.6700134277344
2025-12-26,314.9599914550781
2025-12-29,314.3900146484375
2025-12-30,314.54998779296875
2025-12-31,313.79998779296875
