Date,V
2025-03-18,332.28314208984375
2025-03-19,337.34527587890625
2025-03-20,336.97802734375
2025-03-21,333.16656494140625
2025-03-24,341.3155822753906
2025-03-25,342.0599670410156
2025-03-26,341.6232604980469
2025-03-27,347.26104736328125
2025-03-28,340.30316162109375
2025-03-31,347.85662841796875
2025-04-01,343.77716064453125
2025-04-02,343.75732421875
2025-04-03,336.86883544921875
2025-04-04,310.8039245605469
2025-04-07,309.99993896484375
2025-04-08,305.97998046875
2025-04-09,329.96051025390625
2025-04-10,322.1986389160156
2025-04-11,330.92333984375
2025-04-14,332.69012451171875
2025-04-15,333.3154296875
2025-04-16,328.8686828613281
2025-04-17,327.1614990234375
2025-04-21,317.72216796875
2025-04-22,328.9382019042969
2025-04-23,331.8861389160156
2025-04-24,333.2161865234375
2025-04-25,332.6802062988281
2025-04-28,335.0028076171875
2025-04-29,338.9830017089844
2025-04-30,342.93341064453125
2025-05-01,339.9061279296875
2025-05-02,345.0178527832031
2025-05-05,346.0501403808594
2025-05-06,345.11712646484375
2025-05-07,347.25115966796875
2025-05-08,348.6606140136719
2025-05-09,349.921142578125
2025-05-12,353.2065734863281
2025-05-13,354.08148193359375
2025-05-14,354.3996276855469
2025-05-15,360.20587158203125
2025-05-16,363.0095520019531
2025-05-19,365.77349853515625
2025-05-20,364.71966552734375
2025-05-21,356.2289733886719
2025-05-22,355.90093994140625
2025-05-23,351.4965515136719
2025-05-27,357.2232360839844
2025-05-28,357.6507568359375
2025-05-29,360.3053283691406
2025-05-30,363.07916259765625
2025-06-02,363.2084655761719
2025-06-03,363.74530029296875
2025-06-04,365.8729553222656
2025-06-05,364.6500549316406
2025-06-06,368.08013916015625
2025-06-09,364.54071044921875
2025-06-10,368.5573425292969
2025-06-11,371.1522521972656
2025-06-12,369.2532958984375
2025-06-13,350.81048583984375
2025-06-16,353.4253234863281
2025-06-17,355.77166748046875
2025-06-18,338.41259765625
2025-06-20,336.6130676269531
2025-06-23,341.76312255859375
2025-06-24,349.5975341796875
2025-06-25,343.2643737792969
2025-06-26,344.0299377441406
2025-06-27,346.5950012207031
2025-06-30,352.997802734375
2025-07-01,353.4153747558594
2025-07-02,352.172607421875
2025-07-03,356.7857666015625
2025-07-07,354.5786437988281
2025-07-08,352.50067138671875
2025-07-09,355.692138671875
2025-07-10,353.822998046875
2025-07-11,345.9189453125
2025-07-14,348.4740905761719
2025-07-15,345.0141906738281
2025-07-16,347.8775634765625
2025-07-17,347.7880859375
2025-07-18,347.032470703125
2025-07-21,348.91156005859375
2025-07-22,349.8262023925781
2025-07-23,353.2364196777344
2025-07-24,351.9240417480469
2025-07-25,354.976318359375
2025-07-28,353.4153747558594
2025-07-29,349.259521484375
2025-07-30,348.8817443847656
2025-07-31,343.47314453125
2025-08-01,337.3885498046875
2025-08-04,340.1723327636719
2025-08-05,335.4796142578125
2025-08-06,337.7762756347656
