Date,GM
2023-08-23,32.69242477416992
2023-08-24,32.03001022338867
2023-08-25,32.09819412231445
2023-08-28,32.263797760009766
2023-08-29,32.59501647949219
2023-08-30,32.52682113647461
2023-08-31,32.7319450378418
2023-09-01,32.761253356933594
2023-09-05,32.507286071777344
2023-09-06,32.05796813964844
2023-09-07,31.81377410888672
2023-09-08,32.18495178222656
2023-09-11,31.862611770629883
2023-09-12,32.6928825378418
2023-09-13,32.87846755981445
2023-09-14,32.87846755981445
2023-09-15,33.16172790527344
2023-09-18,32.56589889526367
2023-09-19,33.17150115966797
2023-09-20,32.42914581298828
2023-09-21,31.950523376464844
2023-09-22,31.823537826538086
2023-09-25,32.29240036010742
2023-09-26,31.51097297668457
2023-09-27,31.5988826751709
2023-09-28,32.390079498291016
2023-09-29,32.204490661621094
2023-10-02,31.716096878051758
2023-10-03,30.65140151977539
2023-10-04,30.319297790527344
2023-10-05,29.606246948242188
2023-10-06,30.18254852294922
2023-10-09,30.270458221435547
2023-10-10,30.749080657958984
2023-10-11,30.260692596435547
2023-10-12,29.61601448059082
2023-10-13,28.971338272094727
2023-10-16,29.36205291748047
2023-10-17,29.625783920288086
2023-10-18,28.79551887512207
2023-10-19,28.649002075195312
2023-10-20,28.971338272094727
2023-10-23,28.54155731201172
2023-10-24,27.896879196166992
2023-10-25,28.336429595947266
2023-10-26,27.887113571166992
2023-10-27,26.58799171447754
2023-10-30,26.72473907470703
2023-10-31,27.545236587524414
2023-11-01,27.34988021850586
2023-11-02,28.131305694580078
2023-11-03,29.078784942626953
2023-11-06,28.434110641479492
2023-11-07,27.750362396240234
2023-11-08,26.92009735107422
2023-11-09,26.031227111816406
2023-11-10,26.226585388183594
2023-11-13,26.275421142578125
2023-11-14,27.545236587524414
2023-11-15,27.486631393432617
2023-11-16,26.841955184936523
2023-11-17,27.379186630249023
2023-11-20,27.85780906677246
2023-11-21,27.252201080322266
2023-11-22,27.44755744934082
2023-11-24,27.52570343017578
2023-11-27,27.83827018737793
2023-11-28,28.21921730041504
2023-11-29,30.86629295349121
2023-11-30,30.954456329345703
2023-12-01,31.698928833007812
2023-12-04,32.39442443847656
2023-12-05,32.012393951416016
2023-12-06,32.23769760131836
2023-12-07,32.825439453125
2023-12-08,33.0605354309082
2023-12-11,32.89400863647461
2023-12-12,32.73727798461914
2023-12-13,33.29563522338867
2023-12-14,35.50946044921875
2023-12-15,35.00008010864258
2023-12-18,34.716007232666016
2023-12-19,35.13722229003906
2023-12-20,34.74539566040039
2023-12-21,35.50946044921875
2023-12-22,35.28416442871094
2023-12-26,35.391910552978516
2023-12-27,35.34294128417969
2023-12-28,35.46049118041992
2023-12-29,35.18620300292969
2024-01-02,35.31354904174805
2024-01-03,34.54948425292969
2024-01-04,34.764991760253906
2024-01-05,35.25477600097656
2024-01-08,35.95027542114258
2024-01-09,35.79353713989258
2024-01-10,35.5682373046875
2024-01-11,35.12743377685547
2024-01-12,34.5396842956543
2024-01-16,34.66703414916992
2024-01-17,34.29479217529297
2024-01-18,33.87358474731445
2024-01-19,34.784584045410156
2024-01-22,34.59846115112305
2024-01-23,34.51029586791992
2024-01-24,33.991127014160156
2024-01-25,34.44172668457031
2024-01-26,34.461326599121094
2024-01-29,34.66703414916992
2024-01-30,37.37064743041992
2024-01-31,38.00736618041992
2024-02-01,38.0759391784668
2024-02-02,38.11512756347656
2024-02-05,37.018001556396484
2024-02-06,37.25310134887695
2024-02-07,37.92900848388672
2024-02-08,37.860435485839844
2024-02-09,37.77227020263672
2024-02-12,38.477561950683594
2024-02-13,37.527381896972656
2024-02-14,37.58615493774414
2024-02-15,38.19348907470703
2024-02-16,37.9094123840332
2024-02-20,38.213077545166016
2024-02-21,38.68327331542969
2024-02-22,38.53633499145508
2024-02-23,38.82041549682617
2024-02-26,38.977142333984375
2024-02-27,39.35917663574219
2024-02-28,39.79998779296875
2024-02-29,40.261749267578125
2024-03-01,40.271568298339844
2024-03-04,40.21261978149414
2024-03-05,39.93753433227539
2024-03-06,39.44629669189453
2024-03-07,38.66031265258789
2024-03-08,38.807682037353516
2024-03-11,38.837158203125
2024-03-12,38.522769927978516
2024-03-13,39.55436706542969
2024-03-14,38.689788818359375
2024-03-15,39.97682189941406
2024-03-18,40.10455322265625
2024-03-19,40.7824592590332
2024-03-20,42.098968505859375
2024-03-21,42.65898513793945
2024-03-22,42.305294036865234
2024-03-25,42.78670120239258
2024-03-26,43.22881317138672
2024-03-27,43.8084716796875
2024-03-28,44.55514907836914
2024-04-01,44.604278564453125
2024-04-02,44.103214263916016
2024-04-03,44.3783073425293
2024-04-04,42.9144287109375
2024-04-05,43.45478439331055
2024-04-08,43.56285858154297
2024-04-09,43.946022033691406
2024-04-10,43.169864654541016
2024-04-11,43.071624755859375
2024-04-12,42.32494354248047
2024-04-15,41.9417724609375
2024-04-16,41.91230773925781
2024-04-17,41.71581268310547
2024-04-18,41.6961555480957
2024-04-19,41.62738800048828
2024-04-22,42.45265579223633
2024-04-23,44.30953598022461
2024-04-24,44.289886474609375
2024-04-25,44.82041931152344
2024-04-26,45.036563873291016
2024-04-29,45.233062744140625
2024-04-30,43.7495231628418
2024-05-01,43.69057846069336
2024-05-02,43.88706970214844
2024-05-03,44.0737419128418
2024-05-06,44.270240783691406
2024-05-07,44.48638153076172
2024-05-08,44.260414123535156
2024-05-09,44.56498336791992
2024-05-10,44.417606353759766
2024-05-13,44.3783073425293
2024-05-14,44.240760803222656
2024-05-15,44.69270324707031
2024-05-16,45.0660400390625
2024-05-17,44.95796585083008
2024-05-20,44.31936264038086
2024-05-21,44.132686614990234
2024-05-22,43.1993408203125
2024-05-23,42.96354675292969
2024-05-24,43.336891174316406
2024-05-28,42.33476638793945
2024-05-29,41.89265441894531
2024-05-30,42.64915466308594
2024-05-31,44.20146560668945
2024-06-03,44.938323974609375
2024-06-04,44.466732025146484
2024-06-05,44.82041931152344
2024-06-06,44.81059646606445
2024-06-07,45.03716278076172
2024-06-10,46.859535217285156
2024-06-11,47.4899787902832
2024-06-12,48.13026428222656
2024-06-13,46.93833923339844
2024-06-14,46.071475982666016
2024-06-17,46.692073822021484
2024-06-18,46.731475830078125
2024-06-20,47.056549072265625
2024-06-21,47.007293701171875
2024-06-24,47.3914680480957
2024-06-25,45.71685791015625
2024-06-26,45.08641815185547
2024-06-27,44.89925765991211
2024-06-28,45.76611328125
2024-07-01,45.982826232910156
2024-07-02,46.24879455566406
2024-07-03,46.01237487792969
2024-07-05,45.82521438598633
2024-07-08,45.854766845703125
2024-07-09,45.569095611572266
2024-07-10,45.83506393432617
2024-07-11,47.21415710449219
2024-07-12,48.27802276611328
2024-07-15,48.563697814941406
2024-07-16,49.026676177978516
2024-07-17,49.15473937988281
2024-07-18,48.908470153808594
2024-07-19,47.5786247253418
2024-07-22,48.8198127746582
2024-07-23,45.68730545043945
2024-07-24,45.7956657409668
2024-07-25,43.470909118652344
2024-07-26,43.4610595703125
2024-07-29,43.4906120300293
2024-07-30,43.56941223144531
2024-07-31,43.658077239990234
2024-08-01,42.722259521484375
2024-08-02,40.55511474609375
2024-08-05,39.35334396362305
2024-08-06,40.003482818603516
2024-08-07,40.042884826660156
2024-08-08,42.091819763183594
2024-08-09,42.83061599731445
2024-08-12,42.347938537597656
2024-08-13,42.673004150390625
2024-08-14,42.95867919921875
2024-08-15,44.190006256103516
2024-08-16,44.64313888549805
2024-08-19,45.076560974121094
2024-08-20,45.29328155517578
2024-08-21,45.8646240234375
2024-08-22,45.76611328125
2024-08-23,47.84459686279297
2024-08-26,48.02191162109375
2024-08-27,48.51443862915039
2024-08-28,48.31742858886719
2024-08-29,48.73115921020508
2024-08-30,49.036521911621094
2024-09-03,47.68698501586914
2024-09-04,47.72639083862305
2024-09-05,47.43087387084961
2024-09-06,46.551971435546875
2024-09-09,46.80873107910156
2024-09-10,44.26091384887695
2024-09-11,44.1127815246582
2024-09-12,45.5446891784668
2024-09-13,45.722450256347656
2024-09-16,46.28533935546875
2024-09-17,46.92722702026367
2024-09-18,48.053009033203125
2024-09-19,48.01350784301758
2024-09-20,48.27027130126953
2024-09-23,47.44074630737305
2024-09-24,47.47037124633789
2024-09-25,45.1595573425293
2024-09-26,45.23855972290039
2024-09-27,45.90020751953125
2024-09-30,44.280662536621094
2024-10-01,44.32016372680664
2024-10-02,44.26091384887695
2024-10-03,44.41891098022461
2024-10-04,45.11018753051758
2024-10-07,45.40644073486328
2024-10-08,45.43606948852539
2024-10-09,47.332115173339844
2024-10-10,47.09510803222656
2024-10-11,47.272865295410156
2024-10-14,48.02338790893555
2024-10-15,47.25311279296875
2024-10-16,48.39863967895508
2024-10-17,48.7640266418457
2024-10-18,48.566524505615234
2024-10-21,48.319644927978516
2024-10-22,53.05976867675781
2024-10-23,52.259864807128906
2024-10-24,52.06237030029297
2024-10-25,51.42047882080078
2024-10-28,52.07223892211914
2024-10-29,50.89708709716797
2024-10-30,51.32172393798828
2024-10-31,50.12681198120117
2024-11-01,50.32432174682617
2024-11-04,51.153839111328125
2024-11-05,53.03014373779297
2024-11-06,54.36330032348633
2024-11-07,54.699058532714844
2024-11-08,54.88669204711914
2024-11-11,56.94074630737305
2024-11-12,56.69386291503906
2024-11-13,56.99011993408203
2024-11-14,56.9012451171875
2024-11-15,56.3284797668457
2024-11-18,55.54833221435547
2024-11-19,54.42255401611328
2024-11-20,54.185546875
2024-11-21,54.985443115234375
2024-11-22,57.79989242553711
2024-11-25,59.449066162109375
2024-11-26,54.106544494628906
2024-11-27,54.80768966674805
2024-11-29,54.89656448364258
2024-12-02,54.353431701660156
2024-12-03,52.99063491821289
2024-12-04,52.69438171386719
2024-12-05,52.72400665283203
2024-12-06,52.86257553100586
2024-12-09,52.16974639892578
2024-12-10,52.19944381713867
2024-12-11,51.50661849975586
2024-12-12,51.763954162597656
2024-12-13,51.99159240722656
2024-12-16,51.704566955566406
2024-12-17,50.62574005126953
2024-12-18,49.47762680053711
2024-12-19,49.824039459228516
2024-12-20,51.27897644042969
2024-12-23,52.02128982543945
2024-12-24,52.9615478515625
2024-12-26,53.62468338012695
2024-12-27,53.723655700683594
2024-12-30,53.110008239746094
2024-12-31,52.7240104675293
2025-01-02,50.843482971191406
2025-01-03,51.23938751220703
2025-01-06,52.98134231567383
2025-01-07,51.44723129272461
2025-01-08,50.47727584838867
2025-01-10,49.33906173706055
2025-01-13,49.418243408203125
2025-01-14,50.417884826660156
2025-01-15,51.17010498046875
2025-01-16,51.30866622924805
2025-01-17,50.44758605957031
2025-01-21,53.33765411376953
2025-01-22,52.219234466552734
2025-01-23,53.66427230834961
2025-01-24,53.35744857788086
2025-01-27,54.35709762573242
2025-01-28,49.52711486816406
2025-01-29,49.269779205322266
2025-01-30,48.992652893066406
2025-01-31,48.95305252075195
2025-02-03,47.40904998779297
2025-02-04,48.07218551635742
2025-02-05,47.31997299194336
2025-02-06,47.43873977661133
2025-02-07,46.90427780151367
2025-02-10,46.092681884765625
2025-02-11,46.22134780883789
2025-02-12,47.20119857788086
2025-02-13,47.39915084838867
2025-02-14,47.874229431152344
2025-02-18,47.63669204711914
2025-02-19,47.31007385253906
2025-02-20,47.39915084838867
2025-02-21,45.8155517578125
2025-02-24,46.092681884765625
2025-02-25,46.23124694824219
2025-02-26,47.96331024169922
2025-02-27,47.141815185546875
2025-02-28,48.626441955566406
2025-03-03,46.89438247680664
2025-03-04,44.75651931762695
2025-03-05,47.98310470581055
2025-03-06,46.71622848510742
2025-03-07,47.07344436645508
2025-03-10,47.70849609375
2025-03-11,47.906951904296875
2025-03-12,47.52988815307617
2025-03-13,46.745994567871094
2025-03-14,47.966487884521484
2025-03-17,48.62138748168945
2025-03-18,48.29393768310547
2025-03-19,49.4052848815918
2025-03-20,49.057987213134766
2025-03-21,49.41520690917969
2025-03-24,51.0623779296875
2025-03-25,52.18364715576172
2025-03-26,50.55632400512695
2025-03-27,46.835296630859375
2025-03-28,46.31931686401367
2025-03-31,46.66661071777344
2025-04-01,46.894832611083984
2025-04-02,47.60926818847656
2025-04-03,45.54534149169922
2025-04-04,43.83863067626953
2025-04-07,43.19365692138672
2025-04-08,42.151763916015625
2025-04-09,45.38658142089844
2025-04-10,43.39210891723633
2025-04-11,43.292884826660156
2025-04-14,44.79121398925781
2025-04-15,44.19585037231445
2025-04-16,43.87832260131836
2025-04-17,44.22562026977539
2025-04-21,44.0470085144043
2025-04-22,44.811058044433594
2025-04-23,45.48580551147461
2025-04-24,46.51776885986328
2025-04-25,46.745994567871094
2025-04-28,46.8749885559082
2025-04-29,46.57730484008789
2025-04-30,44.890445709228516
2025-05-01,44.701908111572266
2025-05-02,44.949974060058594
2025-05-05,45.029361724853516
2025-05-06,45.108741760253906
2025-05-07,45.11866760253906
2025-05-08,46.98413848876953
2025-05-09,47.13297653198242
2025-05-12,49.2266731262207
2025-05-13,50.070106506347656
2025-05-14,49.921268463134766
2025-05-15,49.732730865478516
2025-05-16,49.98080062866211
2025-05-19,49.643428802490234
2025-05-20,49.82203674316406
2025-05-21,48.988529205322266
2025-05-22,48.89922332763672
2025-05-23,48.31378173828125
2025-05-27,48.710693359375
2025-05-28,47.75811004638672
2025-05-29,48.21455764770508
2025-05-30,49.2266731262207
2025-06-02,47.32150650024414
2025-06-03,48.680931091308594
2025-06-04,47.301666259765625
2025-06-05,46.884910583496094
2025-06-06,47.25322341918945
2025-06-09,47.71112060546875
2025-06-10,48.7065544128418
2025-06-11,49.64226150512695
2025-06-12,49.0350456237793
2025-06-13,48.427833557128906
2025-06-16,49.04500198364258
2025-06-17,48.05952072143555
2025-06-18,47.87038803100586
2025-06-20,47.979888916015625
2025-06-23,48.29842758178711
2025-06-24,48.7762336730957
2025-06-25,47.91020584106445
2025-06-26,48.93550109863281
2025-06-27,49.453128814697266
2025-06-30,48.98527145385742
2025-07-01,51.792396545410156
2025-07-02,52.439430236816406
2025-07-03,52.648468017578125
2025-07-07,51.58335494995117
2025-07-08,51.951663970947266
2025-07-09,52.32992935180664
2025-07-10,52.907283782958984
2025-07-11,53.146183013916016
2025-07-14,53.086463928222656
2025-07-15,52.46928787231445
2025-07-16,52.9371452331543
2025-07-17,52.96700668334961
2025-07-18,52.97696304321289
2025-07-21,52.96700668334961
2025-07-22,48.66673278808594
2025-07-23,52.88737487792969
2025-07-24,52.100982666015625
2025-07-25,53.15614318847656
2025-07-28,53.20591354370117
2025-07-29,51.872032165527344
2025-07-30,51.872032165527344
2025-07-31,53.096412658691406
2025-08-01,52.29011154174805
2025-08-04,52.52901840209961
2025-08-05,52.33988571166992
2025-08-06,52.23038864135742
2025-08-07,52.708194732666016
2025-08-08,53.285545349121094
2025-08-11,53.76335144042969
2025-08-12,53.91267013549805
2025-08-13,55.32618713378906
2025-08-14,56.162349700927734
2025-08-15,56.052852630615234
2025-08-18,55.97321701049805
2025-08-19,56.79943084716797
2025-08-20,56.51074981689453
2025-08-21,56.25193786621094
2025-08-22,58.10344314575195
2025-08-25,58.013851165771484
2025-08-26,58.53147888183594
2025-08-27,58.48170852661133
2025-08-28,58.222900390625
2025-08-29,58.32243728637695
2025-09-02,58.26271438598633
2025-09-03,57.48627471923828
2025-09-04,57.88444900512695
2025-09-05,58.15391159057617
2025-09-08,58.084049224853516
2025-09-09,57.89442443847656
2025-09-10,57.22576141357422
2025-09-11,58.59303283691406
2025-09-12,58.38344955444336
2025-09-15,58.83255386352539
2025-09-16,58.343528747558594
2025-09-17,58.61299133300781
2025-09-18,59.141937255859375
2025-09-19,58.86249542236328
2025-09-22,58.7626953125
2025-09-23,58.463294982910156
2025-09-24,59.800621032714844
2025-09-25,60.46928787231445
2025-09-26,61.11799240112305
2025-09-29,60.99822998046875
2025-09-30,60.84852981567383
2025-10-01,61.21779251098633
2025-10-02,59.241737365722656
2025-10-03,60.01020431518555
2025-10-06,58.074066162109375
2025-10-07,57.14591979980469
2025-10-08,56.287635803222656
2025-10-09,55.808589935302734
2025-10-10,55.23972702026367
2025-10-13,55.50918960571289
2025-10-14,57.0361442565918
2025-10-15,57.684844970703125
2025-10-16,57.22576141357422
2025-10-17,58.26369094848633
2025-10-20,57.88444900512695
2025-10-21,66.48727416992188
2025-10-22,67.17589569091797
2025-10-23,66.71681213378906
2025-10-24,69.5212173461914
2025-10-27,69.24177551269531
2025-10-28,69.73080444335938
2025-10-29,68.99227142333984
2025-10-30,68.53318786621094
2025-10-31,68.95234680175781
2025-11-03,68.08409118652344
2025-11-04,66.73677825927734
2025-11-05,68.63298797607422
2025-11-06,68.70285034179688
2025-11-07,70.60904693603516
2025-11-10,70.90845489501953
2025-11-11,71.07810974121094
2025-11-12,71.69686889648438
2025-11-13,71.74677276611328
2025-11-14,70.37950134277344
2025-11-17,67.77470397949219
2025-11-18,67.79466247558594
2025-11-19,68.363525390625
2025-11-20,67.90444946289062
2025-11-21,70.18988800048828
2025-11-24,70.85855102539062
2025-11-25,72.63500213623047
2025-11-26,72.6649398803711
2025-11-28,73.37352752685547
2025-12-01,72.80465698242188
2025-12-02,73.51325225830078
2025-12-03,74.54119873046875
2025-12-04,75.13999938964844
2025-12-05,76.05000305175781
2025-12-08,75.70999908447266
2025-12-09,77.16000366210938
2025-12-10,80.80000305175781
2025-12-11,80.8499984741211
2025-12-12,80.88999938964844
2025-12-15,81.9800033569336
2025-12-16,81.76000213623047
2025-12-17,80.51000213623047
2025-12-18,81.16999816894531
2025-12-19,82.3499984741211
2025-12-22,83.02999877929688
2025-12-23,82.75
2025-12-24,82.87999725341797
2025-12-26,83.05999755859375
2025-12-29,82.93000030517578
2025-12-30,82.33000183105469
2025-12-31,81.31999969482422
