Date,F
2024-02-05,9.97657299041748
2024-02-06,10.389752388000488
2024-02-07,11.018129348754883
2024-02-08,11.043952941894531
2024-02-09,10.914834022521973
2024-02-12,11.173072814941406
2024-02-13,10.914834022521973
2024-02-14,10.811539649963379
2024-02-15,11.06790542602539
2024-02-16,10.87342357635498
2024-02-20,10.829221725463867
2024-02-21,10.731979370117188
2024-02-22,10.714298248291016
2024-02-23,10.731979370117188
2024-02-26,10.564014434814453
2024-02-27,10.608216285705566
2024-02-28,10.87342357635498
2024-02-29,10.997182846069336
2024-03-01,11.006024360656738
2024-03-04,11.262389183044434
2024-03-05,11.120945930480957
2024-03-06,10.944144248962402
2024-03-07,10.970662117004395
2024-03-08,10.767339706420898
2024-03-11,10.70545768737793
2024-03-12,10.70545768737793
2024-03-13,10.935302734375
2024-03-14,10.678936958312988
2024-03-15,10.661256790161133
2024-03-18,10.767339706420898
2024-03-19,10.87342357635498
2024-03-20,11.403831481933594
2024-03-21,11.421512603759766
2024-03-22,11.412672996520996
2024-03-25,11.403831481933594
2024-03-26,10.997182846069336
2024-03-27,11.545275688171387
2024-03-28,11.739758491516113
2024-04-01,11.7485990524292
2024-04-02,11.739758491516113
2024-04-03,12.066844940185547
2024-04-04,11.677876472473145
2024-04-05,11.739758491516113
2024-04-08,11.854681015014648
2024-04-09,11.969603538513184
2024-04-10,11.545275688171387
2024-04-11,11.527593612670898
2024-04-12,11.147466659545898
2024-04-15,10.811538696289062
2024-04-16,10.687777519226074
2024-04-17,10.643576622009277
2024-04-18,10.661256790161133
2024-04-19,10.731979370117188
2024-04-22,11.386153221130371
2024-04-23,11.439191818237305
2024-04-24,11.448031425476074
2024-04-25,11.527593612670898
2024-04-26,11.306589126586914
2024-04-29,11.27122974395752
2024-04-30,10.740818977355957
2024-05-01,10.785019874572754
2024-05-02,11.04138469696045
2024-05-03,10.988343238830566
2024-05-06,11.050225257873535
2024-05-07,10.889168739318848
2024-05-08,10.871273040771484
2024-05-09,10.853379249572754
2024-05-10,10.728113174438477
2024-05-13,11.032329559326172
2024-05-14,11.130752563476562
2024-05-15,11.014434814453125
2024-05-16,11.077068328857422
2024-05-17,10.987592697143555
2024-05-20,10.871273040771484
2024-05-21,10.871273040771484
2024-05-22,10.763903617858887
2024-05-23,10.835485458374023
2024-05-24,10.880221366882324
2024-05-28,10.450739860534668
2024-05-29,10.343368530273438
2024-05-30,10.531267166137695
2024-05-31,10.853379249572754
2024-06-03,10.907063484191895
2024-06-04,10.763903617858887
2024-06-05,10.79969310760498
2024-06-06,10.79969310760498
2024-06-07,10.871273040771484
2024-06-10,11.077068328857422
2024-06-11,10.835485458374023
2024-06-12,10.80864143371582
2024-06-13,10.68337631225586
2024-06-14,10.477581977844238
2024-06-17,10.602848052978516
2024-06-18,10.540213584899902
2024-06-20,10.68337631225586
2024-06-21,10.593899726867676
2024-06-24,10.942853927612305
2024-06-25,10.817588806152344
2024-06-26,10.835485458374023
2024-06-27,10.942853927612305
2024-06-28,11.220229148864746
2024-07-01,11.417074203491211
2024-07-02,11.515496253967285
2024-07-03,11.515496253967285
2024-07-05,11.488656997680664
2024-07-08,11.613921165466309
2024-07-09,11.542339324951172
2024-07-10,11.78392505645752
2024-07-11,12.052350997924805
2024-07-12,12.553413391113281
2024-07-15,12.732364654541016
2024-07-16,12.875524520874023
2024-07-17,12.956052780151367
2024-07-18,13.018685340881348
2024-07-19,12.508674621582031
2024-07-22,12.633941650390625
2024-07-23,12.374462127685547
2024-07-24,12.231301307678223
2024-07-25,9.985466957092285
2024-07-26,10.012309074401855
2024-07-29,9.8512544631958
2024-07-30,9.699145317077637
2024-07-31,9.681249618530273
2024-08-01,9.564931869506836
2024-08-02,8.974393844604492
2024-08-05,8.688072204589844
2024-08-06,8.750703811645508
2024-08-07,8.877922058105469
2024-08-08,9.205050468444824
2024-08-09,9.177789688110352
2024-08-12,8.95970344543457
2024-08-13,9.21413803100586
2024-08-14,9.25048542022705
2024-08-15,9.504919052124023
2024-08-16,9.550354957580566
2024-08-19,9.741178512573242
2024-08-20,9.704833030700684
2024-08-21,9.859309196472168
2024-08-22,9.922918319702148
2024-08-23,10.240960121154785
2024-08-26,10.09556770324707
2024-08-27,10.122830390930176
2024-08-28,10.031960487365723
2024-08-29,10.09556770324707
2024-08-30,10.16826343536377
2024-09-03,9.977437973022461
2024-09-04,9.950178146362305
2024-09-05,9.786613464355469
2024-09-06,9.613962173461914
2024-09-09,9.686656951904297
2024-09-10,9.377702713012695
2024-09-11,9.495831489562988
2024-09-12,9.650308609008789
2024-09-13,9.713918685913086
2024-09-16,9.813873291015625
2024-09-17,9.904743194580078
2024-09-18,9.977437973022461
2024-09-19,9.922918319702148
2024-09-20,9.88656997680664
2024-09-23,9.913829803466797
2024-09-24,9.877482414245605
2024-09-25,9.468571662902832
2024-09-26,9.704833030700684
2024-09-27,9.795700073242188
2024-09-30,9.59578800201416
2024-10-01,9.768439292907715
2024-10-02,9.523092269897461
2024-10-03,9.495831489562988
2024-10-04,9.604875564575195
2024-10-07,9.532179832458496
2024-10-08,9.532179832458496
2024-10-09,9.650308609008789
2024-10-10,9.704833030700684
2024-10-11,9.741178512573242
2024-10-14,9.922918319702148
2024-10-15,9.850223541259766
2024-10-16,10.022872924804688
2024-10-17,10.059220314025879
2024-10-18,10.086483001708984
2024-10-21,9.88656997680664
2024-10-22,10.09556770324707
2024-10-23,10.05013370513916
2024-10-24,10.21369743347168
2024-10-25,10.059220314025879
2024-10-28,10.331829071044922
2024-10-29,9.459484100341797
2024-10-30,9.514005661010742
2024-10-31,9.350440979003906
2024-11-01,9.286832809448242
2024-11-04,9.41404914855957
2024-11-05,9.632137298583984
2024-11-06,10.16826343536377
2024-11-07,10.094581604003906
2024-11-08,10.103791236877441
2024-11-11,10.34326171875
2024-11-12,10.223526954650879
2024-11-13,10.223526954650879
2024-11-14,10.195895195007324
2024-11-15,10.140633583068848
2024-11-18,10.324841499328613
2024-11-19,10.177474021911621
2024-11-20,9.88274097442627
2024-11-21,9.947214126586914
2024-11-22,10.297210693359375
2024-11-25,10.499836921691895
2024-11-26,10.223526954650879
2024-11-27,10.223526954650879
2024-11-29,10.251157760620117
2024-12-02,10.113000869750977
2024-12-03,9.965635299682617
2024-12-04,9.891953468322754
2024-12-05,9.615640640258789
2024-12-06,9.680113792419434
2024-12-09,9.763008117675781
2024-12-10,9.726166725158691
2024-12-11,9.588008880615234
2024-12-12,9.569589614868164
2024-12-13,9.569589614868164
2024-12-16,9.20117473602295
2024-12-17,9.182754516601562
2024-12-18,8.924861907958984
2024-12-19,8.97091293334961
2024-12-20,9.099859237670898
2024-12-23,9.118281364440918
2024-12-24,9.228804588317871
2024-12-26,9.274856567382812
2024-12-27,9.238014221191406
2024-12-30,9.099859237670898
2024-12-31,9.118281364440918
2025-01-02,8.888020515441895
2025-01-03,9.099859237670898
2025-01-06,9.136701583862305
2025-01-07,8.989335060119629
2025-01-08,8.97091293334961
2025-01-10,8.888020515441895
2025-01-13,8.943282127380371
2025-01-14,9.007755279541016
2025-01-15,9.164332389831543
2025-01-16,9.219594955444336
2025-01-17,9.376172065734863
2025-01-21,9.606431007385254
2025-01-22,9.238014221191406
2025-01-23,9.357749938964844
2025-01-24,9.320908546447754
2025-01-27,9.560378074645996
2025-01-28,9.284067153930664
2025-01-29,9.403801918029785
2025-01-30,9.357749938964844
2025-01-31,9.284067153930664
2025-02-03,9.109071731567383
2025-02-04,9.357749938964844
2025-02-05,9.219594955444336
2025-02-06,8.528815269470215
2025-02-07,8.510394096374512
2025-02-10,8.510394096374512
2025-02-11,8.48276424407959
2025-02-12,8.501184463500977
2025-02-13,8.611709594726562
2025-02-14,8.731444358825684
2025-02-18,8.83607006072998
2025-02-19,8.883625984191895
2025-02-20,8.931184768676758
2025-02-21,8.826558113098145
2025-02-24,8.89313793182373
2025-02-25,8.959718704223633
2025-02-26,9.007275581359863
2025-02-27,8.83607006072998
2025-02-28,9.083365440368652
2025-03-03,8.931184768676758
2025-03-04,8.674376487731934
2025-03-05,9.178478240966797
2025-03-06,9.140433311462402
2025-03-07,9.416264533996582
2025-03-10,9.473331451416016
2025-03-11,9.216524124145508
2025-03-12,9.121411323547363
2025-03-13,9.06434154510498
2025-03-14,9.254570007324219
2025-03-17,9.435286521911621
2025-03-18,9.463820457458496
2025-03-19,9.673070907592773
2025-03-20,9.520890235900879
2025-03-21,9.511378288269043
2025-03-24,9.749161720275879
2025-03-25,9.78720760345459
2025-03-26,9.79671859741211
2025-03-27,9.416264533996582
2025-03-28,9.245059967041016
2025-03-31,9.539911270141602
2025-04-01,9.45430850982666
2025-04-02,9.654048919677734
2025-04-03,9.0738525390625
2025-04-04,9.111899375915527
2025-04-07,8.788512229919434
2025-04-08,8.265387535095215
2025-04-09,9.035809516906738
2025-04-10,8.693399429321289
2025-04-11,8.874115943908691
2025-04-14,9.235547065734863
2025-04-15,8.988251686096191
2025-04-16,8.940694808959961
2025-04-17,9.159456253051758
2025-04-21,9.007275581359863
2025-04-22,9.178478240966797
2025-04-23,9.30212688446045
2025-04-24,9.56844711303711
2025-04-25,9.549423217773438
2025-04-28,9.530400276184082
2025-04-29,9.654048919677734
2025-04-30,9.520890235900879
2025-05-01,9.68258285522461
2025-05-02,9.777695655822754
2025-05-05,9.673070907592773
2025-05-06,9.929877281188965
2025-05-07,9.777695655822754
2025-05-08,9.777695655822754
2025-05-09,9.920367240905762
2025-05-12,10.180920600891113
2025-05-13,10.229172706604004
2025-05-14,10.277421951293945
2025-05-15,10.373924255371094
2025-05-16,10.422174453735352
2025-05-19,10.373924255371094
2025-05-20,10.34497356414795
2025-05-21,10.11336898803711
2025-05-22,10.074769020080566
2025-05-23,9.997567176818848
2025-05-27,9.94931697845459
2025-05-28,9.814215660095215
2025-05-29,9.862465858459473
2025-05-30,10.016867637634277
2025-06-02,9.63086223602295
2025-06-03,9.833514213562012
2025-06-04,9.881765365600586
2025-06-05,9.746664047241211
2025-06-06,9.901066780090332
2025-06-09,9.97826862335205
2025-06-10,10.229172706604004
2025-06-11,10.287073135375977
2025-06-12,10.161620140075684
2025-06-13,10.065119743347168
2025-06-16,10.248472213745117
2025-06-17,10.055469512939453
2025-06-18,10.065119743347168
2025-06-20,10.219522476196289
2025-06-23,10.373924255371094
2025-06-24,10.354622840881348
2025-06-25,10.11336898803711
2025-06-26,10.258121490478516
2025-06-27,10.422174453735352
2025-06-30,10.470426559448242
2025-07-01,10.952935218811035
2025-07-02,11.35824203491211
2025-07-03,11.396842002868652
2025-07-07,11.184537887573242
2025-07-08,11.271389961242676
2025-07-09,11.416141510009766
2025-07-10,11.493343353271484
2025-07-11,11.367890357971191
2025-07-14,11.46439266204834
2025-07-15,11.165237426757812
2025-07-16,10.846781730651855
2025-07-17,10.759930610656738
2025-07-18,10.769580841064453
2025-07-21,10.91433334350586
2025-07-22,10.798530578613281
2025-07-23,10.981884956359863
2025-07-24,10.866083145141602
2025-07-25,11.06873607635498
2025-07-28,10.885382652282715
2025-07-29,10.692378997802734
2025-07-30,10.489726066589355
2025-07-31,10.68272876739502
2025-08-01,10.441474914550781
2025-08-04,10.566926956176758
2025-08-05,10.673079490661621
2025-08-06,10.817831993103027
2025-08-07,10.885382652282715
2025-08-08,10.923983573913574
2025-08-11,10.894644737243652
2025-08-12,11.00222110748291
2025-08-13,11.188036918640137
2025-08-14,11.188036918640137
2025-08-15,11.188036918640137
2025-08-18,11.207596778869629
2025-08-19,11.324953079223633
2025-08-20,11.23693561553955
2025-08-21,11.080459594726562
2025-08-22,11.481429100036621
2025-08-25,11.559666633605957
2025-08-26,11.57922649383545
2025-08-27,11.647685050964355
2025-08-28,11.4520902633667
2025-08-29,11.510769844055176
2025-09-02,11.461870193481445
2025-09-03,11.364072799682617
2025-09-04,11.422751426696777
2025-09-05,11.481429100036621
2025-09-08,11.432530403137207
2025-09-09,11.23693561553955
2025-09-10,11.168477058410645
2025-09-11,11.500988960266113
2025-09-12,11.422751426696777
2025-09-15,11.422751426696777
2025-09-16,11.354292869567871
2025-09-17,11.403191566467285
2025-09-18,11.481429100036621
2025-09-19,11.364072799682617
2025-09-22,11.403191566467285
2025-09-23,11.471649169921875
2025-09-24,11.373852729797363
2025-09-25,11.364072799682617
2025-09-26,11.745482444763184
2025-09-29,11.823720932006836
2025-09-30,11.696584701538086
2025-10-01,11.999756813049316
2025-10-02,11.950858116149902
2025-10-03,12.390946388244629
2025-10-06,12.42028522491455
2025-10-07,11.657464981079102
2025-10-08,11.481429100036621
2025-10-09,11.246715545654297
2025-10-10,11.158697128295898
2025-10-13,11.285834312438965
2025-10-14,11.393411636352539
2025-10-15,11.500988960266113
2025-10-16,11.481429100036621
2025-10-17,11.657464981079102
2025-10-20,11.725922584533691
2025-10-21,12.283370018005371
2025-10-22,12.156232833862305
2025-10-23,12.068214416503906
2025-10-24,13.535178184509277
2025-10-27,12.967951774597168
2025-10-28,12.840814590454102
2025-10-29,12.948392868041992
2025-10-30,12.772357940673828
2025-10-31,12.840814590454102
2025-11-03,12.723458290100098
2025-11-04,12.508302688598633
2025-11-05,12.82125473022461
2025-11-06,12.831034660339355
2025-11-07,13.068464279174805
2025-11-10,13.019000053405762
2025-11-11,13.157500267028809
2025-11-12,13.305892944335938
2025-11-13,13.137714385986328
2025-11-14,13.048678398132324
2025-11-17,12.741999626159668
2025-11-18,12.880500793457031
2025-11-19,12.761785507202148
2025-11-20,12.2770357131958
2025-11-21,12.692535400390625
2025-11-24,12.82114315032959
2025-11-25,13.028892517089844
2025-11-26,13.048678398132324
2025-11-28,13.137714385986328
2025-12-01,13.019000053405762
2025-12-02,12.82114315032959
2025-12-03,12.949749946594238
2025-12-04,12.999214172363281
2025-12-05,12.890392303466797
2025-12-08,12.999214172363281
2025-12-09,12.93985652923584
2025-12-10,13.266321182250977
2025-12-11,13.483963966369629
2025-12-12,13.612571716308594
2025-12-15,13.50374984741211
2025-12-16,13.52353572845459
2025-12-17,13.16739273071289
2025-12-18,13.177285194396973
2025-12-19,13.325678825378418
2025-12-22,13.31578540802002
2025-12-23,13.14760684967041
2025-12-24,13.216856956481934
2025-12-26,13.16739273071289
2025-12-29,13.137714385986328
2025-12-30,13.088249206542969
2025-12-31,12.9794282913208
