Date,T
2023-07-05,13.801763534545898
2023-07-06,13.629992485046387
2023-07-07,13.645727157592773
2023-07-10,13.348511695861816
2023-07-11,13.313544273376465
2023-07-12,13.217387199401855
2023-07-13,13.217387199401855
2023-07-14,12.675403594970703
2023-07-17,11.827463150024414
2023-07-18,11.757530212402344
2023-07-19,12.754077911376953
2023-07-20,12.815269470214844
2023-07-21,12.902688026428223
2023-07-24,13.068778991699219
2023-07-25,12.937653541564941
2023-07-26,13.016329765319824
2023-07-27,12.6841459274292
2023-07-28,12.631695747375488
2023-07-31,12.692888259887695
2023-08-01,12.500571250915527
2023-08-02,12.544281005859375
2023-08-03,12.316996574401855
2023-08-04,12.238320350646973
2023-08-07,12.247062683105469
2023-08-08,12.395670890808105
2023-08-09,12.474346160888672
2023-08-10,12.386929512023926
2023-08-11,12.561761856079102
2023-08-14,12.465605735778809
2023-08-15,12.360705375671387
2023-08-16,12.325738906860352
2023-08-17,12.247062683105469
2023-08-18,12.282029151916504
2023-08-21,12.325738906860352
2023-08-22,12.465605735778809
2023-08-23,12.378186225891113
2023-08-24,12.369447708129883
2023-08-25,12.334480285644531
2023-08-28,12.421895027160645
2023-08-29,12.911428451538086
2023-08-30,12.87646198272705
2023-08-31,12.928912162780762
2023-09-01,12.80652904510498
2023-09-05,12.657920837402344
2023-09-06,12.771561622619629
2023-09-07,12.771561622619629
2023-09-08,12.587986946105957
2023-09-11,12.692888259887695
2023-09-12,12.640438079833984
2023-09-13,12.780303955078125
2023-09-14,13.164937019348145
2023-09-15,13.313544273376465
2023-09-18,13.191163063049316
2023-09-19,13.296061515808105
2023-09-20,13.593278884887695
2023-09-21,13.383479118347168
2023-09-22,13.217387199401855
2023-09-25,13.164937019348145
2023-09-26,13.129969596862793
2023-09-27,12.998846054077148
2023-09-28,13.121230125427246
2023-09-29,13.129969596862793
2023-10-02,12.824012756347656
2023-10-03,12.920169830322266
2023-10-04,12.80652904510498
2023-10-05,12.963878631591797
2023-10-06,12.873010635375977
2023-10-09,13.122452735900879
2023-10-10,13.327351570129395
2023-10-11,13.158087730407715
2023-10-12,12.873010635375977
2023-10-13,12.79283332824707
2023-10-16,12.837376594543457
2023-10-17,12.988823890686035
2023-10-18,12.757197380065918
2023-10-19,13.594613075256348
2023-10-20,13.701516151428223
2023-10-23,13.318443298339844
2023-10-24,13.835145950317383
2023-10-25,13.53225040435791
2023-10-26,13.469890594482422
2023-10-27,13.202629089355469
2023-10-30,13.594613075256348
2023-10-31,13.719332695007324
2023-11-01,13.879688262939453
2023-11-02,14.013319969177246
2023-11-03,14.146947860717773
2023-11-06,14.031136512756348
2023-11-07,14.111313819885254
2023-11-08,13.942049980163574
2023-11-09,13.92423152923584
2023-11-10,13.933140754699707
2023-11-13,13.879688262939453
2023-11-14,13.92423152923584
2023-11-15,14.040044784545898
2023-11-16,14.146947860717773
2023-11-17,14.164765357971191
2023-11-20,14.342940330505371
2023-11-21,14.423118591308594
2023-11-22,14.405299186706543
2023-11-24,14.440934181213379
2023-11-27,14.440934181213379
2023-11-28,14.41420841217041
2023-11-29,14.521111488342285
2023-11-30,14.761645317077637
2023-12-01,14.93091106414795
2023-12-04,14.841824531555176
2023-12-05,15.34070873260498
2023-12-06,15.091267585754395
2023-12-07,15.224896430969238
2023-12-08,15.07344913482666
2023-12-11,14.806192398071289
2023-12-12,14.619108200073242
2023-12-13,14.654746055603027
2023-12-14,14.832914352416992
2023-12-15,14.717103004455566
2023-12-18,14.663650512695312
2023-12-19,14.797281265258789
2023-12-20,14.610198020935059
2023-12-21,14.690375328063965
2023-12-22,14.743826866149902
2023-12-26,14.761645317077637
2023-12-27,14.770554542541504
2023-12-28,14.913092613220215
2023-12-29,14.948729515075684
2024-01-02,15.36743450164795
2024-01-03,15.349618911743164
2024-01-04,15.278349876403809
2024-01-05,15.563424110412598
2024-01-08,15.429795265197754
2024-01-09,15.346501350402832
2024-01-10,15.274067878723145
2024-01-11,14.694610595703125
2024-01-12,14.920960426330566
2024-01-16,14.884745597839355
2024-01-17,14.857584953308105
2024-01-18,14.848528861999512
2024-01-19,15.092987060546875
2024-01-22,15.210689544677734
2024-01-23,15.563796997070312
2024-01-24,15.102041244506836
2024-01-25,15.554740905761719
2024-01-26,15.654336929321289
2024-01-29,15.61811637878418
2024-01-30,15.871628761291504
2024-01-31,16.016496658325195
2024-02-01,16.333383560180664
2024-02-02,16.143247604370117
2024-02-05,16.052709579467773
2024-02-06,15.944062232971191
2024-02-07,15.690550804138184
2024-02-08,15.228796005249023
2024-02-09,15.246904373168945
2024-02-12,15.40987491607666
2024-02-13,15.301230430603027
2024-02-14,15.310284614562988
2024-02-15,15.473255157470703
2024-02-16,15.364606857299805
2024-02-20,15.310284614562988
2024-02-21,15.391767501831055
2024-02-22,15.020556449890137
2024-02-23,15.210689544677734
2024-02-26,15.029609680175781
2024-02-27,15.237853050231934
2024-02-28,15.355551719665527
2024-02-29,15.328392028808594
2024-03-01,15.373659133911133
2024-03-04,15.210689544677734
2024-03-05,15.545684814453125
2024-03-06,15.554740905761719
2024-03-07,15.437037467956543
2024-03-08,15.572847366333008
2024-03-11,15.690550804138184
2024-03-12,15.572847366333008
2024-03-13,15.563796997070312
2024-03-14,15.400822639465332
2024-03-15,15.437037467956543
2024-03-18,15.663387298583984
2024-03-19,15.545684814453125
2024-03-20,15.581901550292969
2024-03-21,15.536633491516113
2024-03-22,15.373659133911133
2024-03-25,15.500417709350586
2024-03-26,15.554740905761719
2024-03-27,15.889734268188477
2024-03-28,15.935007095336914
2024-04-01,15.844468116760254
2024-04-02,15.86257553100586
2024-04-03,15.944062232971191
2024-04-04,15.907843589782715
2024-04-05,15.772037506103516
2024-04-08,15.61811637878418
2024-04-09,15.551863670349121
2024-04-10,15.39542293548584
2024-04-11,15.110152244567871
2024-04-12,15.008927345275879
2024-04-15,14.944510459899902
2024-04-16,14.806476593017578
2024-04-17,14.834086418151855
2024-04-18,15.027332305908203
2024-04-19,15.192974090576172
2024-04-22,15.008927345275879
2024-04-23,15.183770179748535
2024-04-24,15.469040870666504
2024-04-25,15.2573881149292
2024-04-26,15.413827896118164
2024-04-29,15.662288665771484
2024-04-30,15.542657852172852
2024-05-01,15.570266723632812
2024-05-02,15.478242874145508
2024-05-03,15.505849838256836
2024-05-06,15.634682655334473
2024-05-07,15.717504501342773
2024-05-08,15.745111465454102
2024-05-09,15.809526443481445
2024-05-10,15.800322532653809
2024-05-13,15.883146286010742
2024-05-14,15.919952392578125
2024-05-15,15.94756031036377
2024-05-16,15.919952392578125
2024-05-17,16.01197624206543
2024-05-20,16.122404098510742
2024-05-21,15.892349243164062
2024-05-22,16.1039981842041
2024-05-23,16.076391220092773
2024-05-24,16.1039981842041
2024-05-28,15.892349243164062
2024-05-29,15.754313468933105
2024-05-30,16.214427947998047
2024-05-31,16.766563415527344
2024-06-03,16.57331657409668
2024-06-04,16.886192321777344
2024-06-05,16.840181350708008
2024-06-06,16.82177734375
2024-06-07,16.656137466430664
2024-06-10,16.43528175354004
2024-06-11,16.43528175354004
2024-06-12,16.20522689819336
2024-06-13,16.26043701171875
2024-06-14,16.232831954956055
2024-06-17,16.26043701171875
2024-06-18,16.610124588012695
2024-06-20,16.665340423583984
2024-06-21,16.932205200195312
2024-06-24,17.162261962890625
2024-06-25,17.199073791503906
2024-06-26,17.263486862182617
2024-06-27,17.254287719726562
2024-06-28,17.585567474365234
2024-07-01,17.4659366607666
2024-07-02,17.318700790405273
2024-07-03,17.18986701965332
2024-07-05,17.27269172668457
2024-07-08,17.30949592590332
2024-07-09,17.300296783447266
2024-07-10,17.503917694091797
2024-07-11,17.61600112915039
2024-07-12,17.569297790527344
2024-07-15,17.35447120666504
2024-07-16,17.60666275024414
2024-07-17,17.896217346191406
2024-07-18,17.886873245239258
2024-07-19,17.85885238647461
2024-07-22,17.32645034790039
2024-07-23,17.00887680053711
2024-07-24,17.896217346191406
2024-07-25,17.924236297607422
2024-07-26,17.75611114501953
2024-07-29,17.653366088867188
2024-07-30,17.72808837890625
2024-07-31,17.98027801513672
2024-08-01,18.185768127441406
2024-08-02,18.092363357543945
2024-08-05,17.662704467773438
2024-08-06,17.924236297607422
2024-08-07,17.98027801513672
2024-08-08,18.120384216308594
2024-08-09,18.20444679260254
2024-08-12,18.148405075073242
2024-08-13,18.232471466064453
2024-08-14,18.3352108001709
2024-08-15,17.83083152770996
2024-08-16,18.064342498779297
2024-08-19,18.20444679260254
2024-08-20,18.20444679260254
2024-08-21,18.25115203857422
2024-08-22,18.223127365112305
2024-08-23,18.428617477416992
2024-08-26,18.45663833618164
2024-08-27,18.35389518737793
2024-08-28,18.51268196105957
2024-08-29,18.45663833618164
2024-08-30,18.587404251098633
2024-09-03,19.082447052001953
2024-09-04,19.213211059570312
2024-09-05,19.287931442260742
2024-09-06,19.58682632446289
2024-09-09,20.081871032714844
2024-09-10,20.27801513671875
2024-09-11,20.03516960144043
2024-09-12,20.165931701660156
2024-09-13,20.212636947631836
2024-09-16,20.80108070373535
2024-09-17,20.343400955200195
2024-09-18,20.29669952392578
2024-09-19,19.95110511779785
2024-09-20,20.119234085083008
2024-09-23,20.072528839111328
2024-09-24,20.165931701660156
2024-09-25,20.13791275024414
2024-09-26,20.221973419189453
2024-09-27,20.455486297607422
2024-09-30,20.548891067504883
2024-10-01,20.67031478881836
2024-10-02,20.72635841369629
2024-10-03,20.595590591430664
2024-10-04,20.464824676513672
2024-10-07,20.343400955200195
2024-10-08,20.41812515258789
2024-10-09,20.48350715637207
2024-10-10,20.074819564819336
2024-10-11,20.216726303100586
2024-10-14,20.112661361694336
2024-10-15,20.349170684814453
2024-10-16,20.538375854492188
2024-10-17,20.55729866027832
2024-10-18,20.670822143554688
2024-10-21,20.49107551574707
2024-10-22,20.33970832824707
2024-10-23,21.276281356811523
2024-10-24,21.00193214416504
2024-10-25,20.651899337768555
2024-10-28,20.916791915893555
2024-10-29,20.983013153076172
2024-10-30,20.831647872924805
2024-10-31,21.323585510253906
2024-11-01,20.926252365112305
2024-11-04,20.737043380737305
2024-11-05,20.860027313232422
2024-11-06,21.11545753479004
2024-11-07,20.850566864013672
2024-11-08,21.13437843322754
2024-11-11,21.105995178222656
2024-11-12,20.954631805419922
2024-11-13,21.096534729003906
2024-11-14,21.04923439025879
2024-11-15,21.45602798461914
2024-11-18,21.749300003051758
2024-11-19,21.50333023071289
2024-11-20,21.59793472290039
2024-11-21,21.739835739135742
2024-11-22,21.929044723510742
2024-11-25,21.853363037109375
2024-11-26,21.843902587890625
2024-11-27,22.014188766479492
2024-11-29,21.910125732421875
2024-12-02,21.47494888305664
2024-12-03,22.458824157714844
2024-12-04,22.26015853881836
2024-12-05,22.54396629333496
2024-12-06,22.591266632080078
2024-12-09,22.108793258666992
2024-12-10,22.24123764038086
2024-12-11,22.21285629272461
2024-12-12,22.099332809448242
2024-12-13,22.354759216308594
2024-12-16,21.60739517211914
2024-12-17,21.59793472290039
2024-12-18,21.266822814941406
2024-12-19,21.351964950561523
2024-12-20,21.52225112915039
2024-12-23,21.60739517211914
2024-12-24,21.71146011352539
2024-12-26,21.720916748046875
2024-12-27,21.626314163208008
2024-12-30,21.389806747436523
2024-12-31,21.54117202758789
2025-01-02,21.59793472290039
2025-01-03,21.44656753540039
2025-01-06,21.380346298217773
2025-01-07,21.00193214416504
2025-01-08,20.983013153076172
2025-01-10,20.779909133911133
2025-01-13,20.655363082885742
2025-01-14,20.885290145874023
2025-01-15,20.990676879882812
2025-01-16,21.09606170654297
2025-01-17,21.354732513427734
2025-01-21,21.54633903503418
2025-01-22,21.383472442626953
2025-01-23,21.584659576416016
2025-01-24,21.766687393188477
2025-01-27,23.127107620239258
2025-01-28,23.376197814941406
2025-01-29,23.213329315185547
2025-01-30,23.012144088745117
2025-01-31,22.734310150146484
2025-02-03,23.23249053955078
2025-02-04,23.23249053955078
2025-02-05,23.443262100219727
2025-02-06,23.424100875854492
2025-02-07,23.510324478149414
2025-02-10,23.816896438598633
2025-02-11,24.0947265625
2025-02-12,24.29591941833496
2025-02-13,24.554588317871094
2025-02-14,24.78451919555664
2025-02-18,24.976125717163086
2025-02-19,25.138994216918945
2025-02-20,25.052770614624023
2025-02-21,25.503049850463867
2025-02-24,25.618011474609375
2025-02-25,25.531789779663086
2025-02-26,25.455148696899414
2025-02-27,25.771299362182617
2025-02-28,26.25990104675293
2025-03-03,26.556894302368164
2025-03-04,25.11983299255371
2025-03-05,25.081510543823242
2025-03-06,25.60843276977539
2025-03-07,25.98206901550293
2025-03-10,26.135356903076172
2025-03-11,24.918642044067383
2025-03-12,24.640811920166016
2025-03-13,24.99528694152832
2025-03-14,25.464725494384766
2025-03-17,25.704238891601562
2025-03-18,25.49346923828125
2025-03-19,25.713817596435547
2025-03-20,25.665918350219727
2025-03-21,25.886266708374023
2025-03-24,25.82878303527832
2025-03-25,26.16409683227539
2025-03-26,26.489831924438477
2025-03-27,27.016754150390625
2025-03-28,26.99759292602539
2025-03-31,27.09339714050293
2025-04-01,27.285003662109375
2025-04-02,26.959270477294922
2025-04-03,27.39996910095215
2025-04-04,25.52220916748047
2025-04-07,25.704238891601562
2025-04-08,25.282699584960938
2025-04-09,25.359342575073242
2025-04-10,25.551048278808594
2025-04-11,25.93833351135254
2025-04-14,26.335298538208008
2025-04-15,26.625761032104492
2025-04-16,26.161020278930664
2025-04-17,26.28688621520996
2025-04-21,25.49295425415039
2025-04-22,26.10292625427246
2025-04-23,26.32561492919922
2025-04-24,26.654808044433594
2025-04-25,25.95769691467285
2025-04-28,26.393390655517578
2025-04-29,26.432117462158203
2025-04-30,26.81940460205078
2025-05-01,26.761308670043945
2025-05-02,26.73226547241211
2025-05-05,26.63544273376465
2025-05-06,27.26477813720703
2025-05-07,27.206687927246094
2025-05-08,26.59671401977539
2025-05-09,26.954952239990234
2025-05-12,26.151338577270508
2025-05-13,25.609140396118164
2025-05-14,25.599458694458008
2025-05-15,26.461166381835938
2025-05-16,26.83876609802246
2025-05-19,27.129230499267578
2025-05-20,26.896862030029297
2025-05-21,26.59671401977539
2025-05-22,26.364343643188477
2025-05-23,26.548303604125977
2025-05-27,26.519256591796875
2025-05-28,26.625761032104492
2025-05-29,26.50957489013672
2025-05-30,26.916221618652344
2025-06-02,27.042089462280273
2025-06-03,27.071136474609375
2025-06-04,26.490211486816406
2025-06-05,26.87749481201172
2025-06-06,27.187320709228516
2025-06-09,26.97431755065918
2025-06-10,27.516511917114258
2025-06-11,27.439056396484375
2025-06-12,27.37128257751465
2025-06-13,27.293827056884766
2025-06-16,27.0808162689209
2025-06-17,26.770992279052734
2025-06-18,26.780675888061523
2025-06-20,26.887176513671875
2025-06-23,27.30350685119629
2025-06-24,27.380964279174805
2025-06-25,27.03240966796875
2025-06-26,27.109865188598633
2025-06-27,27.187320709228516
2025-06-30,28.019981384277344
2025-07-01,27.961889266967773
2025-07-02,27.410009384155273
2025-07-03,27.45842170715332
2025-07-07,27.506832122802734
2025-07-08,27.390647888183594
2025-07-09,27.206687927246094
2025-07-10,27.0091552734375
2025-07-11,26.3735294342041
2025-07-14,26.559328079223633
2025-07-15,26.42242431640625
2025-07-16,26.353971481323242
2025-07-17,26.393085479736328
2025-07-18,26.344192504882812
2025-07-21,26.77446174621582
2025-07-22,26.81357765197754
2025-07-23,27.13627815246582
2025-07-24,27.302518844604492
2025-07-25,27.380748748779297
2025-07-28,26.989595413208008
2025-07-29,26.80379867553711
2025-07-30,26.891807556152344
2025-07-31,26.80379867553711
2025-08-01,27.13627815246582
2025-08-04,27.067827224731445
2025-08-05,27.15583610534668
2025-08-06,26.882028579711914
2025-08-07,27.439422607421875
2025-08-08,27.458980560302734
2025-08-11,27.517654418945312
2025-08-12,27.850133895874023
2025-08-13,27.77190399169922
2025-08-14,28.11416244506836
2025-08-15,28.231508255004883
2025-08-18,28.28040313720703
2025-08-19,28.339075088500977
2025-08-20,28.6324405670166
2025-08-21,28.788902282714844
2025-08-22,28.13372039794922
2025-08-25,28.10438346862793
2025-08-26,27.928363800048828
2025-08-27,28.417306900024414
2025-08-28,28.29996109008789
2025-08-29,28.642221450805664
2025-09-02,28.436864852905273
2025-09-03,28.397750854492188
2025-09-04,28.925806045532227
2025-09-05,28.935585021972656
2025-09-08,28.260845184326172
2025-09-09,28.769346237182617
2025-09-10,28.554210662841797
2025-09-11,28.837797164916992
2025-09-12,28.91602897644043
2025-09-15,28.964923858642578
2025-09-16,28.68133544921875
2025-09-17,28.88669204711914
2025-09-18,28.554210662841797
2025-09-19,28.3684139251709
2025-09-22,28.28040313720703
2025-09-23,28.153278350830078
2025-09-24,27.69367218017578
2025-09-25,27.674114227294922
2025-09-26,27.68389320373535
2025-09-29,27.449201583862305
2025-09-30,27.615442276000977
2025-10-01,26.94070053100586
2025-10-02,26.41264533996582
2025-10-03,26.461538314819336
2025-10-06,25.2978572845459
2025-10-07,25.581443786621094
2025-10-08,25.669452667236328
2025-10-09,25.52277183532715
2025-10-10,25.570215225219727
2025-10-13,25.293458938598633
2025-10-14,25.827199935913086
2025-10-15,25.76789665222168
2025-10-16,25.896390914916992
2025-10-17,26.03476905822754
2025-10-20,25.797550201416016
2025-10-21,25.748126983642578
2025-10-22,25.253921508789062
2025-10-23,24.334699630737305
2025-10-24,24.84867286682129
2025-10-27,25.234155654907227
2025-10-28,25.402185440063477
2025-10-29,24.84867286682129
2025-10-30,24.394004821777344
2025-10-31,24.463193893432617
2025-11-03,24.245742797851562
2025-11-04,24.15678596496582
2025-11-05,24.275394439697266
2025-11-06,24.45330810546875
2025-11-07,24.542266845703125
2025-11-10,24.542266845703125
2025-11-11,24.88821029663086
2025-11-12,25.352764129638672
2025-11-13,25.45160484313965
2025-11-14,25.293458938598633
2025-11-17,25.174848556518555
2025-11-18,25.303342819213867
2025-11-19,24.9771671295166
2025-11-20,25.22426986694336
2025-11-21,25.629518508911133
2025-11-24,25.32311248779297
2025-11-25,25.560331344604492
2025-11-26,25.520793914794922
2025-11-28,25.718477249145508
2025-12-01,25.49114227294922
2025-12-02,25.22426986694336
2025-12-03,25.026588439941406
2025-12-04,25.095775604248047
2025-12-05,24.98705291748047
2025-12-08,24.55215072631836
2025-12-09,24.225975036621094
2025-12-10,24.107364654541016
2025-12-11,24.018407821655273
2025-12-12,24.295162200927734
2025-12-15,24.028291702270508
2025-12-16,23.791072845458984
2025-12-17,24.077713012695312
2025-12-18,23.978872299194336
2025-12-19,23.870145797729492
2025-12-22,24.018407821655273
2025-12-23,24.17655372619629
2025-12-24,24.374235153198242
2025-12-26,24.364351272583008
2025-12-29,24.482961654663086
2025-12-30,24.522497177124023
2025-12-31,24.55215072631836
