Date,LMT
2025-11-26,450.7378845214844
2025-11-28,454.4100036621094
2025-12-01,439.19000244140625
2025-12-02,441.82000732421875
2025-12-03,446.79998779296875
2025-12-04,448.3500061035156
2025-12-05,452.20001220703125
2025-12-08,465.3800048828125
2025-12-09,466.8900146484375
2025-12-10,467.94000244140625
2025-12-11,474.8800048828125
2025-12-12,480.25
2025-12-15,484.4200134277344
2025-12-16,477.05999755859375
2025-12-17,474.7900085449219
2025-12-18,470.1400146484375
2025-12-19,474.1300048828125
2025-12-22,483.57000732421875
2025-12-23,482.54998779296875
2025-12-24,485.75
2025-12-26,483.0299987792969
2025-12-29,488.8699951171875
2025-12-30,488.0
2025-12-31,483.6700134277344
