Date,IBM
2025-06-26,286.7445983886719
2025-06-27,284.55419921875
2025-06-30,289.5439453125
2025-07-01,286.0275573730469
2025-07-02,282.54058837890625
2025-07-03,286.78387451171875
2025-07-07,287.2750244140625
2025-07-08,285.26141357421875
2025-07-09,284.98638916015625
2025-07-10,282.32452392578125
2025-07-11,278.552734375
2025-07-14,278.7491760253906
2025-07-15,277.6785888671875
2025-07-16,276.9123840332031
2025-07-17,276.9909973144531
2025-07-18,280.792236328125
2025-07-21,279.65283203125
2025-07-22,276.95166015625
2025-07-23,277.0008239746094
2025-07-24,255.88270568847656
2025-07-25,255.10671997070312
2025-07-28,258.5346984863281
2025-07-29,257.7489318847656
2025-07-30,255.63714599609375
2025-07-31,248.65341186523438
2025-08-01,245.60850524902344
2025-08-04,247.50421142578125
2025-08-05,246.21746826171875
2025-08-06,247.7988739013672
2025-08-07,245.71653747558594
2025-08-08,239.5756072998047
2025-08-11,233.6719970703125
2025-08-12,232.1590118408203
2025-08-13,237.40008544921875
2025-08-14,234.4729766845703
2025-08-15,237.05397033691406
2025-08-18,236.78695678710938
2025-08-19,238.5966033935547
2025-08-20,239.8524932861328
2025-08-21,236.7375030517578
2025-08-22,239.39759826660156
2025-08-25,236.7671661376953
2025-08-26,239.9315948486328
2025-08-27,242.11700439453125
2025-08-28,242.9971160888672
2025-08-29,240.78204345703125
2025-09-02,238.8141632080078
2025-09-03,241.38525390625
2025-09-04,244.4309844970703
2025-09-05,245.76597595214844
2025-09-08,253.2418975830078
2025-09-09,256.2283020019531
2025-09-10,254.0231170654297
2025-09-11,254.1516876220703
2025-09-12,250.62136840820312
2025-09-15,253.39022827148438
2025-09-16,254.65597534179688
2025-09-17,256.1986083984375
2025-09-18,262.0528259277344
2025-09-19,263.437255859375
2025-09-22,268.3519592285156
2025-09-23,269.2122802734375
2025-09-24,264.5546875
2025-09-25,278.30999755859375
2025-09-26,281.1480407714844
2025-09-29,276.6882019042969
2025-09-30,279.02197265625
2025-10-01,283.30377197265625
2025-10-02,283.53125
2025-10-03,285.16290283203125
2025-10-06,286.20123291015625
2025-10-07,290.6017150878906
2025-10-08,286.24078369140625
2025-10-09,285.02447509765625
2025-10-10,274.730224609375
2025-10-13,274.1369323730469
2025-10-14,273.07879638671875
2025-10-15,277.6276550292969
2025-10-16,272.90081787109375
2025-10-17,278.1517333984375
2025-10-20,280.4953918457031
2025-10-21,278.9131774902344
2025-10-22,284.3124694824219
2025-10-23,281.83038330078125
2025-10-24,304.04058837890625
2025-10-27,309.60797119140625
2025-10-28,309.0937805175781
2025-10-29,304.7822570800781
2025-10-30,306.6116638183594
2025-10-31,303.99114990234375
2025-11-03,301.3409729003906
2025-11-04,297.5041198730469
2025-11-05,303.3582458496094
2025-11-06,308.9454345703125
2025-11-07,302.9726257324219
2025-11-10,307.37750244140625
2025-11-11,311.94146728515625
2025-11-12,313.1943359375
2025-11-13,303.1316833496094
2025-11-14,303.9570007324219
2025-11-17,295.48529052734375
2025-11-18,288.3062438964844
2025-11-19,286.8942565917969
2025-11-20,288.753662109375
2025-11-21,295.7537536621094
2025-11-24,302.3958740234375
2025-11-25,302.75384521484375
2025-11-26,301.49102783203125
2025-11-28,306.8305969238281
2025-12-01,303.9371032714844
2025-12-02,300.06915283203125
2025-12-03,300.9043884277344
2025-12-04,306.2439270019531
2025-12-05,306.1942443847656
2025-12-08,307.42718505859375
2025-12-09,308.7198486328125
2025-12-10,310.8974304199219
2025-12-11,308.9783630371094
2025-12-12,307.4868469238281
2025-12-15,306.91015625
2025-12-16,301.4612121582031
2025-12-17,301.6004333496094
2025-12-18,298.7467041015625
2025-12-19,299.2737121582031
2025-12-22,301.07342529296875
2025-12-23,302.0578308105469
2025-12-24,302.8334045410156
2025-12-26,303.3603820800781
2025-12-29,304.0066833496094
2025-12-30,300.3376159667969
2025-12-31,294.5307312011719
