Date,SO
2023-07-03,64.03338623046875
2023-07-05,65.04057312011719
2023-07-06,64.23300170898438
2023-07-07,64.1332015991211
2023-07-10,63.643211364746094
2023-07-11,64.17858123779297
2023-07-12,64.95890808105469
2023-07-13,64.85910034179688
2023-07-14,64.76836395263672
2023-07-17,63.679508209228516
2023-07-18,62.690460205078125
2023-07-19,63.643211364746094
2023-07-20,64.48706817626953
2023-07-21,66.29275512695312
2023-07-24,66.19293975830078
2023-07-25,65.88443756103516
2023-07-26,66.31996154785156
2023-07-27,66.11127471923828
2023-07-28,65.64850616455078
2023-07-31,65.63943481445312
2023-08-01,64.67761993408203
2023-08-02,64.39634704589844
2023-08-03,62.264015197753906
2023-08-04,61.55625534057617
2023-08-07,61.719573974609375
2023-08-08,62.43640899658203
2023-08-09,62.781219482421875
2023-08-10,62.980838775634766
2023-08-11,63.0625
2023-08-14,62.45457077026367
2023-08-15,61.50181198120117
2023-08-16,61.801246643066406
2023-08-17,61.92827606201172
2023-08-18,62.166629791259766
2023-08-21,61.98328399658203
2023-08-22,62.09330368041992
2023-08-23,61.92827606201172
2023-08-24,61.81827163696289
2023-08-25,62.4233283996582
2023-08-28,62.46001052856445
2023-08-29,62.863399505615234
2023-08-30,62.909236907958984
2023-08-31,62.09330368041992
2023-09-01,61.6257438659668
2023-09-05,60.78231430053711
2023-09-06,60.7364616394043
2023-09-07,61.52489471435547
2023-09-08,62.27665328979492
2023-09-11,62.46001052856445
2023-09-12,62.890892028808594
2023-09-13,63.71600341796875
2023-09-14,64.99948120117188
2023-09-15,65.17366027832031
2023-09-18,65.04531860351562
2023-09-19,65.00865173339844
2023-09-20,65.2745132446289
2023-09-21,64.08271026611328
2023-09-22,63.596797943115234
2023-09-25,63.52347183227539
2023-09-26,61.52489471435547
2023-09-27,60.6356201171875
2023-09-28,59.6546745300293
2023-09-29,59.33380126953125
2023-10-02,57.4910774230957
2023-10-03,58.701229095458984
2023-10-04,59.24212646484375
2023-10-05,59.21461868286133
2023-10-06,59.5629997253418
2023-10-09,60.424766540527344
2023-10-10,60.9106559753418
2023-10-11,61.51572799682617
2023-10-12,60.23223876953125
2023-10-13,61.011512756347656
2023-10-16,61.88243865966797
2023-10-17,61.52489471435547
2023-10-18,61.05733871459961
2023-10-19,60.9106559753418
2023-10-20,60.25974655151367
2023-10-23,59.98471450805664
2023-10-24,60.919822692871094
2023-10-25,61.06650924682617
2023-10-26,61.57073211669922
2023-10-27,60.993167877197266
2023-10-30,61.23152542114258
2023-10-31,61.6990852355957
2023-11-01,62.73503494262695
2023-11-02,64.28440856933594
2023-11-03,64.53192901611328
2023-11-06,63.468482971191406
2023-11-07,63.00090789794922
2023-11-08,62.890892028808594
2023-11-09,62.37750244140625
2023-11-10,62.43250274658203
2023-11-13,61.735755920410156
2023-11-14,63.45011901855469
2023-11-15,63.046756744384766
2023-11-16,64.42191314697266
2023-11-17,64.60710906982422
2023-11-20,64.3015365600586
2023-11-21,64.4959945678711
2023-11-22,64.44043731689453
2023-11-24,64.4589614868164
2023-11-27,65.06085968017578
2023-11-28,65.27383422851562
2023-11-29,65.0330810546875
2023-11-30,65.72758483886719
2023-12-01,66.22762298583984
2023-12-04,66.00537872314453
2023-12-05,65.68126678466797
2023-12-06,66.91285705566406
2023-12-07,66.34799194335938
2023-12-08,66.2091064453125
2023-12-11,66.0794448852539
2023-12-12,65.25531768798828
2023-12-13,67.67218017578125
2023-12-14,66.2091064453125
2023-12-15,65.61646270751953
2023-12-18,66.135009765625
2023-12-19,65.98685455322266
2023-12-20,64.53304290771484
2023-12-21,64.23672485351562
2023-12-22,64.3015365600586
2023-12-26,64.310791015625
2023-12-27,64.27375030517578
2023-12-28,64.96825408935547
2023-12-29,64.93122100830078
2024-01-02,65.60719299316406
2024-01-03,66.89434051513672
2024-01-04,66.403564453125
2024-01-05,66.31095886230469
2024-01-08,66.82026672363281
2024-01-09,66.55171966552734
2024-01-10,66.51467895507812
2024-01-11,65.357177734375
2024-01-12,66.135009765625
2024-01-16,65.11640930175781
2024-01-17,64.47747802734375
2024-01-18,63.681121826171875
2024-01-19,63.84778594970703
2024-01-22,63.7274055480957
2024-01-23,63.7366828918457
2024-01-24,63.153289794921875
2024-01-25,64.1163330078125
2024-01-26,63.99596405029297
2024-01-29,64.07003021240234
2024-01-30,64.12560272216797
2024-01-31,64.37561798095703
2024-02-01,65.2831039428711
2024-02-02,63.56999969482422
2024-02-05,62.208770751953125
2024-02-06,62.412498474121094
2024-02-07,61.99578094482422
2024-02-08,61.98653030395508
2024-02-09,61.95875930786133
2024-02-12,63.255157470703125
2024-02-13,62.51436233520508
2024-02-14,62.79214096069336
2024-02-15,61.884681701660156
2024-02-16,62.21220397949219
2024-02-20,62.73625183105469
2024-02-21,63.38195037841797
2024-02-22,62.960838317871094
2024-02-23,63.34452438354492
2024-02-26,61.99696350097656
2024-02-27,62.19348907470703
2024-02-28,62.52101516723633
2024-02-29,62.93278121948242
2024-03-01,62.567813873291016
2024-03-04,63.821781158447266
2024-03-05,63.61591339111328
2024-03-06,64.1773910522461
2024-03-07,64.80438232421875
2024-03-08,64.57978057861328
2024-03-11,65.30035400390625
2024-03-12,64.89794921875
2024-03-13,65.45008850097656
2024-03-14,64.92603302001953
2024-03-15,64.65463256835938
2024-03-18,64.96345520019531
2024-03-19,65.70274353027344
2024-03-20,65.72146606445312
2024-03-21,65.41265869140625
2024-03-22,65.31907653808594
2024-03-25,65.2816390991211
2024-03-26,64.82308959960938
2024-03-27,66.48883056640625
2024-03-28,67.134521484375
2024-04-01,66.5356216430664
2024-04-02,66.76020812988281
2024-04-03,66.42332458496094
2024-04-04,65.55302429199219
2024-04-05,65.42201232910156
2024-04-08,65.5623779296875
2024-04-09,66.05834197998047
2024-04-10,65.29098510742188
2024-04-11,65.11319732666016
2024-04-12,64.31775665283203
2024-04-15,63.99958038330078
2024-04-16,63.41938400268555
2024-04-17,65.31907653808594
2024-04-18,66.03964233398438
2024-04-19,67.51820373535156
2024-04-22,68.294921875
2024-04-23,68.5475845336914
2024-04-24,69.16521453857422
2024-04-25,69.5956802368164
2024-04-26,68.5101547241211
2024-04-29,69.61441040039062
2024-04-30,68.78153991699219
2024-05-01,69.73605346679688
2024-05-02,70.49406433105469
2024-05-03,70.98068237304688
2024-05-06,70.62507629394531
2024-05-07,72.01006317138672
2024-05-08,72.64640808105469
2024-05-09,73.22660827636719
2024-05-10,73.12367248535156
2024-05-13,73.647705078125
2024-05-14,73.6570816040039
2024-05-15,74.19983673095703
2024-05-16,74.28404998779297
2024-05-17,75.1151123046875
2024-05-20,74.78457641601562
2024-05-21,75.34175109863281
2024-05-22,74.3124008178711
2024-05-23,72.876953125
2024-05-24,73.42469024658203
2024-05-28,73.22637176513672
2024-05-29,72.9052734375
2024-05-30,73.73632049560547
2024-05-31,75.68172454833984
2024-06-03,75.9178237915039
2024-06-04,76.22001647949219
2024-06-05,75.00177764892578
2024-06-06,74.27462005615234
2024-06-07,73.60411834716797
2024-06-10,74.57682037353516
2024-06-11,74.1329574584961
2024-06-12,74.07630157470703
2024-06-13,74.3124008178711
2024-06-14,74.27462005615234
2024-06-17,73.35858154296875
2024-06-18,73.60411834716797
2024-06-20,74.48238372802734
2024-06-21,74.09518432617188
2024-06-24,74.92623138427734
2024-06-25,73.6796646118164
2024-06-26,73.85910034179688
2024-06-27,73.69854736328125
2024-06-28,73.25469970703125
2024-07-01,72.7164077758789
2024-07-02,73.23580932617188
2024-07-03,73.39635467529297
2024-07-05,73.69854736328125
2024-07-08,73.47190856933594
2024-07-09,73.77410888671875
2024-07-10,74.07630157470703
2024-07-11,75.41731262207031
2024-07-12,75.54006958007812
2024-07-15,75.59674072265625
2024-07-16,76.60721588134766
2024-07-17,77.08882904052734
2024-07-18,76.7866439819336
2024-07-19,76.87163543701172
2024-07-22,77.29660034179688
2024-07-23,76.82440948486328
2024-07-24,78.07098388671875
2024-07-25,77.11717987060547
2024-07-26,77.59879302978516
2024-07-29,78.42984008789062
2024-07-30,78.74148559570312
2024-07-31,78.87368774414062
2024-08-01,82.69837188720703
2024-08-02,83.65220642089844
2024-08-05,81.75401306152344
2024-08-06,81.64069366455078
2024-08-07,82.43395233154297
2024-08-08,81.650146484375
2024-08-09,81.97122192382812
2024-08-12,82.34896850585938
2024-08-13,82.34896850585938
2024-08-14,82.33953094482422
2024-08-15,82.16954040527344
2024-08-16,82.50006866455078
2024-08-19,82.7857437133789
2024-08-20,82.65242767333984
2024-08-21,83.3856201171875
2024-08-22,82.28106689453125
2024-08-23,82.00492095947266
2024-08-26,82.35723114013672
2024-08-27,81.64307403564453
2024-08-28,81.65259552001953
2024-08-29,81.7002182006836
2024-08-30,82.27153778076172
2024-09-03,84.66160583496094
2024-09-04,84.87109375
2024-09-05,85.2329330444336
2024-09-06,84.18550109863281
2024-09-09,85.05201721191406
2024-09-10,85.35672760009766
2024-09-11,84.5282974243164
2024-09-12,84.26166534423828
2024-09-13,85.1662826538086
2024-09-16,85.59477233886719
2024-09-17,85.36624908447266
2024-09-18,84.75682067871094
2024-09-19,84.6139907836914
2024-09-20,85.41384887695312
2024-09-23,86.19467163085938
2024-09-24,85.44242858886719
2024-09-25,85.08057403564453
2024-09-26,84.6996841430664
2024-09-27,85.79474639892578
2024-09-30,85.87091827392578
2024-10-01,86.5374755859375
2024-10-02,87.21354675292969
2024-10-03,86.36607360839844
2024-10-04,85.99470520019531
2024-10-07,84.6425552368164
2024-10-08,85.0234375
2024-10-09,84.68064880371094
2024-10-10,84.04266357421875
2024-10-11,84.70921325683594
2024-10-14,85.54715728759766
2024-10-15,86.37559509277344
2024-10-16,87.8801040649414
2024-10-17,88.27050018310547
2024-10-18,88.78469848632812
2024-10-21,88.29907989501953
2024-10-22,88.63236236572266
2024-10-23,89.65122985839844
2024-10-24,89.13703155517578
2024-10-25,87.48968505859375
2024-10-28,87.40398406982422
2024-10-29,85.52812194824219
2024-10-30,85.09010314941406
2024-10-31,86.68030548095703
2024-11-01,84.30928039550781
2024-11-04,83.90935516357422
2024-11-05,84.46163177490234
2024-11-06,83.2427978515625
2024-11-07,82.7762222290039
2024-11-08,84.40450286865234
2024-11-11,84.10932159423828
2024-11-12,83.51895141601562
2024-11-13,83.33802795410156
2024-11-14,82.63337707519531
2024-11-15,83.72843170166016
2024-11-18,84.5252914428711
2024-11-19,84.76531219482422
2024-11-20,84.45809173583984
2024-11-21,84.62129974365234
2024-11-22,84.10286712646484
2024-11-25,84.89012145996094
2024-11-26,85.76380157470703
2024-11-27,86.15742492675781
2024-11-29,85.57177734375
2024-12-02,84.26606750488281
2024-12-03,82.81636047363281
2024-12-04,82.42272186279297
2024-12-05,82.74915313720703
2024-12-06,81.42424774169922
2024-12-09,80.94419860839844
2024-12-10,81.02101135253906
2024-12-11,79.92652130126953
2024-12-12,80.04173278808594
2024-12-13,79.87850952148438
2024-12-16,78.61121368408203
2024-12-17,79.955322265625
2024-12-18,78.24637603759766
2024-12-19,78.51521301269531
2024-12-20,79.55209350585938
2024-12-23,79.72491455078125
2024-12-24,79.84011840820312
2024-12-26,79.53289031982422
2024-12-27,79.82091522216797
2024-12-30,79.09125518798828
2024-12-31,79.03364562988281
2025-01-02,78.79362487792969
2025-01-03,79.03364562988281
2025-01-06,77.72793579101562
2025-01-07,77.85274505615234
2025-01-08,79.70569610595703
2025-01-10,78.07357788085938
2025-01-13,78.60161590576172
2025-01-14,78.77442932128906
2025-01-15,79.05284881591797
2025-01-16,80.54096984863281
2025-01-17,80.55057525634766
2025-01-21,81.3474349975586
2025-01-22,79.22566223144531
2025-01-23,78.97604370117188
2025-01-24,80.1473388671875
2025-01-27,83.04676818847656
2025-01-28,80.20494079589844
2025-01-29,79.52328491210938
2025-01-30,81.5394515991211
2025-01-31,80.59857940673828
2025-02-03,80.61778259277344
2025-02-04,79.87850952148438
2025-02-05,80.52176666259766
2025-02-06,80.4449691772461
2025-02-07,81.20343017578125
2025-02-10,82.09630584716797
2025-02-11,82.99876403808594
2025-02-12,83.34439849853516
2025-02-13,83.31559753417969
2025-02-14,82.16350555419922
2025-02-18,83.16077423095703
2025-02-19,83.7320327758789
2025-02-20,85.02944946289062
2025-02-21,85.59101867675781
2025-02-24,86.06544494628906
2025-02-25,86.99494171142578
2025-02-26,85.92989349365234
2025-02-27,85.48451232910156
2025-02-28,86.93685150146484
2025-03-03,87.96316528320312
2025-03-04,87.03367614746094
2025-03-05,85.83307647705078
2025-03-06,85.90084838867188
2025-03-07,88.49569702148438
2025-03-10,90.00611877441406
2025-03-11,87.23700714111328
2025-03-12,85.86212158203125
2025-03-13,86.78193664550781
2025-03-14,87.50810241699219
2025-03-17,87.66301727294922
2025-03-18,87.36287689208984
2025-03-19,86.75289154052734
2025-03-20,87.11112976074219
2025-03-21,86.5205078125
2025-03-24,86.05575561523438
2025-03-25,84.94231414794922
2025-03-26,86.23004150390625
2025-03-27,87.16921997070312
2025-03-28,88.23426818847656
2025-03-31,89.02821350097656
2025-04-01,88.90235137939453
2025-04-02,88.39887237548828
2025-04-03,89.61882781982422
2025-04-04,86.11386108398438
2025-04-07,84.44851684570312
2025-04-08,84.0999526977539
2025-04-09,85.01008605957031
2025-04-10,86.06544494628906
2025-04-11,87.00462341308594
2025-04-14,88.26332092285156
2025-04-15,88.12776184082031
2025-04-16,87.5952377319336
2025-04-17,88.89266204833984
2025-04-21,87.36287689208984
2025-04-22,88.94107818603516
2025-04-23,88.23426818847656
2025-04-24,88.15681457519531
2025-04-25,87.5565185546875
2025-04-28,87.8663558959961
2025-04-29,88.54409790039062
2025-04-30,88.9701156616211
2025-05-01,88.55377197265625
2025-05-02,88.15681457519531
2025-05-05,88.15681457519531
2025-05-06,88.32141876220703
2025-05-07,89.18312072753906
2025-05-08,87.44032287597656
2025-05-09,87.47904968261719
2025-05-12,84.99072265625
2025-05-13,82.85094451904297
2025-05-14,82.2119140625
2025-05-15,84.60342407226562
2025-05-16,85.89116668701172
2025-05-19,87.36548614501953
2025-05-20,88.68357849121094
2025-05-21,87.54122924804688
2025-05-22,86.74060821533203
2025-05-23,87.5217056274414
2025-05-27,87.79508972167969
2025-05-28,86.13526153564453
2025-05-29,86.65274047851562
2025-05-30,87.8731918334961
2025-06-02,87.81461334228516
2025-06-03,87.47288513183594
2025-06-04,86.20361328125
2025-06-05,86.29147338867188
2025-06-06,86.17431640625
2025-06-09,86.40864562988281
2025-06-10,87.18974304199219
2025-06-11,87.433837890625
2025-06-12,88.22468566894531
2025-06-13,88.21492004394531
2025-06-16,86.83824920654297
2025-06-17,86.33053588867188
2025-06-18,86.53556823730469
2025-06-20,87.18974304199219
2025-06-23,88.52735900878906
2025-06-24,88.7421646118164
2025-06-25,88.26374816894531
2025-06-26,88.21492004394531
2025-06-27,88.7519302368164
2025-06-30,89.65995788574219
2025-07-01,90.11884307861328
2025-07-02,88.99602508544922
2025-07-03,89.3475112915039
2025-07-07,89.49397277832031
2025-07-08,89.10342407226562
2025-07-09,89.78688049316406
2025-07-10,91.05616760253906
2025-07-11,90.4703369140625
2025-07-14,90.48986053466797
2025-07-15,90.28482818603516
2025-07-16,91.09521484375
2025-07-17,91.12450408935547
2025-07-18,91.87630462646484
2025-07-21,92.55000305175781
2025-07-22,93.58495330810547
2025-07-23,92.8819580078125
2025-07-24,92.75503540039062
2025-07-25,93.09677124023438
2025-07-28,92.07157897949219
2025-07-29,92.95030975341797
2025-07-30,92.65739440917969
2025-07-31,92.24732971191406
2025-08-01,92.74526977539062
2025-08-04,93.73140716552734
2025-08-05,92.15945434570312
2025-08-06,92.4426040649414
2025-08-07,93.09677124023438
2025-08-08,92.4523696899414
2025-08-11,92.335205078125
2025-08-12,91.73961639404297
2025-08-13,92.55000305175781
2025-08-14,91.96418762207031
2025-08-15,91.84701538085938
2025-08-18,91.37464904785156
2025-08-19,92.68351745605469
2025-08-20,93.42160034179688
2025-08-21,93.11652374267578
2025-08-22,92.97874450683594
2025-08-25,91.65019989013672
2025-08-26,91.61082458496094
2025-08-27,91.79781341552734
2025-08-28,90.77433776855469
2025-08-29,90.83338165283203
2025-09-02,90.62671661376953
2025-09-03,90.20355987548828
2025-09-04,90.41022491455078
2025-09-05,90.32164764404297
2025-09-08,89.3867416381836
2025-09-09,89.76070404052734
2025-09-10,90.10514068603516
2025-09-11,90.66608428955078
2025-09-12,90.8038558959961
2025-09-15,90.81370544433594
2025-09-16,89.9083251953125
2025-09-17,90.17402648925781
2025-09-18,89.99688720703125
2025-09-19,90.3413314819336
2025-09-22,90.8629150390625
2025-09-23,92.23082733154297
2025-09-24,92.90985870361328
2025-09-25,92.2012939453125
2025-09-26,93.02794647216797
2025-09-29,92.41780853271484
2025-09-30,93.26412963867188
2025-10-01,93.29367065429688
2025-10-02,92.39811706542969
2025-10-03,93.03778839111328
2025-10-06,93.97269439697266
2025-10-07,94.8879165649414
2025-10-08,94.6517333984375
2025-10-09,94.60252380371094
2025-10-10,96.72820281982422
2025-10-13,96.52154541015625
2025-10-14,98.09612274169922
2025-10-15,98.13549041748047
2025-10-16,96.86598205566406
2025-10-17,96.2459945678711
2025-10-20,96.13774108886719
2025-10-21,95.45870208740234
2025-10-22,95.93108367919922
2025-10-23,94.6222152709961
2025-10-24,94.35649871826172
2025-10-27,93.8841323852539
2025-10-28,92.41780853271484
2025-10-29,92.02415466308594
2025-10-30,93.55937194824219
2025-10-31,92.54573822021484
2025-11-03,91.66988372802734
2025-11-04,91.25655364990234
2025-11-05,89.95753479003906
2025-11-06,89.45563507080078
2025-11-07,89.98705291748047
2025-11-10,89.31786346435547
2025-11-11,89.69181060791016
2025-11-12,90.42990112304688
2025-11-13,89.72134399414062
2025-11-14,89.24897003173828
2025-11-17,89.87405395507812
2025-11-18,89.98320007324219
2025-11-19,88.3559799194336
2025-11-20,87.87972259521484
2025-11-21,88.57426452636719
2025-11-24,88.44527435302734
2025-11-25,88.59410858154297
2025-11-26,89.53670501708984
2025-11-28,90.40985107421875
2025-12-01,88.31629180908203
2025-12-02,88.34606170654297
2025-12-03,87.29431915283203
2025-12-04,86.64938354492188
2025-12-05,85.6075668334961
2025-12-08,84.89317321777344
2025-12-09,84.82372283935547
2025-12-10,83.42471313476562
2025-12-11,84.06964874267578
2025-12-12,83.78191375732422
2025-12-15,85.32975006103516
2025-12-16,85.04200744628906
2025-12-17,86.35172271728516
2025-12-18,86.54024505615234
2025-12-19,84.6153564453125
2025-12-22,85.05193328857422
2025-12-23,85.71671295166016
2025-12-24,86.49063110351562
2025-12-26,86.49063110351562
2025-12-29,86.85774993896484
2025-12-30,86.88751220703125
2025-12-31,86.52039337158203
