Date,PM
2024-04-18,85.04704284667969
2024-04-19,87.44365692138672
2024-04-22,87.7140884399414
2024-04-23,91.07121276855469
2024-04-24,92.33946228027344
2024-04-25,89.60713195800781
2024-04-26,88.60932159423828
2024-04-29,89.15019226074219
2024-04-30,88.53471374511719
2024-05-01,89.56983947753906
2024-05-02,90.74481964111328
2024-05-03,90.82874298095703
2024-05-06,90.87535858154297
2024-05-07,90.9499740600586
2024-05-08,91.62140655517578
2024-05-09,92.7497787475586
2024-05-10,92.936279296875
2024-05-13,92.59123229980469
2024-05-14,93.10411834716797
2024-05-15,93.78488159179688
2024-05-16,93.86881256103516
2024-05-17,93.09480285644531
2024-05-20,92.87098693847656
2024-05-21,93.46782684326172
2024-05-22,94.25115203857422
2024-05-23,92.92694854736328
2024-05-24,93.18805694580078
2024-05-28,93.29996490478516
2024-05-29,92.88031768798828
2024-05-30,92.70315551757812
2024-05-31,94.54022979736328
2024-06-03,96.01362609863281
2024-06-04,96.78764343261719
2024-06-05,97.04875183105469
2024-06-06,97.207275390625
2024-06-07,96.61978912353516
2024-06-10,96.68505859375
2024-06-11,96.81561279296875
2024-06-12,95.72455596923828
2024-06-13,95.09976196289062
2024-06-14,95.30490112304688
2024-06-17,95.16503143310547
2024-06-18,94.40968322753906
2024-06-20,94.37238311767578
2024-06-21,94.39127349853516
2024-06-24,96.23336791992188
2024-06-25,96.39397430419922
2024-06-26,96.31838989257812
2024-06-27,95.94996643066406
2024-06-28,95.72325134277344
2024-07-01,95.64768981933594
2024-07-02,96.01609802246094
2024-07-03,95.80827331542969
2024-07-05,96.46955108642578
2024-07-08,96.91353607177734
2024-07-09,96.04444122314453
2024-07-10,97.07412719726562
2024-07-11,99.190185546875
2024-07-12,100.0876235961914
2024-07-15,99.25631713867188
2024-07-16,100.22932434082031
2024-07-17,102.31704711914062
2024-07-18,101.5140609741211
2024-07-19,101.19288635253906
2024-07-22,101.28734588623047
2024-07-23,103.49787139892578
2024-07-24,105.27385711669922
2024-07-25,106.93647003173828
2024-07-26,107.08760833740234
2024-07-29,108.07007598876953
2024-07-30,108.35346221923828
2024-07-31,108.78802490234375
2024-08-01,110.96075439453125
2024-08-02,111.30084228515625
2024-08-05,107.27655029296875
2024-08-06,107.88113403320312
2024-08-07,109.33592224121094
2024-08-08,109.85549926757812
2024-08-09,109.59098815917969
2024-08-12,109.66655731201172
2024-08-13,111.3858642578125
2024-08-14,110.71514129638672
2024-08-15,111.36695861816406
2024-08-16,111.52754974365234
2024-08-19,111.89598083496094
2024-08-20,112.39664459228516
2024-08-21,113.36021423339844
2024-08-22,113.45467376708984
2024-08-23,113.50190734863281
2024-08-26,114.54105377197266
2024-08-27,115.6368637084961
2024-08-28,115.78800964355469
2024-08-29,115.76912689208984
2024-08-30,116.46817779541016
2024-09-03,118.75428009033203
2024-09-04,119.6044692993164
2024-09-05,118.25360107421875
2024-09-06,118.8487319946289
2024-09-09,120.39799499511719
2024-09-10,119.73673248291016
2024-09-11,118.32917022705078
2024-09-12,117.75292205810547
2024-09-13,118.66925048828125
2024-09-16,118.9998779296875
2024-09-17,116.41149139404297
2024-09-18,114.26709747314453
2024-09-19,113.11459350585938
2024-09-20,114.10649871826172
2024-09-23,114.38990783691406
2024-09-24,114.50325775146484
2024-09-25,114.95671081542969
2024-09-26,115.44387817382812
2024-09-27,115.22417449951172
2024-09-30,115.96927642822266
2024-10-01,115.19551086425781
2024-10-02,114.24980163574219
2024-10-03,113.0843734741211
2024-10-04,113.77217102050781
2024-10-07,113.59066772460938
2024-10-08,113.48560333251953
2024-10-09,114.80386352539062
2024-10-10,114.04918670654297
2024-10-11,114.7274398803711
2024-10-14,114.70833587646484
2024-10-15,115.03312683105469
2024-10-16,115.48210144042969
2024-10-17,114.7656478881836
2024-10-18,114.83251190185547
2024-10-21,113.638427734375
2024-10-22,125.53150939941406
2024-10-23,125.53150939941406
2024-10-24,126.85931396484375
2024-10-25,124.05084228515625
2024-10-28,124.66220092773438
2024-10-29,125.68434143066406
2024-10-30,126.20018005371094
2024-10-31,126.76377868652344
2024-11-01,124.80548858642578
2024-11-04,124.49980926513672
2024-11-05,126.27659606933594
2024-11-06,119.70437622070312
2024-11-07,118.24281311035156
2024-11-08,120.5927734375
2024-11-11,119.3604736328125
2024-11-12,118.66313934326172
2024-11-13,119.63749694824219
2024-11-14,122.46509552001953
2024-11-15,122.83763885498047
2024-11-18,125.82762908935547
2024-11-19,123.74514770507812
2024-11-20,124.55712127685547
2024-11-21,125.34044647216797
2024-11-22,124.17501831054688
2024-11-25,124.86282348632812
2024-11-26,126.36257934570312
2024-11-27,125.92315673828125
2024-11-29,127.10767364501953
2024-12-02,125.15895080566406
2024-12-03,123.88843536376953
2024-12-04,124.6430892944336
2024-12-05,126.56317901611328
2024-12-06,124.71952819824219
2024-12-09,122.95227813720703
2024-12-10,123.21019744873047
2024-12-11,121.1468276977539
2024-12-12,121.31877136230469
2024-12-13,120.95578002929688
2024-12-16,120.30619812011719
2024-12-17,120.40172576904297
2024-12-18,118.97837829589844
2024-12-19,116.704833984375
2024-12-20,118.66313934326172
2024-12-23,118.24281311035156
2024-12-24,117.41173553466797
2024-12-26,117.5566177368164
2024-12-27,117.30548095703125
2024-12-30,115.91462707519531
2024-12-31,116.2430191040039
2025-01-02,116.9674301147461
2025-01-03,117.85603332519531
2025-01-06,116.870849609375
2025-01-07,117.25719451904297
2025-01-08,117.70149993896484
2025-01-10,113.1522216796875
2025-01-13,113.53858184814453
2025-01-14,114.42717742919922
2025-01-15,114.46582794189453
2025-01-16,115.7117919921875
2025-01-17,117.4406967163086
2025-01-21,119.58494567871094
2025-01-22,118.69634246826172
2025-01-23,121.14966583251953
2025-01-24,122.93653869628906
2025-01-27,125.9790267944336
2025-01-28,124.55921173095703
2025-01-29,125.16770935058594
2025-01-30,125.872802734375
2025-01-31,125.75688934326172
2025-02-03,125.9404067993164
2025-02-04,125.9404067993164
2025-02-05,126.51026916503906
2025-02-06,140.3609161376953
2025-02-07,139.48199462890625
2025-02-10,141.56826782226562
2025-02-11,142.93014526367188
2025-02-12,144.77496337890625
2025-02-13,144.08917236328125
2025-02-14,145.3255157470703
2025-02-18,143.72216796875
2025-02-19,144.6880340576172
2025-02-20,146.39764404296875
2025-02-21,149.13104248046875
2025-02-24,150.94691467285156
2025-02-25,152.04798889160156
2025-02-26,149.45945739746094
2025-02-27,148.76402282714844
2025-02-28,149.98101806640625
2025-03-03,153.37123107910156
2025-03-04,148.6964111328125
2025-03-05,147.9140625
2025-03-06,148.31005859375
2025-03-07,145.7987823486328
2025-03-10,145.45108032226562
2025-03-11,146.90956115722656
2025-03-12,146.1561737060547
2025-03-13,145.35447692871094
2025-03-14,146.6970672607422
2025-03-17,150.3963623046875
2025-03-18,148.59014892578125
2025-03-19,149.02481079101562
2025-03-20,148.5668487548828
2025-03-21,147.60218811035156
2025-03-24,147.67041015625
2025-03-25,148.31350708007812
2025-03-26,150.37924194335938
2025-03-27,151.0418243408203
2025-03-28,151.18800354003906
2025-03-31,154.6665802001953
2025-04-01,154.04298400878906
2025-04-02,152.172119140625
2025-04-03,157.92111206054688
2025-04-04,146.7642059326172
2025-04-07,147.3585968017578
2025-04-08,145.4097900390625
2025-04-09,147.9140167236328
2025-04-10,147.3001251220703
2025-04-11,149.95050048828125
2025-04-14,153.5557861328125
2025-04-15,155.9917755126953
2025-04-16,156.37179565429688
2025-04-17,159.03192138671875
2025-04-21,158.0282745361328
2025-04-22,159.9088897705078
2025-04-23,163.80648803710938
2025-04-24,165.71630859375
2025-04-25,165.8819580078125
2025-04-28,164.83935546875
2025-04-29,165.9014434814453
2025-04-30,166.97328186035156
2025-05-01,165.6968231201172
2025-05-02,166.48606872558594
2025-05-05,168.7564239501953
2025-05-06,169.6236572265625
2025-05-07,170.87086486816406
2025-05-08,167.59689331054688
2025-05-09,165.35577392578125
2025-05-12,160.61044311523438
2025-05-13,159.62631225585938
2025-05-14,159.83091735839844
2025-05-15,164.8101043701172
2025-05-16,166.07684326171875
2025-05-19,168.73695373535156
2025-05-20,169.66259765625
2025-05-21,170.1693115234375
2025-05-22,170.74420166015625
2025-05-23,173.62843322753906
2025-05-27,174.6417999267578
2025-05-28,174.2130584716797
2025-05-29,173.31661987304688
2025-05-30,175.9669952392578
2025-06-02,178.0717010498047
2025-06-03,177.701416015625
2025-06-04,176.0352020263672
2025-06-05,177.3019256591797
2025-06-06,177.0778045654297
2025-06-09,176.00596618652344
2025-06-10,174.44692993164062
2025-06-11,178.6758270263672
2025-06-12,179.38714599609375
2025-06-13,179.6112518310547
2025-06-16,178.59786987304688
2025-06-17,178.76351928710938
2025-06-18,177.93528747558594
2025-06-20,178.59786987304688
2025-06-23,180.2153778076172
2025-06-24,179.7671661376953
2025-06-25,175.00234985351562
2025-06-26,176.0352020263672
2025-06-27,177.72378540039062
2025-06-30,178.80369567871094
2025-07-01,174.28770446777344
2025-07-02,172.69728088378906
2025-07-03,175.61306762695312
2025-07-07,177.8906707763672
2025-07-08,174.47422790527344
2025-07-09,174.7294921875
2025-07-10,177.68450927734375
2025-07-11,176.62423706054688
2025-07-14,177.4488983154297
2025-07-15,177.61578369140625
2025-07-16,179.92286682128906
2025-07-17,175.8977508544922
2025-07-18,175.46578979492188
2025-07-21,177.18382263183594
2025-07-22,162.25161743164062
2025-07-23,161.66256713867188
2025-07-24,158.1381378173828
2025-07-25,157.98106384277344
2025-07-28,154.8885955810547
2025-07-29,159.7776336669922
2025-07-30,159.20822143554688
2025-07-31,161.05389404296875
2025-08-01,159.9838104248047
2025-08-04,160.0132598876953
2025-08-05,161.14224243164062
2025-08-06,163.94020080566406
2025-08-07,165.09866333007812
2025-08-08,167.07192993164062
2025-08-11,167.2093963623047
2025-08-12,165.5207977294922
2025-08-13,162.85047912597656
2025-08-14,162.25161743164062
2025-08-15,163.15480041503906
2025-08-18,163.5573272705078
2025-08-19,165.68768310546875
2025-08-20,169.69317626953125
2025-08-21,171.30323791503906
2025-08-22,168.61326599121094
2025-08-25,164.31326293945312
2025-08-26,163.6358642578125
2025-08-27,161.19134521484375
2025-08-28,162.74249267578125
2025-08-29,164.07765197753906
2025-09-02,164.3426971435547
2025-09-03,160.23904418945312
2025-09-04,158.20684814453125
2025-09-05,158.59954833984375
2025-09-08,159.74818420410156
2025-09-09,161.73129272460938
2025-09-10,162.29087829589844
2025-09-11,164.8335723876953
2025-09-12,163.07626342773438
2025-09-15,158.68789672851562
2025-09-16,159.9838104248047
2025-09-17,163.26280212402344
2025-09-18,158.8057098388672
2025-09-19,159.97398376464844
2025-09-22,159.02169799804688
2025-09-23,160.77902221679688
2025-09-24,160.0230712890625
2025-09-25,161.00482177734375
2025-09-26,161.87855529785156
2025-09-29,160.0132598876953
2025-09-30,159.23768615722656
2025-10-01,157.92214965820312
2025-10-02,155.02603149414062
2025-10-03,151.8846893310547
2025-10-06,152.15223693847656
2025-10-07,153.1531219482422
2025-10-08,153.86660766601562
2025-10-09,155.4323272705078
2025-10-10,159.0196075439453
2025-10-13,158.02865600585938
2025-10-14,157.63226318359375
2025-10-15,156.3043670654297
2025-10-16,154.5701904296875
2025-10-17,156.6313934326172
2025-10-20,156.6313934326172
2025-10-21,150.62615966796875
2025-10-22,155.44224548339844
2025-10-23,156.27464294433594
2025-10-24,156.1953582763672
2025-10-27,151.8252410888672
2025-10-28,148.45596313476562
2025-10-29,145.4434356689453
2025-10-30,144.44256591796875
2025-10-31,143.02549743652344
2025-11-03,143.29306030273438
2025-11-04,146.3253936767578
2025-11-05,147.05870056152344
2025-11-06,148.54513549804688
2025-11-07,152.00360107421875
2025-11-10,153.66842651367188
2025-11-11,155.38278198242188
2025-11-12,154.15399169921875
2025-11-13,153.7476806640625
2025-11-14,154.02516174316406
2025-11-17,151.37928771972656
2025-11-18,154.44137573242188
2025-11-19,154.2035369873047
2025-11-20,154.2431640625
2025-11-21,153.83688354492188
2025-11-24,149.6946563720703
2025-11-25,155.98727416992188
2025-11-26,155.07559204101562
2025-11-28,156.05662536621094
2025-12-01,154.7386474609375
2025-12-02,153.22247314453125
2025-12-03,150.3387908935547
2025-12-04,147.23707580566406
2025-12-05,146.47402954101562
2025-12-08,146.94969177246094
2025-12-09,149.01089477539062
2025-12-10,148.41632080078125
2025-12-11,149.5856475830078
2025-12-12,152.26124572753906
2025-12-15,156.9782257080078
2025-12-16,156.5223846435547
2025-12-17,157.17642211914062
2025-12-18,155.88816833496094
2025-12-19,155.4224090576172
2025-12-22,158.25656127929688
2025-12-23,160.59523010253906
2025-12-24,161.1699981689453
2025-12-26,161.0500030517578
2025-12-29,161.94000244140625
2025-12-30,161.9499969482422
2025-12-31,160.39999389648438
