Date,AAPL
2024-01-03,182.35560607910156
2024-01-04,180.03965759277344
2024-01-05,179.31715393066406
2024-01-08,183.65213012695312
2024-01-09,183.2364501953125
2024-01-10,184.275634765625
2024-01-11,183.6818084716797
2024-01-12,184.00843811035156
2024-01-16,181.7419891357422
2024-01-17,180.80174255371094
2024-01-18,186.6905975341797
2024-01-19,189.5904083251953
2024-01-22,191.896484375
2024-01-23,193.1732177734375
2024-01-24,192.50021362304688
2024-01-25,192.17359924316406
2024-01-26,190.4416046142578
2024-01-29,189.7587127685547
2024-01-30,186.10662841796875
2024-01-31,182.50401306152344
2024-02-01,184.93875122070312
2024-02-02,183.93914794921875
2024-02-05,185.75033569335938
2024-02-06,187.35366821289062
2024-02-07,187.46255493164062
2024-02-08,186.3837432861328
2024-02-09,187.1468048095703
2024-02-12,185.4621124267578
2024-02-13,183.37115478515625
2024-02-14,182.4891815185547
2024-02-15,182.20176696777344
2024-02-16,180.66578674316406
2024-02-20,179.92251586914062
2024-02-21,180.67572021484375
2024-02-22,182.7071990966797
2024-02-23,180.87388610839844
2024-02-26,179.5261688232422
2024-02-27,180.98291015625
2024-02-28,179.7838134765625
2024-02-29,179.119873046875
2024-03-01,178.03968811035156
2024-03-04,173.52084350585938
2024-03-05,168.58572387695312
2024-03-06,167.5947723388672
2024-03-07,167.47581481933594
2024-03-08,169.19021606445312
2024-03-11,171.1920166015625
2024-03-12,171.6676788330078
2024-03-13,169.58660888671875
2024-03-14,171.43972778320312
2024-03-15,171.06317138671875
2024-03-18,172.1532745361328
2024-03-19,174.49197387695312
2024-03-20,177.05860900878906
2024-03-21,169.82444763183594
2024-03-22,170.7262420654297
2024-03-25,169.30914306640625
2024-03-26,168.179443359375
2024-03-27,171.7469482421875
2024-03-28,169.93345642089844
2024-04-01,168.49652099609375
2024-04-02,167.31727600097656
2024-04-03,168.1199493408203
2024-04-04,167.29745483398438
2024-04-05,168.05059814453125
2024-04-08,166.9307861328125
2024-04-09,168.13978576660156
2024-04-10,166.26683044433594
2024-04-11,173.46136474609375
2024-04-12,174.95774841308594
2024-04-15,171.13255310058594
2024-04-16,167.8524169921875
2024-04-17,166.48484802246094
2024-04-18,165.5334930419922
2024-04-19,163.51190185546875
2024-04-22,164.34429931640625
2024-04-23,165.39476013183594
2024-04-24,167.4956512451172
2024-04-25,168.3577880859375
2024-04-26,167.77310180664062
2024-04-29,171.93524169921875
2024-04-30,168.79385375976562
2024-05-01,167.77310180664062
2024-05-02,171.469482421875
2024-05-03,181.7261505126953
2024-05-06,180.0712127685547
2024-05-07,180.75498962402344
2024-05-08,181.09193420410156
2024-05-09,182.90542602539062
2024-05-10,181.6451416015625
2024-05-13,184.85037231445312
2024-05-14,185.9915313720703
2024-05-15,188.2639617919922
2024-05-16,188.38302612304688
2024-05-17,188.41281127929688
2024-05-20,189.57383728027344
2024-05-21,190.87379455566406
2024-05-22,189.4348907470703
2024-05-23,185.44577026367188
2024-05-24,188.52195739746094
2024-05-28,188.53189086914062
2024-05-29,188.82958984375
2024-05-30,189.82191467285156
2024-05-31,190.7745361328125
2024-06-03,192.5408935546875
2024-06-04,192.85845947265625
2024-06-05,194.3667755126953
2024-06-06,192.98744201660156
2024-06-07,195.37892150878906
2024-06-10,191.6378936767578
2024-06-11,205.5601806640625
2024-06-12,211.4347686767578
2024-06-13,212.5957794189453
2024-06-14,210.85919189453125
2024-06-17,215.00714111328125
2024-06-18,212.6453857421875
2024-06-20,208.0707550048828
2024-06-21,205.89759826660156
2024-06-24,206.5426025390625
2024-06-25,207.4654541015625
2024-06-26,211.6134033203125
2024-06-27,212.45687866210938
2024-06-28,209.00355529785156
2024-07-01,215.08651733398438
2024-07-02,218.57948303222656
2024-07-03,219.8496856689453
2024-07-05,224.6029052734375
2024-07-08,226.0715789794922
2024-07-09,226.92495727539062
2024-07-10,231.19195556640625
2024-07-11,225.82351684570312
2024-07-12,228.77066040039062
2024-07-15,232.60105895996094
2024-07-16,233.01785278320312
2024-07-17,227.12342834472656
2024-07-18,222.45948791503906
2024-07-19,222.5885009765625
2024-07-22,222.24118041992188
2024-07-23,223.2831268310547
2024-07-24,216.86279296875
2024-07-25,215.82083129882812
2024-07-26,216.28724670410156
2024-07-29,216.56509399414062
2024-07-30,217.1207733154297
2024-07-31,220.37562561035156
2024-08-01,216.68414306640625
2024-08-02,218.17263793945312
2024-08-05,207.66392517089844
2024-08-06,205.63955688476562
2024-08-07,208.209716796875
2024-08-08,211.67291259765625
2024-08-09,214.5804443359375
2024-08-12,216.11036682128906
2024-08-13,219.8259735107422
2024-08-14,220.2730712890625
2024-08-15,223.2534637451172
2024-08-16,224.57479858398438
2024-08-19,224.41583251953125
2024-08-20,225.0317840576172
2024-08-21,224.92250061035156
2024-08-22,223.06471252441406
2024-08-23,225.35960388183594
2024-08-26,225.69740295410156
2024-08-27,226.54185485839844
2024-08-28,225.0119171142578
2024-08-29,228.29039001464844
2024-08-30,227.50555419921875
2024-09-03,221.3162078857422
2024-09-04,219.4087371826172
2024-09-05,220.92874145507812
2024-09-06,219.37893676757812
2024-09-09,219.4683380126953
2024-09-10,218.6735382080078
2024-09-11,221.20689392089844
2024-09-12,221.3162078857422
2024-09-13,221.04795837402344
2024-09-16,214.90829467773438
2024-09-17,215.37521362304688
2024-09-18,219.24978637695312
2024-09-19,227.3763885498047
2024-09-20,226.7107391357422
2024-09-23,224.99205017089844
2024-09-24,225.88616943359375
2024-09-25,224.8927001953125
2024-09-26,226.0352020263672
2024-09-27,226.3034210205078
2024-09-30,231.4794464111328
2024-10-01,224.73374938964844
2024-10-02,225.30003356933594
2024-10-03,224.19725036621094
2024-10-04,225.3199005126953
2024-10-07,220.2432403564453
2024-10-08,224.296630859375
2024-10-09,228.04200744628906
2024-10-10,227.5452880859375
2024-10-11,226.0650177001953
2024-10-14,229.79051208496094
2024-10-15,232.3238983154297
2024-10-16,230.26739501953125
2024-10-17,230.6349639892578
2024-10-18,233.46636962890625
2024-10-21,234.93670654296875
2024-10-22,234.3207550048828
2024-10-23,229.2540283203125
2024-10-24,229.06529235839844
2024-10-25,229.8998260498047
2024-10-28,231.87680053710938
2024-10-29,232.14503479003906
2024-10-30,228.59837341308594
2024-10-31,224.43569946289062
2024-11-01,221.45526123046875
2024-11-04,220.56114196777344
2024-11-05,221.99176025390625
2024-11-06,221.26649475097656
2024-11-07,225.99546813964844
2024-11-08,225.7269287109375
2024-11-11,223.01173400878906
2024-11-12,223.01173400878906
2024-11-13,223.89691162109375
2024-11-14,226.98007202148438
2024-11-15,223.77757263183594
2024-11-18,226.7811737060547
2024-11-19,227.03973388671875
2024-11-20,227.75584411621094
2024-11-21,227.27845764160156
2024-11-22,228.62110900878906
2024-11-25,231.60479736328125
2024-11-26,233.7829132080078
2024-11-27,233.6536102294922
2024-11-29,236.04058837890625
2024-12-02,238.28829956054688
2024-12-03,241.33168029785156
2024-12-04,241.68971252441406
2024-12-05,241.71954345703125
2024-12-06,241.52064514160156
2024-12-09,245.40940856933594
2024-12-10,246.42384338378906
2024-12-11,245.1508331298828
2024-12-12,246.6128387451172
2024-12-13,246.78189086914062
2024-12-16,249.6760711669922
2024-12-17,252.1028289794922
2024-12-18,246.70233154296875
2024-12-19,248.43287658691406
2024-12-20,253.10736083984375
2024-12-23,253.88311767578125
2024-12-24,256.7972106933594
2024-12-26,257.6127014160156
2024-12-27,254.2013702392578
2024-12-30,250.8297882080078
2024-12-31,249.05946350097656
2025-01-02,242.52516174316406
2025-01-03,242.03781127929688
2025-01-06,243.6688995361328
2025-01-07,240.89407348632812
2025-01-08,241.38140869140625
2025-01-10,235.56321716308594
2025-01-13,233.1265106201172
2025-01-14,232.01258850097656
2025-01-15,236.57762145996094
2025-01-16,227.0198516845703
2025-01-17,228.7305145263672
2025-01-21,221.4303741455078
2025-01-22,222.61392211914062
2025-01-23,222.44485473632812
2025-01-24,221.5696258544922
2025-01-27,228.6111602783203
2025-01-28,236.96551513671875
2025-01-29,238.05953979492188
2025-01-30,236.2991485595703
2025-01-31,234.7178192138672
2025-02-03,226.77120971679688
2025-02-04,231.5352020263672
2025-02-05,231.2069854736328
2025-02-06,231.95291137695312
2025-02-07,226.39329528808594
2025-02-10,226.662109375
2025-02-11,231.61053466796875
2025-02-12,235.8420867919922
2025-02-13,240.48187255859375
2025-02-14,243.53855895996094
2025-02-18,243.40911865234375
2025-02-19,243.80738830566406
2025-02-20,244.7632293701172
2025-02-21,244.4844207763672
2025-02-24,246.02769470214844
2025-02-25,245.96795654296875
2025-02-26,239.31695556640625
2025-02-27,236.27023315429688
2025-02-28,240.79051208496094
2025-03-03,236.99705505371094
2025-03-04,234.9061737060547
2025-03-05,234.71701049804688
2025-03-06,234.3087921142578
2025-03-07,238.03256225585938
2025-03-10,226.4928436279297
2025-03-11,219.88165283203125
2025-03-12,216.03842163085938
2025-03-13,208.7700653076172
2025-03-14,212.5635528564453
2025-03-17,213.07135009765625
2025-03-18,211.7670440673828
2025-03-19,214.3059539794922
2025-03-20,213.17091369628906
2025-03-21,217.32281494140625
2025-03-24,219.7721405029297
2025-03-25,222.77902221679688
2025-03-26,220.56866455078125
2025-03-27,222.8786163330078
2025-03-28,216.9544219970703
2025-03-31,221.1660614013672
2025-04-01,222.2214813232422
2025-04-02,222.91842651367188
2025-04-03,202.30824279785156
2025-04-04,187.56253051757812
2025-04-07,180.6725616455078
2025-04-08,171.67176818847656
2025-04-09,197.98709106445312
2025-04-10,189.59365844726562
2025-04-11,197.29013061523438
2025-04-14,201.64117431640625
2025-04-15,201.26280212402344
2025-04-16,193.4269561767578
2025-04-17,196.12521362304688
2025-04-21,192.32179260253906
2025-04-22,198.8732452392578
2025-04-23,203.71214294433594
2025-04-24,207.4657745361328
2025-04-25,208.371826171875
2025-04-28,209.22808837890625
2025-04-29,210.29345703125
2025-04-30,211.57786560058594
2025-05-01,212.39431762695312
2025-05-02,204.45889282226562
2025-05-05,198.02691650390625
2025-05-06,197.6485595703125
2025-05-07,195.3983612060547
2025-05-08,196.6329803466797
2025-05-09,197.66848754882812
2025-05-12,210.15048217773438
2025-05-13,212.28399658203125
2025-05-14,211.68582153320312
2025-05-15,210.80848693847656
2025-05-16,210.6190643310547
2025-05-19,208.14657592773438
2025-05-20,206.232421875
2025-05-21,201.4768829345703
2025-05-22,200.7490997314453
2025-05-23,194.67758178710938
2025-05-27,199.60260009765625
2025-05-28,199.81195068359375
2025-05-29,199.3433837890625
2025-05-30,200.24066162109375
2025-06-02,201.08807373046875
2025-06-03,202.65330505371094
2025-06-04,202.20468139648438
2025-06-05,200.02133178710938
2025-06-06,203.30133056640625
2025-06-09,200.83883666992188
2025-06-10,202.05511474609375
2025-06-11,198.1769256591797
2025-06-12,198.5956573486328
2025-06-13,195.85398864746094
2025-06-16,197.81802368164062
2025-06-17,195.0464630126953
2025-06-18,195.9835968017578
2025-06-20,200.39019775390625
2025-06-23,200.888671875
2025-06-24,199.6923065185547
2025-06-25,200.94850158691406
2025-06-26,200.39019775390625
2025-06-27,200.46995544433594
2025-06-30,204.5475311279297
2025-07-01,207.1894989013672
2025-07-02,211.7954864501953
2025-07-03,212.90213012695312
2025-07-07,209.3130340576172
2025-07-08,209.3728485107422
2025-07-09,210.4994354248047
2025-07-10,211.76556396484375
2025-07-11,210.51937866210938
2025-07-14,207.98707580566406
2025-07-15,208.4755859375
2025-07-16,209.5224151611328
2025-07-17,209.38284301757812
2025-07-18,210.539306640625
2025-07-21,211.83535766601562
2025-07-22,213.74954223632812
2025-07-23,213.5002899169922
2025-07-24,213.11148071289062
2025-07-25,213.23110961914062
2025-07-28,213.40061950683594
2025-07-29,210.62904357910156
2025-07-30,208.415771484375
2025-07-31,206.94027709960938
2025-08-01,201.76602172851562
2025-08-04,202.7330780029297
2025-08-05,202.3043670654297
2025-08-06,212.60302734375
2025-08-07,219.36245727539062
2025-08-08,228.65420532226562
2025-08-11,226.74781799316406
2025-08-12,229.21310424804688
2025-08-13,232.88612365722656
2025-08-14,232.33717346191406
2025-08-15,231.1494140625
2025-08-18,230.45074462890625
2025-08-19,230.1213836669922
2025-08-20,225.5800323486328
2025-08-21,224.47213745117188
2025-08-22,227.3267059326172
2025-08-25,226.7278594970703
2025-08-26,228.87376403808594
2025-08-27,230.05152893066406
2025-08-28,232.11758422851562
2025-08-29,231.69837951660156
2025-09-02,229.28298950195312
2025-09-03,238.01634216308594
2025-09-04,239.3238525390625
2025-09-05,239.2340087890625
2025-09-08,237.42745971679688
2025-09-09,233.9041748046875
2025-09-10,226.35855102539062
2025-09-11,229.59239196777344
2025-09-12,233.62472534179688
2025-09-15,236.24969482421875
2025-09-16,237.6969451904297
2025-09-17,238.5353546142578
2025-09-18,237.42745971679688
2025-09-19,245.032958984375
2025-09-22,255.5928192138672
2025-09-23,253.9459686279297
2025-09-24,251.8300018310547
2025-09-25,256.3813171386719
2025-09-26,254.97401428222656
2025-09-29,253.9459686279297
2025-09-30,254.14559936523438
2025-10-01,254.9640350341797
2025-10-02,256.6408386230469
2025-10-03,257.5291442871094
2025-10-06,256.2016906738281
2025-10-07,255.99208068847656
2025-10-08,257.5690612792969
2025-10-09,253.55670166015625
2025-10-10,244.80340576171875
2025-10-13,247.18885803222656
2025-10-14,247.29864501953125
2025-10-15,248.8656463623047
2025-10-16,246.979248046875
2025-10-17,251.81002807617188
2025-10-20,261.7411193847656
2025-10-21,262.2701110839844
2025-10-22,257.9583435058594
2025-10-23,259.0861511230469
2025-10-24,262.32000732421875
2025-10-27,268.2986145019531
2025-10-28,268.4882507324219
2025-10-29,269.1869201660156
2025-10-30,270.8836669921875
2025-10-31,269.85565185546875
2025-11-03,268.53814697265625
2025-11-04,269.5262756347656
2025-11-05,269.6260986328125
2025-11-06,269.25677490234375
2025-11-07,267.9592590332031
2025-11-10,269.1781311035156
2025-11-11,274.99267578125
2025-11-12,273.21435546875
2025-11-13,272.6948547363281
2025-11-14,272.15533447265625
2025-11-17,267.2099609375
2025-11-18,267.19000244140625
2025-11-19,268.3089294433594
2025-11-20,266.0010986328125
2025-11-21,271.2361755371094
2025-11-24,275.6620788574219
2025-11-25,276.7110900878906
2025-11-26,277.29052734375
2025-11-28,278.5893249511719
2025-12-01,282.8353576660156
2025-12-02,285.9224548339844
2025-12-03,283.8843688964844
2025-12-04,280.4375915527344
2025-12-05,278.5193786621094
2025-12-08,277.6302185058594
2025-12-09,276.9208679199219
2025-12-10,278.5193786621094
2025-12-11,277.77008056640625
2025-12-12,278.0198669433594
2025-12-15,273.8537292480469
2025-12-16,274.353271484375
2025-12-17,271.58587646484375
2025-12-18,271.935546875
2025-12-19,273.4141845703125
2025-12-22,270.7166748046875
2025-12-23,272.1053771972656
2025-12-24,273.55401611328125
2025-12-26,273.1444091796875
2025-12-29,273.50408935546875
2025-12-30,272.82470703125
2025-12-31,271.6058349609375
