Date,MDT
2023-05-16,81.30350494384766
2023-05-17,81.0108642578125
2023-05-18,81.41326141357422
2023-05-19,81.69678497314453
2023-05-22,81.85224151611328
2023-05-23,79.68475341796875
2023-05-24,80.01399993896484
2023-05-25,76.40153503417969
2023-05-26,74.49925994873047
2023-05-30,75.45039367675781
2023-05-31,75.68819427490234
2023-06-01,75.67903137207031
2023-06-02,76.60272216796875
2023-06-05,76.5752944946289
2023-06-06,76.4563980102539
2023-06-07,75.80706024169922
2023-06-08,75.9991226196289
2023-06-09,76.5752944946289
2023-06-12,77.07827758789062
2023-06-13,78.42266845703125
2023-06-14,80.39810943603516
2023-06-15,80.70905303955078
2023-06-16,81.53215026855469
2023-06-20,81.34010314941406
2023-06-21,80.77307891845703
2023-06-22,80.57029724121094
2023-06-23,80.63481140136719
2023-06-26,80.19236755371094
2023-06-27,80.33062744140625
2023-06-28,79.60245513916016
2023-06-29,79.98036193847656
2023-06-30,81.206298828125
2023-07-03,80.32141876220703
2023-07-05,80.07254791259766
2023-07-06,79.33513641357422
2023-07-07,79.16922760009766
2023-07-10,79.68540954589844
2023-07-11,80.45967864990234
2023-07-12,80.71776580810547
2023-07-13,81.16020965576172
2023-07-14,80.79151153564453
2023-07-17,79.925048828125
2023-07-18,79.82366943359375
2023-07-19,79.3812255859375
2023-07-20,82.35848236083984
2023-07-21,81.9990005493164
2023-07-24,81.81463623046875
2023-07-25,81.9990005493164
2023-07-26,83.32632446289062
2023-07-27,81.58422088623047
2023-07-28,81.34456634521484
2023-07-31,80.89290618896484
2023-08-01,80.81915283203125
2023-08-02,78.77286529541016
2023-08-03,77.87877655029297
2023-08-04,77.46399688720703
2023-08-07,78.09078216552734
2023-08-08,75.8048324584961
2023-08-09,76.45005798339844
2023-08-10,76.61597442626953
2023-08-11,76.92015075683594
2023-08-14,76.6528549194336
2023-08-15,76.35787963867188
2023-08-16,75.18726348876953
2023-08-17,75.17803955078125
2023-08-18,75.14115905761719
2023-08-21,75.22412872314453
2023-08-22,77.16903686523438
2023-08-23,77.13214874267578
2023-08-24,74.7171630859375
2023-08-25,75.75874328613281
2023-08-28,75.02134704589844
2023-08-29,75.65736389160156
2023-08-30,75.86935424804688
2023-08-31,75.12273406982422
2023-09-01,75.70343017578125
2023-09-05,73.92446899414062
2023-09-06,74.39456176757812
2023-09-07,73.67558288574219
2023-09-08,73.7032470703125
2023-09-11,75.03056335449219
2023-09-12,74.6434326171875
2023-09-13,74.95682525634766
2023-09-14,75.54674530029297
2023-09-15,75.37161254882812
2023-09-18,76.32101440429688
2023-09-19,76.16431427001953
2023-09-20,75.10431671142578
2023-09-21,74.79753112792969
2023-09-22,74.62088775634766
2023-09-25,74.34201049804688
2023-09-26,73.39379119873047
2023-09-27,72.71517181396484
2023-09-28,73.15209197998047
2023-09-29,72.8453140258789
2023-10-02,72.29683685302734
2023-10-03,71.15340423583984
2023-10-04,70.90240478515625
2023-10-05,70.79084777832031
2023-10-06,70.7629623413086
2023-10-09,69.8426284790039
2023-10-10,70.81873321533203
2023-10-11,67.76028442382812
2023-10-12,66.27288055419922
2023-10-13,66.89571380615234
2023-10-16,66.70051574707031
2023-10-17,67.6858901977539
2023-10-18,67.5836410522461
2023-10-19,67.25827026367188
2023-10-20,67.5836410522461
2023-10-23,67.29545593261719
2023-10-24,66.89571380615234
2023-10-25,66.37512969970703
2023-10-26,65.41763305664062
2023-10-27,64.54376983642578
2023-10-30,65.0457763671875
2023-10-31,65.59424591064453
2023-11-01,65.86384582519531
2023-11-02,67.01656341552734
2023-11-03,67.4534912109375
2023-11-06,68.25296783447266
2023-11-07,67.37911987304688
2023-11-08,66.66331481933594
2023-11-09,65.1573257446289
2023-11-10,65.70579528808594
2023-11-13,67.00728607177734
2023-11-14,67.48138427734375
2023-11-15,68.81074523925781
2023-11-16,69.61022186279297
2023-11-17,69.49867248535156
2023-11-20,69.87052917480469
2023-11-21,73.08702087402344
2023-11-22,72.85462188720703
2023-11-24,73.41239166259766
2023-11-27,73.44027709960938
2023-11-28,73.0963134765625
2023-11-29,73.31012725830078
2023-11-30,73.69127655029297
2023-12-01,74.36060333251953
2023-12-04,74.14679718017578
2023-12-05,73.27294921875
2023-12-06,73.47746276855469
2023-12-07,73.95156860351562
2023-12-08,73.7656478881836
2023-12-11,74.10961151123047
2023-12-12,74.44427490234375
2023-12-13,76.13617706298828
2023-12-14,77.55850982666016
2023-12-15,76.79621124267578
2023-12-18,77.21453094482422
2023-12-19,76.93331146240234
2023-12-20,75.56471252441406
2023-12-21,76.83020782470703
2023-12-22,76.79270935058594
2023-12-26,77.14893341064453
2023-12-27,77.26140594482422
2023-12-28,77.5520248413086
2023-12-29,77.22392272949219
2024-01-02,77.6551284790039
2024-01-03,77.99259948730469
2024-01-04,78.67691040039062
2024-01-05,79.27686309814453
2024-01-08,81.15167236328125
2024-01-09,81.23604583740234
2024-01-10,81.62974548339844
2024-01-11,81.63911437988281
2024-01-12,81.94847106933594
2024-01-16,81.12355041503906
2024-01-17,80.66422271728516
2024-01-18,80.88919067382812
2024-01-19,81.07667541503906
2024-01-22,81.05792999267578
2024-01-23,80.93606567382812
2024-01-24,79.4174575805664
2024-01-25,80.42049407958984
2024-01-26,81.12355041503906
2024-01-29,81.96722412109375
2024-01-30,81.52664184570312
2024-01-31,82.06096649169922
2024-02-01,82.57653045654297
2024-02-02,82.14533233642578
2024-02-05,81.3204116821289
2024-02-06,82.2484359741211
2024-02-07,81.70474243164062
2024-02-08,80.78607177734375
2024-02-09,79.67056274414062
2024-02-12,79.74555206298828
2024-02-13,78.3581771850586
2024-02-14,78.44255065917969
2024-02-15,79.4174575805664
2024-02-16,79.13623046875
2024-02-20,80.47674560546875
2024-02-21,80.52362060546875
2024-02-22,79.7361831665039
2024-02-23,80.30799865722656
2024-02-26,78.43318176269531
2024-02-27,78.59253692626953
2024-02-28,78.142578125
2024-02-29,78.142578125
2024-03-01,78.36756134033203
2024-03-04,79.7361831665039
2024-03-05,79.30497741699219
2024-03-06,80.19551849365234
2024-03-07,79.82054901123047
2024-03-08,79.80180358886719
2024-03-11,80.14865112304688
2024-03-12,80.37362670898438
2024-03-13,79.75492858886719
2024-03-14,79.10811614990234
2024-03-15,78.33943939208984
2024-03-18,78.4238052368164
2024-03-19,78.84562683105469
2024-03-20,78.780029296875
2024-03-21,78.83673858642578
2024-03-22,78.52481842041016
2024-03-25,78.6760482788086
2024-03-26,79.11082458496094
2024-03-27,82.15428161621094
2024-03-28,82.37167358398438
2024-04-01,82.2488021850586
2024-04-02,80.52857971191406
2024-04-03,80.33954620361328
2024-04-04,79.31876373291016
2024-04-05,79.92367553710938
2024-04-08,78.3641357421875
2024-04-09,79.20535278320312
2024-04-10,77.81594848632812
2024-04-11,77.66471862792969
2024-04-12,75.73655700683594
2024-04-15,75.83108520507812
2024-04-16,74.90481567382812
2024-04-17,74.74413299560547
2024-04-18,74.84811401367188
2024-04-19,75.12220764160156
2024-04-22,76.15245056152344
2024-04-23,76.83296203613281
2024-04-24,75.97286224365234
2024-04-25,74.90481567382812
2024-04-26,75.36795806884766
2024-04-29,76.42655181884766
2024-04-30,75.84053802490234
2024-05-01,76.45489501953125
2024-05-02,76.4832534790039
2024-05-03,77.21102905273438
2024-05-06,77.27719116210938
2024-05-07,77.4095230102539
2024-05-08,77.07872772216797
2024-05-09,78.22237396240234
2024-05-10,78.2979736328125
2024-05-13,78.94070434570312
2024-05-14,79.67794036865234
2024-05-15,80.07489776611328
2024-05-16,80.94446563720703
2024-05-17,81.2091064453125
2024-05-20,79.87642669677734
2024-05-21,80.50022888183594
2024-05-22,81.0578842163086
2024-05-23,76.91802978515625
2024-05-24,77.77813720703125
2024-05-28,77.50404357910156
2024-05-29,77.02201080322266
2024-05-30,76.18080139160156
2024-05-31,76.9085693359375
2024-06-03,77.61746215820312
2024-06-04,78.70439910888672
2024-06-05,77.79705047607422
2024-06-06,77.82539367675781
2024-06-07,79.46054077148438
2024-06-10,78.58153533935547
2024-06-11,77.456787109375
2024-06-12,77.721435546875
2024-06-13,77.18268585205078
2024-06-14,76.59667205810547
2024-06-17,75.56645202636719
2024-06-18,75.37740325927734
2024-06-20,75.77437591552734
2024-06-21,77.16378021240234
2024-06-24,76.59667205810547
2024-06-25,76.001220703125
2024-06-26,75.66095733642578
2024-06-27,74.98042297363281
2024-06-28,75.05671691894531
2024-07-01,73.54051208496094
2024-07-02,73.77891540527344
2024-07-03,73.58819580078125
2024-07-05,74.00776672363281
2024-07-08,73.27351379394531
2024-07-09,73.31165313720703
2024-07-10,73.4832992553711
2024-07-11,74.44642639160156
2024-07-12,74.33198547363281
2024-07-15,73.50238037109375
2024-07-16,74.47502899169922
2024-07-17,77.48836517333984
2024-07-18,77.440673828125
2024-07-19,75.79098510742188
2024-07-22,75.61933898925781
2024-07-23,75.71468353271484
2024-07-24,76.25823211669922
2024-07-25,74.81831359863281
2024-07-26,75.04717254638672
2024-07-29,76.2868423461914
2024-07-30,77.05924987792969
2024-07-31,76.59198760986328
2024-08-01,76.75409698486328
2024-08-02,77.72675323486328
2024-08-05,76.60153198242188
2024-08-06,77.0306396484375
2024-08-07,77.32625579833984
2024-08-08,78.39427185058594
2024-08-09,78.2321548461914
2024-08-12,77.42161560058594
2024-08-13,78.45146942138672
2024-08-14,77.94608306884766
2024-08-15,79.76742553710938
2024-08-16,80.67333984375
2024-08-19,80.88313293457031
2024-08-20,81.41712951660156
2024-08-21,83.47687530517578
2024-08-22,83.75341796875
2024-08-23,84.24928283691406
2024-08-26,85.19332885742188
2024-08-27,84.67840576171875
2024-08-28,84.23021697998047
2024-08-29,84.09671020507812
2024-08-30,84.4686050415039
2024-09-03,84.83097076416016
2024-09-04,86.80489349365234
2024-09-05,85.24101257324219
2024-09-06,85.7177963256836
2024-09-09,86.41392517089844
2024-09-10,86.76675415039062
2024-09-11,86.15644836425781
2024-09-12,85.82270050048828
2024-09-13,85.82270050048828
2024-09-16,85.92759704589844
2024-09-17,84.51628112792969
2024-09-18,84.03948211669922
2024-09-19,85.31729888916016
2024-09-20,85.19332885742188
2024-09-23,85.68919372558594
2024-09-24,85.59383392333984
2024-09-25,85.24101257324219
2024-09-26,85.29822540283203
2024-09-27,85.84606170654297
2024-09-30,86.52843475341797
2024-10-01,86.4996109008789
2024-10-02,85.6538314819336
2024-10-03,84.35633850097656
2024-10-04,84.82728576660156
2024-10-07,83.65473937988281
2024-10-08,84.71194458007812
2024-10-09,84.91378784179688
2024-10-10,85.39434814453125
2024-10-11,85.88450622558594
2024-10-14,86.50923156738281
2024-10-15,86.34583282470703
2024-10-16,86.49000549316406
2024-10-17,86.29778289794922
2024-10-18,88.65248107910156
2024-10-21,87.48954772949219
2024-10-22,87.5760498046875
2024-10-23,88.68132019042969
2024-10-24,87.45111083984375
2024-10-25,87.066650390625
2024-10-28,87.07627868652344
2024-10-29,86.80715942382812
2024-10-30,86.98015594482422
2024-10-31,85.7787857055664
2024-11-01,86.56688690185547
2024-11-04,85.83644104003906
2024-11-05,86.19205474853516
2024-11-06,86.60533142089844
2024-11-07,84.6927261352539
2024-11-08,84.30828857421875
2024-11-11,84.8368911743164
2024-11-12,84.86572265625
2024-11-13,84.54856872558594
2024-11-14,82.6551742553711
2024-11-15,84.12566375732422
2024-11-18,84.18334197998047
2024-11-19,81.69407653808594
2024-11-20,80.83868408203125
2024-11-21,81.4441909790039
2024-11-22,82.85701751708984
2024-11-25,82.41490936279297
2024-11-26,82.3476333618164
2024-11-27,82.91468048095703
2024-11-29,83.17418670654297
2024-12-02,83.17418670654297
2024-12-03,82.37645721435547
2024-12-04,82.00162506103516
2024-12-05,80.8675308227539
2024-12-06,80.74258422851562
2024-12-09,80.69451904296875
2024-12-10,80.32930755615234
2024-12-11,79.6949691772461
2024-12-12,79.51236724853516
2024-12-13,79.27208709716797
2024-12-16,78.18603515625
2024-12-17,78.20525360107422
2024-12-18,76.91737365722656
2024-12-19,76.8789291381836
2024-12-20,77.87847137451172
2024-12-23,78.23410034179688
2024-12-24,78.36864471435547
2024-12-26,78.42630004882812
2024-12-27,78.27120208740234
2024-12-30,77.1757583618164
2024-12-31,77.4375
2025-01-02,77.76709747314453
2025-01-03,78.47478485107422
2025-01-06,77.39871215820312
2025-01-07,77.42781066894531
2025-01-08,80.15188598632812
2025-01-10,78.19365692138672
2025-01-13,79.28910064697266
2025-01-14,82.64330291748047
2025-01-15,82.78871154785156
2025-01-16,84.49490356445312
2025-01-17,85.38677215576172
2025-01-21,85.6775894165039
2025-01-22,85.15409851074219
2025-01-23,86.52099609375
2025-01-24,87.4322509765625
2025-01-27,89.63284301757812
2025-01-28,89.16751861572266
2025-01-29,88.61495208740234
2025-01-30,89.17721557617188
2025-01-31,88.0429916381836
2025-02-03,87.76185607910156
2025-02-04,88.18839263916016
2025-02-05,88.88638305664062
2025-02-06,88.0429916381836
2025-02-07,87.25776672363281
2025-02-10,88.06237030029297
2025-02-11,88.41136169433594
2025-02-12,88.55677032470703
2025-02-13,89.38079071044922
2025-02-14,89.97213745117188
2025-02-18,83.43822479248047
2025-02-19,84.33979034423828
2025-02-20,85.25105285644531
2025-02-21,87.18989562988281
2025-02-24,87.4128646850586
2025-02-25,87.71338653564453
2025-02-26,87.8103256225586
2025-02-27,87.96542358398438
2025-02-28,89.20629119873047
2025-03-03,91.41657257080078
2025-03-04,90.18540954589844
2025-03-05,91.18391418457031
2025-03-06,90.28235626220703
2025-03-07,91.61046600341797
2025-03-10,90.93186950683594
2025-03-11,90.42776489257812
2025-03-12,88.71188354492188
2025-03-13,89.5068130493164
2025-03-14,90.22418975830078
2025-03-17,90.49562072753906
2025-03-18,89.3904800415039
2025-03-19,89.06088256835938
2025-03-20,88.43075561523438
2025-03-21,87.5679702758789
2025-03-24,87.37408447265625
2025-03-25,85.88116455078125
2025-03-26,85.53218078613281
2025-03-27,86.2592544555664
2025-03-28,85.6241226196289
2025-03-31,87.80308532714844
2025-04-01,86.46443939208984
2025-04-02,86.82597351074219
2025-04-03,85.878173828125
2025-04-04,80.98285675048828
2025-04-07,81.24667358398438
2025-04-08,80.00574493408203
2025-04-09,83.32791900634766
2025-04-10,80.650634765625
2025-04-11,81.00239562988281
2025-04-14,82.29218292236328
2025-04-15,80.48452758789062
2025-04-16,80.80696868896484
2025-04-17,80.70925903320312
2025-04-21,79.92758178710938
2025-04-22,81.46163940429688
2025-04-23,81.83293914794922
2025-04-24,82.37035369873047
2025-04-25,82.23355865478516
2025-04-28,82.11630249023438
2025-04-29,82.66348266601562
2025-04-30,82.81982421875
2025-05-01,81.64728546142578
2025-05-02,82.90776062011719
2025-05-05,81.53980255126953
2025-05-06,80.43567657470703
2025-05-07,81.25645446777344
2025-05-08,81.70591735839844
2025-05-09,81.56912231445312
2025-05-12,83.84578704833984
2025-05-13,83.16180419921875
2025-05-14,82.32149505615234
2025-05-15,84.13892364501953
2025-05-16,84.46136474609375
2025-05-19,84.97923278808594
2025-05-20,84.39297485351562
2025-05-21,82.47783660888672
2025-05-22,79.05795288085938
2025-05-23,78.83320617675781
2025-05-27,79.32176971435547
2025-05-28,79.38040161132812
2025-05-29,80.52362060546875
2025-05-30,81.08056640625
2025-06-02,81.82316589355469
2025-06-03,83.58197021484375
2025-06-04,83.64059448242188
2025-06-05,85.008544921875
2025-06-06,85.4384765625
2025-06-09,85.4482421875
2025-06-10,85.94657135009766
2025-06-11,86.04428100585938
2025-06-12,86.46443939208984
2025-06-13,85.2723617553711
2025-06-16,85.90748596191406
2025-06-17,84.19754791259766
2025-06-18,83.76762390136719
2025-06-20,84.36365509033203
2025-06-23,83.99235534667969
2025-06-24,84.10960388183594
2025-06-25,84.00212097167969
2025-06-26,84.20731353759766
2025-06-27,84.74918365478516
2025-06-30,85.88219451904297
2025-07-01,87.43885803222656
2025-07-02,86.97579956054688
2025-07-03,87.08418273925781
2025-07-07,86.37480926513672
2025-07-08,87.27136993408203
2025-07-09,87.68516540527344
2025-07-10,88.07926177978516
2025-07-11,88.5915756225586
2025-07-14,88.40438079833984
2025-07-15,87.90191650390625
2025-07-16,88.45364379882812
2025-07-17,88.20732879638672
2025-07-18,88.2861557006836
2025-07-21,88.37482452392578
2025-07-22,90.29601287841797
2025-07-23,90.65069580078125
2025-07-24,90.95611572265625
2025-07-25,91.56695556640625
2025-07-28,90.61128997802734
2025-07-29,91.07434844970703
2025-07-30,90.28616333007812
2025-07-31,88.90684509277344
2025-08-01,88.0201416015625
2025-08-04,88.31571197509766
2025-08-05,88.34526062011719
2025-08-06,88.03984832763672
2025-08-07,89.89207458496094
2025-08-08,91.50784301757812
2025-08-11,91.36991119384766
2025-08-12,90.71966552734375
2025-08-13,91.53740692138672
2025-08-14,90.62114715576172
2025-08-15,91.64576721191406
2025-08-18,91.43888092041016
2025-08-19,88.57186889648438
2025-08-20,91.84281921386719
2025-08-21,89.75413513183594
2025-08-22,91.3403549194336
2025-08-25,90.68025207519531
2025-08-26,90.81818389892578
2025-08-27,90.69010925292969
2025-08-28,90.60143280029297
2025-08-29,91.43888092041016
2025-09-02,91.9511947631836
2025-09-03,90.88714599609375
2025-09-04,91.47828674316406
2025-09-05,91.52754974365234
2025-09-08,91.61621856689453
2025-09-09,92.68025970458984
2025-09-10,90.95611572265625
2025-09-11,92.85760498046875
2025-09-12,92.64085388183594
2025-09-15,92.04972076416016
2025-09-16,92.79849243164062
2025-09-17,93.18273162841797
2025-09-18,94.17780303955078
2025-09-19,93.67533874511719
2025-09-22,93.22213745117188
2025-09-23,93.55711364746094
2025-09-24,94.32559204101562
2025-09-25,92.90686798095703
2025-09-26,93.53226470947266
2025-09-29,93.28408813476562
2025-09-30,94.54481506347656
2025-10-01,94.11795806884766
2025-10-02,94.78307342529297
2025-10-03,96.98686218261719
2025-10-06,97.71153259277344
2025-10-07,97.61226654052734
2025-10-08,97.15562438964844
2025-10-09,95.79562377929688
2025-10-10,94.75328063964844
2025-10-13,94.88233947753906
2025-10-14,95.83533477783203
2025-10-15,94.64408874511719
2025-10-16,94.34628295898438
2025-10-17,95.08087921142578
2025-10-20,95.21985626220703
2025-10-21,95.1305160522461
2025-10-22,95.20000457763672
2025-10-23,93.5223388671875
2025-10-24,92.98627471923828
2025-10-27,93.44291687011719
2025-10-28,92.54949188232422
2025-10-29,91.06044006347656
2025-10-30,90.30599212646484
2025-10-31,90.03795623779297
2025-11-03,89.5416030883789
2025-11-04,89.76000213623047
2025-11-05,89.74015045166016
2025-11-06,89.40262603759766
2025-11-07,91.52700805664062
2025-11-10,91.98365783691406
2025-11-11,94.70365142822266
2025-11-12,95.11065673828125
2025-11-13,95.43824768066406
2025-11-14,95.17022705078125
2025-11-17,95.57722473144531
2025-11-18,100.06423950195312
2025-11-19,99.60758972167969
2025-11-20,98.62481689453125
2025-11-21,100.46131134033203
2025-11-24,102.44671630859375
2025-11-25,104.58102416992188
2025-11-26,104.25343322753906
2025-11-28,104.56117248535156
2025-12-01,102.585693359375
2025-12-02,101.2852554321289
2025-12-03,101.22570037841797
2025-12-04,101.24554443359375
2025-12-05,100.62014770507812
2025-12-08,100.52088165283203
2025-12-09,98.89285278320312
2025-12-10,100.03445434570312
2025-12-11,99.02190399169922
2025-12-12,99.14102935791016
2025-12-15,97.85050964355469
2025-12-16,97.00672149658203
2025-12-17,97.58248901367188
2025-12-18,97.76117706298828
2025-12-19,97.91007232666016
2025-12-22,96.99678802490234
2025-12-23,96.758544921875
2025-12-24,96.55999755859375
2025-12-26,96.5199966430664
2025-12-29,96.1500015258789
2025-12-30,96.66000366210938
2025-12-31,96.05999755859375
