Date,KO
2023-07-18,56.193729400634766
2023-07-19,57.186424255371094
2023-07-20,57.882232666015625
2023-07-21,57.928619384765625
2023-07-24,57.947174072265625
2023-07-25,57.752349853515625
2023-07-26,58.49454116821289
2023-07-27,57.928619384765625
2023-07-28,57.965728759765625
2023-07-31,57.455467224121094
2023-08-01,57.30702590942383
2023-08-02,57.483299255371094
2023-08-03,57.186424255371094
2023-08-04,56.32361602783203
2023-08-07,56.76893615722656
2023-08-08,56.51844024658203
2023-08-09,56.64833068847656
2023-08-10,56.51844024658203
2023-08-11,56.7503776550293
2023-08-14,56.4813346862793
2023-08-15,56.100955963134766
2023-08-16,56.110225677490234
2023-08-17,56.2308464050293
2023-08-18,56.54627990722656
2023-08-21,56.063846588134766
2023-08-22,55.720584869384766
2023-08-23,55.9154052734375
2023-08-24,55.7669677734375
2023-08-25,56.02674102783203
2023-08-28,56.184452056884766
2023-08-29,56.1287956237793
2023-08-30,56.100955963134766
2023-08-31,55.50719451904297
2023-09-01,55.0247688293457
2023-09-05,54.57017135620117
2023-09-06,54.533058166503906
2023-09-07,54.115577697753906
2023-09-08,54.115577697753906
2023-09-11,54.62583923339844
2023-09-12,54.087745666503906
2023-09-13,54.21762466430664
2023-09-14,54.66647720336914
2023-09-15,54.18022537231445
2023-09-18,54.51686096191406
2023-09-19,54.40465545654297
2023-09-20,54.64778137207031
2023-09-21,53.80617904663086
2023-09-22,53.86228561401367
2023-09-25,53.30121994018555
2023-09-26,52.861717224121094
2023-09-27,52.31935501098633
2023-09-28,52.18844985961914
2023-09-29,52.347408294677734
2023-10-02,51.879852294921875
2023-10-03,51.318790435791016
2023-10-04,51.46840286254883
2023-10-05,48.981021881103516
2023-10-06,49.69169616699219
2023-10-09,49.448577880859375
2023-10-10,50.523948669433594
2023-10-11,50.22471618652344
2023-10-12,49.38311767578125
2023-10-13,49.457923889160156
2023-10-16,49.96288299560547
2023-10-17,50.56135559082031
2023-10-18,50.54265213012695
2023-10-19,50.823177337646484
2023-10-20,51.028907775878906
2023-10-23,50.57070541381836
2023-10-24,52.02946853637695
2023-10-25,52.47832489013672
2023-10-26,52.16038131713867
2023-10-27,51.655433654785156
2023-10-30,52.506378173828125
2023-10-31,52.82431411743164
2023-11-01,52.77756118774414
2023-11-02,53.38538360595703
2023-11-03,53.05808639526367
2023-11-06,53.273170471191406
2023-11-07,53.46953582763672
2023-11-08,53.38538360595703
2023-11-09,52.98328399658203
2023-11-10,53.039390563964844
2023-11-13,53.23575973510742
2023-11-14,53.39473342895508
2023-11-15,53.497589111328125
2023-11-16,53.44148254394531
2023-11-17,53.54434585571289
2023-11-20,53.675270080566406
2023-11-21,54.264381408691406
2023-11-22,54.62907409667969
2023-11-24,54.76934051513672
2023-11-27,54.66647720336914
2023-11-28,54.77869415283203
2023-11-29,54.45140838623047
2023-11-30,55.08292007446289
2023-12-01,55.271427154541016
2023-12-04,55.205448150634766
2023-12-05,55.290279388427734
2023-12-06,55.23373031616211
2023-12-07,55.36568832397461
2023-12-08,55.2431526184082
2023-12-11,55.648460388183594
2023-12-12,56.00661849975586
2023-12-13,56.48731994628906
2023-12-14,55.648460388183594
2023-12-15,55.23373031616211
2023-12-18,55.62959289550781
2023-12-19,55.45051193237305
2023-12-20,54.30059814453125
2023-12-21,54.65877151489258
2023-12-22,54.969810485839844
2023-12-26,55.196022033691406
2023-12-27,55.33740234375
2023-12-28,55.3751106262207
2023-12-29,55.544761657714844
2024-01-02,56.383644104003906
2024-01-03,56.515602111816406
2024-01-04,56.32708740234375
2024-01-05,56.24225616455078
2024-01-08,56.656982421875
2024-01-09,56.553306579589844
2024-01-10,56.741817474365234
2024-01-11,56.37422180175781
2024-01-12,56.920894622802734
2024-01-16,56.543880462646484
2024-01-17,56.543880462646484
2024-01-18,56.7041130065918
2024-01-19,56.393070220947266
2024-01-22,56.14801025390625
2024-01-23,56.41191864013672
2024-01-24,55.525917053222656
2024-01-25,55.76156234741211
2024-01-26,55.95949172973633
2024-01-29,56.29880905151367
2024-01-30,56.45905303955078
2024-01-31,56.072601318359375
2024-02-01,57.47700119018555
2024-02-02,57.062278747558594
2024-02-05,56.591007232666016
2024-02-06,56.49674606323242
2024-02-07,56.543880462646484
2024-02-08,56.393070220947266
2024-02-09,56.138580322265625
2024-02-12,56.270530700683594
2024-02-13,55.94063949584961
2024-02-14,55.88409423828125
2024-02-15,55.98777389526367
2024-02-16,55.97834396362305
2024-02-20,57.21309280395508
2024-02-21,57.722076416015625
2024-02-22,57.63724136352539
2024-02-23,57.68436813354492
2024-02-26,57.22251892089844
2024-02-27,56.87377166748047
2024-02-28,56.93033218383789
2024-02-29,56.57215881347656
2024-03-01,56.11029815673828
2024-03-04,56.37422180175781
2024-03-05,56.10087585449219
2024-03-06,56.129150390625
2024-03-07,56.02547073364258
2024-03-08,56.10087585449219
2024-03-11,56.77951431274414
2024-03-12,57.02458572387695
2024-03-13,57.60896301269531
2024-03-14,57.4807014465332
2024-03-15,56.89164733886719
2024-03-18,57.129173278808594
2024-03-19,57.224178314208984
2024-03-20,57.71822738647461
2024-03-21,57.45220184326172
2024-03-22,57.4712028503418
2024-03-25,57.38568878173828
2024-03-26,57.518707275390625
2024-03-27,57.9842529296875
2024-03-28,58.126766204833984
2024-04-01,57.65171813964844
2024-04-02,57.14817810058594
2024-04-03,56.844139099121094
2024-04-04,56.3405876159668
2024-04-05,56.540103912353516
2024-04-08,56.31209182739258
2024-04-09,56.739627838134766
2024-04-10,55.979549407958984
2024-04-11,56.103065490722656
2024-04-12,55.371498107910156
2024-04-15,55.23848342895508
2024-04-16,55.162471771240234
2024-04-17,55.59001159667969
2024-04-18,55.97005081176758
2024-04-19,57.16717529296875
2024-04-22,57.52820587158203
2024-04-23,57.61371612548828
2024-04-24,58.478302001953125
2024-04-25,58.6588249206543
2024-04-26,58.6588249206543
2024-04-29,58.943851470947266
2024-04-30,58.687320709228516
2024-05-01,58.83934020996094
2024-05-02,58.896339416503906
2024-05-03,59.067359924316406
2024-05-06,59.238372802734375
2024-05-07,59.49489974975586
2024-05-08,59.71342468261719
2024-05-09,59.74192428588867
2024-05-10,60.10295867919922
2024-05-13,60.40699768066406
2024-05-14,59.950950622558594
2024-05-15,59.979454040527344
2024-05-16,60.159969329833984
2024-05-17,59.88444519042969
2024-05-20,59.447391510009766
2024-05-21,59.77042770385742
2024-05-22,59.85594177246094
2024-05-23,58.991355895996094
2024-05-24,58.90584182739258
2024-05-28,58.734825134277344
2024-05-29,58.62081527709961
2024-05-30,58.877342224121094
2024-05-31,59.789432525634766
2024-06-03,59.789432525634766
2024-06-04,60.74903106689453
2024-06-05,60.73002243041992
2024-06-06,60.948543548583984
2024-06-07,60.72052764892578
2024-06-10,60.416500091552734
2024-06-11,60.37849044799805
2024-06-12,59.74192428588867
2024-06-13,59.846439361572266
2024-06-14,59.889522552490234
2024-06-17,59.95654296875
2024-06-18,59.966121673583984
2024-06-20,59.53525924682617
2024-06-21,60.10016632080078
2024-06-24,61.24913024902344
2024-06-25,61.12465286254883
2024-06-26,61.325721740722656
2024-06-27,61.191680908203125
2024-06-28,60.9427375793457
2024-07-01,60.588470458984375
2024-07-02,60.46400451660156
2024-07-03,60.636348724365234
2024-07-05,61.04805374145508
2024-07-08,60.282081604003906
2024-07-09,60.02356719970703
2024-07-10,60.157615661621094
2024-07-11,60.4161262512207
2024-07-12,60.9906120300293
2024-07-15,60.71294403076172
2024-07-16,61.5363655090332
2024-07-17,62.43638610839844
2024-07-18,62.417240142822266
2024-07-19,62.512977600097656
2024-07-22,62.01509475708008
2024-07-23,62.197017669677734
2024-07-24,63.010860443115234
2024-07-25,63.25979995727539
2024-07-26,64.1981201171875
2024-07-29,63.98748016357422
2024-07-30,64.80132293701172
2024-07-31,63.901302337646484
2024-08-01,65.06941223144531
2024-08-02,66.38114929199219
2024-08-05,65.20346069335938
2024-08-06,65.15558624267578
2024-08-07,65.54814910888672
2024-08-08,65.8066635131836
2024-08-09,65.7587890625
2024-08-12,65.2704849243164
2024-08-13,65.54814910888672
2024-08-14,65.66304779052734
2024-08-15,65.7300796508789
2024-08-16,66.2375259399414
2024-08-19,66.04603576660156
2024-08-20,66.42900848388672
2024-08-21,66.61093139648438
2024-08-22,66.38114929199219
2024-08-23,66.82157897949219
2024-08-26,67.82691955566406
2024-08-27,68.4588394165039
2024-08-28,68.69820404052734
2024-08-29,68.98544311523438
2024-08-30,69.3875961303711
2024-09-03,69.90462493896484
2024-09-04,69.47374725341797
2024-09-05,68.14288330078125
2024-09-06,68.1141586303711
2024-09-09,68.79395294189453
2024-09-10,68.5067138671875
2024-09-11,68.05671691894531
2024-09-12,68.20033264160156
2024-09-13,68.84142303466797
2024-09-16,69.50658416748047
2024-09-17,69.2173843383789
2024-09-18,69.16917419433594
2024-09-19,68.07982635498047
2024-09-20,69.06314086914062
2024-09-23,69.14990997314453
2024-09-24,68.76428985595703
2024-09-25,68.87996673583984
2024-09-26,68.8317642211914
2024-09-27,69.2077407836914
2024-09-30,69.27523040771484
2024-10-01,69.13062286376953
2024-10-02,68.45580291748047
2024-10-03,67.9834213256836
2024-10-04,67.64600372314453
2024-10-07,66.5277328491211
2024-10-08,66.6916275024414
2024-10-09,67.06759643554688
2024-10-10,66.75910949707031
2024-10-11,67.06759643554688
2024-10-14,67.80989837646484
2024-10-15,67.80989837646484
2024-10-16,68.03162384033203
2024-10-17,67.38572692871094
2024-10-18,67.90630340576172
2024-10-21,66.95191955566406
2024-10-22,66.95191955566406
2024-10-23,65.56371307373047
2024-10-24,64.87925720214844
2024-10-25,64.5129165649414
2024-10-28,64.27190399169922
2024-10-29,63.20183181762695
2024-10-30,63.54888916015625
2024-10-31,62.9608268737793
2024-11-01,62.6716194152832
2024-11-04,62.76802444458008
2024-11-05,63.0186653137207
2024-11-06,61.40873718261719
2024-11-07,61.370174407958984
2024-11-08,61.62082290649414
2024-11-11,61.08096694946289
2024-11-12,60.926719665527344
2024-11-13,60.73391342163086
2024-11-14,60.30009841918945
2024-11-15,59.51923751831055
2024-11-18,59.63492202758789
2024-11-19,60.33866500854492
2024-11-20,60.724273681640625
2024-11-21,61.46657943725586
2024-11-22,61.62082290649414
2024-11-25,62.06427001953125
2024-11-26,62.2281608581543
2024-11-27,62.11247634887695
2024-11-29,62.24361038208008
2024-12-02,61.825931549072266
2024-12-03,61.69965362548828
2024-12-04,60.42719650268555
2024-12-05,61.11684799194336
2024-12-06,60.7380256652832
2024-12-09,60.8060188293457
2024-12-10,61.107139587402344
2024-12-11,60.844879150390625
2024-12-12,62.01049041748047
2024-12-13,61.311119079589844
2024-12-16,60.75745391845703
2024-12-17,61.58309555053711
2024-12-18,61.04885482788086
2024-12-19,60.66032028198242
2024-12-20,60.75745391845703
2024-12-23,60.59233093261719
2024-12-24,61.039146423339844
2024-12-26,60.776885986328125
2024-12-27,60.66032028198242
2024-12-30,60.252357482910156
2024-12-31,60.47576141357422
2025-01-02,60.06780242919922
2025-01-03,59.98038101196289
2025-01-06,59.06732177734375
2025-01-07,59.09646224975586
2025-01-08,59.9415283203125
2025-01-10,59.31986999511719
2025-01-13,59.88324737548828
2025-01-14,60.2620735168457
2025-01-15,59.99980926513672
2025-01-16,60.46604919433594
2025-01-17,60.91286849975586
2025-01-21,60.63117980957031
2025-01-22,60.009521484375
2025-01-23,59.766685485839844
2025-01-24,60.145503997802734
2025-01-27,62.03962707519531
2025-01-28,60.57290267944336
2025-01-29,61.02943420410156
2025-01-30,62.21446990966797
2025-01-31,61.660804748535156
2025-02-03,61.53452682495117
2025-02-04,60.8740119934082
2025-02-05,61.311119079589844
2025-02-06,61.54424285888672
2025-02-07,62.01049041748047
2025-02-10,62.700138092041016
2025-02-11,65.66273498535156
2025-02-12,66.74092102050781
2025-02-13,67.50828552246094
2025-02-14,66.8963394165039
2025-02-18,67.07118225097656
2025-02-19,68.06194305419922
2025-02-20,68.03280639648438
2025-02-21,69.30525970458984
2025-02-24,68.56704711914062
2025-02-25,69.44125366210938
2025-02-26,68.77102661132812
2025-02-27,68.83901977539062
2025-02-28,69.16927337646484
2025-03-03,70.24746704101562
2025-03-04,68.17851257324219
2025-03-05,68.07166290283203
2025-03-06,68.44076538085938
2025-03-07,69.38297271728516
2025-03-10,69.40239715576172
2025-03-11,69.004150390625
2025-03-12,67.93567657470703
2025-03-13,67.62484741210938
2025-03-14,67.67377471923828
2025-03-17,68.6131362915039
2025-03-18,67.8890380859375
2025-03-19,67.79118347167969
2025-03-20,68.21194458007812
2025-03-21,67.19429779052734
2025-03-24,67.4682846069336
2025-03-25,67.33129119873047
2025-03-26,68.51528930664062
2025-03-27,69.21981048583984
2025-03-28,68.85777282714844
2025-03-31,70.0809097290039
2025-04-01,70.32553100585938
2025-04-02,69.7971420288086
2025-04-03,71.60738372802734
2025-04-04,68.4272232055664
2025-04-07,66.90074920654297
2025-04-08,66.94966888427734
2025-04-09,68.44678497314453
2025-04-10,69.23938751220703
2025-04-11,69.89498901367188
2025-04-14,70.89305877685547
2025-04-15,70.31575012207031
2025-04-16,70.13961791992188
2025-04-17,71.43124389648438
2025-04-21,71.20618438720703
2025-04-22,72.31190490722656
2025-04-23,71.72480010986328
2025-04-24,70.96156311035156
2025-04-25,70.36468505859375
2025-04-28,70.24725341796875
2025-04-29,70.79521179199219
2025-04-30,70.99092864990234
2025-05-01,69.75798797607422
2025-05-02,70.11026000976562
2025-05-05,70.15918731689453
2025-05-06,70.17874908447266
2025-05-07,70.84414672851562
2025-05-08,69.64057159423828
2025-05-09,69.0045394897461
2025-05-12,68.03582000732422
2025-05-13,67.47806549072266
2025-05-14,67.67377471923828
2025-05-15,70.07112121582031
2025-05-16,70.4527359008789
2025-05-19,70.38423919677734
2025-05-20,70.14940643310547
2025-05-21,70.30596923828125
2025-05-22,69.61122131347656
2025-05-23,70.22767639160156
2025-05-27,70.23746490478516
2025-05-28,69.62100219726562
2025-05-29,69.95370483398438
2025-05-30,70.55059051513672
2025-06-02,70.4527359008789
2025-06-03,69.63079071044922
2025-06-04,69.8362808227539
2025-06-05,69.38616943359375
2025-06-06,69.81670379638672
2025-06-09,70.22767639160156
2025-06-10,70.79521179199219
2025-06-11,70.52123260498047
2025-06-12,70.68757629394531
2025-06-13,69.9878921508789
2025-06-16,69.49516296386719
2025-06-17,68.60824584960938
2025-06-18,68.2042007446289
2025-06-20,67.8395767211914
2025-06-23,68.72649383544922
2025-06-24,69.1896743774414
2025-06-25,68.61809539794922
2025-06-26,68.4604263305664
2025-06-27,69.30792999267578
2025-06-30,69.7218246459961
2025-07-01,70.62844848632812
2025-07-02,69.87950134277344
2025-07-03,70.31310272216797
2025-07-07,69.97804260253906
2025-07-08,69.21923065185547
2025-07-09,68.47028350830078
2025-07-10,68.75606536865234
2025-07-11,68.8546142578125
2025-07-14,68.4604263305664
2025-07-15,68.3520278930664
2025-07-16,68.2633285522461
2025-07-17,69.56414031982422
2025-07-18,68.83489990234375
2025-07-21,69.05170440673828
2025-07-22,68.64766693115234
2025-07-23,68.15493774414062
2025-07-24,68.0958023071289
2025-07-25,68.16478729248047
2025-07-28,67.10047912597656
2025-07-29,68.37173461914062
2025-07-30,67.75089263916016
2025-07-31,66.90338897705078
2025-08-01,67.85929107666016
2025-08-04,67.95783996582031
2025-08-05,68.0465316772461
2025-08-06,68.49984741210938
2025-08-07,69.40647888183594
2025-08-08,69.31777954101562
2025-08-11,69.7218246459961
2025-08-12,69.68240356445312
2025-08-13,69.43603515625
2025-08-14,68.53926086425781
2025-08-15,68.90388488769531
2025-08-18,68.1253662109375
2025-08-19,69.11083221435547
2025-08-20,69.67254638671875
2025-08-21,69.63313293457031
2025-08-22,69.11083221435547
2025-08-25,67.92827606201172
2025-08-26,67.73118591308594
2025-08-27,67.82972717285156
2025-08-28,67.3665542602539
2025-08-29,67.98739624023438
2025-09-02,68.05638122558594
2025-09-03,67.98739624023438
2025-09-04,67.2581558227539
2025-09-05,66.97237396240234
2025-09-08,66.4500732421875
2025-09-09,66.87382507324219
2025-09-10,66.83440399169922
2025-09-11,66.63731384277344
2025-09-12,66.03617858886719
2025-09-15,65.74819946289062
2025-09-16,65.77798461914062
2025-09-17,66.5724105834961
2025-09-18,65.99645233154297
2025-09-19,65.96665954589844
2025-09-22,65.74819946289062
2025-09-23,66.24471282958984
2025-09-24,65.98651885986328
2025-09-25,65.51980590820312
2025-09-26,65.21195983886719
2025-09-29,65.57938385009766
2025-09-30,65.85742950439453
2025-10-01,66.31422424316406
2025-10-02,65.63896179199219
2025-10-03,66.18512725830078
2025-10-06,65.63896179199219
2025-10-07,66.32415008544922
2025-10-08,65.65882873535156
2025-10-09,65.9070816040039
2025-10-10,66.5724105834961
2025-10-13,66.3340835571289
2025-10-14,67.03913116455078
2025-10-15,66.61212921142578
2025-10-16,67.11856842041016
2025-10-17,67.962646484375
2025-10-20,67.962646484375
2025-10-21,70.72325134277344
2025-10-22,70.31610870361328
2025-10-23,69.45218658447266
2025-10-24,69.22378540039062
2025-10-27,69.57134246826172
2025-10-28,69.670654296875
2025-10-29,67.8732681274414
2025-10-30,68.4988784790039
2025-10-31,68.41943359375
2025-11-03,67.49592590332031
2025-11-04,68.18111419677734
2025-11-05,68.03215789794922
2025-11-06,68.57831573486328
2025-11-07,70.05792999267578
2025-11-10,70.02812957763672
2025-11-11,71.11053466796875
2025-11-12,71.01123046875
2025-11-13,70.57430267333984
2025-11-14,70.6636734008789
2025-11-17,70.18701934814453
2025-11-18,70.72325134277344
2025-11-19,70.61402130126953
2025-11-20,70.71332550048828
2025-11-21,72.4411849975586
2025-11-24,72.08369445800781
2025-11-25,72.10356140136719
2025-11-26,72.37167358398438
2025-11-28,72.61000061035156
2025-12-01,71.94999694824219
2025-12-02,70.66999816894531
2025-12-03,70.80999755859375
2025-12-04,70.44999694824219
2025-12-05,70.0
2025-12-08,70.25
2025-12-09,70.08999633789062
2025-12-10,70.20999908447266
2025-12-11,69.11000061035156
2025-12-12,70.5199966430664
2025-12-15,70.97000122070312
2025-12-16,70.37000274658203
2025-12-17,70.66999816894531
2025-12-18,70.36000061035156
2025-12-19,70.05999755859375
2025-12-22,70.20999908447266
2025-12-23,69.87000274658203
2025-12-24,70.11000061035156
2025-12-26,69.87000274658203
2025-12-29,70.16000366210938
2025-12-30,70.06999969482422
2025-12-31,69.91000366210938
