Date,MDLZ
2023-05-12,72.24299621582031
2023-05-15,72.10386657714844
2023-05-16,72.1688003540039
2023-05-17,71.64005279541016
2023-05-18,71.67715454101562
2023-05-19,71.48235321044922
2023-05-22,70.37848663330078
2023-05-23,70.17440795898438
2023-05-24,70.0074462890625
2023-05-25,69.73843383789062
2023-05-26,69.69206237792969
2023-05-30,67.13182830810547
2023-05-31,68.0965576171875
2023-06-01,68.28206634521484
2023-06-02,68.89430236816406
2023-06-05,68.91285705566406
2023-06-06,67.97595977783203
2023-06-07,66.96485900878906
2023-06-08,67.7997055053711
2023-06-09,67.68840789794922
2023-06-12,67.53997802734375
2023-06-13,67.45648956298828
2023-06-14,67.83682250976562
2023-06-15,68.1429214477539
2023-06-16,68.24496459960938
2023-06-20,67.95741271972656
2023-06-21,67.84608459472656
2023-06-22,68.40266418457031
2023-06-23,67.8089828491211
2023-06-26,67.92957305908203
2023-06-27,68.57891082763672
2023-06-28,67.92030334472656
2023-06-29,67.40275573730469
2023-06-30,68.01821899414062
2023-07-03,68.54975128173828
2023-07-05,68.2793197631836
2023-07-06,67.96227264404297
2023-07-07,67.14165496826172
2023-07-10,67.23489379882812
2023-07-11,66.10655212402344
2023-07-12,66.5821304321289
2023-07-13,66.98311614990234
2023-07-14,67.40275573730469
2023-07-17,67.08570098876953
2023-07-18,67.23489379882812
2023-07-19,68.26998138427734
2023-07-20,68.894775390625
2023-07-21,68.98804473876953
2023-07-24,69.30509948730469
2023-07-25,69.37969970703125
2023-07-26,68.6989517211914
2023-07-27,67.47734832763672
2023-07-28,69.97651672363281
2023-07-31,69.1279067993164
2023-08-01,69.33307647705078
2023-08-02,70.26558685302734
2023-08-03,70.20964050292969
2023-08-04,68.93208312988281
2023-08-07,69.24915313720703
2023-08-08,68.44718170166016
2023-08-09,68.8201904296875
2023-08-10,68.74559020996094
2023-08-11,68.97871398925781
2023-08-14,68.26998138427734
2023-08-15,67.40275573730469
2023-08-16,67.1043472290039
2023-08-17,66.39562225341797
2023-08-18,66.33033752441406
2023-08-21,65.95734405517578
2023-08-22,65.47242736816406
2023-08-23,66.65673065185547
2023-08-24,66.06924438476562
2023-08-25,66.6753921508789
2023-08-28,66.72200775146484
2023-08-29,66.65673065185547
2023-08-30,66.74066162109375
2023-08-31,66.45158386230469
2023-09-01,64.98751068115234
2023-09-05,64.86627960205078
2023-09-06,64.98751068115234
2023-09-07,65.27659606933594
2023-09-08,65.1087417602539
2023-09-11,66.55416107177734
2023-09-12,66.26506042480469
2023-09-13,66.47956848144531
2023-09-14,67.49600219726562
2023-09-15,67.08570098876953
2023-09-18,67.0110855102539
2023-09-19,66.68470764160156
2023-09-20,66.8059310913086
2023-09-21,65.93869018554688
2023-09-22,65.67758178710938
2023-09-25,65.00616455078125
2023-09-26,65.80813598632812
2023-09-27,65.26726531982422
2023-09-28,65.10308074951172
2023-09-29,65.11247253417969
2023-10-02,64.2586898803711
2023-10-03,63.42366409301758
2023-10-04,64.43695831298828
2023-10-05,61.04997634887695
2023-10-06,59.44561767578125
2023-10-09,59.83028793334961
2023-10-10,59.69894027709961
2023-10-11,59.0140380859375
2023-10-12,57.26894760131836
2023-10-13,57.72867202758789
2023-10-16,58.75133514404297
2023-10-17,59.61449432373047
2023-10-18,60.18681335449219
2023-10-19,60.24310302734375
2023-10-20,60.139896392822266
2023-10-23,60.03670120239258
2023-10-24,61.50032424926758
2023-10-25,61.631675720214844
2023-10-26,61.59414291381836
2023-10-27,60.99367904663086
2023-10-30,61.903751373291016
2023-10-31,62.11954879760742
2023-11-01,62.691856384277344
2023-11-02,63.77082443237305
2023-11-03,64.56828308105469
2023-11-06,64.02413177490234
2023-11-07,64.2586898803711
2023-11-08,64.75594329833984
2023-11-09,64.68089294433594
2023-11-10,64.84977722167969
2023-11-13,65.01864624023438
2023-11-14,65.76922607421875
2023-11-15,65.666015625
2023-11-16,66.2571029663086
2023-11-17,66.2664794921875
2023-11-20,66.52919006347656
2023-11-21,66.5854721069336
2023-11-22,67.0733413696289
2023-11-24,67.19532012939453
2023-11-27,67.06396484375
2023-11-28,67.01705169677734
2023-11-29,66.08820343017578
2023-11-30,66.66990661621094
2023-12-01,66.44473266601562
2023-12-04,66.82003784179688
2023-12-05,66.31338500976562
2023-12-06,66.8857192993164
2023-12-07,67.1859359741211
2023-12-08,66.69805145263672
2023-12-11,67.31727600097656
2023-12-12,67.80516052246094
2023-12-13,68.59326934814453
2023-12-14,66.3321533203125
2023-12-15,66.3321533203125
2023-12-18,66.66990661621094
2023-12-19,66.66053009033203
2023-12-20,65.04679870605469
2023-12-21,66.10697937011719
2023-12-22,66.8106460571289
2023-12-26,67.2797622680664
2023-12-27,67.74885559082031
2023-12-28,68.1971664428711
2023-12-29,68.35759735107422
2024-01-02,69.68831634521484
2024-01-03,69.15980529785156
2024-01-04,69.15980529785156
2024-01-05,68.98047637939453
2024-01-08,69.56563568115234
2024-01-09,69.59394073486328
2024-01-10,68.9710464477539
2024-01-11,68.68791961669922
2024-01-12,69.00880432128906
2024-01-16,68.75399780273438
2024-01-17,69.1786880493164
2024-01-18,68.81061553955078
2024-01-19,68.75399780273438
2024-01-22,69.00880432128906
2024-01-23,70.22628784179688
2024-01-24,69.79212951660156
2024-01-25,70.31122589111328
2024-01-26,70.91522216796875
2024-01-29,71.4626235961914
2024-01-30,72.04776000976562
2024-01-31,71.03791046142578
2024-02-01,72.23651123046875
2024-02-02,72.54796600341797
2024-02-05,71.09453582763672
2024-02-06,71.01904296875
2024-02-07,70.42446899414062
2024-02-08,70.55661010742188
2024-02-09,69.05597686767578
2024-02-12,69.36743927001953
2024-02-13,67.93290710449219
2024-02-14,67.39494323730469
2024-02-15,67.58370208740234
2024-02-16,67.93290710449219
2024-02-20,69.07487487792969
2024-02-21,69.65057373046875
2024-02-22,69.9620132446289
2024-02-23,69.82044982910156
2024-02-26,69.16924285888672
2024-02-27,69.01823425292969
2024-02-28,69.07487487792969
2024-02-29,68.96161651611328
2024-03-01,68.30097198486328
2024-03-04,67.48932647705078
2024-03-05,66.85700225830078
2024-03-06,67.59314727783203
2024-03-07,67.00799560546875
2024-03-08,67.81021118164062
2024-03-11,68.32928466796875
2024-03-12,67.70639038085938
2024-03-13,67.47044372558594
2024-03-14,66.9702377319336
2024-03-15,66.7720718383789
2024-03-18,67.30056762695312
2024-03-19,68.1877212524414
2024-03-20,67.82907104492188
2024-03-21,68.14996337890625
2024-03-22,68.32928466796875
2024-03-25,66.86643981933594
2024-03-26,66.10198211669922
2024-03-27,66.56250762939453
2024-03-28,66.46754455566406
2024-04-01,66.23966217041016
2024-04-02,65.764892578125
2024-04-03,64.54000091552734
2024-04-04,64.76787567138672
2024-04-05,64.55899810791016
2024-04-08,64.18865966796875
2024-04-09,64.435546875
2024-04-10,63.31509017944336
2024-04-11,63.41002655029297
2024-04-12,63.32457733154297
2024-04-15,62.54596710205078
2024-04-16,62.650413513183594
2024-04-17,63.15366744995117
2024-04-18,63.78035354614258
2024-04-19,64.67292785644531
2024-04-22,65.90733337402344
2024-04-23,67.1797103881836
2024-04-24,67.71144104003906
2024-04-25,67.22718048095703
2024-04-26,67.04676818847656
2024-04-29,68.2052001953125
2024-04-30,68.30965423583984
2024-05-01,67.12272644042969
2024-05-02,66.94232177734375
2024-05-03,66.36309814453125
2024-05-06,66.40108489990234
2024-05-07,67.3126449584961
2024-05-08,66.87583923339844
2024-05-09,66.65745544433594
2024-05-10,67.60699462890625
2024-05-13,68.13874053955078
2024-05-14,68.30015563964844
2024-05-15,67.73043823242188
2024-05-16,68.29066467285156
2024-05-17,67.63548278808594
2024-05-20,66.72391510009766
2024-05-21,67.09425354003906
2024-05-22,66.67645263671875
2024-05-23,65.37557220458984
2024-05-24,64.85333251953125
2024-05-28,64.1601791381836
2024-05-29,63.55247497558594
2024-05-30,64.46403503417969
2024-05-31,65.07173156738281
2024-06-03,63.95127487182617
2024-06-04,64.65392303466797
2024-06-05,64.54949951171875
2024-06-06,64.74889373779297
2024-06-07,64.38806915283203
2024-06-10,63.90380859375
2024-06-11,64.16967010498047
2024-06-12,62.76435852050781
2024-06-13,62.76435852050781
2024-06-14,62.526973724365234
2024-06-17,62.745365142822266
2024-06-18,62.83081817626953
2024-06-20,62.72637176513672
2024-06-21,63.15366744995117
2024-06-24,64.96728515625
2024-06-25,64.4260482788086
2024-06-26,63.2771110534668
2024-06-27,63.2391242980957
2024-06-28,62.536739349365234
2024-07-01,62.345603942871094
2024-07-02,63.10055923461914
2024-07-03,63.39681625366211
2024-07-05,64.00841522216797
2024-07-08,63.224796295166016
2024-07-09,62.345603942871094
2024-07-10,63.00499725341797
2024-07-11,62.422054290771484
2024-07-12,62.46028137207031
2024-07-15,61.495094299316406
2024-07-16,62.90943908691406
2024-07-17,64.1422119140625
2024-07-18,63.95106887817383
2024-07-19,63.501930236816406
2024-07-22,63.58793258666992
2024-07-23,63.08144760131836
2024-07-24,63.45414352416992
2024-07-25,63.44459533691406
2024-07-26,63.473262786865234
2024-07-29,64.12309265136719
2024-07-30,64.0753173828125
2024-07-31,65.317626953125
2024-08-01,65.27941131591797
2024-08-02,67.54425811767578
2024-08-05,65.94835662841797
2024-08-06,65.42276000976562
2024-08-07,66.34016418457031
2024-08-08,67.16201782226562
2024-08-09,66.6268539428711
2024-08-12,66.20636749267578
2024-08-13,67.2193374633789
2024-08-14,68.04117584228516
2024-08-15,67.16201782226562
2024-08-16,67.00911712646484
2024-08-19,67.74494934082031
2024-08-20,67.8309555053711
2024-08-21,67.94562530517578
2024-08-22,67.6876220703125
2024-08-23,68.06986999511719
2024-08-26,68.22277069091797
2024-08-27,68.08897399902344
2024-08-28,68.08897399902344
2024-08-29,67.59204864501953
2024-08-30,68.6241226196289
2024-09-03,69.04461669921875
2024-09-04,71.93061828613281
2024-09-05,71.73949432373047
2024-09-06,71.9688491821289
2024-09-09,72.35110473632812
2024-09-10,71.79682922363281
2024-09-11,71.05143737792969
2024-09-12,71.08010864257812
2024-09-13,71.92106628417969
2024-09-16,72.17908477783203
2024-09-17,71.7681655883789
2024-09-18,71.72039031982422
2024-09-19,71.46237182617188
2024-09-20,70.98455047607422
2024-09-23,71.26167297363281
2024-09-24,70.86988067626953
2024-09-25,70.77430725097656
2024-09-26,71.02277374267578
2024-09-27,70.90809631347656
2024-09-30,70.85039520263672
2024-10-01,70.1964111328125
2024-10-02,69.51359558105469
2024-10-03,68.43646240234375
2024-10-04,68.7730712890625
2024-10-07,68.28258514404297
2024-10-08,68.13832092285156
2024-10-09,68.3306655883789
2024-10-10,68.41722106933594
2024-10-11,67.95560455322266
2024-10-14,67.83057403564453
2024-10-15,69.05197143554688
2024-10-16,69.15776062011719
2024-10-17,68.39798736572266
2024-10-18,68.84038543701172
2024-10-21,67.7343978881836
2024-10-22,68.61918640136719
2024-10-23,67.85942840576172
2024-10-24,67.27276611328125
2024-10-25,66.58032989501953
2024-10-28,66.87845611572266
2024-10-29,66.5033950805664
2024-10-30,67.11888885498047
2024-10-31,65.85904693603516
2024-11-01,65.88788604736328
2024-11-04,65.74362182617188
2024-11-05,66.40721130371094
2024-11-06,63.829795837402344
2024-11-07,63.204673767089844
2024-11-08,63.66629409790039
2024-11-11,63.57012939453125
2024-11-12,63.97404479980469
2024-11-13,63.47395324707031
2024-11-14,63.050785064697266
2024-11-15,62.02174377441406
2024-11-18,61.39662551879883
2024-11-19,61.425472259521484
2024-11-20,61.95442199707031
2024-11-21,62.310264587402344
2024-11-22,61.93518829345703
2024-11-25,62.45452880859375
2024-11-26,62.396812438964844
2024-11-27,62.56993103027344
2024-11-29,62.46413803100586
2024-12-02,62.73342514038086
2024-12-03,62.329490661621094
2024-12-04,60.84843826293945
2024-12-05,60.819583892822266
2024-12-06,60.454132080078125
2024-12-09,59.088478088378906
2024-12-10,59.38661193847656
2024-12-11,60.70417404174805
2024-12-12,60.232933044433594
2024-12-13,59.559722900390625
2024-12-16,59.13656234741211
2024-12-17,58.9923095703125
2024-12-18,57.72282791137695
2024-12-19,57.00152587890625
2024-12-20,57.11693572998047
2024-12-23,57.011146545410156
2024-12-24,57.703590393066406
2024-12-26,57.55933380126953
2024-12-27,57.90555191040039
2024-12-30,57.28043746948242
2024-12-31,57.90082931518555
2025-01-02,57.67787551879883
2025-01-03,58.02684783935547
2025-01-06,56.43707275390625
2025-01-07,56.50493240356445
2025-01-08,56.50493240356445
2025-01-10,54.52740478515625
2025-01-13,54.449851989746094
2025-01-14,55.35137176513672
2025-01-15,54.905460357666016
2025-01-16,56.22380828857422
2025-01-17,56.088096618652344
2025-01-21,55.8360595703125
2025-01-22,54.585567474365234
2025-01-23,55.215660095214844
2025-01-24,55.66157150268555
2025-01-27,56.543704986572266
2025-01-28,55.16719055175781
2025-01-29,55.380455017089844
2025-01-30,56.62125778198242
2025-01-31,56.21411895751953
2025-02-03,55.65188217163086
2025-02-04,54.40138244628906
2025-02-05,55.6712646484375
2025-02-06,56.05902099609375
2025-02-07,56.6600341796875
2025-02-10,56.73757553100586
2025-02-11,58.59878158569336
2025-02-12,58.74419021606445
2025-02-13,59.28704071044922
2025-02-14,58.95745086669922
2025-02-18,59.306427001953125
2025-02-19,60.0334587097168
2025-02-20,60.26610565185547
2025-02-21,62.689544677734375
2025-02-24,63.35841751098633
2025-02-25,63.862491607666016
2025-02-26,61.50691223144531
2025-02-27,62.02067947387695
2025-02-28,62.26302719116211
2025-03-03,63.76555633544922
2025-03-04,63.29056167602539
2025-03-05,64.2696304321289
2025-03-06,64.71554565429688
2025-03-07,65.66553497314453
2025-03-10,66.06297302246094
2025-03-11,65.77216339111328
2025-03-12,62.99005889892578
2025-03-13,62.70893478393555
2025-03-14,62.340572357177734
2025-03-17,63.09668731689453
2025-03-18,62.670162200927734
2025-03-19,62.04006576538086
2025-03-20,61.991600036621094
2025-03-21,62.53445053100586
2025-03-24,62.960975646972656
2025-03-25,62.70893478393555
2025-03-26,64.29871368408203
2025-03-27,65.4328842163086
2025-03-28,65.64614868164062
2025-03-31,66.2318344116211
2025-04-01,66.03660583496094
2025-04-02,64.5528564453125
2025-04-03,66.28064727783203
2025-04-04,64.72856140136719
2025-04-07,63.67432403564453
2025-04-08,62.5322265625
2025-04-09,64.61143493652344
2025-04-10,64.40644073486328
2025-04-11,65.45092010498047
2025-04-14,66.67111206054688
2025-04-15,65.431396484375
2025-04-16,64.89451599121094
2025-04-17,65.7144775390625
2025-04-21,66.14398956298828
2025-04-22,66.66134643554688
2025-04-23,65.77304077148438
2025-04-24,63.957401275634766
2025-04-25,64.02572631835938
2025-04-28,63.54741668701172
2025-04-29,64.08431243896484
2025-04-30,66.50515747070312
2025-05-01,66.2513656616211
2025-05-02,66.13422393798828
2025-05-05,66.18303680419922
2025-05-06,65.89994812011719
2025-05-07,65.57781219482422
2025-05-08,65.61685943603516
2025-05-09,64.78713989257812
2025-05-12,64.260009765625
2025-05-13,62.61031723022461
2025-05-14,62.024627685546875
2025-05-15,63.586463928222656
2025-05-16,63.76217269897461
2025-05-19,64.15264129638672
2025-05-20,64.29906463623047
2025-05-21,63.70360565185547
2025-05-22,63.92811965942383
2025-05-23,64.5626220703125
2025-05-27,65.30449676513672
2025-05-28,65.03118133544922
2025-05-29,65.86090087890625
2025-05-30,65.88042449951172
2025-06-02,65.89994812011719
2025-06-03,65.44115447998047
2025-06-04,65.04093933105469
2025-06-05,64.78713989257812
2025-06-06,64.5723876953125
2025-06-09,65.10926055908203
2025-06-10,65.6363754272461
2025-06-11,65.3532943725586
2025-06-12,66.49539947509766
2025-06-13,65.33377838134766
2025-06-16,65.60709381103516
2025-06-17,64.76761627197266
2025-06-18,64.76761627197266
2025-06-20,66.68087005615234
2025-06-23,66.8663330078125
2025-06-24,66.79801177978516
2025-06-25,65.67543029785156
2025-06-26,66.13422393798828
2025-06-27,66.16350555419922
2025-06-30,66.29129791259766
2025-07-01,67.78540802001953
2025-07-02,68.37518310546875
2025-07-03,67.81489562988281
2025-07-07,67.64778900146484
2025-07-08,67.02852630615234
2025-07-09,65.71134185791016
2025-07-10,66.00623321533203
2025-07-11,66.03572082519531
2025-07-14,66.48788452148438
2025-07-15,65.60321044921875
2025-07-16,66.32078552246094
2025-07-17,68.61109924316406
2025-07-18,68.62092590332031
2025-07-21,68.2375717163086
2025-07-22,69.544921875
2025-07-23,68.97479248046875
2025-07-24,68.98462677001953
2025-07-25,69.37781524658203
2025-07-28,68.39485168457031
2025-07-29,68.52262878417969
2025-07-30,63.99114990234375
2025-07-31,63.588134765625
2025-08-01,62.84107971191406
2025-08-04,62.44789123535156
2025-08-05,61.23884201049805
2025-08-06,61.012760162353516
2025-08-07,61.33714294433594
2025-08-08,60.776851654052734
2025-08-11,60.511451721191406
2025-08-12,60.34434509277344
2025-08-13,61.130714416503906
2025-08-14,60.413150787353516
2025-08-15,61.02259063720703
2025-08-18,60.786678314208984
2025-08-19,61.59271240234375
2025-08-20,62.094024658203125
2025-08-21,61.867942810058594
2025-08-22,62.32993698120117
2025-08-25,60.904632568359375
2025-08-26,60.99310302734375
2025-08-27,60.70804214477539
2025-08-28,60.2362174987793
2025-08-29,60.39349365234375
2025-09-02,60.73753356933594
2025-09-03,60.25587844848633
2025-09-04,59.86268997192383
2025-09-05,60.688385009765625
2025-09-08,60.88497543334961
2025-09-09,61.50424575805664
2025-09-10,61.209354400634766
2025-09-11,60.99310302734375
2025-09-12,60.92429733276367
2025-09-15,60.55076599121094
2025-09-16,61.63203430175781
2025-09-17,61.75981903076172
2025-09-18,62.172664642333984
2025-09-19,62.62482833862305
2025-09-22,62.41840744018555
2025-09-23,62.73295211791992
2025-09-24,63.293243408203125
2025-09-25,61.49441909790039
2025-09-26,62.28078842163086
2025-09-29,61.56322479248047
2025-09-30,61.900123596191406
2025-10-01,62.59373474121094
2025-10-02,61.21641540527344
2025-10-03,62.098297119140625
2025-10-06,61.21641540527344
2025-10-07,62.028934478759766
2025-10-08,61.097511291503906
2025-10-09,60.44353103637695
2025-10-10,60.889427185058594
2025-10-13,60.61198043823242
2025-10-14,61.56322479248047
2025-10-15,61.097511291503906
2025-10-16,61.038055419921875
2025-10-17,61.89021301269531
2025-10-20,62.237022399902344
2025-10-21,61.18669128417969
2025-10-22,61.404685974121094
2025-10-23,60.45343780517578
2025-10-24,60.21562957763672
2025-10-27,61.097511291503906
2025-10-28,59.660736083984375
2025-10-29,57.322265625
2025-10-30,57.25290298461914
2025-10-31,56.93582534790039
2025-11-03,56.133216857910156
2025-11-04,55.568416595458984
2025-11-05,55.50896072387695
2025-11-06,55.67741012573242
2025-11-07,56.65837860107422
2025-11-10,55.73686218261719
2025-11-11,56.59892654418945
2025-11-12,56.48992919921875
2025-11-13,56.450294494628906
2025-11-14,56.34130096435547
2025-11-17,55.06306457519531
2025-11-18,55.271148681640625
2025-11-19,55.568416595458984
2025-11-20,55.241424560546875
2025-11-21,56.48002243041992
2025-11-24,55.67741012573242
2025-11-25,56.01430892944336
2025-11-26,56.688106536865234
2025-11-28,57.044822692871094
2025-12-01,55.885498046875
2025-12-02,55.4792366027832
2025-12-03,55.51886749267578
2025-12-04,55.29096603393555
2025-12-05,54.409088134765625
2025-12-08,54.26045227050781
2025-12-09,53.61638641357422
2025-12-10,53.39839172363281
2025-12-11,53.2993049621582
2025-12-12,53.54702377319336
2025-12-15,53.7650146484375
2025-12-16,53.477664947509766
2025-12-17,53.32902908325195
2025-12-18,54.2802734375
2025-12-19,54.00282669067383
2025-12-22,53.8145637512207
2025-12-23,53.65602111816406
2025-12-24,54.12173080444336
2025-12-26,54.14154815673828
2025-12-29,54.53790283203125
2025-12-30,54.310001373291016
2025-12-31,53.83000183105469
