Date,CSCO
2024-02-08,47.273216247558594
2024-02-09,47.44357681274414
2024-02-12,47.31107711791992
2024-02-13,46.979835510253906
2024-02-14,47.58553695678711
2024-02-15,46.4309196472168
2024-02-16,45.84413528442383
2024-02-20,45.69271469116211
2024-02-21,45.88199234008789
2024-02-22,45.96717071533203
2024-02-23,46.241634368896484
2024-02-26,45.8062858581543
2024-02-27,45.721107482910156
2024-02-28,45.48450469970703
2024-02-29,45.77788543701172
2024-03-01,45.8062858581543
2024-03-04,46.49715805053711
2024-03-05,46.326805114746094
2024-03-06,46.53501892089844
2024-03-07,46.27948760986328
2024-03-08,46.84733581542969
2024-03-11,47.528751373291016
2024-03-12,47.38678741455078
2024-03-13,47.42464828491211
2024-03-14,47.121795654296875
2024-03-15,46.307884216308594
2024-03-18,46.62965774536133
2024-03-19,46.506622314453125
2024-03-20,46.8946533203125
2024-03-21,47.20697021484375
2024-03-22,47.112327575683594
2024-03-25,47.01769256591797
2024-03-26,46.8946533203125
2024-03-27,47.102867126464844
2024-03-28,47.23536682128906
2024-04-01,47.358394622802734
2024-04-02,46.71483612060547
2024-04-03,46.504920959472656
2024-04-04,45.90381622314453
2024-04-05,46.323638916015625
2024-04-08,46.02785873413086
2024-04-09,47.71668243408203
2024-04-10,46.953372955322266
2024-04-11,47.25869369506836
2024-04-12,46.266387939453125
2024-04-15,46.02785873413086
2024-04-16,45.7225227355957
2024-04-17,45.59849166870117
2024-04-18,45.90381622314453
2024-04-19,46.10417938232422
2024-04-22,45.932437896728516
2024-04-23,46.10417938232422
2024-04-24,46.13280487060547
2024-04-25,45.89427185058594
2024-04-26,45.66527557373047
2024-04-29,45.58894348144531
2024-04-30,44.82563400268555
2024-05-01,44.69205093383789
2024-05-02,44.64434814453125
2024-05-03,44.9592170715332
2024-05-06,44.949676513671875
2024-05-07,45.111873626708984
2024-05-08,45.79886245727539
2024-05-09,45.59849166870117
2024-05-10,45.85610580444336
2024-05-13,46.44767761230469
2024-05-14,46.70529556274414
2024-05-15,47.39227294921875
2024-05-16,46.123268127441406
2024-05-17,45.961055755615234
2024-05-20,44.968753814697266
2024-05-21,44.7874641418457
2024-05-22,45.255001068115234
2024-05-23,44.46306228637695
2024-05-24,44.29130554199219
2024-05-28,44.15773010253906
2024-05-29,43.96690368652344
2024-05-30,44.005069732666016
2024-05-31,44.367645263671875
2024-06-03,44.51076889038086
2024-06-04,45.24545669555664
2024-06-05,43.90966033935547
2024-06-06,44.11002731323242
2024-06-07,43.737911224365234
2024-06-10,43.74745178222656
2024-06-11,43.67111587524414
2024-06-12,43.52799606323242
2024-06-13,43.43258285522461
2024-06-14,43.58525085449219
2024-06-17,43.59478759765625
2024-06-18,43.86195373535156
2024-06-20,44.57755661010742
2024-06-21,45.12141799926758
2024-06-24,45.111873626708984
2024-06-25,45.20729064941406
2024-06-26,44.71113967895508
2024-06-27,45.274085998535156
2024-06-28,45.331329345703125
2024-07-01,45.34086608886719
2024-07-02,45.111873626708984
2024-07-03,44.93059158325195
2024-07-05,44.8921012878418
2024-07-08,44.3243293762207
2024-07-09,44.07412338256836
2024-07-10,44.52642059326172
2024-07-11,44.997947692871094
2024-07-12,45.59458541870117
2024-07-15,45.613834381103516
2024-07-16,45.633079528808594
2024-07-17,46.69163131713867
2024-07-18,46.22971725463867
2024-07-19,45.53684997558594
2024-07-22,45.05569076538086
2024-07-23,44.6130256652832
2024-07-24,45.084556579589844
2024-07-25,45.45986557006836
2024-07-26,46.075748443603516
2024-07-29,46.18159866333008
2024-07-30,46.32594680786133
2024-07-31,46.624267578125
2024-08-01,45.60421371459961
2024-08-02,44.90171813964844
2024-08-05,43.054073333740234
2024-08-06,43.45824432373047
2024-08-07,43.41975402832031
2024-08-08,44.10300064086914
2024-08-09,43.75656509399414
2024-08-12,43.16954803466797
2024-08-13,43.66032791137695
2024-08-14,43.727691650390625
2024-08-15,46.70125198364258
2024-08-16,47.59621047973633
2024-08-19,48.096614837646484
2024-08-20,48.34681701660156
2024-08-21,48.54890823364258
2024-08-22,48.32756805419922
2024-08-23,48.82797622680664
2024-08-26,48.87609100341797
2024-08-27,48.799102783203125
2024-08-28,47.97151565551758
2024-08-29,48.49116134643555
2024-08-30,48.63551330566406
2024-09-03,48.17359924316406
2024-09-04,47.82716751098633
2024-09-05,47.27864456176758
2024-09-06,46.672386169433594
2024-09-09,46.864845275878906
2024-09-10,46.95145797729492
2024-09-11,47.259395599365234
2024-09-12,47.74055862426758
2024-09-13,47.92339324951172
2024-09-16,49.1070442199707
2024-09-17,48.702877044677734
2024-09-18,48.66438674926758
2024-09-19,49.501590728759766
2024-09-20,50.01162338256836
2024-09-23,50.22332763671875
2024-09-24,50.54090118408203
2024-09-25,50.66600036621094
2024-09-26,50.858463287353516
2024-09-27,51.02206039428711
2024-09-30,51.21451950073242
2024-10-01,50.75260925292969
2024-10-02,51.024112701416016
2024-10-03,50.83987808227539
2024-10-04,51.150177001953125
2024-10-07,50.91745376586914
2024-10-08,51.13077926635742
2024-10-09,51.93560791015625
2024-10-10,51.91621780395508
2024-10-11,52.604679107666016
2024-10-14,52.62407684326172
2024-10-15,52.43983459472656
2024-10-16,54.670082092285156
2024-10-17,54.68947219848633
2024-10-18,55.03855514526367
2024-10-21,54.87371063232422
2024-10-22,54.8834114074707
2024-10-23,54.573116302490234
2024-10-24,54.262821197509766
2024-10-25,54.04949188232422
2024-10-28,53.60344314575195
2024-10-29,53.99131393432617
2024-10-30,53.9040412902832
2024-10-31,53.108909606933594
2024-11-01,53.8167724609375
2024-11-04,54.13676834106445
2024-11-05,54.456756591796875
2024-11-06,56.11489486694336
2024-11-07,56.31852722167969
2024-11-08,56.299137115478516
2024-11-11,56.85184097290039
2024-11-12,56.929412841796875
2024-11-13,57.385162353515625
2024-11-14,56.16337585449219
2024-11-15,55.71733093261719
2024-11-18,55.571876525878906
2024-11-19,55.280975341796875
2024-11-20,55.75611114501953
2024-11-21,55.81429672241211
2024-11-22,56.77427291870117
2024-11-25,56.9585075378418
2024-11-26,57.78272247314453
2024-11-27,57.4918212890625
2024-11-29,57.41425323486328
2024-12-02,57.62758255004883
2024-12-03,57.676063537597656
2024-12-04,57.81181335449219
2024-12-05,58.19969177246094
2024-12-06,58.07362365722656
2024-12-09,57.16213607788086
2024-12-10,56.939117431640625
2024-12-11,56.81305694580078
2024-12-12,57.06516647338867
2024-12-13,56.84214401245117
2024-12-16,56.58032989501953
2024-12-17,56.74517822265625
2024-12-18,55.78519821166992
2024-12-19,55.882171630859375
2024-12-20,56.74517822265625
2024-12-23,57.191226959228516
2024-12-24,58.03484344482422
2024-12-26,58.1609001159668
2024-12-27,57.802120208740234
2024-12-30,57.394859313964844
2024-12-31,57.40456008911133
2025-01-02,57.307586669921875
2025-01-03,57.46379470825195
2025-01-06,57.37592697143555
2025-01-07,57.53213119506836
2025-01-08,57.79572677612305
2025-01-10,57.346641540527344
2025-01-13,57.36616134643555
2025-01-14,57.922645568847656
2025-01-15,58.55722427368164
2025-01-16,58.40101623535156
2025-01-17,58.80129623413086
2025-01-21,59.58231735229492
2025-01-22,60.168087005615234
2025-01-23,60.75385284423828
2025-01-24,60.75385284423828
2025-01-27,57.67858123779297
2025-01-28,58.020267486572266
2025-01-29,58.13742446899414
2025-01-30,59.03560256958008
2025-01-31,59.16252136230469
2025-02-03,59.592079162597656
2025-02-04,59.88496398925781
2025-02-05,61.085784912109375
2025-02-06,60.79290771484375
2025-02-07,60.79290771484375
2025-02-10,61.32009506225586
2025-02-11,60.9491081237793
2025-02-12,61.04673385620117
2025-02-13,62.32566452026367
2025-02-14,63.331233978271484
2025-02-18,63.057865142822266
2025-02-19,63.30193328857422
2025-02-20,63.1359748840332
2025-02-21,62.462337493896484
2025-02-24,61.73990249633789
2025-02-25,62.745460510253906
2025-02-26,62.559974670410156
2025-02-27,62.2963752746582
2025-02-28,62.58926010131836
2025-03-03,61.97420120239258
2025-03-04,61.75941848754883
2025-03-05,62.442813873291016
2025-03-06,61.90586471557617
2025-03-07,62.42329025268555
2025-03-10,60.587886810302734
2025-03-11,59.23085403442383
2025-03-12,59.02583694458008
2025-03-13,58.25457763671875
2025-03-14,59.06488800048828
2025-03-17,59.44563674926758
2025-03-18,58.86963653564453
2025-03-19,59.67018127441406
2025-03-20,59.18204116821289
2025-03-21,58.86963653564453
2025-03-24,59.52374267578125
2025-03-25,59.54327392578125
2025-03-26,60.33405303955078
2025-03-27,59.943538665771484
2025-03-28,59.416351318359375
2025-03-31,60.246185302734375
2025-04-01,60.33405303955078
2025-04-02,60.35357666015625
2025-04-03,56.3241081237793
2025-04-04,53.60176086425781
2025-04-07,53.473995208740234
2025-04-08,52.27498245239258
2025-04-09,57.1300048828125
2025-04-10,55.616493225097656
2025-04-11,56.34376907348633
2025-04-14,56.42238998413086
2025-04-15,56.215999603271484
2025-04-16,54.8007698059082
2025-04-17,54.8007698059082
2025-04-21,53.43468475341797
2025-04-22,54.09315872192383
2025-04-23,54.67301559448242
2025-04-24,55.3216552734375
2025-04-25,55.734432220458984
2025-04-28,55.8621940612793
2025-04-29,56.35359191894531
2025-04-30,56.736881256103516
2025-05-01,57.120174407958984
2025-05-02,58.309364318847656
2025-05-05,58.29952621459961
2025-05-06,58.20125198364258
2025-05-07,58.545230865478516
2025-05-08,58.68281936645508
2025-05-09,58.741790771484375
2025-05-12,60.60910415649414
2025-05-13,60.71721267700195
2025-05-14,60.23564529418945
2025-05-15,63.1545524597168
2025-05-16,62.52555465698242
2025-05-19,62.820396423339844
2025-05-20,62.32899856567383
2025-05-21,62.11278533935547
2025-05-22,62.27003479003906
2025-05-23,62.02433776855469
2025-05-27,62.653324127197266
2025-05-28,62.25037384033203
2025-05-29,61.96536636352539
2025-05-30,61.955535888671875
2025-06-02,62.75160217285156
2025-06-03,63.252830505371094
2025-06-04,63.28231430053711
2025-06-05,63.50836181640625
2025-06-06,64.923583984375
2025-06-09,64.76634216308594
2025-06-10,64.02924346923828
2025-06-11,63.085758209228516
2025-06-12,63.9801025390625
2025-06-13,62.98746871948242
2025-06-16,64.38304138183594
2025-06-17,64.20613861083984
2025-06-18,64.70736694335938
2025-06-20,65.17911529541016
2025-06-23,66.22087097167969
2025-06-24,66.72210693359375
2025-06-25,67.0169448852539
2025-06-26,67.76386260986328
2025-06-27,67.46903228759766
2025-06-30,68.18647003173828
2025-07-01,67.91129302978516
2025-07-02,67.4100570678711
2025-07-03,68.58662414550781
2025-07-07,68.15159606933594
2025-07-08,67.8154296875
2025-07-09,68.48774719238281
2025-07-10,67.98351287841797
2025-07-11,67.18266296386719
2025-07-14,67.05413055419922
2025-07-15,66.42135620117188
2025-07-16,66.60921478271484
2025-07-17,67.5287094116211
2025-07-18,67.28153228759766
2025-07-21,67.56825256347656
2025-07-22,67.39028930664062
2025-07-23,67.8450927734375
2025-07-24,67.5188217163086
2025-07-25,67.914306640625
2025-07-28,67.15299987792969
2025-07-29,67.19255065917969
2025-07-30,67.5089340209961
2025-07-31,67.31119537353516
2025-08-01,66.35214233398438
2025-08-04,67.71656036376953
2025-08-05,66.75751495361328
2025-08-06,68.42842864990234
2025-08-07,69.11064147949219
2025-08-08,70.97930145263672
2025-08-11,69.8719482421875
2025-08-12,70.57392120361328
2025-08-13,69.60499572753906
2025-08-14,68.51741790771484
2025-08-15,65.4524154663086
2025-08-18,66.1939468383789
2025-08-19,66.006103515625
2025-08-20,66.35214233398438
2025-08-21,66.2631607055664
2025-08-22,66.55977630615234
2025-08-25,66.3818130493164
2025-08-26,67.61769104003906
2025-08-27,67.66712951660156
2025-08-28,68.64595031738281
2025-08-29,68.30978393554688
2025-09-02,67.03436279296875
2025-09-03,66.90582275390625
2025-09-04,67.22220611572266
2025-09-05,66.14452362060547
2025-09-08,66.12474060058594
2025-09-09,66.57954406738281
2025-09-10,67.36062622070312
2025-09-11,66.92559814453125
2025-09-12,65.77870178222656
2025-09-15,66.2631607055664
2025-09-16,66.17417907714844
2025-09-17,66.95525360107422
2025-09-18,67.9044189453125
2025-09-19,67.43972778320312
2025-09-22,66.98492431640625
2025-09-23,66.77729034423828
2025-09-24,66.55977630615234
2025-09-25,67.08378601074219
2025-09-26,66.46090698242188
2025-09-29,66.95525360107422
2025-09-30,67.64735412597656
2025-10-01,67.97362518310547
2025-10-02,67.53858947753906
2025-10-03,67.55848693847656
2025-10-06,68.54322814941406
2025-10-07,68.62279510498047
2025-10-08,69.9556655883789
2025-10-09,69.58763122558594
2025-10-10,67.57838439941406
2025-10-13,67.10093688964844
2025-10-14,68.2945556640625
2025-10-15,69.14997100830078
2025-10-16,68.72225952148438
2025-10-17,69.75672149658203
2025-10-20,70.27396392822266
2025-10-21,70.34358978271484
2025-10-22,70.2839126586914
2025-10-23,69.89598083496094
2025-10-24,70.25406646728516
2025-10-27,71.01001739501953
2025-10-28,72.23347473144531
2025-10-29,70.9503402709961
2025-10-30,72.52193450927734
2025-10-31,72.72086334228516
2025-11-03,74.0537338256836
2025-11-04,71.93507385253906
2025-11-05,71.71623992919922
2025-11-06,70.6618881225586
2025-11-07,70.69172668457031
2025-11-10,71.70629119873047
2025-11-11,71.32831573486328
2025-11-12,73.56634521484375
2025-11-13,76.9681396484375
2025-11-14,77.5848388671875
2025-11-17,77.36601257324219
2025-11-18,76.95819854736328
2025-11-19,77.97276306152344
2025-11-20,75.03846740722656
2025-11-21,75.69495391845703
2025-11-24,75.8342056274414
2025-11-25,75.91378021240234
2025-11-26,75.66510772705078
2025-11-28,76.53048706054688
2025-12-01,75.63526916503906
2025-12-02,76.46085357666016
2025-12-03,77.33616638183594
2025-12-04,77.34611511230469
2025-12-05,77.55500030517578
2025-12-08,78.44026184082031
2025-12-09,79.08680725097656
2025-12-10,79.82286071777344
2025-12-11,78.84807586669922
2025-12-12,77.38591003417969
2025-12-15,77.83351135253906
2025-12-16,77.13723754882812
2025-12-17,75.5954818725586
2025-12-18,76.5404281616211
2025-12-19,78.00260162353516
2025-12-22,77.69425201416016
2025-12-23,77.60472869873047
2025-12-24,77.60472869873047
2025-12-26,77.74398803710938
2025-12-29,77.37596130371094
2025-12-30,76.99798583984375
2025-12-31,76.62000274658203
