Date,NEE
2023-09-26,60.65998458862305
2023-09-27,55.66532516479492
2023-09-28,52.99160385131836
2023-09-29,53.18656539916992
2023-10-02,48.41471862792969
2023-10-03,48.999595642089844
2023-10-04,46.99430847167969
2023-10-05,45.908111572265625
2023-10-06,46.64152908325195
2023-10-09,45.78742218017578
2023-10-10,47.885555267333984
2023-10-11,49.70516586303711
2023-10-12,49.20383834838867
2023-10-13,50.58711242675781
2023-10-16,50.4849967956543
2023-10-17,50.290035247802734
2023-10-18,49.4266471862793
2023-10-19,48.63752746582031
2023-10-20,48.23832702636719
2023-10-23,47.829837799072266
2023-10-24,51.171993255615234
2023-10-25,52.416011810302734
2023-10-26,53.446510314941406
2023-10-27,52.21177291870117
2023-10-30,53.10301208496094
2023-10-31,54.12422180175781
2023-11-01,54.24490737915039
2023-11-02,55.6189079284668
2023-11-03,55.12686538696289
2023-11-06,54.811222076416016
2023-11-07,54.272762298583984
2023-11-08,53.38152313232422
2023-11-09,50.80064010620117
2023-11-10,51.19055938720703
2023-11-13,50.59640121459961
2023-11-14,53.42794418334961
2023-11-15,52.917335510253906
2023-11-16,52.54598617553711
2023-11-17,53.260833740234375
2023-11-20,53.23298645019531
2023-11-21,53.82714080810547
2023-11-22,53.78783416748047
2023-11-24,53.862709045410156
2023-11-27,53.89078140258789
2023-11-28,54.43362808227539
2023-11-29,54.620811462402344
2023-11-30,54.761199951171875
2023-12-01,55.378910064697266
2023-12-04,54.910945892333984
2023-12-05,54.499141693115234
2023-12-06,56.34292221069336
2023-12-07,56.015342712402344
2023-12-08,55.87495422363281
2023-12-11,55.884307861328125
2023-12-12,55.706485748291016
2023-12-13,58.50491714477539
2023-12-14,58.75761413574219
2023-12-15,57.559627532958984
2023-12-18,57.0916633605957
2023-12-19,57.62513732910156
2023-12-20,56.0059814453125
2023-12-21,55.78135681152344
2023-12-22,55.921749114990234
2023-12-26,56.35227584838867
2023-12-27,56.698577880859375
2023-12-28,57.110382080078125
2023-12-29,56.84832763671875
2024-01-02,57.62513732910156
2024-01-03,58.018226623535156
2024-01-04,57.84040069580078
2024-01-05,58.10246658325195
2024-01-08,58.88864517211914
2024-01-09,58.036949157714844
2024-01-10,58.28964614868164
2024-01-11,56.8296012878418
2024-01-12,57.12910079956055
2024-01-16,56.48330307006836
2024-01-17,54.53657913208008
2024-01-18,53.9563102722168
2024-01-19,53.591285705566406
2024-01-22,53.207557678222656
2024-01-23,53.7036018371582
2024-01-24,53.357303619384766
2024-01-25,54.26515197753906
2024-01-26,54.733116149902344
2024-01-29,55.75328826904297
2024-01-30,55.48186492919922
2024-01-31,54.873512268066406
2024-02-01,55.921749114990234
2024-02-02,54.42427062988281
2024-02-05,52.38393783569336
2024-02-06,52.627281188964844
2024-02-07,52.76767349243164
2024-02-08,52.683441162109375
2024-02-09,52.954856872558594
2024-02-12,53.862709045410156
2024-02-13,51.7100715637207
2024-02-14,52.421382904052734
2024-02-15,53.600643157958984
2024-02-16,53.37602996826172
2024-02-20,52.982940673828125
2024-02-21,53.4415397644043
2024-02-22,53.03908920288086
2024-02-23,53.14204406738281
2024-02-26,52.088932037353516
2024-02-27,52.47617721557617
2024-02-28,51.98503494262695
2024-02-29,52.126708984375
2024-03-01,52.145599365234375
2024-03-04,51.91892623901367
2024-03-05,52.32505416870117
2024-03-06,52.447837829589844
2024-03-07,53.127872467041016
2024-03-08,54.601287841796875
2024-03-11,54.657955169677734
2024-03-12,53.97792053222656
2024-03-13,56.23527145385742
2024-03-14,56.23527145385742
2024-03-15,56.74529266357422
2024-03-18,56.83029556274414
2024-03-19,57.86924743652344
2024-03-20,58.747623443603516
2024-03-21,57.95425033569336
2024-03-22,58.35093688964844
2024-03-25,59.134864807128906
2024-03-26,58.02036666870117
2024-03-27,60.24937057495117
2024-03-28,60.362709045410156
2024-04-01,59.86212921142578
2024-04-02,59.38988494873047
2024-04-03,59.07819747924805
2024-04-04,60.19270324707031
2024-04-05,60.61772537231445
2024-04-08,61.25998306274414
2024-04-09,61.751121520996094
2024-04-10,60.4571647644043
2024-04-11,60.391048431396484
2024-04-12,59.57878875732422
2024-04-15,59.26709747314453
2024-04-16,58.27538299560547
2024-04-17,60.24937057495117
2024-04-18,60.4571647644043
2024-04-19,60.73106384277344
2024-04-22,61.68500900268555
2024-04-23,62.525604248046875
2024-04-24,62.86561965942383
2024-04-25,63.18675994873047
2024-04-26,62.32726287841797
2024-04-29,63.677894592285156
2024-04-30,63.25286102294922
2024-05-01,64.80184936523438
2024-05-02,65.02852630615234
2024-05-03,66.24693298339844
2024-05-06,67.29531860351562
2024-05-07,67.95645141601562
2024-05-08,68.8064956665039
2024-05-09,70.44048309326172
2024-05-10,69.6943359375
2024-05-13,70.44048309326172
2024-05-14,71.23385620117188
2024-05-15,72.77338409423828
2024-05-16,72.1689224243164
2024-05-17,71.86666107177734
2024-05-20,71.65888977050781
2024-05-21,72.67893981933594
2024-05-22,72.08390045166016
2024-05-23,71.139404296875
2024-05-24,72.35780334472656
2024-05-28,73.22673797607422
2024-05-29,72.42391967773438
2024-05-30,73.85011291503906
2024-05-31,75.57853698730469
2024-06-03,73.87217712402344
2024-06-04,73.33982849121094
2024-06-05,73.24478149414062
2024-06-06,72.91205596923828
2024-06-07,71.6667709350586
2024-06-10,73.1687240600586
2024-06-11,69.14762878417969
2024-06-12,68.69133758544922
2024-06-13,69.5658950805664
2024-06-14,69.45182800292969
2024-06-17,68.7388687133789
2024-06-18,66.96121978759766
2024-06-20,68.88146209716797
2024-06-21,69.21417236328125
2024-06-24,70.20280456542969
2024-06-25,69.37578582763672
2024-06-26,69.74651336669922
2024-06-27,70.0792236328125
2024-06-28,67.31293487548828
2024-07-01,66.4478988647461
2024-07-02,66.98974609375
2024-07-03,68.2825698852539
2024-07-05,68.52973937988281
2024-07-08,68.54875183105469
2024-07-09,68.5582504272461
2024-07-10,69.29973602294922
2024-07-11,71.01083374023438
2024-07-12,72.24662780761719
2024-07-15,67.46503448486328
2024-07-16,68.34912109375
2024-07-17,67.39850616455078
2024-07-18,68.13047790527344
2024-07-19,68.44417572021484
2024-07-22,69.29973602294922
2024-07-23,68.54875183105469
2024-07-24,71.6857681274414
2024-07-25,69.81307220458984
2024-07-26,70.59256744384766
2024-07-29,70.66860961914062
2024-07-30,70.61157989501953
2024-07-31,72.61737060546875
2024-08-01,74.51859283447266
2024-08-02,75.2885971069336
2024-08-05,72.89305114746094
2024-08-06,73.1687240600586
2024-08-07,73.7295913696289
2024-08-08,73.71057891845703
2024-08-09,73.63452911376953
2024-08-12,73.74860382080078
2024-08-13,74.2619400024414
2024-08-14,74.15736389160156
2024-08-15,73.58700561523438
2024-08-16,74.68970489501953
2024-08-19,75.43119049072266
2024-08-20,75.0794677734375
2024-08-21,75.70686340332031
2024-08-22,75.02242279052734
2024-08-23,75.72587585449219
2024-08-26,76.6574935913086
2024-08-27,75.67833709716797
2024-08-28,75.48822784423828
2024-08-29,76.07759857177734
2024-08-30,77.02959442138672
2024-09-03,76.47466278076172
2024-09-04,77.574951171875
2024-09-05,76.85737609863281
2024-09-06,76.52250671386719
2024-09-09,77.68019104003906
2024-09-10,78.74221801757812
2024-09-11,79.82337188720703
2024-09-12,79.85206604003906
2024-09-13,80.99063110351562
2024-09-16,80.9810562133789
2024-09-17,81.29678344726562
2024-09-18,80.63661193847656
2024-09-19,78.73265075683594
2024-09-20,79.18232727050781
2024-09-23,81.15326690673828
2024-09-24,80.64618682861328
2024-09-25,80.96192932128906
2024-09-26,79.85206604003906
2024-09-27,80.88538360595703
2024-09-30,80.87581634521484
2024-10-01,81.58381652832031
2024-10-02,81.73690795898438
2024-10-03,81.37333679199219
2024-10-04,80.22520446777344
2024-10-07,76.81910705566406
2024-10-08,77.02001953125
2024-10-09,77.09657287597656
2024-10-10,77.44100189208984
2024-10-11,78.32122802734375
2024-10-14,79.32584381103516
2024-10-15,79.21102905273438
2024-10-16,80.74185943603516
2024-10-17,80.15823364257812
2024-10-18,80.73229217529297
2024-10-21,80.39743041992188
2024-10-22,80.0816879272461
2024-10-23,81.2872314453125
2024-10-24,79.23017120361328
2024-10-25,77.90982818603516
2024-10-28,79.28756713867188
2024-10-29,76.12065887451172
2024-10-30,75.67097473144531
2024-10-31,75.82405853271484
2024-11-01,74.00619506835938
2024-11-04,74.98209381103516
2024-11-05,75.25
2024-11-06,71.29853820800781
2024-11-07,71.39421844482422
2024-11-08,73.64262390136719
2024-11-11,72.62844848632812
2024-11-12,71.0497817993164
2024-11-13,71.03063201904297
2024-11-14,72.02568054199219
2024-11-15,73.04943084716797
2024-11-18,73.08769226074219
2024-11-19,73.74787902832031
2024-11-20,73.55651092529297
2024-11-21,74.01576232910156
2024-11-22,73.20187377929688
2024-11-25,73.81830596923828
2024-11-26,74.63701629638672
2024-11-27,75.62908935546875
2024-11-29,75.7735824584961
2024-12-02,74.23248291015625
2024-12-03,73.48119354248047
2024-12-04,72.95144653320312
2024-12-05,73.3945083618164
2024-12-06,72.4698486328125
2024-12-09,71.94973754882812
2024-12-10,71.41035461425781
2024-12-11,71.25625610351562
2024-12-12,70.52423095703125
2024-12-13,70.90950775146484
2024-12-16,70.11006164550781
2024-12-17,69.60919952392578
2024-12-18,67.92363739013672
2024-12-19,67.20124053955078
2024-12-20,69.03129577636719
2024-12-23,69.82110595703125
2024-12-24,70.22564697265625
2024-12-26,69.70552062988281
2024-12-27,69.4551010131836
2024-12-30,69.11799621582031
2024-12-31,69.0505599975586
2025-01-02,68.97350311279297
2025-01-03,69.3395004272461
2025-01-06,68.61711883544922
2025-01-07,67.83694458007812
2025-01-08,68.05848693847656
2025-01-10,64.89923858642578
2025-01-13,64.49470520019531
2025-01-14,65.47715759277344
2025-01-15,66.7389144897461
2025-01-16,68.74234008789062
2025-01-17,68.15480041503906
2025-01-21,68.24148559570312
2025-01-22,65.96837615966797
2025-01-23,66.6811294555664
2025-01-24,70.1485824584961
2025-01-27,71.11177062988281
2025-01-28,67.94290161132812
2025-01-29,68.28001403808594
2025-01-30,68.67491912841797
2025-01-31,68.92534637451172
2025-02-03,68.43412780761719
2025-02-04,67.32646942138672
2025-02-05,66.6522216796875
2025-02-06,66.71965789794922
2025-02-07,65.75646209716797
2025-02-10,67.13382720947266
2025-02-11,67.74063110351562
2025-02-12,66.72928619384766
2025-02-13,66.0743179321289
2025-02-14,65.55419921875
2025-02-18,65.9780044555664
2025-02-19,66.51738739013672
2025-02-20,67.55763244628906
2025-02-21,68.94461822509766
2025-02-24,68.1933364868164
2025-02-25,68.65565490722656
2025-02-26,68.39559936523438
2025-02-27,66.82559967041016
2025-02-28,68.14341735839844
2025-03-03,69.5515365600586
2025-03-04,68.80377197265625
2025-03-05,68.44447326660156
2025-03-06,67.988037109375
2025-03-07,70.7265853881836
2025-03-10,73.9604263305664
2025-03-11,71.89192962646484
2025-03-12,70.81399536132812
2025-03-13,70.62948608398438
2025-03-14,71.4258041381836
2025-03-17,70.02738952636719
2025-03-18,68.65811157226562
2025-03-19,68.46388244628906
2025-03-20,69.09510803222656
2025-03-21,68.8329086303711
2025-03-24,68.04630279541016
2025-03-25,66.60904693603516
2025-03-26,67.71612548828125
2025-03-27,68.00746154785156
2025-03-28,68.41532897949219
2025-03-31,68.84262084960938
2025-04-01,68.87174224853516
2025-04-02,68.44447326660156
2025-04-03,70.0565185546875
2025-04-04,64.97757720947266
2025-04-07,63.180992126464844
2025-04-08,62.25843811035156
2025-04-09,65.62821960449219
2025-04-10,64.79306030273438
2025-04-11,63.909332275390625
2025-04-14,65.73503875732422
2025-04-15,65.7059097290039
2025-04-16,63.7442512512207
2025-04-17,64.39488983154297
2025-04-21,62.811981201171875
2025-04-22,64.71537017822266
2025-04-23,65.3271713256836
2025-04-24,64.4337387084961
2025-04-25,64.1812515258789
2025-04-28,64.27835845947266
2025-04-29,65.30775451660156
2025-04-30,64.94843292236328
2025-05-01,64.14241027832031
2025-05-02,65.15237426757812
2025-05-05,64.19095611572266
2025-05-06,64.6182632446289
2025-05-07,65.4145736694336
2025-05-08,66.34683990478516
2025-05-09,68.27936553955078
2025-05-12,67.67728424072266
2025-05-13,70.02738952636719
2025-05-14,70.1050796508789
2025-05-15,72.39691925048828
2025-05-16,72.83392333984375
2025-05-19,71.72683715820312
2025-05-20,72.2609634399414
2025-05-21,69.4738540649414
2025-05-22,65.00669860839844
2025-05-23,65.80301666259766
2025-05-27,66.07493591308594
2025-05-28,65.2688980102539
2025-05-29,66.99749755859375
2025-05-30,68.59984588623047
2025-06-02,68.67522430419922
2025-06-03,69.4583969116211
2025-06-04,68.41089630126953
2025-06-05,69.99684143066406
2025-06-06,70.6429672241211
2025-06-09,70.38843536376953
2025-06-10,71.27930450439453
2025-06-11,71.4653091430664
2025-06-12,72.28765106201172
2025-06-13,73.2078857421875
2025-06-16,72.22891235351562
2025-06-17,70.34927368164062
2025-06-18,70.06536865234375
2025-06-20,70.02621459960938
2025-06-23,69.24303436279297
2025-06-24,69.8989486694336
2025-06-25,68.8612289428711
2025-06-26,69.49755859375
2025-06-27,69.39966583251953
2025-06-30,67.96056365966797
2025-07-01,71.52404022216797
2025-07-02,71.48487854003906
2025-07-03,72.32679748535156
2025-07-07,73.17851257324219
2025-07-08,70.93666076660156
2025-07-09,72.10164642333984
2025-07-10,73.07083129882812
2025-07-11,72.83586883544922
2025-07-14,73.4624252319336
2025-07-15,73.12956237792969
2025-07-16,73.1980972290039
2025-07-17,73.59947204589844
2025-07-18,74.35327911376953
2025-07-21,74.56865692138672
2025-07-22,75.90985870361328
2025-07-23,71.2890853881836
2025-07-24,70.45696258544922
2025-07-25,70.33948516845703
2025-07-28,69.84020233154297
2025-07-29,70.4373779296875
2025-07-30,69.49755859375
2025-07-31,69.56609344482422
2025-08-01,68.91996765136719
2025-08-04,69.04723358154297
2025-08-05,69.6835708618164
2025-08-06,69.0570297241211
2025-08-07,71.05413818359375
2025-08-08,70.88771057128906
2025-08-11,70.92686462402344
2025-08-12,70.34927368164062
2025-08-13,70.78002166748047
2025-08-14,70.72128295898438
2025-08-15,73.82464599609375
2025-08-18,74.12812805175781
2025-08-19,74.90151977539062
2025-08-20,74.57844543457031
2025-08-21,74.48056030273438
2025-08-22,74.71550750732422
2025-08-25,73.73653411865234
2025-08-26,73.2666244506836
2025-08-27,72.33659362792969
2025-08-28,71.12017822265625
2025-08-29,71.08072662353516
2025-09-02,71.67265319824219
2025-09-03,70.66637420654297
2025-09-04,69.91659545898438
2025-09-05,69.94619750976562
2025-09-08,68.83139038085938
2025-09-09,69.12735748291016
2025-09-10,70.08430480957031
2025-09-11,70.36054229736328
2025-09-12,70.67623901367188
2025-09-15,70.53811645507812
2025-09-16,68.89058685302734
2025-09-17,69.36412048339844
2025-09-18,69.8376693725586
2025-09-19,70.12377166748047
2025-09-22,71.37667846679688
2025-09-23,71.34708404541016
2025-09-24,72.83677673339844
2025-09-25,73.64574432373047
2025-09-26,74.82959747314453
2025-09-29,75.18475341796875
2025-09-30,74.47444152832031
2025-10-01,77.61165618896484
2025-10-02,77.12825012207031
2025-10-03,78.98295593261719
2025-10-06,81.00538635253906
2025-10-07,82.09058380126953
2025-10-08,82.90941619873047
2025-10-09,82.58385467529297
2025-10-10,82.22869873046875
2025-10-13,83.16593170166016
2025-10-14,83.50135040283203
2025-10-15,84.63587951660156
2025-10-16,83.90583801269531
2025-10-17,83.392822265625
2025-10-20,83.62959289550781
2025-10-21,82.86009216308594
2025-10-22,81.7255630493164
2025-10-23,82.13005065917969
2025-10-24,83.27444458007812
2025-10-27,84.87265014648438
2025-10-28,82.44574737548828
2025-10-29,80.66009521484375
2025-10-30,80.54170989990234
2025-10-31,80.30493927001953
2025-11-03,80.67982482910156
2025-11-04,80.59103393554688
2025-11-05,81.03498077392578
2025-11-06,80.89686584472656
2025-11-07,82.8009033203125
2025-11-10,83.62959289550781
2025-11-11,84.60628509521484
2025-11-12,84.73452758789062
2025-11-13,82.86009216308594
2025-11-14,82.7515640258789
2025-11-17,84.5964126586914
2025-11-18,83.50135040283203
2025-11-19,83.13632202148438
2025-11-20,83.16593170166016
2025-11-21,82.91463470458984
2025-11-24,83.65956115722656
2025-11-25,84.2554931640625
2025-11-26,84.96068572998047
2025-11-28,85.70560455322266
2025-12-01,84.07671356201172
2025-12-02,84.00718688964844
2025-12-03,84.37467956542969
2025-12-04,82.82524108886719
2025-12-05,82.56700134277344
2025-12-08,80.00447845458984
2025-12-09,79.10063934326172
2025-12-10,80.71959686279297
2025-12-11,80.6600112915039
2025-12-12,81.09703063964844
2025-12-15,81.09703063964844
2025-12-16,80.7692642211914
2025-12-17,79.7462387084961
2025-12-18,80.30244445800781
2025-12-19,79.0013198852539
2025-12-22,79.49793243408203
2025-12-23,79.24962615966797
2025-12-24,79.9051513671875
2025-12-26,79.86543273925781
2025-12-29,79.72637176513672
2025-12-30,79.98461151123047
2025-12-31,79.7363052368164
