Date,DUK
2024-02-29,85.38694763183594
2024-03-01,84.4850082397461
2024-03-04,85.93555450439453
2024-03-05,86.18661499023438
2024-03-06,87.46978759765625
2024-03-07,87.85102844238281
2024-03-08,88.27875518798828
2024-03-11,89.1156005859375
2024-03-12,88.34383392333984
2024-03-13,88.79944610595703
2024-03-14,88.38103485107422
2024-03-15,88.06487274169922
2024-03-18,88.27875518798828
2024-03-19,88.46470642089844
2024-03-20,88.71576690673828
2024-03-21,88.2973403930664
2024-03-22,87.9719009399414
2024-03-25,88.18576049804688
2024-03-26,87.09785461425781
2024-03-27,89.34806060791016
2024-03-28,89.924560546875
2024-04-01,89.32946014404297
2024-04-02,89.76648712158203
2024-04-03,89.2364730834961
2024-04-04,89.3759536743164
2024-04-05,89.18067932128906
2024-04-08,89.5526123046875
2024-04-09,90.49175262451172
2024-04-10,88.71576690673828
2024-04-11,88.60418701171875
2024-04-12,88.24154663085938
2024-04-15,87.52557373046875
2024-04-16,86.3539810180664
2024-04-17,87.86961364746094
2024-04-18,89.19927978515625
2024-04-19,91.34720611572266
2024-04-22,91.23563385009766
2024-04-23,91.31001281738281
2024-04-24,92.01669311523438
2024-04-25,92.08177947998047
2024-04-26,90.8543930053711
2024-04-29,91.80284118652344
2024-04-30,91.36579895019531
2024-05-01,92.77915954589844
2024-05-02,92.34213256835938
2024-05-03,93.22549438476562
2024-05-06,93.3742446899414
2024-05-07,95.08516693115234
2024-05-08,95.19673919677734
2024-05-09,95.79181671142578
2024-05-10,95.46639251708984
2024-05-13,95.67095184326172
2024-05-14,95.13164520263672
2024-05-15,96.09867095947266
2024-05-16,96.58232879638672
2024-05-17,97.56844329833984
2024-05-20,97.35244750976562
2024-05-21,98.02863311767578
2024-05-22,97.14582824707031
2024-05-23,95.59623718261719
2024-05-24,95.9531021118164
2024-05-28,95.02335357666016
2024-05-29,94.30958557128906
2024-05-30,95.13605499267578
2024-05-31,97.2679214477539
2024-06-03,97.11766815185547
2024-06-04,98.23524475097656
2024-06-05,96.92042541503906
2024-06-06,96.60112762451172
2024-06-07,96.375732421875
2024-06-10,96.28182220458984
2024-06-11,96.13155364990234
2024-06-12,95.15483093261719
2024-06-13,95.09847259521484
2024-06-14,96.13155364990234
2024-06-17,94.66647338867188
2024-06-18,93.94332122802734
2024-06-20,94.0090560913086
2024-06-21,93.7648696899414
2024-06-24,95.33326721191406
2024-06-25,94.10297393798828
2024-06-26,93.86819458007812
2024-06-27,94.46923828125
2024-06-28,94.13116455078125
2024-07-01,93.30470275878906
2024-07-02,93.73670196533203
2024-07-03,93.7648696899414
2024-07-05,94.44107055664062
2024-07-08,94.5162124633789
2024-07-09,94.7979507446289
2024-07-10,96.57295227050781
2024-07-11,98.103759765625
2024-07-12,98.97718048095703
2024-07-15,98.91143798828125
2024-07-16,100.04779815673828
2024-07-17,100.97756958007812
2024-07-18,100.40469360351562
2024-07-19,100.41407775878906
2024-07-22,100.99635314941406
2024-07-23,100.6019058227539
2024-07-24,101.99185180664062
2024-07-25,101.01513671875
2024-07-26,101.4565200805664
2024-07-29,102.06698608398438
2024-07-30,103.2127456665039
2024-07-31,102.62107849121094
2024-08-01,105.74845123291016
2024-08-02,106.98812866210938
2024-08-05,104.25520324707031
2024-08-06,106.04898834228516
2024-08-07,106.60309600830078
2024-08-08,105.58879852294922
2024-08-09,105.81420135498047
2024-08-12,106.47160339355469
2024-08-13,106.80030822753906
2024-08-14,106.5561294555664
2024-08-15,106.2274169921875
2024-08-16,106.45018768310547
2024-08-19,106.84830474853516
2024-08-20,106.52600860595703
2024-08-21,106.8577880859375
2024-08-22,106.27955627441406
2024-08-23,106.50706481933594
2024-08-26,107.12320709228516
2024-08-27,106.07101440429688
2024-08-28,106.82933807373047
2024-08-29,107.10423278808594
2024-08-30,108.01423645019531
2024-09-03,109.75839233398438
2024-09-04,110.96223449707031
2024-09-05,110.76316833496094
2024-09-06,110.52619171142578
2024-09-09,111.05702209472656
2024-09-10,110.83899688720703
2024-09-11,110.14702606201172
2024-09-12,109.92900848388672
2024-09-13,111.19921112060547
2024-09-16,111.56887817382812
2024-09-17,110.64942169189453
2024-09-18,109.84368896484375
2024-09-19,109.14224243164062
2024-09-20,110.30817413330078
2024-09-23,111.19921112060547
2024-09-24,109.93848419189453
2024-09-25,110.15650177001953
2024-09-26,109.1706771850586
2024-09-27,109.92900848388672
2024-09-30,109.29391479492188
2024-10-01,110.16598510742188
2024-10-02,110.60202026367188
2024-10-03,109.72994232177734
2024-10-04,108.10902404785156
2024-10-07,104.4880142211914
2024-10-08,104.90508270263672
2024-10-09,105.52123260498047
2024-10-10,107.22746276855469
2024-10-11,108.22277069091797
2024-10-14,109.0948486328125
2024-10-15,111.01910400390625
2024-10-16,113.54053497314453
2024-10-17,114.29885864257812
2024-10-18,114.469482421875
2024-10-21,113.64481353759766
2024-10-22,113.63533020019531
2024-10-23,114.28938293457031
2024-10-24,112.82012176513672
2024-10-25,111.10440826416016
2024-10-28,110.96223449707031
2024-10-29,108.45027923583984
2024-10-30,108.0616226196289
2024-10-31,109.26546478271484
2024-11-01,106.81037139892578
2024-11-04,106.65872192382812
2024-11-05,108.13745880126953
2024-11-06,107.71090698242188
2024-11-07,105.29373931884766
2024-11-08,107.33173370361328
2024-11-11,106.60184478759766
2024-11-12,106.05206298828125
2024-11-13,105.51174926757812
2024-11-14,104.91456604003906
2024-11-15,107.34040832519531
2024-11-18,108.65143585205078
2024-11-19,108.68971252441406
2024-11-20,108.84281158447266
2024-11-21,109.91459655761719
2024-11-22,109.76148223876953
2024-11-25,110.04856872558594
2024-11-26,112.000732421875
2024-11-27,112.36437225341797
2024-11-29,112.01031494140625
2024-12-02,110.2208251953125
2024-12-03,108.74712371826172
2024-12-04,108.4026107788086
2024-12-05,109.1011962890625
2024-12-06,107.2734375
2024-12-09,107.04376220703125
2024-12-10,106.32605743408203
2024-12-11,104.87149810791016
2024-12-12,104.46001434326172
2024-12-13,104.13465118408203
2024-12-16,102.81407928466797
2024-12-17,103.24469757080078
2024-12-18,101.20640563964844
2024-12-19,102.46957397460938
2024-12-20,103.6178970336914
2024-12-23,103.88584899902344
2024-12-24,104.2781982421875
2024-12-26,103.6466064453125
2024-12-27,103.67532348632812
2024-12-30,103.07244873046875
2024-12-31,103.10115051269531
2025-01-02,103.1777114868164
2025-01-03,103.13943481445312
2025-01-06,101.7901382446289
2025-01-07,102.21119689941406
2025-01-08,103.57005310058594
2025-01-10,101.31167602539062
2025-01-13,101.57003784179688
2025-01-14,102.24948120117188
2025-01-15,101.86669921875
2025-01-16,104.36432647705078
2025-01-17,104.55570983886719
2025-01-21,106.00069427490234
2025-01-22,104.13465118408203
2025-01-23,104.63225555419922
2025-01-24,105.1298828125
2025-01-27,107.77105712890625
2025-01-28,106.5174331665039
2025-01-29,105.8571548461914
2025-01-30,107.42655181884766
2025-01-31,107.16815948486328
2025-02-03,108.32606506347656
2025-02-04,107.58921813964844
2025-02-05,108.95765686035156
2025-02-06,109.58924102783203
2025-02-07,110.03900146484375
2025-02-10,110.62273406982422
2025-02-11,111.66580963134766
2025-02-12,111.35958099365234
2025-02-13,109.04377746582031
2025-02-14,107.78340911865234
2025-02-18,107.09769439697266
2025-02-19,107.9669189453125
2025-02-20,109.29006958007812
2025-02-21,111.59833526611328
2025-02-24,111.9556655883789
2025-02-25,113.27881622314453
2025-02-26,112.33233642578125
2025-02-27,111.92669677734375
2025-02-28,113.47197723388672
2025-03-03,114.61162567138672
2025-03-04,112.42892456054688
2025-03-05,111.28927612304688
2025-03-06,110.91261291503906
2025-03-07,112.74762725830078
2025-03-10,114.44743347167969
2025-03-11,113.67479705810547
2025-03-12,112.65105438232422
2025-03-13,114.1673583984375
2025-03-14,116.01203918457031
2025-03-17,116.67843627929688
2025-03-18,116.6301498413086
2025-03-19,115.229736328125
2025-03-20,116.05067443847656
2025-03-21,115.02691650390625
2025-03-24,114.10941314697266
2025-03-25,112.1102066040039
2025-03-26,113.10498046875
2025-03-27,113.62651062011719
2025-03-28,115.3263168334961
2025-03-31,117.79876708984375
2025-04-01,116.92955017089844
2025-04-02,116.2728042602539
2025-04-03,119.8076400756836
2025-04-04,114.86273956298828
2025-04-07,112.863525390625
2025-04-08,111.98464965820312
2025-04-09,112.33233642578125
2025-04-10,112.84420776367188
2025-04-11,114.87239074707031
2025-04-14,116.47562408447266
2025-04-15,116.369384765625
2025-04-16,116.23417663574219
2025-04-17,117.63459014892578
2025-04-21,116.0603256225586
2025-04-22,118.33961486816406
2025-04-23,117.26757049560547
2025-04-24,116.57221221923828
2025-04-25,115.75127410888672
2025-04-28,116.54322052001953
2025-04-29,117.53799438476562
2025-04-30,117.84705352783203
2025-05-01,117.18065643310547
2025-05-02,117.42211151123047
2025-05-05,116.62049865722656
2025-05-06,118.73558807373047
2025-05-07,118.40721893310547
2025-05-08,115.89613342285156
2025-05-09,116.21485137939453
2025-05-12,111.88806915283203
2025-05-13,109.20314025878906
2025-05-14,108.61400604248047
2025-05-15,111.9749984741211
2025-05-16,113.3052978515625
2025-05-19,114.01673889160156
2025-05-20,114.32861328125
2025-05-21,113.48072814941406
2025-05-22,112.6328353881836
2025-05-23,113.52944946289062
2025-05-27,113.42224884033203
2025-05-28,111.54129791259766
2025-05-29,112.51588439941406
2025-05-30,114.72819519042969
2025-06-02,114.25064849853516
2025-06-03,113.76335906982422
2025-06-04,113.03241729736328
2025-06-05,112.79851531982422
2025-06-06,112.30148315429688
2025-06-09,112.5353775024414
2025-06-10,113.37351989746094
2025-06-11,113.39301300048828
2025-06-12,114.29937744140625
2025-06-13,113.89005279541016
2025-06-16,112.4671630859375
2025-06-17,111.87266540527344
2025-06-18,111.66799926757812
2025-06-20,112.4671630859375
2025-06-23,113.99725341796875
2025-06-24,113.9777603149414
2025-06-25,113.00318145751953
2025-06-26,113.2955551147461
2025-06-27,113.94851684570312
2025-06-30,115.0010757446289
2025-07-01,115.84896850585938
2025-07-02,114.08496856689453
2025-07-03,114.32861328125
2025-07-07,114.30912017822266
2025-07-08,113.3540267944336
2025-07-09,114.1921615600586
2025-07-10,115.16675567626953
2025-07-11,114.47480010986328
2025-07-14,114.93285369873047
2025-07-15,114.12395477294922
2025-07-16,114.79641723632812
2025-07-17,114.47480010986328
2025-07-18,115.410400390625
2025-07-21,116.7845687866211
2025-07-22,117.66169738769531
2025-07-23,116.47270965576172
2025-07-24,116.70659637451172
2025-07-25,116.88203430175781
2025-07-28,114.61124420166016
2025-07-29,116.45320892333984
2025-07-30,117.41805267333984
2025-07-31,118.54856872558594
2025-08-01,119.78630065917969
2025-08-04,121.01427459716797
2025-08-05,120.84859466552734
2025-08-06,122.02783203125
2025-08-07,122.72953796386719
2025-08-08,122.13504791259766
2025-08-11,122.36893463134766
2025-08-12,121.30664825439453
2025-08-13,122.51512908935547
2025-08-14,121.10198211669922
2025-08-15,120.36963653564453
2025-08-18,119.3964614868164
2025-08-19,121.67704010009766
2025-08-20,122.36515808105469
2025-08-21,122.03092956542969
2025-08-22,122.22752380371094
2025-08-25,121.01842498779297
2025-08-26,121.18553924560547
2025-08-27,121.57874298095703
2025-08-28,120.29100036621094
2025-08-29,120.40895080566406
2025-09-02,119.81915283203125
2025-09-03,119.43578338623047
2025-09-04,118.81648254394531
2025-09-05,118.56089782714844
2025-09-08,118.12837219238281
2025-09-09,118.33480834960938
2025-09-10,119.28832244873047
2025-09-11,120.03541564941406
2025-09-12,119.87812805175781
2025-09-15,120.29100036621094
2025-09-16,118.20701599121094
2025-09-17,119.04257202148438
2025-09-18,118.34463500976562
2025-09-19,119.02291870117188
2025-09-22,119.51441955566406
2025-09-23,121.00859069824219
2025-09-24,121.53942108154297
2025-09-25,120.2418441772461
2025-09-26,120.9299545288086
2025-09-29,120.71369171142578
2025-09-30,121.64755249023438
2025-10-01,120.31065368652344
2025-10-02,119.50459289550781
2025-10-03,121.44111633300781
2025-10-06,122.266845703125
2025-10-07,123.42680358886719
2025-10-08,123.1024169921875
2025-10-09,122.59123992919922
2025-10-10,124.86199188232422
2025-10-13,123.94779205322266
2025-10-14,125.64839935302734
2025-10-15,126.48396301269531
2025-10-16,125.23554229736328
2025-10-17,126.3463363647461
2025-10-20,126.74937438964844
2025-10-21,126.14974212646484
2025-10-22,126.83785247802734
2025-10-23,125.0979232788086
2025-10-24,125.2060546875
2025-10-27,125.32401275634766
2025-10-28,123.51527404785156
2025-10-29,122.17837524414062
2025-10-30,123.08274841308594
2025-10-31,122.1882095336914
2025-11-03,121.56891632080078
2025-11-04,121.7261962890625
2025-11-05,121.6672134399414
2025-11-06,121.89330291748047
2025-11-07,121.55908203125
2025-11-10,120.84148406982422
2025-11-11,121.56891632080078
2025-11-12,121.79500579833984
2025-11-13,121.49026489257812
2025-11-14,121.67371368408203
2025-11-17,124.12284851074219
2025-11-18,122.75450897216797
2025-11-19,121.19776916503906
2025-11-20,121.5051498413086
2025-11-21,121.76295471191406
2025-11-24,121.05894470214844
2025-11-25,120.90029907226562
2025-11-26,122.38763427734375
2025-11-28,122.89332580566406
2025-12-01,119.73026275634766
2025-12-02,118.67921447753906
2025-12-03,117.61825561523438
2025-12-04,116.97373962402344
2025-12-05,115.53598022460938
2025-12-08,114.24696350097656
2025-12-09,114.26679229736328
2025-12-10,113.03726959228516
2025-12-11,113.4239730834961
2025-12-12,114.3262939453125
2025-12-15,115.74421691894531
2025-12-16,114.61383819580078
2025-12-17,116.43830108642578
2025-12-18,116.55728912353516
2025-12-19,114.58409118652344
2025-12-22,115.3178482055664
2025-12-23,115.80370330810547
2025-12-24,116.48788452148438
2025-12-26,116.19041442871094
2025-12-29,116.52753448486328
2025-12-30,116.68618774414062
2025-12-31,116.22016143798828
