Date,QCOM
2024-09-23,161.48162841796875
2024-09-24,162.44491577148438
2024-09-25,163.72930908203125
2024-09-26,168.00082397460938
2024-09-27,165.5391082763672
2024-09-30,165.4612579345703
2024-10-01,161.3064727783203
2024-10-02,163.77793884277344
2024-10-03,164.36175537109375
2024-10-04,164.34230041503906
2024-10-07,162.43519592285156
2024-10-08,161.85137939453125
2024-10-09,165.62667846679688
2024-10-10,163.9725341796875
2024-10-11,165.39312744140625
2024-10-14,173.2356414794922
2024-10-15,169.39222717285156
2024-10-16,166.85267639160156
2024-10-17,166.48292541503906
2024-10-18,166.3077850341797
2024-10-21,164.44932556152344
2024-10-22,168.5067901611328
2024-10-23,162.1043701171875
2024-10-24,163.56390380859375
2024-10-25,165.6753387451172
2024-10-28,167.5727081298828
2024-10-29,171.25070190429688
2024-10-30,163.0968475341797
2024-10-31,158.37771606445312
2024-11-01,160.8102569580078
2024-11-04,160.72268676757812
2024-11-05,161.4329833984375
2024-11-06,168.32191467285156
2024-11-07,168.2440948486328
2024-11-08,166.2980499267578
2024-11-11,163.74874877929688
2024-11-12,159.0004425048828
2024-11-13,156.0911102294922
2024-11-14,159.54531860351562
2024-11-15,156.16897583007812
2024-11-18,160.06101989746094
2024-11-19,160.26536560058594
2024-11-20,150.10708618164062
2024-11-21,151.2649688720703
2024-11-22,152.55906677246094
2024-11-25,154.53428649902344
2024-11-26,152.69529724121094
2024-11-27,152.17958068847656
2024-11-29,154.2521209716797
2024-12-02,158.6306915283203
2024-12-03,158.19285583496094
2024-12-04,158.9323272705078
2024-12-05,156.87831115722656
2024-12-06,156.01756286621094
2024-12-09,157.2206573486328
2024-12-10,153.0343475341797
2024-12-11,156.33058166503906
2024-12-12,154.775390625
2024-12-13,155.05902099609375
2024-12-16,154.43304443359375
2024-12-17,154.46238708496094
2024-12-18,149.6990203857422
2024-12-19,147.10704040527344
2024-12-20,149.54251098632812
2024-12-23,154.775390625
2024-12-24,155.87088012695312
2024-12-26,155.05902099609375
2024-12-27,153.7972869873047
2024-12-30,151.19552612304688
2024-12-31,150.25653076171875
2025-01-02,150.27609252929688
2025-01-03,154.37435913085938
2025-01-06,156.35012817382812
2025-01-07,157.00546264648438
2025-01-08,155.59698486328125
2025-01-10,153.54296875
2025-01-13,153.68966674804688
2025-01-14,156.03713989257812
2025-01-15,160.810302734375
2025-01-16,157.8955078125
2025-01-17,160.95700073242188
2025-01-21,163.60768127441406
2025-01-22,166.5126495361328
2025-01-23,170.54244995117188
2025-01-24,168.34169006347656
2025-01-27,167.4320526123047
2025-01-28,167.79396057128906
2025-01-29,167.95045471191406
2025-01-30,168.16563415527344
2025-01-31,169.1437225341797
2025-02-03,166.5126495361328
2025-02-04,169.25132751464844
2025-02-05,172.00958251953125
2025-02-06,165.61279296875
2025-02-07,164.28256225585938
2025-02-10,167.60812377929688
2025-02-11,168.22433471679688
2025-02-12,166.56153869628906
2025-02-13,168.3808135986328
2025-02-14,168.4590606689453
2025-02-18,169.83819580078125
2025-02-19,171.3836212158203
2025-02-20,169.89688110351562
2025-02-21,161.8079376220703
2025-02-24,157.57276916503906
2025-02-25,157.6901397705078
2025-02-26,158.55087280273438
2025-02-27,151.05857849121094
2025-02-28,153.72879028320312
2025-03-03,150.25653076171875
2025-03-04,151.07814025878906
2025-03-05,155.01991271972656
2025-03-06,153.4464874267578
2025-03-07,158.5404052734375
2025-03-10,152.4040985107422
2025-03-11,150.55535888671875
2025-03-12,150.26034545898438
2025-03-13,149.41464233398438
2025-03-14,153.97752380371094
2025-03-17,155.32476806640625
2025-03-18,153.69232177734375
2025-03-19,155.62960815429688
2025-03-20,155.32476806640625
2025-03-21,154.2135467529297
2025-03-24,157.4193572998047
2025-03-25,157.48818969726562
2025-03-26,155.75743103027344
2025-03-27,155.34442138671875
2025-03-28,150.18167114257812
2025-03-31,151.056884765625
2025-04-01,150.50619506835938
2025-04-02,151.5190887451172
2025-04-03,137.10272216796875
2025-04-04,125.34151458740234
2025-04-07,127.56397247314453
2025-04-08,122.58805847167969
2025-04-09,141.20343017578125
2025-04-10,132.16615295410156
2025-04-11,136.935546875
2025-04-14,136.87655639648438
2025-04-15,136.29638671875
2025-04-16,133.48390197753906
2025-04-17,134.38861083984375
2025-04-21,133.87725830078125
2025-04-22,136.4340362548828
2025-04-23,138.12545776367188
2025-04-24,144.7632598876953
2025-04-25,146.0908203125
2025-04-28,145.16644287109375
2025-04-29,144.43875122070312
2025-04-30,145.9924774169922
2025-05-01,132.9627227783203
2025-05-02,137.4862518310547
2025-05-05,137.1223907470703
2025-05-06,137.57473754882812
2025-05-07,141.90162658691406
2025-05-08,142.68832397460938
2025-05-09,142.76698303222656
2025-05-12,149.59165954589844
2025-05-13,148.82460021972656
2025-05-14,150.43736267089844
2025-05-15,150.07351684570312
2025-05-16,149.96533203125
2025-05-19,151.1453857421875
2025-05-20,151.26339721679688
2025-05-21,148.79510498046875
2025-05-22,144.9205780029297
2025-05-23,142.96368408203125
2025-05-27,146.15966796875
2025-05-28,145.1467742919922
2025-05-29,145.8744659423828
2025-05-30,142.78665161132812
2025-06-02,144.1929168701172
2025-06-03,146.46450805664062
2025-06-04,146.5726776123047
2025-06-05,145.97911071777344
2025-06-06,147.64111328125
2025-06-09,153.74501037597656
2025-06-10,157.42515563964844
2025-06-11,157.77139282226562
2025-06-12,156.99974060058594
2025-06-13,153.06239318847656
2025-06-16,155.18934631347656
2025-06-17,152.80519104003906
2025-06-18,151.9840850830078
2025-06-20,149.69882202148438
2025-06-23,151.4993133544922
2025-06-24,154.0417938232422
2025-06-25,154.25942993164062
2025-06-26,156.49522399902344
2025-06-27,156.84146118164062
2025-06-30,157.5537567138672
2025-07-01,157.69224548339844
2025-07-02,160.5809783935547
2025-07-03,160.47215270996094
2025-07-07,156.3962860107422
2025-07-08,157.74171447753906
2025-07-09,157.64279174804688
2025-07-10,157.3855743408203
2025-07-11,155.77304077148438
2025-07-14,152.63699340820312
2025-07-15,152.6468963623047
2025-07-16,152.4193572998047
2025-07-17,150.97500610351562
2025-07-18,153.14154052734375
2025-07-21,157.26686096191406
2025-07-22,156.29736328125
2025-07-23,158.1671142578125
2025-07-24,157.1382598876953
2025-07-25,156.7029571533203
2025-07-28,159.3245849609375
2025-07-29,160.34353637695312
2025-07-30,157.35589599609375
2025-07-31,145.1876678466797
2025-08-01,146.60235595703125
2025-08-04,145.92962646484375
2025-08-05,145.13821411132812
2025-08-06,144.27752685546875
2025-08-07,144.3368682861328
2025-08-08,145.97911071777344
2025-08-11,146.3847198486328
2025-08-12,152.0830078125
2025-08-13,154.912353515625
2025-08-14,156.3962860107422
2025-08-15,156.15887451171875
2025-08-18,157.19760131835938
2025-08-19,154.5760040283203
2025-08-20,153.77467346191406
2025-08-21,152.4787139892578
2025-08-22,156.317138671875
2025-08-25,154.74417114257812
2025-08-26,157.46470642089844
2025-08-27,158.0583038330078
2025-08-28,159.07725524902344
2025-08-29,159.0080108642578
2025-09-02,157.0789031982422
2025-09-03,155.59495544433594
2025-09-04,158.89808654785156
2025-09-05,159.0274200439453
2025-09-08,159.42539978027344
2025-09-09,157.85342407226562
2025-09-10,158.14195251464844
2025-09-11,160.68893432617188
2025-09-12,161.00730895996094
2025-09-15,160.40040588378906
2025-09-16,163.30555725097656
2025-09-17,164.41986083984375
2025-09-18,167.27528381347656
2025-09-19,166.00180053710938
2025-09-22,168.85719299316406
2025-09-23,168.6681671142578
2025-09-24,172.667724609375
2025-09-25,168.81739807128906
2025-09-26,168.33984375
2025-09-29,164.4596710205078
2025-09-30,165.5142822265625
2025-10-01,165.6436309814453
2025-10-02,167.9916229248047
2025-10-03,168.31993103027344
2025-10-06,167.76278686523438
2025-10-07,164.61886596679688
2025-10-08,166.9171142578125
2025-10-09,164.81784057617188
2025-10-10,152.80918884277344
2025-10-13,160.9575653076172
2025-10-14,160.9177703857422
2025-10-15,162.14151000976562
2025-10-16,163.24586486816406
2025-10-17,162.6190643310547
2025-10-20,166.19081115722656
2025-10-21,167.9717254638672
2025-10-22,168.40948486328125
2025-10-23,169.16561889648438
2025-10-24,168.08116149902344
2025-10-27,186.72589111328125
2025-10-28,180.1096954345703
2025-10-29,177.76170349121094
2025-10-30,176.35885620117188
2025-10-31,179.98036193847656
2025-11-03,179.80128479003906
2025-11-04,171.96133422851562
2025-11-05,178.80636596679688
2025-11-06,172.3195037841797
2025-11-07,170.02125549316406
2025-11-10,170.6977996826172
2025-11-11,173.0955352783203
2025-11-12,175.77186584472656
2025-11-13,173.61289978027344
2025-11-14,173.0955352783203
2025-11-17,165.9022979736328
2025-11-18,164.22088623046875
2025-11-19,165.2655487060547
2025-11-20,158.7786865234375
2025-11-21,162.46983337402344
2025-11-24,164.22088623046875
2025-11-25,162.46983337402344
2025-11-26,164.30047607421875
2025-11-28,167.2354736328125
2025-12-01,167.18572998046875
2025-12-02,169.83221435546875
2025-12-03,174.1800079345703
2025-12-04,174.35000610351562
2025-12-05,174.80999755859375
2025-12-08,175.30999755859375
2025-12-09,176.0
2025-12-10,182.2100067138672
2025-12-11,181.27000427246094
2025-12-12,178.2899932861328
2025-12-15,179.25999450683594
2025-12-16,176.1199951171875
2025-12-17,172.33999633789062
2025-12-18,174.19000244140625
2025-12-19,175.25
2025-12-22,174.22000122070312
2025-12-23,174.75
2025-12-24,174.77000427246094
2025-12-26,174.80999755859375
2025-12-29,173.42999267578125
2025-12-30,173.64999389648438
2025-12-31,171.0500030517578
