Date,CVS
2023-06-02,62.83989334106445
2023-06-05,63.51328659057617
2023-06-06,63.30678939819336
2023-06-07,64.17768859863281
2023-06-08,64.42011260986328
2023-06-09,64.42909240722656
2023-06-12,64.19564056396484
2023-06-13,64.87799835205078
2023-06-14,59.841121673583984
2023-06-15,62.399959564208984
2023-06-16,60.80180358886719
2023-06-20,61.654754638671875
2023-06-21,61.74453353881836
2023-06-22,62.31916046142578
2023-06-23,62.4897575378418
2023-06-26,62.71420669555664
2023-06-27,61.66373062133789
2023-06-28,61.17889404296875
2023-06-29,61.735557556152344
2023-06-30,62.06775665283203
2023-07-03,62.64237594604492
2023-07-05,62.48076629638672
2023-07-06,62.43587875366211
2023-07-07,62.103668212890625
2023-07-10,62.27425765991211
2023-07-11,63.989139556884766
2023-07-12,63.27088165283203
2023-07-13,63.94422912597656
2023-07-14,64.08789825439453
2023-07-17,63.89935302734375
2023-07-18,64.92289733886719
2023-07-19,66.78143310546875
2023-07-20,67.77262878417969
2023-07-21,67.93556213378906
2023-07-24,68.75022888183594
2023-07-25,68.48775482177734
2023-07-26,67.98081970214844
2023-07-27,68.31575012207031
2023-07-28,67.53728485107422
2023-07-31,67.60968780517578
2023-08-01,66.93983459472656
2023-08-02,69.16664123535156
2023-08-03,67.27476501464844
2023-08-04,65.98033142089844
2023-08-07,66.90363311767578
2023-08-08,66.98509979248047
2023-08-09,67.52821350097656
2023-08-10,66.94888305664062
2023-08-11,67.77262878417969
2023-08-14,67.2928695678711
2023-08-15,66.37860870361328
2023-08-16,65.82643127441406
2023-08-17,60.46763229370117
2023-08-18,60.476680755615234
2023-08-21,60.721092224121094
2023-08-22,60.69392776489258
2023-08-23,60.10554122924805
2023-08-24,60.187007904052734
2023-08-25,60.938331604003906
2023-08-28,60.86591720581055
2023-08-29,60.76633834838867
2023-08-30,60.49478530883789
2023-08-31,58.99214172363281
2023-09-01,59.44474792480469
2023-09-05,59.39044189453125
2023-09-06,59.299922943115234
2023-09-07,59.381385803222656
2023-09-08,59.59862518310547
2023-09-11,62.232784271240234
2023-09-12,63.834983825683594
2023-09-13,63.58152770996094
2023-09-14,63.319026947021484
2023-09-15,64.15181732177734
2023-09-18,63.99791717529297
2023-09-19,65.1656265258789
2023-09-20,64.64061737060547
2023-09-21,65.07511138916016
2023-09-22,64.40526580810547
2023-09-25,65.6906509399414
2023-09-26,64.5682144165039
2023-09-27,63.165138244628906
2023-09-28,63.39144515991211
2023-09-29,63.20134735107422
2023-10-02,63.08367919921875
2023-10-03,62.68537521362305
2023-10-04,62.440982818603516
2023-10-05,63.137977600097656
2023-10-06,63.27376174926758
2023-10-09,64.49579620361328
2023-10-10,64.93029022216797
2023-10-11,64.93029022216797
2023-10-12,64.19706726074219
2023-10-13,64.75830078125
2023-10-16,64.71302795410156
2023-10-17,65.1837387084961
2023-10-18,64.3509521484375
2023-10-19,64.46507263183594
2023-10-20,63.04084014892578
2023-10-23,62.986053466796875
2023-10-24,62.967803955078125
2023-10-25,62.56609344482422
2023-10-26,62.063961029052734
2023-10-27,60.521034240722656
2023-10-30,62.09134292602539
2023-10-31,63.00431823730469
2023-11-01,62.748687744140625
2023-11-02,63.579490661621094
2023-11-03,64.13640594482422
2023-11-06,64.89417266845703
2023-11-07,64.13640594482422
2023-11-08,62.76695251464844
2023-11-09,60.93186569213867
2023-11-10,61.79005813598633
2023-11-13,61.899627685546875
2023-11-14,62.5386962890625
2023-11-15,63.1138801574707
2023-11-16,62.310462951660156
2023-11-17,62.82172393798828
2023-11-20,62.31958770751953
2023-11-21,62.155250549316406
2023-11-22,63.12300109863281
2023-11-24,63.37863540649414
2023-11-27,62.757816314697266
2023-11-28,63.28734588623047
2023-11-29,61.07794952392578
2023-11-30,62.03656768798828
2023-12-01,62.520450592041016
2023-12-04,62.520450592041016
2023-12-05,64.83939361572266
2023-12-06,67.10358428955078
2023-12-07,67.56918334960938
2023-12-08,68.5643310546875
2023-12-11,67.34095001220703
2023-12-12,67.18574523925781
2023-12-13,68.73779296875
2023-12-14,68.00740814208984
2023-12-15,67.95263671875
2023-12-18,68.36347961425781
2023-12-19,69.62337493896484
2023-12-20,70.5180892944336
2023-12-21,71.77800750732422
2023-12-22,71.90581512451172
2023-12-26,72.12492370605469
2023-12-27,71.9605941772461
2023-12-28,72.09754180908203
2023-12-29,72.08840942382812
2024-01-02,73.81393432617188
2024-01-03,73.84130096435547
2024-01-04,73.50352478027344
2024-01-05,74.3343276977539
2024-01-08,73.6587142944336
2024-01-09,73.3665771484375
2024-01-10,72.34403991699219
2024-01-11,72.06101989746094
2024-01-12,69.89727783203125
2024-01-16,70.68241882324219
2024-01-17,70.28984832763672
2024-01-18,67.45050048828125
2024-01-19,67.45510864257812
2024-01-22,68.10919952392578
2024-01-23,69.18707275390625
2024-01-24,68.34873962402344
2024-01-25,66.32194519042969
2024-01-26,67.25242614746094
2024-01-29,67.69463348388672
2024-01-30,68.03550720214844
2024-01-31,68.51456451416016
2024-02-01,68.09999084472656
2024-02-02,67.33533477783203
2024-02-05,66.73652648925781
2024-02-06,67.95259094238281
2024-02-07,70.06229400634766
2024-02-08,69.16866302490234
2024-02-09,70.31103515625
2024-02-12,71.20465087890625
2024-02-13,70.55977630615234
2024-02-14,70.39395904541016
2024-02-15,70.56897735595703
2024-02-16,71.02961730957031
2024-02-20,70.30180358886719
2024-02-21,71.07569122314453
2024-02-22,71.02961730957031
2024-02-23,71.12173461914062
2024-02-26,70.4123764038086
2024-02-27,70.26496124267578
2024-02-28,69.27000427246094
2024-02-29,68.51456451416016
2024-03-01,68.02629089355469
2024-03-04,68.0723648071289
2024-03-05,67.90653991699219
2024-03-06,68.48692321777344
2024-03-07,68.45008087158203
2024-03-08,69.15945434570312
2024-03-11,69.9609603881836
2024-03-12,69.28842163085938
2024-03-13,69.16866302490234
2024-03-14,70.40315246582031
2024-03-15,71.30599212646484
2024-03-18,71.4626235961914
2024-03-19,71.9140396118164
2024-03-20,72.76160430908203
2024-03-21,72.10749816894531
2024-03-22,72.30097198486328
2024-03-25,72.76160430908203
2024-03-26,73.0748291015625
2024-03-27,73.17616271972656
2024-03-28,73.4802017211914
2024-04-01,73.29593658447266
2024-04-02,68.00787353515625
2024-04-03,68.72644805908203
2024-04-04,68.0815658569336
2024-04-05,68.70803833007812
2024-04-08,68.57905578613281
2024-04-09,67.5840835571289
2024-04-10,65.548095703125
2024-04-11,64.24909210205078
2024-04-12,63.235713958740234
2024-04-15,63.5305061340332
2024-04-16,63.59499740600586
2024-04-17,63.19886779785156
2024-04-18,63.926666259765625
2024-04-19,64.88009643554688
2024-04-22,64.76846313476562
2024-04-23,63.71735763549805
2024-04-24,63.0383415222168
2024-04-25,62.62906265258789
2024-04-26,62.489532470703125
2024-04-29,62.74067687988281
2024-04-30,62.98251724243164
2024-05-01,52.37846374511719
2024-05-02,51.299461364746094
2024-05-03,51.997093200683594
2024-05-06,52.06221008300781
2024-05-07,51.8482666015625
2024-05-08,51.07621383666992
2024-05-09,51.79245376586914
2024-05-10,51.92267608642578
2024-05-13,52.52729797363281
2024-05-14,52.09010696411133
2024-05-15,52.33196258544922
2024-05-16,53.50399398803711
2024-05-17,53.65281295776367
2024-05-20,53.39236068725586
2024-05-21,53.317955017089844
2024-05-22,53.42957305908203
2024-05-23,51.764549255371094
2024-05-24,51.6622314453125
2024-05-28,49.88557815551758
2024-05-29,49.92279052734375
2024-05-30,52.127323150634766
2024-05-31,55.438758850097656
2024-06-03,56.006168365478516
2024-06-04,56.05268478393555
2024-06-05,56.46195983886719
2024-06-06,56.685203552246094
2024-06-07,57.466552734375
2024-06-10,56.07128143310547
2024-06-11,55.81083297729492
2024-06-12,55.80153274536133
2024-06-13,56.7689208984375
2024-06-14,56.01546859741211
2024-06-17,56.824729919433594
2024-06-18,56.75031280517578
2024-06-20,56.74101257324219
2024-06-21,57.08517837524414
2024-06-24,57.420047760009766
2024-06-25,56.22011947631836
2024-06-26,56.396854400634766
2024-06-27,54.285335540771484
2024-06-28,54.93646240234375
2024-07-01,54.090003967285156
2024-07-02,53.50399398803711
2024-07-03,52.74123764038086
2024-07-05,52.66682815551758
2024-07-08,52.917972564697266
2024-07-09,53.59700393676758
2024-07-10,53.51329040527344
2024-07-11,54.14581298828125
2024-07-12,54.88064956665039
2024-07-15,54.573692321777344
2024-07-16,55.86664962768555
2024-07-17,57.29912567138672
2024-07-18,55.727115631103516
2024-07-19,55.410858154296875
2024-07-22,54.86996841430664
2024-07-23,54.53131866455078
2024-07-24,55.06751251220703
2024-07-25,55.17097854614258
2024-07-26,57.38158416748047
2024-07-29,57.91777038574219
2024-07-30,59.43227005004883
2024-07-31,56.7513313293457
2024-08-01,56.469120025634766
2024-08-02,55.801239013671875
2024-08-05,54.38081741333008
2024-08-06,54.87936782836914
2024-08-07,53.120296478271484
2024-08-08,54.41843795776367
2024-08-09,53.72233200073242
2024-08-12,52.499446868896484
2024-08-13,52.508853912353516
2024-08-14,52.66876983642578
2024-08-15,54.14564514160156
2024-08-16,54.88877868652344
2024-08-19,55.31208801269531
2024-08-20,55.40615463256836
2024-08-21,54.860557556152344
2024-08-22,54.314964294433594
2024-08-23,55.26504898071289
2024-08-26,55.218017578125
2024-08-27,54.051570892333984
2024-08-28,53.84462356567383
2024-08-29,53.59063720703125
2024-08-30,53.84462356567383
2024-09-03,53.976314544677734
2024-09-04,55.78242111206055
2024-09-05,54.62538528442383
2024-09-06,54.32437515258789
2024-09-09,53.120296478271484
2024-09-10,53.562416076660156
2024-09-11,52.78165054321289
2024-09-12,54.11741638183594
2024-09-13,54.54072570800781
2024-09-16,54.9075927734375
2024-09-17,54.399627685546875
2024-09-18,54.95462417602539
2024-09-19,54.93581771850586
2024-09-20,54.098609924316406
2024-09-23,54.15504455566406
2024-09-24,54.634796142578125
2024-09-25,55.16157913208008
2024-09-26,55.50962448120117
2024-09-27,57.739044189453125
2024-09-30,59.15006637573242
2024-10-01,57.889556884765625
2024-10-02,58.548030853271484
2024-10-03,59.18769454956055
2024-10-04,60.75862503051758
2024-10-07,61.379486083984375
2024-10-08,61.99093246459961
2024-10-09,62.05677795410156
2024-10-10,62.88457107543945
2024-10-11,62.67762756347656
2024-10-14,63.45838928222656
2024-10-15,61.14431381225586
2024-10-16,61.163124084472656
2024-10-17,59.89320755004883
2024-10-18,56.76073455810547
2024-10-21,55.329227447509766
2024-10-22,54.07369613647461
2024-10-23,54.00711441040039
2024-10-24,53.37934494018555
2024-10-25,53.73127746582031
2024-10-28,54.55879211425781
2024-10-29,53.502994537353516
2024-10-30,53.63615798950195
2024-10-31,53.70273971557617
2024-11-01,53.0844841003418
2024-11-04,51.981136322021484
2024-11-05,52.6374397277832
2024-11-06,58.60124206542969
2024-11-07,54.28295135498047
2024-11-08,52.82767868041992
2024-11-11,53.0844841003418
2024-11-12,51.39141082763672
2024-11-13,51.619693756103516
2024-11-14,52.3996467590332
2024-11-15,50.59243392944336
2024-11-18,53.31276321411133
2024-11-19,53.04644012451172
2024-11-20,54.0546760559082
2024-11-21,54.31148910522461
2024-11-22,55.17704772949219
2024-11-25,57.14596176147461
2024-11-26,56.12820816040039
2024-11-27,57.03181838989258
2024-11-29,56.927188873291016
2024-12-02,56.194793701171875
2024-12-03,56.29942321777344
2024-12-04,55.215091705322266
2024-12-05,54.08320999145508
2024-12-06,52.589881896972656
2024-12-09,53.331787109375
2024-12-10,52.456722259521484
2024-12-11,49.232269287109375
2024-12-12,47.15873336791992
2024-12-13,46.958988189697266
2024-12-16,44.32426071166992
2024-12-17,41.889278411865234
2024-12-18,43.0687255859375
2024-12-19,41.6419792175293
2024-12-20,42.19365310668945
2024-12-23,41.98439407348633
2024-12-24,42.08902359008789
2024-12-26,42.72630310058594
2024-12-27,42.31730651855469
2024-12-30,41.79416275024414
2024-12-31,42.69777297973633
2025-01-02,42.060489654541016
2025-01-03,43.53479766845703
2025-01-06,43.58235168457031
2025-01-07,43.54430389404297
2025-01-08,43.7630729675293
2025-01-10,45.6654052734375
2025-01-13,49.003990173339844
2025-01-14,49.05154800415039
2025-01-15,49.593711853027344
2025-01-16,49.42250061035156
2025-01-17,50.050270080566406
2025-01-21,50.55438995361328
2025-01-22,50.40220642089844
2025-01-23,51.842262268066406
2025-01-24,52.545440673828125
2025-01-27,54.134803771972656
2025-01-28,55.22328567504883
2025-01-29,54.809085845947266
2025-01-30,54.732025146484375
2025-01-31,54.40451431274414
2025-02-03,53.89399719238281
2025-02-04,54.279293060302734
2025-02-05,53.6435432434082
2025-02-06,52.246829986572266
2025-02-07,52.0252799987793
2025-02-10,52.29499435424805
2025-02-11,52.978904724121094
2025-02-12,60.89684295654297
2025-02-13,63.931095123291016
2025-02-14,63.41093063354492
2025-02-18,63.160484313964844
2025-02-19,63.95998764038086
2025-02-20,62.698123931884766
2025-02-21,61.14728546142578
2025-02-24,60.70418930053711
2025-02-25,61.32067108154297
2025-02-26,61.51332092285156
2025-02-27,62.11054229736328
2025-02-28,63.30497360229492
2025-03-03,62.515106201171875
2025-03-04,61.850460052490234
2025-03-05,63.526519775390625
2025-03-06,62.852237701416016
2025-03-07,63.89255905151367
2025-03-10,62.832984924316406
2025-03-11,62.592166900634766
2025-03-12,62.457305908203125
2025-03-13,63.33386993408203
2025-03-14,63.266448974609375
2025-03-17,64.20079803466797
2025-03-18,65.08699798583984
2025-03-19,65.41450500488281
2025-03-20,66.11766052246094
2025-03-21,64.58609771728516
2025-03-24,65.08699798583984
2025-03-25,64.03705596923828
2025-03-26,64.7305908203125
2025-03-27,65.10625457763672
2025-03-28,64.67279052734375
2025-03-31,65.2603759765625
2025-04-01,65.48192596435547
2025-04-02,65.56861114501953
2025-04-03,65.0291976928711
2025-04-04,61.32067108154297
2025-04-07,61.50368881225586
2025-04-08,65.14478302001953
2025-04-09,67.60107421875
2025-04-10,66.43555450439453
2025-04-11,66.95569610595703
2025-04-14,66.6570816040039
2025-04-15,66.38737487792969
2025-04-16,66.0309829711914
2025-04-17,64.81727600097656
2025-04-21,62.775184631347656
2025-04-22,63.69484329223633
2025-04-23,63.81162643432617
2025-04-24,64.15223693847656
2025-04-25,63.568328857421875
2025-04-28,63.188785552978516
2025-04-29,63.28610610961914
2025-04-30,64.92105102539062
2025-05-01,67.58757019042969
2025-05-02,65.65093994140625
2025-05-05,65.30059814453125
2025-05-06,64.45392608642578
2025-05-07,64.98917388916016
2025-05-08,66.03047943115234
2025-05-09,65.17407989501953
2025-05-12,63.07200241088867
2025-05-13,58.87758255004883
2025-05-14,58.4299201965332
2025-05-15,58.848388671875
2025-05-16,60.853145599365234
2025-05-19,61.096439361572266
2025-05-20,62.030696868896484
2025-05-21,60.44441223144531
2025-05-22,58.6050910949707
2025-05-23,59.198734283447266
2025-05-27,59.6950569152832
2025-05-28,60.77529525756836
2025-05-29,61.096439361572266
2025-05-30,62.32265090942383
2025-06-02,61.89445114135742
2025-06-03,61.88471984863281
2025-06-04,61.865257263183594
2025-06-05,61.38840103149414
2025-06-06,61.8749885559082
2025-06-09,62.14748001098633
2025-06-10,62.53675842285156
2025-06-11,63.957603454589844
2025-06-12,64.57070922851562
2025-06-13,65.65093994140625
2025-06-16,65.89423370361328
2025-06-17,65.29085540771484
2025-06-18,65.04756164550781
2025-06-20,64.78480529785156
2025-06-23,65.01836395263672
2025-06-24,65.76771545410156
2025-06-25,64.59017944335938
2025-06-26,66.31269836425781
2025-06-27,66.65331268310547
2025-06-30,67.13018035888672
2025-07-01,67.7140884399414
2025-07-02,64.81399536132812
2025-07-03,65.62174987792969
2025-07-07,64.89186096191406
2025-07-08,65.14488983154297
2025-07-09,64.87239837646484
2025-07-10,63.86028289794922
2025-07-11,63.04280471801758
2025-07-14,62.634071350097656
2025-07-15,62.2253303527832
2025-07-16,62.089088439941406
2025-07-17,61.60249710083008
2025-07-18,60.29842758178711
2025-07-21,59.98701477050781
2025-07-22,60.09031295776367
2025-07-23,60.84783172607422
2025-07-24,57.798065185546875
2025-07-25,59.716468811035156
2025-07-28,58.673641204833984
2025-07-29,59.027809143066406
2025-07-30,61.29054260253906
2025-07-31,61.09378433227539
2025-08-01,61.45779037475586
2025-08-04,60.454315185546875
2025-08-05,62.39239501953125
2025-08-06,62.49077606201172
2025-08-07,62.5498046875
2025-08-08,64.47804260253906
2025-08-11,63.8287353515625
2025-08-12,64.44853210449219
2025-08-13,64.83221435546875
2025-08-14,65.64876556396484
2025-08-15,67.48845672607422
2025-08-18,69.03302001953125
2025-08-19,69.82006072998047
2025-08-20,69.67249298095703
2025-08-21,70.2726058959961
2025-08-22,70.14471435546875
2025-08-25,70.0561752319336
2025-08-26,70.39067077636719
2025-08-27,70.7645034790039
2025-08-28,70.97110748291016
2025-08-29,71.9647445678711
2025-09-02,72.8895034790039
2025-09-03,72.13198852539062
2025-09-04,72.4959945678711
2025-09-05,72.58453369140625
2025-09-08,69.12157440185547
2025-09-09,70.5874252319336
2025-09-10,72.77145385742188
2025-09-11,73.46011352539062
2025-09-12,73.76509094238281
2025-09-15,72.26971435546875
2025-09-16,72.28939819335938
2025-09-17,72.80096435546875
2025-09-18,73.21415710449219
2025-09-19,73.7060546875
2025-09-22,73.91265869140625
2025-09-23,75.26045989990234
2025-09-24,75.14240264892578
2025-09-25,73.40108489990234
2025-09-26,74.54228210449219
2025-09-29,74.34552764892578
2025-09-30,74.16844940185547
2025-10-01,75.62447357177734
2025-10-02,76.19506072998047
2025-10-03,76.23441314697266
2025-10-06,75.5949478149414
2025-10-07,75.87041473388672
2025-10-08,75.68348693847656
2025-10-09,75.49657440185547
2025-10-10,76.63777923583984
2025-10-13,77.16902160644531
2025-10-14,78.36925506591797
2025-10-15,79.3628921508789
2025-10-16,80.05155181884766
2025-10-17,81.18291473388672
2025-10-20,81.14356994628906
2025-10-21,81.69448852539062
2025-10-22,80.68118286132812
2025-10-23,80.4084243774414
2025-10-24,81.26140594482422
2025-10-27,81.77716064453125
2025-10-28,81.5291976928711
2025-10-29,79.9422607421875
2025-10-30,76.06417083740234
2025-10-31,77.51225280761719
2025-11-03,77.79988861083984
2025-11-04,77.44282531738281
2025-11-05,77.90899658203125
2025-11-06,78.01809692382812
2025-11-07,78.34539794921875
2025-11-10,76.90723419189453
2025-11-11,79.21822357177734
2025-11-12,79.60504150390625
2025-11-13,78.5933609008789
2025-11-14,77.1750259399414
2025-11-17,77.77013397216797
2025-11-18,77.30397033691406
2025-11-19,75.9253158569336
2025-11-20,75.41947174072266
2025-11-21,77.39323425292969
2025-11-24,77.26429748535156
2025-11-25,77.82964324951172
2025-11-26,79.20829772949219
2025-11-28,79.7042236328125
2025-12-01,78.45449829101562
2025-12-02,76.98657989501953
2025-12-03,74.3879623413086
2025-12-04,76.1236801147461
2025-12-05,75.0128173828125
2025-12-08,75.90547180175781
2025-12-09,77.60151672363281
2025-12-10,78.3255615234375
2025-12-11,80.1703872680664
2025-12-12,78.77188873291016
2025-12-15,79.03968811035156
2025-12-16,77.65111541748047
2025-12-17,77.24445343017578
2025-12-18,77.15518951416016
2025-12-19,77.08576202392578
2025-12-22,77.72054290771484
2025-12-23,77.40315246582031
2025-12-24,78.4743423461914
2025-12-26,78.96034240722656
2025-12-29,79.36698913574219
2025-12-30,79.19837951660156
2025-12-31,78.7123794555664
