Date,COF
2023-06-27,104.02715301513672
2023-06-28,104.56307220458984
2023-06-29,104.56307220458984
2023-06-30,104.6683578491211
2023-07-03,106.27613067626953
2023-07-05,104.4291000366211
2023-07-06,102.64905548095703
2023-07-07,103.3955307006836
2023-07-10,104.74491119384766
2023-07-11,107.37670135498047
2023-07-12,107.89347839355469
2023-07-13,109.2715835571289
2023-07-14,106.75464630126953
2023-07-17,108.55380249023438
2023-07-18,111.08032989501953
2023-07-19,112.88906860351562
2023-07-20,110.0467529296875
2023-07-21,110.6018295288086
2023-07-24,112.18089294433594
2023-07-25,109.58738708496094
2023-07-26,109.13758850097656
2023-07-27,109.11845397949219
2023-07-28,109.91277313232422
2023-07-31,111.98947143554688
2023-08-01,111.47270965576172
2023-08-02,108.3815689086914
2023-08-03,108.06574249267578
2023-08-04,109.0855941772461
2023-08-07,110.90399932861328
2023-08-08,110.249755859375
2023-08-09,107.5750503540039
2023-08-10,106.35316467285156
2023-08-11,106.19922637939453
2023-08-14,105.02544403076172
2023-08-15,102.86064910888672
2023-08-16,100.9460220336914
2023-08-17,101.0903549194336
2023-08-18,101.06147766113281
2023-08-21,100.43611145019531
2023-08-22,96.50101470947266
2023-08-23,97.7710189819336
2023-08-24,97.63630676269531
2023-08-25,97.0301742553711
2023-08-28,97.74214172363281
2023-08-29,99.59904479980469
2023-08-30,98.6754150390625
2023-08-31,98.5118637084961
2023-09-01,99.57980346679688
2023-09-05,97.886474609375
2023-09-06,97.61708068847656
2023-09-07,96.13542175292969
2023-09-08,96.13542175292969
2023-09-11,96.24124908447266
2023-09-12,97.22260284423828
2023-09-13,96.53948974609375
2023-09-14,98.38677215576172
2023-09-15,100.5034408569336
2023-09-18,98.69466400146484
2023-09-19,97.83838653564453
2023-09-20,96.75116729736328
2023-09-21,95.18290710449219
2023-09-22,94.54791259765625
2023-09-25,94.17267608642578
2023-09-26,93.42222595214844
2023-09-27,91.87319946289062
2023-09-28,93.33563232421875
2023-09-29,93.37413024902344
2023-10-02,91.51721954345703
2023-10-03,89.52562713623047
2023-10-04,89.10228729248047
2023-10-05,88.62122344970703
2023-10-06,89.9970474243164
2023-10-09,90.75713348388672
2023-10-10,93.30677032470703
2023-10-11,93.44145202636719
2023-10-12,93.23941802978516
2023-10-13,91.59418487548828
2023-10-16,93.47032928466797
2023-10-17,94.32661437988281
2023-10-18,92.2965316772461
2023-10-19,89.1888656616211
2023-10-20,86.81243133544922
2023-10-23,86.95674133300781
2023-10-24,85.82144165039062
2023-10-25,85.60015869140625
2023-10-26,86.11970520019531
2023-10-27,94.03797149658203
2023-10-30,96.73191833496094
2023-10-31,97.45352172851562
2023-11-01,96.4721450805664
2023-11-02,100.6862564086914
2023-11-03,102.29299926757812
2023-11-06,101.45594787597656
2023-11-07,101.0326156616211
2023-11-08,101.0999755859375
2023-11-09,100.53231048583984
2023-11-10,101.20001983642578
2023-11-13,100.9968032836914
2023-11-14,103.55148315429688
2023-11-15,102.57412719726562
2023-11-16,101.6161117553711
2023-11-17,104.19982147216797
2023-11-20,103.68695831298828
2023-11-21,102.3612289428711
2023-11-22,103.31922912597656
2023-11-24,103.12569427490234
2023-11-27,102.748291015625
2023-11-28,105.07073974609375
2023-11-29,106.57064056396484
2023-11-30,108.05119323730469
2023-12-01,110.24783325195312
2023-12-04,111.22518920898438
2023-12-05,111.59290313720703
2023-12-06,110.09300994873047
2023-12-07,111.65096282958984
2023-12-08,114.27337646484375
2023-12-11,114.97010803222656
2023-12-12,116.40228271484375
2023-12-13,121.04713439941406
2023-12-14,125.02430725097656
2023-12-15,125.48877716064453
2023-12-18,125.77909088134766
2023-12-19,127.2693099975586
2023-12-20,123.60182189941406
2023-12-21,125.45008850097656
2023-12-22,125.54685974121094
2023-12-26,126.50484466552734
2023-12-27,126.91127014160156
2023-12-28,127.75314331054688
2023-12-29,126.88225555419922
2024-01-02,127.8402328491211
2024-01-03,126.49517059326172
2024-01-04,125.57588195800781
2024-01-05,128.14022827148438
2024-01-08,129.3885498046875
2024-01-09,128.6337432861328
2024-01-10,124.77271270751953
2024-01-11,124.19208526611328
2024-01-12,123.5727767944336
2024-01-16,123.39860534667969
2024-01-17,122.00514221191406
2024-01-18,120.88263702392578
2024-01-19,123.84375
2024-01-22,125.48877716064453
2024-01-23,125.5661849975586
2024-01-24,126.85322570800781
2024-01-25,128.26605224609375
2024-01-26,134.23663330078125
2024-01-29,134.00436401367188
2024-01-30,134.1302032470703
2024-01-31,130.94651794433594
2024-02-01,130.21109008789062
2024-02-02,132.0690155029297
2024-02-05,130.86911010742188
2024-02-06,130.0078582763672
2024-02-07,129.64015197753906
2024-02-08,131.0045928955078
2024-02-09,131.38365173339844
2024-02-12,133.62892150878906
2024-02-13,129.7895965576172
2024-02-14,131.32533264160156
2024-02-15,132.5403289794922
2024-02-16,133.38592529296875
2024-02-20,133.54144287109375
2024-02-21,131.22813415527344
2024-02-22,130.79074096679688
2024-02-23,131.72381591796875
2024-02-26,130.72271728515625
2024-02-27,132.9874267578125
2024-02-28,133.7650146484375
2024-02-29,133.7552947998047
2024-03-01,132.9388427734375
2024-03-04,132.18069458007812
2024-03-05,133.70668029785156
2024-03-06,131.9376983642578
2024-03-07,133.79417419433594
2024-03-08,133.38592529296875
2024-03-11,134.5814971923828
2024-03-12,136.34078979492188
2024-03-13,136.6712646484375
2024-03-14,135.52430725097656
2024-03-15,131.7530059814453
2024-03-18,132.4528350830078
2024-03-19,133.01658630371094
2024-03-20,137.79876708984375
2024-03-21,139.1692657470703
2024-03-22,137.2058563232422
2024-03-25,136.61294555664062
2024-03-26,136.88510131835938
2024-03-27,140.46202087402344
2024-03-28,144.7193145751953
2024-04-01,141.22988891601562
2024-04-02,140.36483764648438
2024-04-03,139.2567596435547
2024-04-04,138.148681640625
2024-04-05,139.499755859375
2024-04-08,139.88853454589844
2024-04-09,139.499755859375
2024-04-10,136.02001953125
2024-04-11,136.40882873535156
2024-04-12,135.708984375
2024-04-15,135.2813262939453
2024-04-16,132.5889129638672
2024-04-17,132.9388427734375
2024-04-18,137.66268920898438
2024-04-19,138.90684509277344
2024-04-22,143.12525939941406
2024-04-23,143.75704956054688
2024-04-24,144.6998748779297
2024-04-25,141.881103515625
2024-04-26,142.11439514160156
2024-04-29,141.42428588867188
2024-04-30,139.41226196289062
2024-05-01,137.6724090576172
2024-05-02,137.83763122558594
2024-05-03,138.4208526611328
2024-05-06,139.31507873535156
2024-05-07,138.56661987304688
2024-05-08,138.82907104492188
2024-05-09,138.49859619140625
2024-05-10,139.15257263183594
2024-05-13,138.80117797851562
2024-05-14,139.66014099121094
2024-05-15,140.89981079101562
2024-05-16,137.67868041992188
2024-05-17,138.4204864501953
2024-05-20,137.2589569091797
2024-05-21,137.06373596191406
2024-05-22,136.09738159179688
2024-05-23,134.2037811279297
2024-05-24,134.33065795898438
2024-05-28,133.3545379638672
2024-05-29,132.40774536132812
2024-05-30,132.92506408691406
2024-05-31,134.34043884277344
2024-06-03,133.84259033203125
2024-06-04,131.2657012939453
2024-06-05,132.24180603027344
2024-06-06,133.1105499267578
2024-06-07,136.45855712890625
2024-06-10,137.53225708007812
2024-06-11,131.90992736816406
2024-06-12,133.82310485839844
2024-06-13,131.86111450195312
2024-06-14,130.50436401367188
2024-06-17,133.82310485839844
2024-06-18,134.05734252929688
2024-06-20,134.82847595214844
2024-06-21,133.50099182128906
2024-06-24,134.38922119140625
2024-06-25,131.63661193847656
2024-06-26,133.50099182128906
2024-06-27,130.82647705078125
2024-06-28,135.1408233642578
2024-07-01,136.3609619140625
2024-07-02,137.122314453125
2024-07-03,135.11154174804688
2024-07-05,132.7493896484375
2024-07-08,132.56390380859375
2024-07-09,133.71572875976562
2024-07-10,133.34478759765625
2024-07-11,135.6679229736328
2024-07-12,135.10179138183594
2024-07-15,141.15357971191406
2024-07-16,145.9853057861328
2024-07-17,145.89744567871094
2024-07-18,145.1653594970703
2024-07-19,143.75001525878906
2024-07-22,141.6416473388672
2024-07-23,142.02232360839844
2024-07-24,142.91055297851562
2024-07-25,144.55043029785156
2024-07-26,145.79006958007812
2024-07-29,145.4972381591797
2024-07-30,148.6109619140625
2024-07-31,147.78128051757812
2024-08-01,140.45079040527344
2024-08-02,132.86651611328125
2024-08-05,128.27883911132812
2024-08-06,130.4945831298828
2024-08-07,129.12803649902344
2024-08-08,131.1583251953125
2024-08-09,131.5878143310547
2024-08-12,129.5386505126953
2024-08-13,131.38192749023438
2024-08-14,133.29380798339844
2024-08-15,134.43115234375
2024-08-16,136.83328247070312
2024-08-19,140.13743591308594
2024-08-20,138.7451934814453
2024-08-21,137.04898071289062
2024-08-22,136.75486755371094
2024-08-23,139.75506591796875
2024-08-26,139.73545837402344
2024-08-27,139.5981903076172
2024-08-28,141.33358764648438
2024-08-29,142.52975463867188
2024-08-30,144.05929565429688
2024-09-03,142.75527954101562
2024-09-04,140.9610595703125
2024-09-05,139.31385803222656
2024-09-06,136.2842254638672
2024-09-09,139.8139190673828
2024-09-10,135.2939910888672
2024-09-11,133.79388427734375
2024-09-12,134.85276794433594
2024-09-13,136.2548065185547
2024-09-16,138.1961212158203
2024-09-17,142.24545288085938
2024-09-18,142.58859252929688
2024-09-19,150.05972290039062
2024-09-20,149.30477905273438
2024-09-23,148.29490661621094
2024-09-24,144.47109985351562
2024-09-25,143.47103881835938
2024-09-26,144.89266967773438
2024-09-27,146.17709350585938
2024-09-30,146.8046112060547
2024-10-01,143.93185424804688
2024-10-02,143.6573028564453
2024-10-03,142.36309814453125
2024-10-04,150.44212341308594
2024-10-07,149.03024291992188
2024-10-08,146.57908630371094
2024-10-09,148.8341522216797
2024-10-10,148.17724609375
2024-10-11,152.63833618164062
2024-10-14,153.55015563964844
2024-10-15,153.6678009033203
2024-10-16,154.98165893554688
2024-10-17,156.6288299560547
2024-10-18,155.92288208007812
2024-10-21,153.95216369628906
2024-10-22,152.97169494628906
2024-10-23,151.2362823486328
2024-10-24,150.265625
2024-10-25,158.119140625
2024-10-28,162.13902282714844
2024-10-29,159.80552673339844
2024-10-30,163.5116729736328
2024-10-31,159.60943603515625
2024-11-01,160.69772338867188
2024-11-04,158.12892150878906
2024-11-05,162.80572509765625
2024-11-06,187.2388458251953
2024-11-07,181.20901489257812
2024-11-08,181.5913848876953
2024-11-11,186.49371337890625
2024-11-12,183.1405029296875
2024-11-13,181.9051513671875
2024-11-14,180.00669860839844
2024-11-15,182.1116943359375
2024-11-18,179.86900329589844
2024-11-19,178.03941345214844
2024-11-20,177.73448181152344
2024-11-21,179.652587890625
2024-11-22,184.0002899169922
2024-11-25,188.7512969970703
2024-11-26,188.31849670410156
2024-11-27,188.16111755371094
2024-11-29,188.8693084716797
2024-12-02,184.45278930664062
2024-12-03,184.0002899169922
2024-12-04,182.46580505371094
2024-12-05,182.53466796875
2024-12-06,184.88558959960938
2024-12-09,181.69857788085938
2024-12-10,180.92147827148438
2024-12-11,183.00682067871094
2024-12-12,181.72808837890625
2024-12-13,181.5116729736328
2024-12-16,182.08218383789062
2024-12-17,178.21646118164062
2024-12-18,171.5867156982422
2024-12-19,172.78675842285156
2024-12-20,175.72787475585938
2024-12-23,177.02627563476562
2024-12-24,179.14109802246094
2024-12-26,179.37716674804688
2024-12-27,177.27215576171875
2024-12-30,175.01962280273438
2024-12-31,175.40325927734375
2025-01-02,175.78688049316406
2025-01-03,177.47872924804688
2025-01-06,180.51820373535156
2025-01-07,178.9148406982422
2025-01-08,177.1934814453125
2025-01-10,172.4228057861328
2025-01-13,177.38038635253906
2025-01-14,181.69857788085938
2025-01-15,187.5610809326172
2025-01-16,185.35772705078125
2025-01-17,187.84632873535156
2025-01-21,190.04969787597656
2025-01-22,197.64341735839844
2025-01-23,200.69271850585938
2025-01-24,200.20089721679688
2025-01-27,199.19757080078125
2025-01-28,199.79757690429688
2025-01-29,200.57469177246094
2025-01-30,201.2730712890625
2025-01-31,200.37794494628906
2025-02-03,197.62374877929688
2025-02-04,196.8466796875
2025-02-05,200.44680786132812
2025-02-06,203.260009765625
2025-02-07,199.88613891601562
2025-02-10,195.53843688964844
2025-02-11,196.02040100097656
2025-02-12,193.3252410888672
2025-02-13,194.0826416015625
2025-02-14,198.8533172607422
2025-02-18,200.07666015625
2025-02-19,207.0023956298828
2025-02-20,202.6121368408203
2025-02-21,197.51156616210938
2025-02-24,197.23533630371094
2025-02-25,191.30604553222656
2025-02-26,194.1276397705078
2025-02-27,194.3347930908203
2025-02-28,197.8568878173828
2025-03-03,193.54554748535156
2025-03-04,182.41700744628906
2025-03-05,183.4529266357422
2025-03-06,173.76480102539062
2025-03-07,170.84454345703125
2025-03-10,161.66944885253906
2025-03-11,163.17886352539062
2025-03-12,168.16107177734375
2025-03-13,163.8892059326172
2025-03-14,169.56201171875
2025-03-17,163.04075622558594
2025-03-18,166.51348876953125
2025-03-19,170.28221130371094
2025-03-20,172.12709045410156
2025-03-21,172.47239685058594
2025-03-24,178.43128967285156
2025-03-25,179.9900665283203
2025-03-26,177.4151153564453
2025-03-27,175.75767517089844
2025-03-28,171.19970703125
2025-03-31,176.89222717285156
2025-04-01,175.8267364501953
2025-04-02,179.73355102539062
2025-04-03,161.83714294433594
2025-04-04,148.54803466796875
2025-04-07,152.59298706054688
2025-04-08,150.3041534423828
2025-04-09,172.56118774414062
2025-04-10,159.98240661621094
2025-04-11,158.80838012695312
2025-04-14,160.33758544921875
2025-04-15,161.34385681152344
2025-04-16,157.9105987548828
2025-04-17,160.58421325683594
2025-04-21,162.94210815429688
2025-04-22,167.91444396972656
2025-04-23,174.0903778076172
2025-04-24,182.5650177001953
2025-04-25,180.2761688232422
2025-04-28,180.67080688476562
2025-04-29,180.62147521972656
2025-04-30,177.8393096923828
2025-05-01,177.79986572265625
2025-05-02,185.3076934814453
2025-05-05,185.37673950195312
2025-05-06,183.21615600585938
2025-05-07,184.0448760986328
2025-05-08,186.9552459716797
2025-05-09,185.23861694335938
2025-05-12,197.26492309570312
2025-05-13,198.3402862548828
2025-05-14,194.59132385253906
2025-05-15,194.8478240966797
2025-05-16,194.57159423828125
2025-05-19,194.759033203125
2025-05-20,193.3186492919922
2025-05-21,184.41976928710938
2025-05-22,186.0278778076172
2025-05-23,183.177490234375
2025-05-27,190.07583618164062
2025-05-28,189.11581420898438
2025-05-29,188.79910278320312
2025-05-30,187.2056427001953
2025-06-02,189.4918975830078
2025-06-03,193.61903381347656
2025-06-04,190.87750244140625
2025-06-05,190.02635192871094
2025-06-06,196.1032257080078
2025-06-09,196.9445037841797
2025-06-10,198.933837890625
2025-06-11,198.4686737060547
2025-06-12,195.64796447753906
2025-06-13,190.8478240966797
2025-06-16,195.58859252929688
2025-06-17,191.92660522460938
2025-06-18,195.14321899414062
2025-06-20,196.3308563232422
2025-06-23,199.5672607421875
2025-06-24,204.2387237548828
2025-06-25,205.89157104492188
2025-06-26,208.3460693359375
2025-06-27,208.84092712402344
2025-06-30,210.5729522705078
2025-07-01,212.9680633544922
2025-07-02,216.56076049804688
2025-07-03,218.63916015625
2025-07-07,215.88775634765625
2025-07-08,215.26422119140625
2025-07-09,215.7887725830078
2025-07-10,218.47091674804688
2025-07-11,217.53067016601562
2025-07-14,218.5699005126953
2025-07-15,213.1264190673828
2025-07-16,214.3932647705078
2025-07-17,215.7590789794922
2025-07-18,216.0362091064453
2025-07-21,213.660888671875
2025-07-22,215.18504333496094
2025-07-23,217.20408630371094
2025-07-24,209.1576385498047
2025-07-25,210.6620330810547
2025-07-28,211.97833251953125
2025-07-29,211.62205505371094
2025-07-30,213.0175323486328
2025-07-31,212.7899169921875
2025-08-01,205.33734130859375
2025-08-04,208.62319946289062
2025-08-05,209.8207550048828
2025-08-06,210.69171142578125
2025-08-07,205.1591796875
2025-08-08,206.08950805664062
2025-08-11,206.1092987060547
2025-08-12,214.50213623046875
2025-08-13,214.7396697998047
2025-08-14,218.8074188232422
2025-08-15,213.7957305908203
2025-08-18,214.5598907470703
2025-08-19,212.99188232421875
2025-08-20,213.08120727539062
2025-08-21,210.40167236328125
2025-08-22,219.54180908203125
2025-08-25,219.4227294921875
2025-08-26,223.2137451171875
2025-08-27,222.8465576171875
2025-08-28,225.41690063476562
2025-08-29,225.4962921142578
2025-09-02,221.57626342773438
2025-09-03,219.65098571777344
2025-09-04,224.60313415527344
2025-09-05,219.84947204589844
2025-09-08,218.43031311035156
2025-09-09,220.79225158691406
2025-09-10,221.73504638671875
2025-09-11,222.6480712890625
2025-09-12,222.0625457763672
2025-09-15,224.81153869628906
2025-09-16,222.70761108398438
2025-09-17,223.8985137939453
2025-09-18,227.9971923828125
2025-09-19,226.5879669189453
2025-09-22,223.70004272460938
2025-09-23,221.3281707763672
2025-09-24,222.63815307617188
2025-09-25,220.7724151611328
2025-09-26,222.350341796875
2025-09-29,221.90377807617188
2025-09-30,210.9673614501953
2025-10-01,211.86053466796875
2025-10-02,212.15826416015625
2025-10-03,212.77354431152344
2025-10-06,212.22772216796875
2025-10-07,212.06893920898438
2025-10-08,210.31236267089844
2025-10-09,209.14132690429688
2025-10-10,200.9539031982422
2025-10-13,206.03506469726562
2025-10-14,212.5750732421875
2025-10-15,213.46824645996094
2025-10-16,201.60888671875
2025-10-17,209.73675537109375
2025-10-20,213.23997497558594
2025-10-21,215.40345764160156
2025-10-22,218.70819091796875
2025-10-23,218.37075805664062
2025-10-24,223.3030548095703
2025-10-27,221.7946014404297
2025-10-28,219.31356811523438
2025-10-29,216.9317626953125
2025-10-30,216.72337341308594
2025-10-31,218.32115173339844
2025-11-03,220.01817321777344
2025-11-04,219.0059051513672
2025-11-05,219.72044372558594
2025-11-06,215.2347412109375
2025-11-07,216.16761779785156
2025-11-10,218.68833923339844
2025-11-11,219.0753936767578
2025-11-12,220.44491577148438
2025-11-13,215.1553497314453
2025-11-14,209.54820251464844
2025-11-17,200.24380493164062
2025-11-18,199.27749633789062
2025-11-19,201.62850952148438
2025-11-20,201.44918823242188
2025-11-21,207.07765197753906
2025-11-24,208.04396057128906
2025-11-25,213.632568359375
2025-11-26,216.6410675048828
2025-11-28,218.23497009277344
2025-12-01,219.53001403808594
2025-12-02,223.14617919921875
2025-12-03,226.3738250732422
2025-12-04,228.83441162109375
2025-12-05,229.8007049560547
2025-12-08,229.7110595703125
2025-12-09,229.9302215576172
2025-12-10,236.8537139892578
2025-12-11,238.3778839111328
2025-12-12,236.9633026123047
2025-12-15,238.89590454101562
2025-12-16,240.68905639648438
2025-12-17,238.58709716796875
2025-12-18,241.87451171875
2025-12-19,242.80096435546875
2025-12-22,245.8293914794922
2025-12-23,246.65621948242188
2025-12-24,247.32366943359375
2025-12-26,248.3696746826172
2025-12-29,244.81326293945312
2025-12-30,243.04005432128906
2025-12-31,241.43618774414062
