Date,BMY
2023-07-24,57.428462982177734
2023-07-25,56.576751708984375
2023-07-26,56.257354736328125
2023-07-27,53.879661560058594
2023-07-28,54.48295974731445
2023-07-31,55.17498016357422
2023-08-01,54.589420318603516
2023-08-02,54.78460693359375
2023-08-03,54.323265075683594
2023-08-04,53.6667366027832
2023-08-07,53.648990631103516
2023-08-08,53.373958587646484
2023-08-09,53.78207015991211
2023-08-10,54.376495361328125
2023-08-11,54.323265075683594
2023-08-14,54.669273376464844
2023-08-15,54.78460693359375
2023-08-16,54.05710220336914
2023-08-17,55.139488220214844
2023-08-18,55.05963897705078
2023-08-21,54.92655563354492
2023-08-22,54.882198333740234
2023-08-23,54.61603927612305
2023-08-24,54.36762619018555
2023-08-25,55.07738494873047
2023-08-28,54.68701171875
2023-08-29,55.760528564453125
2023-08-30,55.34354782104492
2023-08-31,54.69588851928711
2023-09-01,55.0241584777832
2023-09-05,53.79981231689453
2023-09-06,52.939231872558594
2023-09-07,53.20539474487305
2023-09-08,53.95951461791992
2023-09-11,53.95063400268555
2023-09-12,53.44493865966797
2023-09-13,52.921485900878906
2023-09-14,52.779537200927734
2023-09-15,52.371421813964844
2023-09-18,51.97218322753906
2023-09-19,52.016544342041016
2023-09-20,52.149627685546875
2023-09-21,52.4157829284668
2023-09-22,52.25608825683594
2023-09-25,52.486759185791016
2023-09-26,51.93669128417969
2023-09-27,51.36001205444336
2023-09-28,51.58181381225586
2023-09-29,51.493099212646484
2023-10-02,51.324527740478516
2023-10-03,50.765586853027344
2023-10-04,50.33086395263672
2023-10-05,50.563873291015625
2023-10-06,50.778961181640625
2023-10-09,50.73415756225586
2023-10-10,50.536991119384766
2023-10-11,50.77000427246094
2023-10-12,50.42048263549805
2023-10-13,50.60868835449219
2023-10-16,51.23602294921875
2023-10-17,51.4152717590332
2023-10-18,50.949249267578125
2023-10-19,50.61765670776367
2023-10-20,50.59972381591797
2023-10-23,50.18747329711914
2023-10-24,50.29500961303711
2023-10-25,50.73415756225586
2023-10-26,47.47197341918945
2023-10-27,45.724369049072266
2023-10-30,45.93049621582031
2023-10-31,46.181434631347656
2023-11-01,45.95738220214844
2023-11-02,45.82295608520508
2023-11-03,47.33753967285156
2023-11-06,47.3106575012207
2023-11-07,46.8625602722168
2023-11-08,46.97905731201172
2023-11-09,45.17768859863281
2023-11-10,45.35692596435547
2023-11-13,44.94467544555664
2023-11-14,45.276268005371094
2023-11-15,46.21728515625
2023-11-16,45.56305694580078
2023-11-17,45.56305694580078
2023-11-20,43.82442092895508
2023-11-21,43.44801330566406
2023-11-22,44.29043960571289
2023-11-24,44.59514617919922
2023-11-27,43.93196105957031
2023-11-28,43.84233474731445
2023-11-29,43.66310119628906
2023-11-30,44.25459671020508
2023-12-01,44.89986038208008
2023-12-04,44.79231643676758
2023-12-05,45.0163688659668
2023-12-06,44.70269775390625
2023-12-07,44.953636169433594
2023-12-08,45.088069915771484
2023-12-11,45.787109375
2023-12-12,45.267303466796875
2023-12-13,46.4771842956543
2023-12-14,46.127662658691406
2023-12-15,45.60786056518555
2023-12-18,46.01115798950195
2023-12-19,46.70123291015625
2023-12-20,45.67060089111328
2023-12-21,45.93946075439453
2023-12-22,46.8625602722168
2023-12-26,46.109737396240234
2023-12-27,45.8946533203125
2023-12-28,45.90361022949219
2023-12-29,45.9842643737793
2024-01-02,47.28376388549805
2024-01-03,46.87150955200195
2024-01-04,47.17975616455078
2024-01-05,47.352012634277344
2024-01-08,46.9531135559082
2024-01-09,46.49074172973633
2024-01-10,45.92863845825195
2024-01-11,45.52973937988281
2024-01-12,45.61133575439453
2024-01-16,45.330291748046875
2024-01-17,45.3121452331543
2024-01-18,45.41188049316406
2024-01-19,45.43001174926758
2024-01-22,44.9404411315918
2024-01-23,45.439083099365234
2024-01-24,45.54787063598633
2024-01-25,44.97671127319336
2024-01-26,45.05830001831055
2024-01-29,45.21242141723633
2024-01-30,44.777252197265625
2024-01-31,44.30582046508789
2024-02-01,44.1245002746582
2024-02-02,44.160762786865234
2024-02-05,43.498939514160156
2024-02-06,44.65939712524414
2024-02-07,44.097293853759766
2024-02-08,44.160762786865234
2024-02-09,45.15802764892578
2024-02-12,45.10363006591797
2024-02-13,44.160762786865234
2024-02-14,44.323951721191406
2024-02-15,44.82258605957031
2024-02-16,45.2033576965332
2024-02-20,45.2033576965332
2024-02-21,46.15530014038086
2024-02-22,46.536075592041016
2024-02-23,46.83525085449219
2024-02-26,45.80171585083008
2024-02-27,45.79265213012695
2024-02-28,46.164363861083984
2024-02-29,46.01023864746094
2024-03-01,46.13715744018555
2024-03-04,46.164363861083984
2024-03-05,46.98030471801758
2024-03-06,48.39460754394531
2024-03-07,48.303955078125
2024-03-08,48.76632308959961
2024-03-11,49.283084869384766
2024-03-12,49.31935119628906
2024-03-13,47.732791900634766
2024-03-14,47.587730407714844
2024-03-15,47.451744079589844
2024-03-18,46.771785736083984
2024-03-19,46.96216583251953
2024-03-20,47.03470230102539
2024-03-21,46.771785736083984
2024-03-22,47.08003234863281
2024-03-25,47.370147705078125
2024-03-26,47.642127990722656
2024-03-27,48.276756286621094
2024-03-28,49.16522979736328
2024-04-01,48.041038513183594
2024-04-02,47.81438446044922
2024-04-03,47.30668258666992
2024-04-04,47.141597747802734
2024-04-05,47.0682258605957
2024-04-08,46.866451263427734
2024-04-09,47.32502746582031
2024-04-10,46.12356185913086
2024-04-11,45.05048751831055
2024-04-12,44.280086517333984
2024-04-15,44.49102783203125
2024-04-16,44.26173400878906
2024-04-17,43.87653350830078
2024-04-18,44.29842758178711
2024-04-19,44.8762321472168
2024-04-22,45.06883239746094
2024-04-23,44.9312629699707
2024-04-24,44.81203079223633
2024-04-25,40.996681213378906
2024-04-26,41.13425064086914
2024-04-29,40.941650390625
2024-04-30,40.299644470214844
2024-05-01,40.54727554321289
2024-05-02,40.079524993896484
2024-05-03,40.34550476074219
2024-05-06,40.262962341308594
2024-05-07,40.391357421875
2024-05-08,40.05200958251953
2024-05-09,41.03337097167969
2024-05-10,41.216793060302734
2024-05-13,41.32685089111328
2024-05-14,41.0058479309082
2024-05-15,40.859107971191406
2024-05-16,40.45555877685547
2024-05-17,40.38218688964844
2024-05-20,39.7677001953125
2024-05-21,38.768001556396484
2024-05-22,38.83220291137695
2024-05-23,38.098480224609375
2024-05-24,37.82333755493164
2024-05-28,37.135467529296875
2024-05-29,36.91535568237305
2024-05-30,36.91535568237305
2024-05-31,37.68576431274414
2024-06-03,38.309425354003906
2024-06-04,38.291080474853516
2024-06-05,37.82333755493164
2024-06-06,37.49315643310547
2024-06-07,38.043453216552734
2024-06-10,39.043148040771484
2024-06-11,39.45586395263672
2024-06-12,38.896400451660156
2024-06-13,38.043453216552734
2024-06-14,37.786651611328125
2024-06-17,37.57571029663086
2024-06-18,37.428958892822266
2024-06-20,37.6399040222168
2024-06-21,38.4561767578125
2024-06-24,38.7313117980957
2024-06-25,38.69462585449219
2024-06-26,38.97894287109375
2024-06-27,38.07096481323242
2024-06-28,38.08930587768555
2024-07-01,37.878360748291016
2024-07-02,37.09878921508789
2024-07-03,36.74109649658203
2024-07-05,36.92731857299805
2024-07-08,37.23457717895508
2024-07-09,38.04463577270508
2024-07-10,38.28671646118164
2024-07-11,37.94221115112305
2024-07-12,37.67219161987305
2024-07-15,37.3835563659668
2024-07-16,38.3612060546875
2024-07-17,40.17684555053711
2024-07-18,39.469207763671875
2024-07-19,39.70198440551758
2024-07-22,39.729915618896484
2024-07-23,40.0185546875
2024-07-24,41.582801818847656
2024-07-25,42.15077209472656
2024-07-26,46.973854064941406
2024-07-29,45.60514450073242
2024-07-30,45.670310974121094
2024-07-31,44.28297805786133
2024-08-01,44.850948333740234
2024-08-02,45.40960693359375
2024-08-05,44.3109130859375
2024-08-06,44.05021286010742
2024-08-07,43.2960205078125
2024-08-08,43.62190628051758
2024-08-09,43.5008659362793
2024-08-12,43.81743240356445
2024-08-13,45.67962646484375
2024-08-14,45.07441711425781
2024-08-15,45.7261848449707
2024-08-16,45.958953857421875
2024-08-19,45.90309143066406
2024-08-20,45.60514450073242
2024-08-21,45.10234832763672
2024-08-22,44.33885192871094
2024-08-23,44.79508590698242
2024-08-26,44.9161262512207
2024-08-27,44.80439758300781
2024-08-28,45.67962646484375
2024-08-29,46.29415512084961
2024-08-30,46.508304595947266
2024-09-03,47.039031982421875
2024-09-04,46.51761245727539
2024-09-05,46.3686408996582
2024-09-06,45.34442901611328
2024-09-09,45.1582145690918
2024-09-10,45.88446807861328
2024-09-11,45.242008209228516
2024-09-12,44.9161262512207
2024-09-13,45.74480056762695
2024-09-16,46.54554748535156
2024-09-17,46.08000183105469
2024-09-18,46.31277084350586
2024-09-19,45.64238739013672
2024-09-20,46.005516052246094
2024-09-23,46.56417465209961
2024-09-24,47.43008804321289
2024-09-25,46.508304595947266
2024-09-26,46.666587829589844
2024-09-27,47.402156829833984
2024-09-30,48.17496871948242
2024-10-01,49.255043029785156
2024-10-02,50.05577850341797
2024-10-03,50.4654655456543
2024-10-04,50.80441665649414
2024-10-07,50.314823150634766
2024-10-08,49.41096496582031
2024-10-09,49.712257385253906
2024-10-10,49.33564758300781
2024-10-11,49.147342681884766
2024-10-14,49.58985137939453
2024-10-15,49.674591064453125
2024-10-16,50.24891662597656
2024-10-17,50.070030212402344
2024-10-18,50.107688903808594
2024-10-21,49.072021484375
2024-10-22,49.674591064453125
2024-10-23,49.957054138183594
2024-10-24,49.825233459472656
2024-10-25,48.88371276855469
2024-10-28,49.56161117553711
2024-10-29,49.4297981262207
2024-10-30,49.580440521240234
2024-10-31,52.50856399536133
2024-11-01,51.14336395263672
2024-11-04,52.207279205322266
2024-11-05,52.678035736083984
2024-11-06,52.04722213745117
2024-11-07,51.51055908203125
2024-11-08,50.97389221191406
2024-11-11,56.321720123291016
2024-11-12,55.568504333496094
2024-11-13,54.994178771972656
2024-11-14,55.07891845703125
2024-11-15,52.9322509765625
2024-11-18,53.478336334228516
2024-11-19,54.824703216552734
2024-11-20,54.49517822265625
2024-11-21,54.824703216552734
2024-11-22,55.427276611328125
2024-11-25,55.3425407409668
2024-11-26,55.30488586425781
2024-11-27,55.803890228271484
2024-11-29,55.75680923461914
2024-12-02,56.43470764160156
2024-12-03,55.25780487060547
2024-12-04,54.956520080566406
2024-12-05,55.3990364074707
2024-12-06,55.90745544433594
2024-12-09,55.27663803100586
2024-12-10,54.72113800048828
2024-12-11,53.33710861206055
2024-12-12,52.988746643066406
2024-12-13,52.517982482910156
2024-12-16,52.602718353271484
2024-12-17,54.278629302978516
2024-12-18,53.515995025634766
2024-12-19,53.007572174072266
2024-12-20,53.97734069824219
2024-12-23,54.21272277832031
2024-12-24,54.38218688964844
2024-12-26,54.608154296875
2024-12-27,54.30686569213867
2024-12-30,52.78160858154297
2024-12-31,53.25236892700195
2025-01-02,53.46891784667969
2025-01-03,53.84968185424805
2025-01-06,53.95439529418945
2025-01-07,54.392276763916016
2025-01-08,54.07814025878906
2025-01-10,53.14527130126953
2025-01-13,52.697872161865234
2025-01-14,53.05959701538086
2025-01-15,53.2214241027832
2025-01-16,53.6688232421875
2025-01-17,53.58314895629883
2025-01-21,54.297080993652344
2025-01-22,54.34468078613281
2025-01-23,56.29609680175781
2025-01-24,56.80060958862305
2025-01-27,57.685890197753906
2025-01-28,55.93437194824219
2025-01-29,56.21042251586914
2025-01-30,56.29609680175781
2025-01-31,56.115234375
2025-02-03,57.06714630126953
2025-02-04,56.27705764770508
2025-02-05,56.838687896728516
2025-02-06,54.65880584716797
2025-02-07,54.11621856689453
2025-02-10,52.85969161987305
2025-02-11,53.249977111816406
2025-02-12,53.44988250732422
2025-02-13,53.27853775024414
2025-02-14,51.30807876586914
2025-02-18,51.812591552734375
2025-02-19,52.33613967895508
2025-02-20,53.10719299316406
2025-02-21,53.14527130126953
2025-02-24,55.0966911315918
2025-02-25,55.41082000732422
2025-02-26,54.620731353759766
2025-02-27,55.97244644165039
2025-02-28,56.753013610839844
2025-03-03,56.99099349975586
2025-03-04,56.58167266845703
2025-03-05,56.943397521972656
2025-03-06,57.28608703613281
2025-03-07,58.15232849121094
2025-03-10,60.075191497802734
2025-03-11,58.55213165283203
2025-03-12,56.93387985229492
2025-03-13,57.381282806396484
2025-03-14,56.17234802246094
2025-03-17,57.105224609375
2025-03-18,57.01955032348633
2025-03-19,57.19089889526367
2025-03-20,57.51454544067383
2025-03-21,58.1332893371582
2025-03-24,58.11425018310547
2025-03-25,56.343692779541016
2025-03-26,56.36273193359375
2025-03-27,56.0676383972168
2025-03-28,57.13378143310547
2025-03-31,58.0571403503418
2025-04-01,56.68638229370117
2025-04-02,56.733978271484375
2025-04-03,55.039573669433594
2025-04-04,53.211334228515625
2025-04-07,53.105491638183594
2025-04-08,51.06555938720703
2025-04-09,51.71025848388672
2025-04-10,48.55413818359375
2025-04-11,48.794700622558594
2025-04-14,49.40090560913086
2025-04-15,48.111515045166016
2025-04-16,47.495689392089844
2025-04-17,47.37059783935547
2025-04-21,47.091548919677734
2025-04-22,47.93831253051758
2025-04-23,46.69703674316406
2025-04-24,46.85099411010742
2025-04-25,46.09083557128906
2025-04-28,46.62968063354492
2025-04-29,47.36097717285156
2025-04-30,48.30396270751953
2025-05-01,47.73624801635742
2025-05-02,48.65998458862305
2025-05-05,48.16925048828125
2025-05-06,45.77330017089844
2025-05-07,45.82140350341797
2025-05-08,45.10935592651367
2025-05-09,44.69559860229492
2025-05-12,46.36025619506836
2025-05-13,44.8303108215332
2025-05-14,42.4536018371582
2025-05-15,44.07977294921875
2025-05-16,44.9842643737793
2025-05-19,45.43651580810547
2025-05-20,46.06196212768555
2025-05-21,45.22482681274414
2025-05-22,45.25368881225586
2025-05-23,45.08049011230469
2025-05-27,45.118980407714844
2025-05-28,45.195960998535156
2025-05-29,46.04271697998047
2025-05-30,46.45648193359375
2025-06-02,46.94721603393555
2025-06-03,46.27365493774414
2025-06-04,46.13894271850586
2025-06-05,46.03309631347656
2025-06-06,46.58156967163086
2025-06-09,47.14928436279297
2025-06-10,48.082645416259766
2025-06-11,48.265472412109375
2025-06-12,48.77545166015625
2025-06-13,47.87095642089844
2025-06-16,46.82212448120117
2025-06-17,45.44614028930664
2025-06-18,45.07086944580078
2025-06-20,45.09011459350586
2025-06-23,45.14784622192383
2025-06-24,45.25368881225586
2025-06-25,44.91691207885742
2025-06-26,44.88804244995117
2025-06-27,44.59937286376953
2025-06-30,44.54164505004883
2025-07-01,45.71555709838867
2025-07-02,45.831031799316406
2025-07-03,45.7432861328125
2025-07-07,45.32406997680664
2025-07-08,45.86027526855469
2025-07-09,46.46472930908203
2025-07-10,47.30316162109375
2025-07-11,45.684791564941406
2025-07-14,46.15275573730469
2025-07-15,45.26557540893555
2025-07-16,45.98701477050781
2025-07-17,46.854698181152344
2025-07-18,46.1722526550293
2025-07-21,45.5190544128418
2025-07-22,46.81570053100586
2025-07-23,47.75162124633789
2025-07-24,47.712623596191406
2025-07-25,47.215415954589844
2025-07-28,46.318485260009766
2025-07-29,45.684791564941406
2025-07-30,44.82686233520508
2025-07-31,42.22382354736328
2025-08-01,43.120750427246094
2025-08-04,44.261409759521484
2025-08-05,44.70011901855469
2025-08-06,43.69594955444336
2025-08-07,44.222412109375
2025-08-08,44.79761505126953
2025-08-11,44.778114318847656
2025-08-12,45.382568359375
2025-08-13,46.649959564208984
2025-08-14,46.61096954345703
2025-08-15,47.22516632080078
2025-08-18,46.9814338684082
2025-08-19,47.1276741027832
2025-08-20,47.049678802490234
2025-08-21,47.215415954589844
2025-08-22,46.718204498291016
2025-08-25,45.957767486572266
2025-08-26,46.0260124206543
2025-08-27,46.435482025146484
2025-08-28,45.704288482666016
2025-08-29,45.996768951416016
2025-09-02,46.22099685668945
2025-09-03,46.30874252319336
2025-09-04,45.5190544128418
2025-09-05,45.957767486572266
2025-09-08,45.548301696777344
2025-09-09,46.04551315307617
2025-09-10,45.9675178527832
2025-09-11,46.34773635864258
2025-09-12,45.041343688964844
2025-09-15,45.18758010864258
2025-09-16,45.177833557128906
2025-09-17,44.99259948730469
2025-09-18,44.456390380859375
2025-09-19,43.89093780517578
2025-09-22,43.85193634033203
2025-09-23,43.783695220947266
2025-09-24,43.05250549316406
2025-09-25,42.321311950683594
2025-09-26,43.01350784301758
2025-09-29,43.04275894165039
2025-09-30,43.968929290771484
2025-10-01,46.24049377441406
2025-10-02,44.5831298828125
2025-10-03,44.919158935546875
2025-10-06,44.6127815246582
2025-10-07,44.13838577270508
2025-10-08,44.01979064941406
2025-10-09,44.15815353393555
2025-10-10,43.44655990600586
2025-10-13,43.03146743774414
2025-10-14,43.288429260253906
2025-10-15,43.100650787353516
2025-10-16,42.88322067260742
2025-10-17,43.120418548583984
2025-10-20,43.08088302612305
2025-10-21,44.01979064941406
2025-10-22,43.87154006958008
2025-10-23,43.31808090209961
2025-10-24,43.31808090209961
2025-10-27,42.88322067260742
2025-10-28,42.31987762451172
2025-10-29,42.10244369506836
2025-10-30,45.08717346191406
2025-10-31,45.531917572021484
2025-11-03,45.48250198364258
2025-11-04,45.057525634765625
2025-11-05,45.92724609375
2025-11-06,46.08538055419922
2025-11-07,46.144676208496094
2025-11-10,46.7080192565918
2025-11-11,48.150970458984375
2025-11-12,48.50676345825195
2025-11-13,48.06201934814453
2025-11-14,46.10514450073242
2025-11-17,46.263275146484375
2025-11-18,46.51035690307617
2025-11-19,45.25518798828125
2025-11-20,45.40343475341797
2025-11-21,45.709815979003906
2025-11-24,47.202178955078125
2025-11-25,48.47711181640625
2025-11-26,48.67477798461914
2025-11-28,48.625362396240234
2025-12-01,48.605594635009766
2025-12-02,47.686458587646484
2025-12-03,50.364803314208984
2025-12-04,51.34324264526367
2025-12-05,51.54090881347656
2025-12-08,51.06650924682617
2025-12-09,50.05842590332031
2025-12-10,50.61188507080078
2025-12-11,50.60200119018555
2025-12-12,51.79787063598633
2025-12-15,53.655914306640625
2025-12-16,53.59661102294922
2025-12-17,52.92455291748047
2025-12-18,52.70712661743164
2025-12-19,53.55707931518555
2025-12-22,54.02159118652344
2025-12-23,53.646026611328125
2025-12-24,54.071006774902344
2025-12-26,54.00182342529297
2025-12-29,53.4780158996582
2025-12-30,53.576847076416016
2025-12-31,53.30999755859375
