Date,JPM
2023-05-18,130.95077514648438
2023-05-19,130.65037536621094
2023-05-22,129.5708465576172
2023-05-23,128.21908569335938
2023-05-24,127.04572296142578
2023-05-25,127.35548400878906
2023-05-26,128.5476531982422
2023-05-30,129.0357666015625
2023-05-31,127.39302825927734
2023-06-01,129.14842224121094
2023-06-02,131.86129760742188
2023-06-05,130.5658721923828
2023-06-06,130.80055236816406
2023-06-07,132.0678253173828
2023-06-08,132.10537719726562
2023-06-09,132.3682098388672
2023-06-12,132.35887145996094
2023-06-13,133.31629943847656
2023-06-14,132.81883239746094
2023-06-15,134.32077026367188
2023-06-16,134.4803466796875
2023-06-20,133.79507446289062
2023-06-21,133.5979766845703
2023-06-22,131.02584838867188
2023-06-23,130.34060668945312
2023-06-26,130.65975952148438
2023-06-27,130.66912841796875
2023-06-28,130.09652709960938
2023-06-29,134.63990783691406
2023-06-30,136.52671813964844
2023-07-03,137.62503051757812
2023-07-05,136.70823669433594
2023-07-06,135.3566436767578
2023-07-07,136.4246368408203
2023-07-10,137.19021606445312
2023-07-11,139.33578491210938
2023-07-12,140.02574157714844
2023-07-13,140.70623779296875
2023-07-14,141.55690002441406
2023-07-17,144.9689178466797
2023-07-18,145.23358154296875
2023-07-19,145.79119873046875
2023-07-20,147.5870361328125
2023-07-21,146.45281982421875
2023-07-24,149.3355712890625
2023-07-25,148.22030639648438
2023-07-26,149.10874938964844
2023-07-27,147.4641571044922
2023-07-28,148.30535888671875
2023-07-31,149.29776000976562
2023-08-01,148.56053161621094
2023-08-02,146.87814331054688
2023-08-03,147.77609252929688
2023-08-04,147.4641571044922
2023-08-07,148.16357421875
2023-08-08,147.3318328857422
2023-08-09,145.35643005371094
2023-08-10,145.13905334472656
2023-08-11,145.98028564453125
2023-08-14,146.28273010253906
2023-08-15,142.55877685546875
2023-08-16,141.953857421875
2023-08-17,140.4794158935547
2023-08-18,140.80075073242188
2023-08-21,141.2827911376953
2023-08-22,138.35281372070312
2023-08-23,139.2884979248047
2023-08-24,139.15618896484375
2023-08-25,138.986083984375
2023-08-28,139.46807861328125
2023-08-29,140.60226440429688
2023-08-30,140.03518676757812
2023-08-31,138.3055419921875
2023-09-01,138.76866149902344
2023-09-05,137.2375030517578
2023-09-06,137.01065063476562
2023-09-07,135.83868408203125
2023-09-08,135.94261169433594
2023-09-11,136.53810119628906
2023-09-12,138.3150177001953
2023-09-13,138.38113403320312
2023-09-14,141.0654296875
2023-09-15,140.64952087402344
2023-09-18,140.94253540039062
2023-09-19,140.762939453125
2023-09-20,140.16751098632812
2023-09-21,139.07110595703125
2023-09-22,137.7384490966797
2023-09-25,138.4189453125
2023-09-26,136.98231506347656
2023-09-27,137.78570556640625
2023-09-28,139.4964599609375
2023-09-29,137.06739807128906
2023-10-02,135.8859100341797
2023-10-03,134.88406372070312
2023-10-04,135.48898315429688
2023-10-05,136.0602569580078
2023-10-06,138.1549530029297
2023-10-09,137.84072875976562
2023-10-10,138.6786346435547
2023-10-11,139.15469360351562
2023-10-12,138.83096313476562
2023-10-13,140.9161376953125
2023-10-16,140.7733154296875
2023-10-17,140.4686279296875
2023-10-18,138.9261932373047
2023-10-19,138.33584594726562
2023-10-20,136.10784912109375
2023-10-23,134.25119018554688
2023-10-24,134.41302490234375
2023-10-25,133.6798858642578
2023-10-26,134.02264404296875
2023-10-27,129.19532775878906
2023-10-30,130.84255981445312
2023-10-31,132.40403747558594
2023-11-01,132.28977966308594
2023-11-02,134.6510772705078
2023-11-03,136.15545654296875
2023-11-06,137.18374633789062
2023-11-07,137.11709594726562
2023-11-08,137.7931365966797
2023-11-09,137.3837127685547
2023-11-10,139.4212646484375
2023-11-13,138.80239868164062
2023-11-14,141.33505249023438
2023-11-15,142.5728302001953
2023-11-16,144.20098876953125
2023-11-17,145.50546264648438
2023-11-20,145.9529266357422
2023-11-21,145.64825439453125
2023-11-22,145.99102783203125
2023-11-24,146.19094848632812
2023-11-27,145.85772705078125
2023-11-28,146.19094848632812
2023-11-29,146.9336395263672
2023-11-30,148.60939025878906
2023-12-01,149.3330078125
2023-12-04,150.427978515625
2023-12-05,150.408935546875
2023-12-06,148.82838439941406
2023-12-07,149.285400390625
2023-12-08,150.93263244628906
2023-12-11,151.48486328125
2023-12-12,152.83688354492188
2023-12-13,153.3510284423828
2023-12-14,156.1408233642578
2023-12-15,157.3214111328125
2023-12-18,158.2735595703125
2023-12-19,160.38734436035156
2023-12-20,158.5782470703125
2023-12-21,159.4827880859375
2023-12-22,159.3875732421875
2023-12-26,160.33018493652344
2023-12-27,161.29185485839844
2023-12-28,162.14877319335938
2023-12-29,161.95834350585938
2024-01-02,163.84359741210938
2024-01-03,163.1294708251953
2024-01-04,164.21200561523438
2024-01-05,165.03591918945312
2024-01-08,164.79640197753906
2024-01-09,163.4935302734375
2024-01-10,163.83839416503906
2024-01-11,163.1486358642578
2024-01-12,161.9511260986328
2024-01-16,160.93563842773438
2024-01-17,160.0734405517578
2024-01-18,160.3895721435547
2024-01-19,163.15821838378906
2024-01-22,162.96661376953125
2024-01-23,161.89366149902344
2024-01-24,163.34022521972656
2024-01-25,165.67779541015625
2024-01-26,165.04550170898438
2024-01-29,165.4766082763672
2024-01-30,168.86793518066406
2024-01-31,167.03814697265625
2024-02-01,166.43458557128906
2024-02-02,167.39260864257812
2024-02-05,167.17227172851562
2024-02-06,167.74708557128906
2024-02-07,168.06320190429688
2024-02-08,167.45965576171875
2024-02-09,167.6608428955078
2024-02-12,168.4080810546875
2024-02-13,166.94235229492188
2024-02-14,168.63800048828125
2024-02-15,172.3167724609375
2024-02-16,171.5120391845703
2024-02-20,172.18263244628906
2024-02-21,173.3035125732422
2024-02-22,175.3824005126953
2024-02-23,176.26377868652344
2024-02-26,175.6602020263672
2024-02-27,175.74644470214844
2024-02-28,176.6373748779297
2024-02-29,178.24685668945312
2024-03-01,177.50917053222656
2024-03-04,178.84078979492188
2024-03-05,180.6322784423828
2024-03-06,181.5711212158203
2024-03-07,179.98081970214844
2024-03-08,180.31613159179688
2024-03-11,180.38316345214844
2024-03-12,181.8680877685547
2024-03-13,183.3434295654297
2024-03-14,180.0766143798828
2024-03-15,182.3087921142578
2024-03-18,184.56968688964844
2024-03-19,185.65220642089844
2024-03-20,188.08558654785156
2024-03-21,190.70091247558594
2024-03-22,188.36338806152344
2024-03-25,186.63897705078125
2024-03-26,187.51075744628906
2024-03-27,191.1416015625
2024-03-28,191.88885498046875
2024-04-01,190.58596801757812
2024-04-02,190.5093231201172
2024-04-03,189.9728546142578
2024-04-04,188.52743530273438
2024-04-05,190.26190185546875
2024-04-08,191.25440979003906
2024-04-09,189.9728546142578
2024-04-10,188.35400390625
2024-04-11,188.31544494628906
2024-04-12,176.13560485839844
2024-04-15,176.23196411132812
2024-04-16,174.21804809570312
2024-04-17,173.5242462158203
2024-04-18,174.65167236328125
2024-04-19,179.03604125976562
2024-04-22,182.51461791992188
2024-04-23,185.1452178955078
2024-04-24,186.05099487304688
2024-04-25,186.33045959472656
2024-04-26,186.4460906982422
2024-04-29,186.2437286376953
2024-04-30,184.75978088378906
2024-05-01,184.8754119873047
2024-05-02,184.6827392578125
2024-05-03,183.57455444335938
2024-05-06,185.01034545898438
2024-05-07,184.7694091796875
2024-05-08,188.52743530273438
2024-05-09,190.3101043701172
2024-05-10,191.53387451171875
2024-05-13,191.49533081054688
2024-05-14,194.1741180419922
2024-05-15,194.75225830078125
2024-05-16,195.09918212890625
2024-05-17,197.33470153808594
2024-05-20,188.4600067138672
2024-05-21,192.25657653808594
2024-05-22,191.0906219482422
2024-05-23,189.751220703125
2024-05-24,193.4032440185547
2024-05-28,192.2373046875
2024-05-29,190.89788818359375
2024-05-30,192.073486328125
2024-05-31,195.25335693359375
2024-06-03,194.4728240966797
2024-06-04,191.90965270996094
2024-06-05,190.07884216308594
2024-06-06,189.74156188964844
2024-06-07,192.67091369628906
2024-06-10,192.34329223632812
2024-06-11,187.28440856933594
2024-06-12,184.55743408203125
2024-06-13,186.60987854003906
2024-06-14,186.7255096435547
2024-06-17,187.88182067871094
2024-06-18,189.8283233642578
2024-06-20,191.43748474121094
2024-06-21,189.15379333496094
2024-06-24,191.63986206054688
2024-06-25,190.8593292236328
2024-06-26,190.24266052246094
2024-06-27,191.9193115234375
2024-06-28,194.89678955078125
2024-07-01,197.970703125
2024-07-02,201.22764587402344
2024-07-03,201.0927276611328
2024-07-05,198.4281463623047
2024-07-08,198.79635620117188
2024-07-09,201.17994689941406
2024-07-10,201.34466552734375
2024-07-11,201.00552368164062
2024-07-12,198.57350158691406
2024-07-15,203.52476501464844
2024-07-16,206.98382568359375
2024-07-17,210.13287353515625
2024-07-18,203.45692443847656
2024-07-19,203.26315307617188
2024-07-22,203.74761962890625
2024-07-23,203.79605102539062
2024-07-24,202.110107421875
2024-07-25,202.1876220703125
2024-07-26,205.64674377441406
2024-07-29,204.2999267578125
2024-07-30,208.50506591796875
2024-07-31,206.1893310546875
2024-08-01,201.49969482421875
2024-08-02,192.95367431640625
2024-08-05,188.84539794921875
2024-08-06,194.11639404296875
2024-08-07,194.17453002929688
2024-08-08,197.72084045410156
2024-08-09,199.40679931640625
2024-08-12,199.78466796875
2024-08-13,201.48031616210938
2024-08-14,203.70884704589844
2024-08-15,204.97816467285156
2024-08-16,207.32298278808594
2024-08-19,208.75698852539062
2024-08-20,207.85589599609375
2024-08-21,207.9333953857422
2024-08-22,209.9003448486328
2024-08-23,211.5281524658203
2024-08-26,212.3614501953125
2024-08-27,213.34005737304688
2024-08-28,214.4155731201172
2024-08-29,215.3070068359375
2024-08-30,217.81655883789062
2024-09-03,213.4563446044922
2024-09-04,212.51646423339844
2024-09-05,210.86927795410156
2024-09-06,205.85989379882812
2024-09-09,210.0747528076172
2024-09-10,199.1742401123047
2024-09-11,200.79234313964844
2024-09-12,200.1819610595703
2024-09-13,197.97276306152344
2024-09-16,201.4027862548828
2024-09-17,202.74960327148438
2024-09-18,201.08303833007812
2024-09-19,203.94139099121094
2024-09-20,204.53244018554688
2024-09-23,204.87156677246094
2024-09-24,205.0168914794922
2024-09-25,203.66041564941406
2024-09-26,203.26315307617188
2024-09-27,203.9607696533203
2024-09-30,204.30960083007812
2024-10-01,200.60826110839844
2024-10-02,200.85047912597656
2024-10-03,198.85450744628906
2024-10-04,205.91256713867188
2024-10-07,205.62985229492188
2024-10-08,205.45437622070312
2024-10-09,208.05728149414062
2024-10-10,207.49185180664062
2024-10-11,216.7043914794922
2024-10-14,215.91473388671875
2024-10-15,216.80189514160156
2024-10-16,218.02049255371094
2024-10-17,218.7808837890625
2024-10-18,219.7069854736328
2024-10-21,217.3965606689453
2024-10-22,218.4884033203125
2024-10-23,217.7962646484375
2024-10-24,219.32681274414062
2024-10-25,216.72390747070312
2024-10-28,219.833740234375
2024-10-29,217.299072265625
2024-10-30,218.77114868164062
2024-10-31,216.34368896484375
2024-11-01,217.3380584716797
2024-11-04,214.25746154785156
2024-11-05,215.9245147705078
2024-11-06,240.85198974609375
2024-11-07,230.4403533935547
2024-11-08,231.02528381347656
2024-11-11,233.2772216796875
2024-11-12,233.54046630859375
2024-11-13,235.1002655029297
2024-11-14,235.79238891601562
2024-11-15,239.14596557617188
2024-11-18,238.87298583984375
2024-11-19,236.98175048828125
2024-11-20,234.7297821044922
2024-11-21,238.6097869873047
2024-11-22,242.30455017089844
2024-11-25,244.0008087158203
2024-11-26,243.68887329101562
2024-11-27,243.5133819580078
2024-11-29,243.4451446533203
2024-12-02,240.0623321533203
2024-12-03,238.6682891845703
2024-12-04,237.28395080566406
2024-12-05,239.3116912841797
2024-12-06,241.1444549560547
2024-12-09,237.68365478515625
2024-12-10,236.75753784179688
2024-12-11,237.4106903076172
2024-12-12,235.46095275878906
2024-12-13,233.910888671875
2024-12-16,233.55995178222656
2024-12-17,232.37062072753906
2024-12-18,224.58135986328125
2024-12-19,227.10630798339844
2024-12-20,231.62969970703125
2024-12-23,232.39984130859375
2024-12-24,236.2213592529297
2024-12-26,237.03048706054688
2024-12-27,235.1099853515625
2024-12-30,233.30648803710938
2024-12-31,233.6866912841797
2025-01-02,233.96939086914062
2025-01-03,237.16697692871094
2025-01-06,236.0106658935547
2025-01-07,238.2840576171875
2025-01-08,238.24485778808594
2025-01-10,235.05035400390625
2025-01-13,239.3031768798828
2025-01-14,242.49765014648438
2025-01-15,247.27963256835938
2025-01-16,249.16104125976562
2025-01-17,253.95278930664062
2025-01-21,257.7450256347656
2025-01-22,257.558837890625
2025-01-23,260.6063537597656
2025-01-24,259.5186767578125
2025-01-27,260.50836181640625
2025-01-28,261.7724609375
2025-01-29,261.2236633300781
2025-01-30,262.8405456542969
2025-01-31,261.92919921875
2025-02-03,261.4490966796875
2025-02-04,262.5563659667969
2025-02-05,264.9963073730469
2025-02-06,271.3363037109375
2025-02-07,270.2584228515625
2025-02-10,265.5940856933594
2025-02-11,269.4647216796875
2025-02-12,269.9154968261719
2025-02-13,270.76800537109375
2025-02-14,271.0325622558594
2025-02-18,274.3250427246094
2025-02-19,273.6391296386719
2025-02-20,261.43927001953125
2025-02-21,258.93072509765625
2025-02-24,256.0890197753906
2025-02-25,252.2281494140625
2025-02-26,253.5902099609375
2025-02-27,253.844970703125
2025-02-28,259.3324890136719
2025-03-03,255.38345336914062
2025-03-04,245.22181701660156
2025-03-05,246.47608947753906
2025-03-06,241.5863494873047
2025-03-07,237.4119415283203
2025-03-10,227.5540771484375
2025-03-11,224.5359649658203
2025-03-12,223.3208770751953
2025-03-13,220.66534423828125
2025-03-14,227.7696533203125
2025-03-17,229.22970581054688
2025-03-18,230.2488250732422
2025-03-19,234.30564880371094
2025-03-20,234.20765686035156
2025-03-21,236.77500915527344
2025-03-24,243.0758056640625
2025-03-25,246.08413696289062
2025-03-26,245.98614501953125
2025-03-27,243.13461303710938
2025-03-28,237.9705047607422
2025-03-31,240.37127685546875
2025-04-01,238.7642059326172
2025-04-02,240.88082885742188
2025-04-03,224.0950164794922
2025-04-04,207.32411193847656
2025-04-07,211.42564392089844
2025-04-08,213.82147216796875
2025-04-09,231.0458984375
2025-04-10,223.9175262451172
2025-04-11,232.87974548339844
2025-04-14,231.42056274414062
2025-04-15,229.8529052734375
2025-04-16,226.38238525390625
2025-04-17,228.69937133789062
2025-04-21,225.7711181640625
2025-04-22,232.27833557128906
2025-04-23,237.49398803710938
2025-04-24,241.20111083984375
2025-04-25,240.12644958496094
2025-04-28,239.80108642578125
2025-04-29,241.181396484375
2025-04-30,241.181396484375
2025-05-01,243.4194793701172
2025-05-02,248.96047973632812
2025-05-05,249.00979614257812
2025-05-06,245.74630737304688
2025-05-07,245.88433837890625
2025-05-08,249.90699768066406
2025-05-09,249.52247619628906
2025-05-12,256.3945007324219
2025-05-13,259.3128967285156
2025-05-14,261.90594482421875
2025-05-15,263.7298889160156
2025-05-16,263.7989196777344
2025-05-19,261.1565856933594
2025-05-20,261.94537353515625
2025-05-21,257.37060546875
2025-05-22,257.00579833984375
2025-05-23,257.04522705078125
2025-05-27,261.56085205078125
2025-05-28,259.7861633300781
2025-05-29,260.6537780761719
2025-05-30,260.2889709472656
2025-06-02,260.939697265625
2025-06-03,262.5270690917969
2025-06-04,260.5058898925781
2025-06-05,258.2677917480469
2025-06-06,261.99468994140625
2025-06-09,262.9904479980469
2025-06-10,264.8243103027344
2025-06-11,264.3806457519531
2025-06-12,264.4693603515625
2025-06-13,261.2256164550781
2025-06-16,266.5595397949219
2025-06-17,265.7313537597656
2025-06-18,270.1089782714844
2025-06-20,271.13433837890625
2025-06-23,274.3583679199219
2025-06-24,277.3063659667969
2025-06-25,280.0670166015625
2025-06-26,284.6910705566406
2025-06-27,283.0741271972656
2025-06-30,285.83477783203125
2025-07-01,286.3277282714844
2025-07-02,287.8953857421875
2025-07-03,293.2451171875
2025-07-07,289.25262451171875
2025-07-08,280.1481628417969
2025-07-09,280.524658203125
2025-07-10,285.5078125
2025-07-11,284.190185546875
2025-07-14,286.0130615234375
2025-07-15,283.8830871582031
2025-07-16,283.1598815917969
2025-07-17,287.201904296875
2025-07-18,288.55914306640625
2025-07-21,288.2619323730469
2025-07-22,288.7176513671875
2025-07-23,293.998046875
2025-07-24,293.78997802734375
2025-07-25,295.84075927734375
2025-07-28,295.50390625
2025-07-29,294.27545166015625
2025-07-30,296.8413391113281
2025-07-31,293.4828796386719
2025-08-01,286.6768493652344
2025-08-04,291.5213317871094
2025-08-05,288.658203125
2025-08-06,288.6383972167969
2025-08-07,284.2694396972656
2025-08-08,286.0725402832031
2025-08-11,286.8650817871094
2025-08-12,290.12445068359375
2025-08-13,287.8260192871094
2025-08-14,291.4222717285156
2025-08-15,287.7864074707031
2025-08-18,288.8167419433594
2025-08-19,287.954833984375
2025-08-20,289.5201110839844
2025-08-21,288.7572937011719
2025-08-22,293.4828796386719
2025-08-25,292.1553649902344
2025-08-26,295.7912292480469
2025-08-27,296.4945983886719
2025-08-28,298.2679443359375
2025-08-29,298.6147155761719
2025-09-02,296.91070556640625
2025-09-03,296.72247314453125
2025-09-04,300.99237060546875
2025-09-05,291.6402282714844
2025-09-08,290.18389892578125
2025-09-09,295.0779113769531
2025-09-10,297.7428894042969
2025-09-11,302.7161560058594
2025-09-12,304.0535888671875
2025-09-15,306.0250549316406
2025-09-16,306.3123474121094
2025-09-17,308.8485412597656
2025-09-18,310.3147888183594
2025-09-19,311.850341796875
2025-09-22,309.5321044921875
2025-09-23,309.8293151855469
2025-09-24,310.5030212402344
2025-09-25,310.5327453613281
2025-09-26,313.118408203125
2025-09-29,312.75189208984375
2025-09-30,312.4942932128906
2025-10-01,307.8182373046875
2025-10-02,304.6876220703125
2025-10-03,307.1445617675781
2025-10-06,307.7916259765625
2025-10-07,306.3083190917969
2025-10-08,302.6647644042969
2025-10-09,304.15802001953125
2025-10-10,299.53887939453125
2025-10-13,306.5870666503906
2025-10-14,300.7235107421875
2025-10-15,304.3172912597656
2025-10-16,297.19940185546875
2025-10-17,296.22381591796875
2025-10-20,301.0022277832031
2025-10-21,295.75592041015625
2025-10-22,292.7892761230469
2025-10-23,293.2173767089844
2025-10-24,299.09088134765625
2025-10-27,302.7842102050781
2025-10-28,303.98876953125
2025-10-29,304.13812255859375
2025-10-30,308.05047607421875
2025-10-31,309.722900390625
2025-11-03,307.96087646484375
2025-11-04,307.861328125
2025-11-05,310.2803955078125
2025-11-06,312.0126037597656
2025-11-07,312.7990417480469
2025-11-10,315.4670104980469
2025-11-11,314.20269775390625
2025-11-12,318.97119140625
2025-11-13,308.0903015136719
2025-11-14,302.2466125488281
2025-11-17,299.02117919921875
2025-11-18,298.06549072265625
2025-11-19,301.90814208984375
2025-11-20,297.0401306152344
2025-11-21,296.6817321777344
2025-11-24,296.6618347167969
2025-11-25,301.6393737792969
2025-11-26,306.258544921875
2025-11-28,311.6741027832031
2025-12-01,307.5328063964844
2025-12-02,306.4974670410156
2025-12-03,310.7283935546875
2025-12-04,314.6805725097656
2025-12-05,313.6253356933594
2025-12-08,313.7945556640625
2025-12-09,299.16058349609375
2025-12-10,308.7174377441406
2025-12-11,315.9548034667969
2025-12-12,317.0896911621094
2025-12-15,318.58294677734375
2025-12-16,314.1330261230469
2025-12-17,313.5655822753906
2025-12-18,311.594482421875
2025-12-19,315.7855529785156
2025-12-22,321.63916015625
2025-12-23,324.4664001464844
2025-12-24,327.6918640136719
2025-12-26,326.4375305175781
2025-12-29,322.29620361328125
2025-12-30,321.96771240234375
2025-12-31,320.7730712890625
