Date,PEP
2023-05-01,174.78463745117188
2023-05-02,175.30441284179688
2023-05-03,175.24057006835938
2023-05-04,176.3347930908203
2023-05-05,177.14637756347656
2023-05-08,176.30743408203125
2023-05-09,177.02781677246094
2023-05-10,177.14637756347656
2023-05-11,178.12205505371094
2023-05-12,178.83326721191406
2023-05-15,177.14637756347656
2023-05-16,176.38038635253906
2023-05-17,175.13113403320312
2023-05-18,174.6752471923828
2023-05-19,174.93055725097656
2023-05-22,170.1888885498047
2023-05-23,169.66912841796875
2023-05-24,168.5931396484375
2023-05-25,167.59922790527344
2023-05-26,167.3986053466797
2023-05-30,165.6022491455078
2023-05-31,166.27700805664062
2023-06-01,167.29164123535156
2023-06-02,169.00872802734375
2023-06-05,169.1280975341797
2023-06-06,166.7131805419922
2023-06-07,165.38172912597656
2023-06-08,167.20904541015625
2023-06-09,167.43858337402344
2023-06-12,167.0253448486328
2023-06-13,166.69482421875
2023-06-14,168.1915283203125
2023-06-15,170.52383422851562
2023-06-16,170.8268280029297
2023-06-20,170.15650939941406
2023-06-21,170.26669311523438
2023-06-22,172.02972412109375
2023-06-23,170.8543701171875
2023-06-26,169.77084350585938
2023-06-27,170.9921112060547
2023-06-28,168.67819213867188
2023-06-29,168.84349060058594
2023-06-30,170.07388305664062
2023-07-03,170.42282104492188
2023-07-05,171.32269287109375
2023-07-06,171.34104919433594
2023-07-07,168.10888671875
2023-07-10,169.22911071777344
2023-07-11,168.93528747558594
2023-07-12,168.1915283203125
2023-07-13,172.1949920654297
2023-07-14,172.81939697265625
2023-07-17,170.4503631591797
2023-07-18,169.3668670654297
2023-07-19,171.0288543701172
2023-07-20,173.82025146484375
2023-07-21,174.60992431640625
2023-07-24,175.30776977539062
2023-07-25,175.7117919921875
2023-07-26,175.93215942382812
2023-07-27,173.1132049560547
2023-07-28,174.74765014648438
2023-07-31,172.13070678710938
2023-08-01,171.5430450439453
2023-08-02,172.91122436523438
2023-08-03,171.81849670410156
2023-08-04,169.50462341308594
2023-08-07,171.60733032226562
2023-08-08,169.357666015625
2023-08-09,168.93528747558594
2023-08-10,168.72410583496094
2023-08-11,168.99037170410156
2023-08-14,168.60472106933594
2023-08-15,166.52035522460938
2023-08-16,166.39181518554688
2023-08-17,163.85748291015625
2023-08-18,163.60955810546875
2023-08-21,162.57199096679688
2023-08-22,161.33236694335938
2023-08-23,163.55445861816406
2023-08-24,162.69134521484375
2023-08-25,164.74818420410156
2023-08-28,165.51028442382812
2023-08-29,166.1346893310547
2023-08-30,166.27243041992188
2023-08-31,164.5201416015625
2023-09-01,162.115966796875
2023-09-05,161.04331970214844
2023-09-06,161.5703887939453
2023-09-07,163.11463928222656
2023-09-08,162.9944305419922
2023-09-11,165.4540557861328
2023-09-12,164.84378051757812
2023-09-13,166.14761352539062
2023-09-14,167.58084106445312
2023-09-15,166.2955322265625
2023-09-18,165.8701934814453
2023-09-19,164.89002990722656
2023-09-20,164.9455108642578
2023-09-21,162.17144775390625
2023-09-22,162.06971740722656
2023-09-25,161.2005157470703
2023-09-26,159.52684020996094
2023-09-27,156.7990264892578
2023-09-28,156.7342987060547
2023-09-29,156.67881774902344
2023-10-02,156.4291229248047
2023-10-03,155.06985473632812
2023-10-04,156.18873596191406
2023-10-05,148.04226684570312
2023-10-06,148.21792602539062
2023-10-09,149.2073516845703
2023-10-10,152.01837158203125
2023-10-11,150.37242126464844
2023-10-12,146.17437744140625
2023-10-13,147.9497833251953
2023-10-16,148.9484405517578
2023-10-17,148.29188537597656
2023-10-18,149.82688903808594
2023-10-19,148.46759033203125
2023-10-20,147.9497833251953
2023-10-23,148.02374267578125
2023-10-24,149.97483825683594
2023-10-25,150.12278747558594
2023-10-26,149.25360107421875
2023-10-27,147.59837341308594
2023-10-30,150.05804443359375
2023-10-31,150.98272705078125
2023-11-01,152.45298767089844
2023-11-02,154.26535034179688
2023-11-03,154.2283935546875
2023-11-06,154.14517211914062
2023-11-07,154.58901977539062
2023-11-08,154.783203125
2023-11-09,153.64584350585938
2023-11-10,154.3485870361328
2023-11-13,155.1345977783203
2023-11-14,155.44900512695312
2023-11-15,154.6537322998047
2023-11-16,155.0791015625
2023-11-17,154.20065307617188
2023-11-20,153.97872924804688
2023-11-21,155.1623077392578
2023-11-22,156.47537231445312
2023-11-24,156.61407470703125
2023-11-27,155.64315795898438
2023-11-28,156.1425018310547
2023-11-29,154.57052612304688
2023-11-30,156.80201721191406
2023-12-01,157.1747283935547
2023-12-04,157.59402465820312
2023-12-05,156.47592163085938
2023-12-06,156.0752716064453
2023-12-07,156.0286865234375
2023-12-08,154.3701934814453
2023-12-11,156.36410522460938
2023-12-12,156.96974182128906
2023-12-13,160.26809692382812
2023-12-14,156.76475524902344
2023-12-15,155.60011291503906
2023-12-18,157.37973022460938
2023-12-19,156.4852294921875
2023-12-20,154.37953186035156
2023-12-21,155.5721435546875
2023-12-22,156.23367309570312
2023-12-26,157.33314514160156
2023-12-27,157.83624267578125
2023-12-28,157.82691955566406
2023-12-29,158.2462158203125
2024-01-02,161.10667419433594
2024-01-03,161.14393615722656
2024-01-04,159.76498413085938
2024-01-05,157.4076690673828
2024-01-08,157.5660400390625
2024-01-09,155.75848388671875
2024-01-10,155.5255584716797
2024-01-11,154.78948974609375
2024-01-12,155.85166931152344
2024-01-16,154.82676696777344
2024-01-17,155.07830810546875
2024-01-18,155.75848388671875
2024-01-19,154.46339416503906
2024-01-22,153.83912658691406
2024-01-23,156.1964111328125
2024-01-24,154.295654296875
2024-01-25,155.19012451171875
2024-01-26,156.40138244628906
2024-01-29,156.6715850830078
2024-01-30,158.04122924804688
2024-01-31,157.02565002441406
2024-02-01,159.979248046875
2024-02-02,159.299072265625
2024-02-05,159.25250244140625
2024-02-06,159.71836853027344
2024-02-07,159.76498413085938
2024-02-08,161.98251342773438
2024-02-09,156.224365234375
2024-02-12,158.96365356445312
2024-02-13,157.35179138183594
2024-02-14,156.08460998535156
2024-02-15,156.40138244628906
2024-02-16,154.96652221679688
2024-02-20,157.13746643066406
2024-02-21,157.30517578125
2024-02-22,156.76475524902344
2024-02-23,158.02261352539062
2024-02-26,156.77407836914062
2024-02-27,156.68089294433594
2024-02-28,155.62803649902344
2024-02-29,155.22901916503906
2024-03-01,154.52488708496094
2024-03-04,155.2572021484375
2024-03-05,152.1308135986328
2024-03-06,153.03211975097656
2024-03-07,153.13539123535156
2024-03-08,153.07908630371094
2024-03-11,154.65634155273438
2024-03-12,154.4779510498047
2024-03-13,155.19146728515625
2024-03-14,154.70326232910156
2024-03-15,154.5906219482422
2024-03-18,160.78700256347656
2024-03-19,161.2939910888672
2024-03-20,161.35031127929688
2024-03-21,161.90423583984375
2024-03-22,161.5005340576172
2024-03-25,162.04505920410156
2024-03-26,162.1671142578125
2024-03-27,162.95578002929688
2024-03-28,164.30767822265625
2024-04-01,162.40182495117188
2024-04-02,160.9560089111328
2024-04-03,159.30361938476562
2024-04-04,159.27548217773438
2024-04-05,158.79666137695312
2024-04-08,159.20974731445312
2024-04-09,160.17674255371094
2024-04-10,158.61825561523438
2024-04-11,158.06436157226562
2024-04-12,157.8202667236328
2024-04-15,156.74058532714844
2024-04-16,157.25694274902344
2024-04-17,159.11585998535156
2024-04-18,161.7352752685547
2024-04-19,163.48150634765625
2024-04-22,165.6690216064453
2024-04-23,160.74948120117188
2024-04-24,166.56094360351562
2024-04-25,165.8755645751953
2024-04-26,164.8428192138672
2024-04-29,165.3685760498047
2024-04-30,165.1526641845703
2024-05-01,164.43911743164062
2024-05-02,164.72076416015625
2024-05-03,165.3779754638672
2024-05-06,165.06817626953125
2024-05-07,167.13360595703125
2024-05-08,166.56094360351562
2024-05-09,167.1711883544922
2024-05-10,168.79537963867188
2024-05-13,169.83749389648438
2024-05-14,168.8704833984375
2024-05-15,168.48556518554688
2024-05-16,171.912353515625
2024-05-17,171.04859924316406
2024-05-20,169.2835693359375
2024-05-21,170.00648498535156
2024-05-22,170.9547119140625
2024-05-23,168.3071746826172
2024-05-24,167.10546875
2024-05-28,162.77737426757812
2024-05-29,160.68373107910156
2024-05-30,160.05470275878906
2024-05-31,162.3267059326172
2024-06-03,160.7588653564453
2024-06-04,163.2561798095703
2024-06-05,162.88063049316406
2024-06-06,162.60836791992188
2024-06-07,161.8466339111328
2024-06-10,156.98291015625
2024-06-11,156.1975555419922
2024-06-12,155.02420043945312
2024-06-13,154.55104064941406
2024-06-14,155.00526428222656
2024-06-17,157.21002197265625
2024-06-18,157.53172302246094
2024-06-20,157.7209930419922
2024-06-21,158.28872680664062
2024-06-24,159.04574584960938
2024-06-25,158.35499572753906
2024-06-26,157.7777862548828
2024-06-27,157.32354736328125
2024-06-28,156.06504821777344
2024-07-01,154.1346893310547
2024-07-02,154.78762817382812
2024-07-03,153.8603057861328
2024-07-05,155.55409240722656
2024-07-08,153.4060821533203
2024-07-09,153.1979217529297
2024-07-10,154.79710388183594
2024-07-11,155.13772583007812
2024-07-12,157.43711853027344
2024-07-15,155.0525665283203
2024-07-16,155.90419006347656
2024-07-17,160.7584686279297
2024-07-18,161.21266174316406
2024-07-19,160.25692749023438
2024-07-22,158.64834594726562
2024-07-23,157.34249877929688
2024-07-24,159.13088989257812
2024-07-25,161.8277130126953
2024-07-26,163.4647216796875
2024-07-29,163.90000915527344
2024-07-30,163.87161254882812
2024-07-31,163.38902282714844
2024-08-01,165.55593872070312
2024-08-02,168.47039794921875
2024-08-05,164.6853790283203
2024-08-06,163.2187042236328
2024-08-07,162.5563201904297
2024-08-08,163.1051483154297
2024-08-09,163.1240692138672
2024-08-12,162.2062225341797
2024-08-13,163.1051483154297
2024-08-14,164.3731231689453
2024-08-15,163.24710083007812
2024-08-16,163.3417205810547
2024-08-19,164.47723388671875
2024-08-20,166.39810180664062
2024-08-21,165.79251098632812
2024-08-22,166.2940216064453
2024-08-23,166.41702270507812
2024-08-26,166.51165771484375
2024-08-27,165.87765502929688
2024-08-28,164.5718536376953
2024-08-29,162.84017944335938
2024-08-30,163.58773803710938
2024-09-03,167.9972686767578
2024-09-04,168.92462158203125
2024-09-05,169.6626739501953
2024-09-06,169.08583068847656
2024-09-09,169.89627075195312
2024-09-10,169.53396606445312
2024-09-11,167.59844970703125
2024-09-12,169.00001525878906
2024-09-13,169.10488891601562
2024-09-16,168.96188354492188
2024-09-17,168.63771057128906
2024-09-18,167.0549774169922
2024-09-19,166.5305633544922
2024-09-20,163.21253967285156
2024-09-23,164.0992431640625
2024-09-24,162.01119995117188
2024-09-25,161.51539611816406
2024-09-26,161.79188537597656
2024-09-27,162.0874786376953
2024-09-30,162.13514709472656
2024-10-01,163.40322875976562
2024-10-02,161.6584014892578
2024-10-03,160.68588256835938
2024-10-04,160.15194702148438
2024-10-07,159.4273223876953
2024-10-08,162.48789978027344
2024-10-09,164.5092315673828
2024-10-10,164.9382781982422
2024-10-11,166.673583984375
2024-10-14,167.90354919433594
2024-10-15,167.71282958984375
2024-10-16,166.3589324951172
2024-10-17,166.54010009765625
2024-10-18,166.9119415283203
2024-10-21,166.86427307128906
2024-10-22,166.2540740966797
2024-10-23,164.90017700195312
2024-10-24,164.14694213867188
2024-10-25,163.7941436767578
2024-10-28,161.93490600585938
2024-10-29,159.7038116455078
2024-10-30,158.473876953125
2024-10-31,158.3499298095703
2024-11-01,157.88270568847656
2024-11-04,158.59780883789062
2024-11-05,160.0375213623047
2024-11-06,157.04368591308594
2024-11-07,156.3667449951172
2024-11-08,157.42506408691406
2024-11-11,156.61460876464844
2024-11-12,156.69090270996094
2024-11-13,157.07229614257812
2024-11-14,157.46319580078125
2024-11-15,151.2371368408203
2024-11-18,150.9606475830078
2024-11-19,149.42556762695312
2024-11-20,151.35157775878906
2024-11-21,152.8770751953125
2024-11-22,154.45980834960938
2024-11-25,155.46095275878906
2024-11-26,154.6123809814453
2024-11-27,155.1463165283203
2024-11-29,155.84234619140625
2024-12-02,155.46095275878906
2024-12-03,154.17376708984375
2024-12-04,152.72451782226562
2024-12-05,153.02011108398438
2024-12-06,151.72677612304688
2024-12-09,153.34222412109375
2024-12-10,153.697998046875
2024-12-11,150.74600219726562
2024-12-12,152.79412841796875
2024-12-13,151.89987182617188
2024-12-16,150.02479553222656
2024-12-17,150.1401824951172
2024-12-18,148.49588012695312
2024-12-19,145.64962768554688
2024-12-20,146.91891479492188
2024-12-23,145.47653198242188
2024-12-24,146.93812561035156
2024-12-26,146.58236694335938
2024-12-27,147.01507568359375
2024-12-30,145.89004516601562
2024-12-31,146.21694946289062
2025-01-02,144.4380645751953
2025-01-03,143.89956665039062
2025-01-06,140.6494598388672
2025-01-07,139.8128662109375
2025-01-08,140.9090576171875
2025-01-10,137.15892028808594
2025-01-13,138.9474639892578
2025-01-14,139.3801727294922
2025-01-15,139.21669006347656
2025-01-16,140.9090576171875
2025-01-17,142.55337524414062
2025-01-21,142.8418426513672
2025-01-22,142.39952087402344
2025-01-23,142.90914916992188
2025-01-24,143.3899383544922
2025-01-27,148.66897583007812
2025-01-28,144.4765167236328
2025-01-29,144.59190368652344
2025-01-30,146.0631103515625
2025-01-31,144.8996124267578
2025-02-03,144.49574279785156
2025-02-04,137.9762725830078
2025-02-05,140.06289672851562
2025-02-06,139.76483154296875
2025-02-07,139.02438354492188
2025-02-10,138.80323791503906
2025-02-11,140.0436553955078
2025-02-12,138.45706176757812
2025-02-13,139.02438354492188
2025-02-14,137.88011169433594
2025-02-18,138.56285095214844
2025-02-19,140.2071075439453
2025-02-20,143.37071228027344
2025-02-21,147.6016387939453
2025-02-24,147.9381866455078
2025-02-25,150.40943908691406
2025-02-26,145.68809509277344
2025-02-27,146.17849731445312
2025-02-28,147.57278442382812
2025-03-03,149.99595642089844
2025-03-04,148.26512145996094
2025-03-05,147.96701049804688
2025-03-06,148.66897583007812
2025-03-07,149.81851196289062
2025-03-10,151.57435607910156
2025-03-11,147.77166748046875
2025-03-12,143.73614501953125
2025-03-13,143.9010467529297
2025-03-14,144.14356994628906
2025-03-17,146.811279296875
2025-03-18,144.53160095214844
2025-03-19,143.6779327392578
2025-03-20,142.74664306640625
2025-03-21,141.09751892089844
2025-03-24,142.06759643554688
2025-03-25,141.184814453125
2025-03-26,144.1920623779297
2025-03-27,145.19125366210938
2025-03-28,144.80322265625
2025-03-31,145.45318603515625
2025-04-01,145.19125366210938
2025-04-02,144.65769958496094
2025-04-03,146.84039306640625
2025-04-04,142.2228240966797
2025-04-07,138.90516662597656
2025-04-08,136.10165405273438
2025-04-09,141.23333740234375
2025-04-10,139.82672119140625
2025-04-11,140.10804748535156
2025-04-14,142.358642578125
2025-04-15,138.5656280517578
2025-04-16,135.89791870117188
2025-04-17,138.5656280517578
2025-04-21,137.4888458251953
2025-04-22,139.16708374023438
2025-04-23,138.0029754638672
2025-04-24,131.26095581054688
2025-04-25,129.38873291015625
2025-04-28,129.75732421875
2025-04-29,130.29087829589844
2025-04-30,131.52288818359375
2025-05-01,129.5536346435547
2025-05-02,129.74765014648438
2025-05-05,128.04031372070312
2025-05-06,126.82772064208984
2025-05-07,127.9723892211914
2025-05-08,127.49706268310547
2025-05-09,126.53669738769531
2025-05-12,127.73957824707031
2025-05-13,126.41057586669922
2025-05-14,124.60624694824219
2025-05-15,127.56497192382812
2025-05-16,128.03060913085938
2025-05-19,127.8462905883789
2025-05-20,127.85601043701172
2025-05-21,126.25536346435547
2025-05-22,126.22626495361328
2025-05-23,125.46961212158203
2025-05-27,127.43885803222656
2025-05-28,126.75980377197266
2025-05-29,127.9723892211914
2025-05-30,127.5164794921875
2025-06-02,126.99264526367188
2025-06-03,127.90450286865234
2025-06-04,127.79779815673828
2025-06-05,127.18663787841797
2025-06-06,127.52302551269531
2025-06-09,127.45439147949219
2025-06-10,129.288330078125
2025-06-11,127.3955307006836
2025-06-12,129.749267578125
2025-06-13,128.3272247314453
2025-06-16,128.8764190673828
2025-06-17,126.79728698730469
2025-06-18,126.58155059814453
2025-06-20,126.58155059814453
2025-06-23,126.60115051269531
2025-06-24,128.52337646484375
2025-06-25,125.55178833007812
2025-06-26,125.74793243408203
2025-06-27,128.5135498046875
2025-06-30,129.4942626953125
2025-07-01,132.65219116210938
2025-07-02,133.84866333007812
2025-07-03,132.76988220214844
2025-07-07,131.85781860351562
2025-07-08,132.43643188476562
2025-07-09,131.88723754882812
2025-07-10,133.45639038085938
2025-07-11,132.65219116210938
2025-07-14,132.95623779296875
2025-07-15,131.2301483154297
2025-07-16,132.74046325683594
2025-07-17,142.63592529296875
2025-07-18,140.4783477783203
2025-07-21,138.96803283691406
2025-07-22,143.22434997558594
2025-07-23,142.8516845703125
2025-07-24,141.72386169433594
2025-07-25,140.6842803955078
2025-07-28,138.84054565429688
2025-07-29,141.11581420898438
2025-07-30,140.1056671142578
2025-07-31,135.2609100341797
2025-08-01,136.5946807861328
2025-08-04,136.86929321289062
2025-08-05,136.76141357421875
2025-08-06,138.08538818359375
2025-08-07,141.14523315429688
2025-08-08,142.41036987304688
2025-08-11,142.076904296875
2025-08-12,144.03834533691406
2025-08-13,146.47055053710938
2025-08-14,145.75460815429688
2025-08-15,147.50030517578125
2025-08-18,146.66668701171875
2025-08-19,149.2263641357422
2025-08-20,147.8239288330078
2025-08-21,146.107666015625
2025-08-22,146.75494384765625
2025-08-25,145.34271240234375
2025-08-26,144.1658477783203
2025-08-27,144.79351806640625
2025-08-28,144.146240234375
2025-08-29,145.78402709960938
2025-09-02,147.3826141357422
2025-09-03,145.77423095703125
2025-09-04,144.05796813964844
2025-09-05,144.97203063964844
2025-09-08,140.33737182617188
2025-09-09,141.7139129638672
2025-09-10,141.27816772460938
2025-09-11,142.83294677734375
2025-09-12,142.13973999023438
2025-09-15,139.27772521972656
2025-09-16,138.6736297607422
2025-09-17,139.8620147705078
2025-09-18,139.36685180664062
2025-09-19,140.38687133789062
2025-09-22,139.66395568847656
2025-09-23,140.5255126953125
2025-09-24,140.79290771484375
2025-09-25,138.564697265625
2025-09-26,139.0796661376953
2025-09-29,138.81228637695312
2025-09-30,139.0796661376953
2025-10-01,141.75350952148438
2025-10-02,140.93154907226562
2025-10-03,140.60475158691406
2025-10-06,138.34683227539062
2025-10-07,139.42626953125
2025-10-08,137.4951629638672
2025-10-09,143.30831909179688
2025-10-10,148.6262969970703
2025-10-13,147.44781494140625
2025-10-14,150.0721435546875
2025-10-15,149.69583129882812
2025-10-16,151.1912078857422
2025-10-17,152.22113037109375
2025-10-20,152.1518096923828
2025-10-21,151.69625854492188
2025-10-22,151.54771423339844
2025-10-23,150.0424346923828
2025-10-24,150.08206176757812
2025-10-27,151.15159606933594
2025-10-28,148.6658935546875
2025-10-29,144.7442626953125
2025-10-30,146.1208038330078
2025-10-31,144.67494201660156
2025-11-03,142.2090606689453
2025-11-04,141.51583862304688
2025-11-05,141.47622680664062
2025-11-06,140.2086181640625
2025-11-07,141.5653533935547
2025-11-10,141.23854064941406
2025-11-11,143.6747283935547
2025-11-12,142.9914093017578
2025-11-13,143.6153106689453
2025-11-14,144.43727111816406
2025-11-17,146.39808654785156
2025-11-18,147.3289794921875
2025-11-19,145.68505859375
2025-11-20,144.68484497070312
2025-11-21,144.91261291503906
2025-11-24,144.0906524658203
2025-11-25,144.6947479248047
2025-11-26,146.546630859375
2025-11-28,147.2992706298828
2025-12-01,148.0618133544922
2025-12-02,147.1705322265625
2025-12-03,146.6258544921875
2025-12-04,145.48699951171875
2025-12-05,145.02000427246094
2025-12-08,145.6300048828125
2025-12-09,144.63999938964844
2025-12-10,149.6999969482422
2025-12-11,149.0399932861328
2025-12-12,150.64999389648438
2025-12-15,151.22000122070312
2025-12-16,150.3699951171875
2025-12-17,150.0800018310547
2025-12-18,149.3699951171875
2025-12-19,148.16000366210938
2025-12-22,147.0500030517578
2025-12-23,143.67999267578125
2025-12-24,143.74000549316406
2025-12-26,143.77999877929688
2025-12-29,144.24000549316406
2025-12-30,144.16000366210938
2025-12-31,143.52000427246094
