Date,CAT
2025-06-27,381.3155822753906
2025-06-30,384.7846984863281
2025-07-01,387.4707946777344
2025-07-02,394.9145202636719
2025-07-03,394.3495178222656
2025-07-07,388.05560302734375
2025-07-08,390.8110656738281
2025-07-09,398.63140869140625
2025-07-10,404.7271728515625
2025-07-11,402.33843994140625
2025-07-14,402.1897277832031
2025-07-15,401.0697326660156
2025-07-16,409.2370300292969
2025-07-17,414.3812561035156
2025-07-18,410.0596923828125
2025-07-21,407.9407653808594
2025-07-22,415.0237731933594
2025-07-23,425.3697814941406
2025-07-24,427.2897644042969
2025-07-25,431.497802734375
2025-07-28,430.6920166015625
2025-07-29,427.8169860839844
2025-07-30,431.8658752441406
2025-07-31,435.7456359863281
2025-08-01,426.4640808105469
2025-08-04,431.44805908203125
2025-08-05,431.975341796875
2025-08-06,425.4991149902344
2025-08-07,414.95416259765625
2025-08-08,414.35723876953125
2025-08-11,406.418701171875
2025-08-12,410.5670471191406
2025-08-13,411.5519104003906
2025-08-14,415.3321838378906
2025-08-15,405.672607421875
2025-08-18,410.4974060058594
2025-08-19,413.92950439453125
2025-08-20,418.4061279296875
2025-08-21,415.7201843261719
2025-08-22,433.4078369140625
2025-08-25,430.0553283691406
2025-08-26,429.0207214355469
2025-08-27,430.4234313964844
2025-08-28,432.65179443359375
2025-08-29,416.86419677734375
2025-09-02,413.8896789550781
2025-09-03,412.96453857421875
2025-09-04,418.0380554199219
2025-09-05,420.8831787109375
2025-09-08,420.58477783203125
2025-09-09,415.91912841796875
2025-09-10,420.7140808105469
2025-09-11,429.1401062011719
2025-09-12,429.27935791015625
2025-09-15,433.6764221191406
2025-09-16,438.3818664550781
2025-09-17,448.32000732421875
2025-09-18,464.53533935546875
2025-09-19,464.1175537109375
2025-09-22,469.648681640625
2025-09-23,468.8130187988281
2025-09-24,467.3506774902344
2025-09-25,461.3121643066406
2025-09-26,463.34161376953125
2025-09-29,469.1612243652344
2025-09-30,474.6724548339844
2025-10-01,478.3233947753906
2025-10-02,488.0227966308594
2025-10-03,495.26495361328125
2025-10-06,492.80780029296875
2025-10-07,484.18280029296875
2025-10-08,499.5127868652344
2025-10-09,497.7619323730469
2025-10-10,488.74896240234375
2025-10-13,502.13909912109375
2025-10-14,524.7311401367188
2025-10-15,531.2769775390625
2025-10-16,538.1511840820312
2025-10-17,524.3432006835938
2025-10-20,529.9400634765625
2025-10-21,523.4253540039062
2025-10-22,512.7103881835938
2025-10-23,519.2850341796875
2025-10-24,521.5098266601562
2025-10-27,525.8397216796875
2025-10-28,523.2457275390625
2025-10-29,584.123291015625
2025-10-30,581.788818359375
2025-10-31,575.9125366210938
2025-11-03,569.2581176757812
2025-11-04,546.3018188476562
2025-11-05,567.8214721679688
2025-11-06,568.4500122070312
2025-11-07,561.7855834960938
2025-11-10,569.5174560546875
2025-11-11,566.6043090820312
2025-11-12,571.6824340820312
2025-11-13,552.2578735351562
2025-11-14,552.73681640625
2025-11-17,550.7613525390625
2025-11-18,545.6034545898438
2025-11-19,551.8189086914062
2025-11-20,544.855224609375
2025-11-21,549.1451416015625
2025-11-24,558.2937622070312
2025-11-25,565.287353515625
2025-11-26,572.3907470703125
2025-11-28,574.4160766601562
2025-12-01,566.7340087890625
2025-12-02,581.1103515625
2025-12-03,590.1093139648438
2025-12-04,597.75146484375
2025-12-05,601.7620239257812
2025-12-08,595.1076049804688
2025-12-09,592.9725952148438
2025-12-10,613.91357421875
2025-12-11,624.149658203125
2025-12-12,596.494384765625
2025-12-15,588.3833618164062
2025-12-16,587.5552978515625
2025-12-17,560.5784301757812
2025-12-18,564.5092163085938
2025-12-19,574.8749389648438
2025-12-22,581.0504760742188
2025-12-23,581.0604858398438
2025-12-24,582.3973999023438
2025-12-26,581.63916015625
2025-12-29,577.2593994140625
2025-12-30,576.042236328125
2025-12-31,571.5327758789062
