Date,ACN
2023-07-19,308.06207275390625
2023-07-20,301.9452819824219
2023-07-21,304.19677734375
2023-07-24,302.7376403808594
2023-07-25,306.8928527832031
2023-07-26,305.84918212890625
2023-07-27,308.08135986328125
2023-07-28,304.9215087890625
2023-07-31,305.694580078125
2023-08-01,310.1589660644531
2023-08-02,307.076416015625
2023-08-03,306.4483947753906
2023-08-04,301.4910888671875
2023-08-07,305.23077392578125
2023-08-08,304.5350341796875
2023-08-09,301.03692626953125
2023-08-10,299.9546813964844
2023-08-11,298.64044189453125
2023-08-14,301.21087646484375
2023-08-15,297.04608154296875
2023-08-16,297.2779235839844
2023-08-17,295.3453674316406
2023-08-18,292.73626708984375
2023-08-21,296.18597412109375
2023-08-22,298.4955139160156
2023-08-23,304.7185974121094
2023-08-24,303.5590515136719
2023-08-25,308.0234069824219
2023-08-28,310.10101318359375
2023-08-29,312.5554504394531
2023-08-30,312.3622131347656
2023-08-31,312.8646545410156
2023-09-01,316.700927734375
2023-09-05,315.1741943359375
2023-09-06,315.3094177246094
2023-09-07,317.14544677734375
2023-09-08,314.50738525390625
2023-09-11,314.8939208984375
2023-09-12,304.28375244140625
2023-09-13,303.33673095703125
2023-09-14,305.926513671875
2023-09-15,302.00323486328125
2023-09-18,305.2404479980469
2023-09-19,306.6415710449219
2023-09-20,306.12939453125
2023-09-21,301.4910888671875
2023-09-22,305.4433288574219
2023-09-25,306.31298828125
2023-09-26,300.1479187011719
2023-09-27,303.79095458984375
2023-09-28,290.63934326171875
2023-09-29,296.7657775878906
2023-10-02,297.87713623046875
2023-10-03,295.9154968261719
2023-10-04,298.9690246582031
2023-10-05,299.2298889160156
2023-10-06,301.6746826171875
2023-10-09,301.5007629394531
2023-10-10,301.80035400390625
2023-10-11,303.2655334472656
2023-10-12,295.3282470703125
2023-10-13,292.873291015625
2023-10-16,296.2791748046875
2023-10-17,299.102783203125
2023-10-18,294.7557373046875
2023-10-19,293.9504089355469
2023-10-20,288.1866455078125
2023-10-23,286.187744140625
2023-10-24,287.3036193847656
2023-10-25,283.9947814941406
2023-10-26,283.3738708496094
2023-10-27,281.4331970214844
2023-10-30,284.0142517089844
2023-10-31,288.27398681640625
2023-11-01,291.7186279296875
2023-11-02,298.9766540527344
2023-11-03,304.1873474121094
2023-11-06,303.7991638183594
2023-11-07,305.8368835449219
2023-11-08,308.3888244628906
2023-11-09,304.8956604003906
2023-11-10,310.20330810546875
2023-11-13,306.2637634277344
2023-11-14,310.97955322265625
2023-11-15,315.8409118652344
2023-11-16,317.6069030761719
2023-11-17,318.101806640625
2023-11-20,321.0806579589844
2023-11-21,320.4596862792969
2023-11-22,323.2445068359375
2023-11-24,324.1275329589844
2023-11-27,322.56524658203125
2023-11-28,322.69140625
2023-11-29,323.44830322265625
2023-11-30,323.2542419433594
2023-12-01,328.0281982421875
2023-12-04,326.44659423828125
2023-12-05,325.8643493652344
2023-12-06,325.45684814453125
2023-12-07,325.1560363769531
2023-12-08,327.2228698730469
2023-12-11,332.1521301269531
2023-12-12,333.03509521484375
2023-12-13,333.4426574707031
2023-12-14,332.55963134765625
2023-12-15,333.9374694824219
2023-12-18,331.70574951171875
2023-12-19,331.3758239746094
2023-12-20,329.4255065917969
2023-12-21,338.4010009765625
2023-12-22,343.9318542480469
2023-12-26,342.9421081542969
2023-12-27,343.3205261230469
2023-12-28,341.15667724609375
2023-12-29,340.49688720703125
2024-01-02,336.62530517578125
2024-01-03,327.8923645019531
2024-01-04,327.0870056152344
2024-01-05,326.6309509277344
2024-01-08,330.250244140625
2024-01-09,332.57904052734375
2024-01-10,335.0824890136719
2024-01-11,337.6441650390625
2024-01-12,345.75604248046875
2024-01-16,344.0386047363281
2024-01-17,344.4086608886719
2024-01-18,350.15447998046875
2024-01-19,354.39080810546875
2024-01-22,357.61431884765625
2024-01-23,360.1950378417969
2024-01-24,359.2601318359375
2024-01-25,362.2207336425781
2024-01-26,361.37347412109375
2024-01-29,363.5939025878906
2024-01-30,361.5973815917969
2024-01-31,354.3713073730469
2024-02-01,361.2176208496094
2024-02-02,363.204345703125
2024-02-05,360.66253662109375
2024-02-06,355.169921875
2024-02-07,357.06890869140625
2024-02-08,358.85113525390625
2024-02-09,361.95782470703125
2024-02-12,357.8285217285156
2024-02-13,353.3293151855469
2024-02-14,361.2857971191406
2024-02-15,361.80194091796875
2024-02-16,359.8250427246094
2024-02-20,353.46563720703125
2024-02-21,351.47894287109375
2024-02-22,361.6072082519531
2024-02-23,367.46014404296875
2024-02-26,367.615966796875
2024-02-27,368.03472900390625
2024-02-28,368.1515808105469
2024-02-29,364.9864807128906
2024-03-01,371.0342102050781
2024-03-04,373.68316650390625
2024-03-05,367.0316162109375
2024-03-06,370.87841796875
2024-03-07,376.7995300292969
2024-03-08,368.2879333496094
2024-03-11,363.4673156738281
2024-03-12,370.53759765625
2024-03-13,368.8235168457031
2024-03-14,368.32684326171875
2024-03-15,364.8112487792969
2024-03-18,362.931640625
2024-03-19,368.20025634765625
2024-03-20,370.49859619140625
2024-03-21,336.0138854980469
2024-03-22,328.6806945800781
2024-03-25,325.0968322753906
2024-03-26,327.59967041015625
2024-03-27,332.0307922363281
2024-03-28,337.5526123046875
2024-04-01,330.30706787109375
2024-04-02,327.6678771972656
2024-04-03,323.5970764160156
2024-04-04,321.83441162109375
2024-04-05,324.29827880859375
2024-04-08,323.1296081542969
2024-04-09,325.7104187011719
2024-04-10,317.146240234375
2024-04-11,317.9185791015625
2024-04-12,308.3475036621094
2024-04-15,306.2651062011719
2024-04-16,306.920166015625
2024-04-17,307.50677490234375
2024-04-18,308.93408203125
2024-04-19,309.7944030761719
2024-04-22,310.32232666015625
2024-04-23,309.74554443359375
2024-04-24,306.5290832519531
2024-04-25,302.09063720703125
2024-04-26,301.1227722167969
2024-04-29,296.3811950683594
2024-04-30,294.1814880371094
2024-05-01,291.9818115234375
2024-05-02,293.624267578125
2024-05-03,296.9189147949219
2024-05-06,299.21636962890625
2024-05-07,303.7135009765625
2024-05-08,305.01373291015625
2024-05-09,299.7540283203125
2024-05-10,299.48028564453125
2024-05-13,300.53619384765625
2024-05-14,300.08648681640625
2024-05-15,301.6213073730469
2024-05-16,301.1129455566406
2024-05-17,296.8015441894531
2024-05-20,298.8644104003906
2024-05-21,296.8504638671875
2024-05-22,300.2428283691406
2024-05-23,299.0892639160156
2024-05-24,294.2596740722656
2024-05-28,291.0726013183594
2024-05-29,287.201171875
2024-05-30,278.43170166015625
2024-05-31,275.9778747558594
2024-06-03,275.4597473144531
2024-06-04,281.61883544921875
2024-06-05,284.5126647949219
2024-06-06,285.2165222167969
2024-06-07,281.9512023925781
2024-06-10,283.9358215332031
2024-06-11,287.6410827636719
2024-06-12,279.3409118652344
2024-06-13,276.0071716308594
2024-06-14,280.29901123046875
2024-06-17,279.1453857421875
2024-06-18,278.96942138671875
2024-06-20,299.3141174316406
2024-06-21,302.07110595703125
2024-06-24,300.3406066894531
2024-06-25,300.301513671875
2024-06-26,297.80853271484375
2024-06-27,296.4105224609375
2024-06-28,296.6256103515625
2024-07-01,295.7847900390625
2024-07-02,297.0361633300781
2024-07-03,298.91326904296875
2024-07-05,292.4510803222656
2024-07-08,292.773681640625
2024-07-09,291.3952331542969
2024-07-10,288.83380126953125
2024-07-11,292.60443115234375
2024-07-12,305.0159912109375
2024-07-15,312.1250915527344
2024-07-16,319.1262512207031
2024-07-17,319.7154541015625
2024-07-18,322.17022705078125
2024-07-19,323.2405090332031
2024-07-22,325.51861572265625
2024-07-23,324.35992431640625
2024-07-24,322.73974609375
2024-07-25,324.1537170410156
2024-07-26,322.5237121582031
2024-07-29,320.30462646484375
2024-07-30,323.2503662109375
2024-07-31,324.6446838378906
2024-08-01,322.1506042480469
2024-08-02,317.3096923828125
2024-08-05,308.0697326660156
2024-08-06,312.9205017089844
2024-08-07,312.2724304199219
2024-08-08,310.17108154296875
2024-08-09,310.1219787597656
2024-08-12,308.28582763671875
2024-08-13,313.5587158203125
2024-08-14,314.0496520996094
2024-08-15,319.2539367675781
2024-08-16,321.0115966796875
2024-08-19,323.4860534667969
2024-08-20,324.3992004394531
2024-08-21,327.5708312988281
2024-08-22,324.5956115722656
2024-08-23,327.2467956542969
2024-08-26,330.6933898925781
2024-08-27,334.22833251953125
2024-08-28,331.2923583984375
2024-08-29,334.0613708496094
2024-08-30,335.76995849609375
2024-09-03,335.701171875
2024-09-04,337.7730712890625
2024-09-05,334.7683410644531
2024-09-06,333.69805908203125
2024-09-09,335.63250732421875
2024-09-10,341.416015625
2024-09-11,343.97882080078125
2024-09-12,343.56646728515625
2024-09-13,343.26202392578125
2024-09-16,347.719970703125
2024-09-17,330.9486999511719
2024-09-18,330.1042175292969
2024-09-19,329.18121337890625
2024-09-20,330.14349365234375
2024-09-23,333.0794677734375
2024-09-24,333.4820556640625
2024-09-25,330.95849609375
2024-09-26,349.3794250488281
2024-09-27,343.3798828125
2024-09-30,347.0915832519531
2024-10-01,345.61865234375
2024-10-02,349.85076904296875
2024-10-03,354.7113037109375
2024-10-04,355.6932373046875
2024-10-07,350.3515319824219
2024-10-08,353.8668212890625
2024-10-09,358.4819030761719
2024-10-10,355.98748779296875
2024-10-11,355.6621398925781
2024-10-14,359.46783447265625
2024-10-15,363.4706726074219
2024-10-16,367.02001953125
2024-10-17,369.86932373046875
2024-10-18,371.5552062988281
2024-10-21,370.7369384765625
2024-10-22,366.5566101074219
2024-10-23,365.4129638671875
2024-10-24,359.1030578613281
2024-10-25,355.7212829589844
2024-10-28,356.2340087890625
2024-10-29,357.9298095703125
2024-10-30,341.6916198730469
2024-10-31,339.96624755859375
2024-11-01,340.8042907714844
2024-11-04,339.0592346191406
2024-11-05,340.6268310546875
2024-11-06,351.1170349121094
2024-11-07,355.6325988769531
2024-11-08,350.5254821777344
2024-11-11,352.27056884765625
2024-11-12,355.5339660644531
2024-11-13,365.00872802734375
2024-11-14,356.97344970703125
2024-11-15,348.59307861328125
2024-11-18,347.8240661621094
2024-11-19,348.9677734375
2024-11-20,352.0437927246094
2024-11-21,355.9678039550781
2024-11-22,353.6114196777344
2024-11-25,356.2044372558594
2024-11-26,358.0677795410156
2024-11-27,357.0621643066406
2024-11-29,357.2691955566406
2024-12-02,356.29315185546875
2024-12-03,347.5776062011719
2024-12-04,354.962158203125
2024-12-05,353.0888977050781
2024-12-06,357.5945739746094
2024-12-09,354.4396057128906
2024-12-10,357.791748046875
2024-12-11,358.7185363769531
2024-12-12,355.1100158691406
2024-12-13,353.6311340332031
2024-12-16,352.0339660644531
2024-12-17,352.27056884765625
2024-12-18,342.71697998046875
2024-12-19,366.9214172363281
2024-12-20,361.212890625
2024-12-23,353.7198791503906
2024-12-24,356.5396423339844
2024-12-26,355.35650634765625
2024-12-27,351.1663513183594
2024-12-30,347.5282897949219
2024-12-31,346.838134765625
2025-01-02,343.9099426269531
2025-01-03,348.869140625
2025-01-06,346.38458251953125
2025-01-07,351.3734130859375
2025-01-08,352.6945495605469
2025-01-10,344.8663024902344
2025-01-13,344.2254333496094
2025-01-14,344.07757568359375
2025-01-15,344.8071594238281
2025-01-16,347.09429931640625
2025-01-17,349.1042175292969
2025-01-21,352.8963623046875
2025-01-22,355.5597229003906
2025-01-23,359.6687316894531
2025-01-24,358.8271484375
2025-01-27,369.4609375
2025-01-28,374.649169921875
2025-01-29,370.7184143066406
2025-01-30,376.9858093261719
2025-01-31,381.1443176269531
2025-02-03,381.4017028808594
2025-02-04,387.74835205078125
2025-02-05,394.31280517578125
2025-02-06,383.51068115234375
2025-02-07,382.16412353515625
2025-02-10,383.0651550292969
2025-02-11,386.154296875
2025-02-12,384.9859313964844
2025-02-13,385.67901611328125
2025-02-14,384.1641540527344
2025-02-18,383.7284851074219
2025-02-19,386.3621826171875
2025-02-20,381.0353698730469
2025-02-21,360.65887451171875
2025-02-24,360.31231689453125
2025-02-25,359.36181640625
2025-02-26,354.8072814941406
2025-02-27,353.3419189453125
2025-02-28,345.0546569824219
2025-03-03,341.579345703125
2025-03-04,342.3615417480469
2025-03-05,344.8170471191406
2025-03-06,338.46051025390625
2025-03-07,338.7971496582031
2025-03-10,331.9851379394531
2025-03-11,324.5494079589844
2025-03-12,321.12359619140625
2025-03-13,313.9353942871094
2025-03-14,315.6680908203125
2025-03-17,322.4899597167969
2025-03-18,320.8661804199219
2025-03-19,321.26220703125
2025-03-20,297.9351501464844
2025-03-21,302.30157470703125
2025-03-24,304.1431579589844
2025-03-25,305.8461608886719
2025-03-26,308.08380126953125
2025-03-27,305.4798278808594
2025-03-28,301.3213195800781
2025-03-31,308.9551086425781
2025-04-01,310.4798583984375
2025-04-02,313.2026672363281
2025-04-03,298.4797058105469
2025-04-04,282.2418212890625
2025-04-07,281.9051818847656
2025-04-08,278.608154296875
2025-04-09,296.9747314453125
2025-04-10,283.8006286621094
2025-04-11,282.92498779296875
2025-04-14,288.3478698730469
2025-04-15,287.2235107421875
2025-04-16,283.82049560546875
2025-04-17,280.9449157714844
2025-04-21,277.8404235839844
2025-04-22,282.546875
2025-04-23,286.7259826660156
2025-04-24,289.9598083496094
2025-04-25,291.9299621582031
2025-04-28,291.7906494140625
2025-04-29,296.98468017578125
2025-04-30,297.6612854003906
2025-05-01,299.034423828125
2025-05-02,303.8105163574219
2025-05-05,306.1786804199219
2025-05-06,302.28814697265625
2025-05-07,304.5667419433594
2025-05-08,307.3428649902344
2025-05-09,306.36773681640625
2025-05-12,320.48712158203125
2025-05-13,320.9249572753906
2025-05-14,318.81549072265625
2025-05-15,321.6015625
2025-05-16,316.1090393066406
2025-05-19,317.80059814453125
2025-05-20,318.5866394042969
2025-05-21,316.1388854980469
2025-05-22,314.8752136230469
2025-05-23,308.03936767578125
2025-05-27,313.8602600097656
2025-05-28,314.41748046875
2025-05-29,316.1488342285156
2025-05-30,315.2433776855469
2025-06-02,312.9050598144531
2025-06-03,311.3428649902344
2025-06-04,314.825439453125
2025-06-05,313.810546875
2025-06-06,316.0692138671875
2025-06-09,315.0443420410156
2025-06-10,319.3229675292969
2025-06-11,317.63140869140625
2025-06-12,316.5468444824219
2025-06-13,310.1587829589844
2025-06-16,312.7657470703125
2025-06-17,310.4772033691406
2025-06-18,304.8553161621094
2025-06-20,283.9498596191406
2025-06-23,293.5319519042969
2025-06-24,299.2234802246094
2025-06-25,293.1339416503906
2025-06-26,294.6065673828125
2025-06-27,293.9896545410156
2025-06-30,297.402587890625
2025-07-01,301.114013671875
2025-07-02,300.7856750488281
2025-07-03,303.2632751464844
2025-07-07,299.04437255859375
2025-07-08,301.8204650878906
2025-07-09,295.91998291015625
2025-07-10,288.3599853515625
2025-07-11,281.05999755859375
2025-07-14,279.989990234375
2025-07-15,276.07000732421875
2025-07-16,279.6700134277344
2025-07-17,282.70001220703125
2025-07-18,282.44000244140625
2025-07-21,282.45001220703125
2025-07-22,286.9599914550781
2025-07-23,286.0400085449219
2025-07-24,281.7099914550781
2025-07-25,283.1499938964844
2025-07-28,277.0400085449219
2025-07-29,278.8999938964844
2025-07-30,274.0
2025-07-31,267.1000061035156
2025-08-01,255.3699951171875
2025-08-04,258.7799987792969
2025-08-05,247.07000732421875
2025-08-06,247.5399932861328
2025-08-07,241.72000122070312
2025-08-08,239.1999969482422
2025-08-11,238.61000061035156
2025-08-12,237.8699951171875
2025-08-13,245.67999267578125
2025-08-14,246.16000366210938
2025-08-15,247.00999450683594
2025-08-18,249.1300048828125
2025-08-19,255.8800048828125
2025-08-20,255.0500030517578
2025-08-21,253.99000549316406
2025-08-22,259.2200012207031
2025-08-25,256.04998779296875
2025-08-26,255.4199981689453
2025-08-27,257.1199951171875
2025-08-28,256.1700134277344
2025-08-29,259.9700012207031
2025-09-02,256.1700134277344
2025-09-03,254.14999389648438
2025-09-04,252.94000244140625
2025-09-05,254.9499969482422
2025-09-08,255.57000732421875
2025-09-09,251.99000549316406
2025-09-10,243.11000061035156
2025-09-11,244.14999389648438
2025-09-12,238.5399932861328
2025-09-15,237.8699951171875
2025-09-16,236.80999755859375
2025-09-17,241.24000549316406
2025-09-18,239.5500030517578
2025-09-19,239.6999969482422
2025-09-22,239.99000549316406
2025-09-23,235.5
2025-09-24,239.0800018310547
2025-09-25,232.55999755859375
2025-09-26,238.97000122070312
2025-09-29,247.0
2025-09-30,246.60000610351562
2025-10-01,243.7100067138672
2025-10-02,244.33999633789062
2025-10-03,245.32000732421875
2025-10-06,248.1699981689453
2025-10-07,251.22999572753906
2025-10-08,252.97999572753906
2025-10-09,252.0399932861328
2025-10-10,240.94000244140625
2025-10-13,243.55999755859375
2025-10-14,244.1999969482422
2025-10-15,239.7100067138672
2025-10-16,234.02000427246094
2025-10-17,238.38999938964844
2025-10-20,242.17999267578125
2025-10-21,250.50999450683594
2025-10-22,249.13999938964844
2025-10-23,249.80999755859375
2025-10-24,247.64999389648438
2025-10-27,250.77000427246094
2025-10-28,253.35000610351562
2025-10-29,247.75
2025-10-30,249.25
2025-10-31,250.10000610351562
2025-11-03,248.44000244140625
2025-11-04,242.89999389648438
2025-11-05,247.82000732421875
2025-11-06,241.33999633789062
2025-11-07,245.75999450683594
2025-11-10,244.5500030517578
2025-11-11,242.55999755859375
2025-11-12,246.52999877929688
2025-11-13,247.57000732421875
2025-11-14,245.2100067138672
2025-11-17,241.3300018310547
2025-11-18,240.0
2025-11-19,241.0800018310547
2025-11-20,240.7899932861328
2025-11-21,251.85000610351562
2025-11-24,243.6199951171875
2025-11-25,249.22999572753906
2025-11-26,247.85000610351562
2025-11-28,250.0
2025-12-01,257.42999267578125
2025-12-02,261.0199890136719
2025-12-03,272.8500061035156
2025-12-04,269.3399963378906
2025-12-05,266.5899963378906
2025-12-08,266.5
2025-12-09,269.5299987792969
2025-12-10,272.2200012207031
2025-12-11,270.3699951171875
2025-12-12,271.55999755859375
2025-12-15,274.6600036621094
2025-12-16,272.0400085449219
2025-12-17,273.739990234375
2025-12-18,269.9599914550781
2025-12-19,272.25
2025-12-22,270.6700134277344
2025-12-23,270.7699890136719
2025-12-24,269.9800109863281
2025-12-26,271.0899963378906
2025-12-29,271.3399963378906
2025-12-30,270.0
2025-12-31,268.29998779296875
