Date,PG
2025-07-10,155.21832275390625
2025-07-11,153.80804443359375
2025-07-14,150.5859375
2025-07-15,149.5282440185547
2025-07-16,150.55657958984375
2025-07-17,152.4075469970703
2025-07-18,152.9370880126953
2025-07-21,152.8680419921875
2025-07-22,156.1121826171875
2025-07-23,156.07272338867188
2025-07-24,156.59532165527344
2025-07-25,156.0924530029297
2025-07-28,154.91903686523438
2025-07-29,154.42601013183594
2025-07-30,150.74803161621094
2025-07-31,148.37164306640625
2025-08-01,148.54913330078125
2025-08-04,148.6575927734375
2025-08-05,148.41107177734375
2025-08-06,150.72830200195312
2025-08-07,151.34951782226562
2025-08-08,151.36923217773438
2025-08-11,152.81874084472656
2025-08-12,152.9272003173828
2025-08-13,153.2427520751953
2025-08-14,151.59603881835938
2025-08-15,152.20738220214844
2025-08-18,153.54843139648438
2025-08-19,156.19105529785156
2025-08-20,157.2855682373047
2025-08-21,156.5164337158203
2025-08-22,156.45729064941406
2025-08-25,153.972412109375
2025-08-26,153.79495239257812
2025-08-27,154.77113342285156
2025-08-28,153.47938537597656
2025-08-29,154.85000610351562
2025-09-02,155.78677368164062
2025-09-03,155.96424865722656
2025-09-04,156.9700469970703
2025-09-05,157.7884521484375
2025-09-08,156.79254150390625
2025-09-09,157.2362823486328
2025-09-10,155.15570068359375
2025-09-11,156.41786193847656
2025-09-12,155.69801330566406
2025-09-15,154.6429443359375
2025-09-16,155.845947265625
2025-09-17,158.09413146972656
2025-09-18,155.12612915039062
2025-09-19,153.86395263671875
2025-09-22,150.9353790283203
2025-09-23,150.3733367919922
2025-09-24,150.29444885253906
2025-09-25,150.02821350097656
2025-09-26,150.3733367919922
2025-09-29,151.3889617919922
2025-09-30,151.50729370117188
2025-10-01,151.04383850097656
2025-10-02,149.9296112060547
2025-10-03,150.14654541015625
2025-10-06,148.31246948242188
2025-10-07,150.4127655029297
2025-10-08,148.5885772705078
2025-10-09,148.4801025390625
2025-10-10,147.60252380371094
2025-10-13,145.43321228027344
2025-10-14,147.0799102783203
2025-10-15,145.36416625976562
2025-10-16,147.51377868652344
2025-10-17,149.28866577148438
2025-10-20,149.8408660888672
2025-10-21,149.50558471679688
2025-10-22,150.07749938964844
2025-10-23,150.08738708496094
2025-10-24,151.41494750976562
2025-10-27,150.6702423095703
2025-10-28,150.30284118652344
2025-10-29,147.72117614746094
2025-10-30,148.5254669189453
2025-10-31,149.3098907470703
2025-11-03,146.97647094726562
2025-11-04,146.1324462890625
2025-11-05,144.76217651367188
2025-11-06,145.09979248046875
2025-11-07,145.94378662109375
2025-11-10,144.47422790527344
2025-11-11,147.49278259277344
2025-11-12,146.96652221679688
2025-11-13,146.91688537597656
2025-11-14,146.62892150878906
2025-11-17,144.79197692871094
2025-11-18,145.9537353515625
2025-11-19,145.9537353515625
2025-11-20,147.145263671875
2025-11-21,149.85601806640625
2025-11-24,145.94378662109375
2025-11-25,147.4431610107422
2025-11-26,147.204833984375
2025-11-28,147.115478515625
2025-12-01,146.4005584716797
2025-12-02,144.83169555664062
2025-12-03,145.6757049560547
2025-12-04,144.33522033691406
2025-12-05,142.4386749267578
2025-12-08,137.3647003173828
2025-12-09,138.64561462402344
2025-12-10,138.8342742919922
2025-12-11,139.76763916015625
2025-12-12,141.83297729492188
2025-12-15,144.10684204101562
2025-12-16,144.186279296875
2025-12-17,146.7679443359375
2025-12-18,144.4940948486328
2025-12-19,143.4415740966797
2025-12-22,141.6840362548828
2025-12-23,142.1705780029297
2025-12-24,143.4713592529297
2025-12-26,143.71958923339844
2025-12-29,143.55079650878906
2025-12-30,143.03445434570312
2025-12-31,142.29966735839844
