Date,MA
2025-07-28,566.6795654296875
2025-07-29,561.7335205078125
2025-07-30,557.5353393554688
2025-07-31,564.8745727539062
2025-08-01,558.313232421875
2025-08-04,568.2052001953125
2025-08-05,564.4458618164062
2025-08-06,567.5271606445312
2025-08-07,559.639404296875
2025-08-08,572.7025756835938
2025-08-11,571.9746704101562
2025-08-12,572.5629272460938
2025-08-13,576.2724609375
2025-08-14,582.115966796875
2025-08-15,580.061767578125
2025-08-18,582.4949340820312
2025-08-19,583.8610229492188
2025-08-20,591.0108032226562
2025-08-21,590.2529907226562
2025-08-22,597.273193359375
2025-08-25,591.5393676757812
2025-08-26,589.9437866210938
2025-08-27,588.9965209960938
2025-08-28,588.8170166015625
2025-08-29,593.6134643554688
2025-09-02,590.203125
2025-09-03,591.609130859375
2025-09-04,593.9624633789062
2025-09-05,582.5746459960938
2025-09-08,584.9479370117188
2025-09-09,582.3552856445312
2025-09-10,577.748291015625
2025-09-11,587.0719604492188
2025-09-12,578.7753295898438
2025-09-15,581.3182373046875
2025-09-16,584.7684326171875
2025-09-17,596.944091796875
2025-09-18,584.3994750976562
2025-09-19,582.5147705078125
2025-09-22,582.8438720703125
2025-09-23,568.36474609375
2025-09-24,567.2080688476562
2025-09-25,565.7022705078125
2025-09-26,563.5383911132812
2025-09-29,566.5399169921875
2025-09-30,567.2080688476562
2025-10-01,572.1541137695312
2025-10-02,575.7041015625
2025-10-03,578.8152465820312
2025-10-06,577.179931640625
2025-10-07,578.20703125
2025-10-08,574.8165893554688
2025-10-09,563.7032470703125
2025-10-10,556.6438598632812
2025-10-13,558.4012451171875
2025-10-14,567.0681762695312
2025-10-15,561.9658813476562
2025-10-16,549.0552978515625
2025-10-17,560.1286010742188
2025-10-20,565.5105590820312
2025-10-21,571.1720581054688
2025-10-22,570.5030517578125
2025-10-23,572.9094848632812
2025-10-24,572.8095703125
2025-10-27,571.5015258789062
2025-10-28,565.0811767578125
2025-10-29,553.7482299804688
2025-10-30,552.8495483398438
2025-10-31,551.162109375
2025-11-03,543.2539672851562
2025-11-04,551.9209594726562
2025-11-05,552.4801025390625
2025-11-06,552.4501953125
2025-11-07,551.14208984375
2025-11-10,552.1306762695312
2025-11-11,557.5125732421875
2025-11-12,560.3882446289062
2025-11-13,554.7367553710938
2025-11-14,544.9114990234375
2025-11-17,536.0447998046875
2025-11-18,526.7887573242188
2025-11-19,529.5645141601562
2025-11-20,527.0882568359375
2025-11-21,539.5895385742188
2025-11-24,537.0432739257812
2025-11-25,545.6503295898438
2025-11-26,544.1126708984375
2025-11-28,549.704345703125
2025-12-01,543.1541137695312
2025-12-02,545.0911865234375
2025-12-03,552.8994750976562
2025-12-04,541.4966430664062
2025-12-05,544.7018432617188
2025-12-08,539.6294555664062
2025-12-09,536.7437744140625
2025-12-10,538.0517578125
2025-12-11,562.5250244140625
2025-12-12,571.0722045898438
2025-12-15,568.2764282226562
2025-12-16,565.1710815429688
2025-12-17,564.6218872070312
2025-12-18,565.3607788085938
2025-12-19,571.3717041015625
2025-12-22,574.8365478515625
2025-12-23,575.4855346679688
2025-12-24,578.5809326171875
2025-12-26,578.7306518554688
2025-12-29,577.0332641601562
2025-12-30,576.553955078125
2025-12-31,570.0238037109375
