Date,GE
2025-07-21,262.2392883300781
2025-07-22,258.3883972167969
2025-07-23,262.55853271484375
2025-07-24,267.37713623046875
2025-07-25,270.94866943359375
2025-07-28,269.97100830078125
2025-07-29,269.6717224121094
2025-07-30,272.904052734375
2025-07-31,270.43988037109375
2025-08-01,268.7439270019531
2025-08-04,275.5777282714844
2025-08-05,271.4774169921875
2025-08-06,271.6370544433594
2025-08-07,271.3776550292969
2025-08-08,274.3606262207031
2025-08-11,274.5501708984375
2025-08-12,278.9696960449219
2025-08-13,268.2251281738281
2025-08-14,269.06317138671875
2025-08-15,267.217529296875
2025-08-18,267.81610107421875
2025-08-19,265.30206298828125
2025-08-20,265.81085205078125
2025-08-21,268.0754699707031
2025-08-22,265.900634765625
2025-08-25,265.98040771484375
2025-08-26,273.29315185546875
2025-08-27,272.70452880859375
2025-08-28,275.3482666015625
2025-08-29,274.5501708984375
2025-09-02,274.73974609375
2025-09-03,275.2784118652344
2025-09-04,281.60345458984375
2025-09-05,278.5706481933594
2025-09-08,275.39813232421875
2025-09-09,275.58770751953125
2025-09-10,282.7407531738281
2025-09-11,280.8951416015625
2025-09-12,281.02484130859375
2025-09-15,286.1028137207031
2025-09-16,292.2781982421875
2025-09-17,288.81640625
2025-09-18,296.3884582519531
2025-09-19,300.4289245605469
2025-09-22,300.3091735839844
2025-09-23,304.9083251953125
2025-09-24,299.59088134765625
2025-09-25,296.4782409667969
2025-09-26,294.283447265625
2025-09-29,293.2945861816406
2025-09-30,300.47637939453125
2025-10-01,300.53631591796875
2025-10-02,299.1079406738281
2025-10-03,296.6607360839844
2025-10-06,297.87933349609375
2025-10-07,301.3952941894531
2025-10-08,302.2143859863281
2025-10-09,299.008056640625
2025-10-10,291.1570129394531
2025-10-13,297.19012451171875
2025-10-14,299.7372131347656
2025-10-15,299.77716064453125
2025-10-16,299.4974670410156
2025-10-17,299.7971496582031
2025-10-20,302.334228515625
2025-10-21,306.27972412109375
2025-10-22,297.5497131347656
2025-10-23,306.0400085449219
2025-10-24,303.52288818359375
2025-10-27,312.4826354980469
2025-10-28,309.4361267089844
2025-10-29,313.9209899902344
2025-10-30,310.39501953125
2025-10-31,308.5970764160156
2025-11-03,308.2674560546875
2025-11-04,303.8525085449219
2025-11-05,304.7614440917969
2025-11-06,304.9212646484375
2025-11-07,306.9189758300781
2025-11-10,311.58367919921875
2025-11-11,310.36505126953125
2025-11-12,308.6669921875
2025-11-13,303.8225402832031
2025-11-14,304.4718017578125
2025-11-17,299.78717041015625
2025-11-18,295.671875
2025-11-19,300.47637939453125
2025-11-20,290.28802490234375
2025-11-21,287.1116638183594
2025-11-24,293.7140808105469
2025-11-25,293.10479736328125
2025-11-26,296.2811584472656
2025-11-28,298.1091003417969
2025-12-01,288.1205139160156
2025-12-02,288.989501953125
2025-12-03,288.1604309082031
2025-12-04,291.5265808105469
2025-12-05,283.61566162109375
2025-12-08,286.8619384765625
2025-12-09,284.98406982421875
2025-12-10,283.2760314941406
2025-12-11,288.0905456542969
2025-12-12,299.467529296875
2025-12-15,300.6361999511719
2025-12-16,298.3887634277344
2025-12-17,291.8462219238281
2025-12-18,301.3453674316406
2025-12-19,306.85906982421875
2025-12-22,314.3704833984375
2025-12-23,315.1695556640625
2025-12-24,316.38818359375
2025-12-26,314.780029296875
2025-12-29,311.5799865722656
2025-12-30,311.7900085449219
2025-12-31,308.0299987792969
