Date,COP
2023-04-24,94.26654052734375
2023-04-25,92.8477783203125
2023-04-26,91.37443542480469
2023-04-27,92.0656509399414
2023-04-28,93.57536315917969
2023-05-01,93.24793243408203
2023-05-02,89.7101058959961
2023-05-03,87.3909683227539
2023-05-04,88.54598236083984
2023-05-05,91.28349304199219
2023-05-08,91.76551818847656
2023-05-09,92.3384780883789
2023-05-10,91.37443542480469
2023-05-11,90.84695434570312
2023-05-12,90.42858123779297
2023-05-15,91.68098449707031
2023-05-16,89.65155792236328
2023-05-17,92.06494140625
2023-05-18,92.09235382080078
2023-05-19,93.79270935058594
2023-05-22,94.82568359375
2023-05-23,95.42903137207031
2023-05-24,95.0542221069336
2023-05-25,92.9608154296875
2023-05-26,93.1070785522461
2023-05-30,92.51286315917969
2023-05-31,90.77598571777344
2023-06-01,90.98621368408203
2023-06-02,93.56415557861328
2023-06-05,93.30818939208984
2023-06-06,93.18934631347656
2023-06-07,95.81298065185547
2023-06-08,95.56615447998047
2023-06-09,94.9719467163086
2023-06-12,93.99380493164062
2023-06-13,94.53317260742188
2023-06-14,93.85667419433594
2023-06-15,95.20964813232422
2023-06-16,95.91353607177734
2023-06-20,93.27162170410156
2023-06-21,94.79827117919922
2023-06-22,92.72313690185547
2023-06-23,91.83639526367188
2023-06-26,93.1698989868164
2023-06-27,92.69165802001953
2023-06-28,94.27346801757812
2023-06-29,94.77928161621094
2023-06-30,95.28509521484375
2023-07-03,95.85527801513672
2023-07-05,95.66214752197266
2023-07-06,92.27781677246094
2023-07-07,94.93562316894531
2023-07-10,95.96562957763672
2023-07-11,98.8073501586914
2023-07-12,100.52708435058594
2023-07-13,101.66748046875
2023-07-14,98.48545837402344
2023-07-17,97.88770294189453
2023-07-18,100.01209259033203
2023-07-19,100.68344116210938
2023-07-20,102.71586608886719
2023-07-21,103.81946563720703
2023-07-24,105.5024185180664
2023-07-25,106.84510803222656
2023-07-26,107.44287109375
2023-07-27,106.47724151611328
2023-07-28,106.61519622802734
2023-07-31,108.2613754272461
2023-08-01,107.94868469238281
2023-08-02,106.30250549316406
2023-08-03,105.75071716308594
2023-08-04,104.57357025146484
2023-08-07,105.28169250488281
2023-08-08,106.30250549316406
2023-08-09,107.0842056274414
2023-08-10,106.52323913574219
2023-08-11,108.3441390991211
2023-08-14,108.23377227783203
2023-08-15,106.69127655029297
2023-08-16,105.8876953125
2023-08-17,107.8181381225586
2023-08-18,108.33539581298828
2023-08-21,108.26148986816406
2023-08-22,107.28240966796875
2023-08-23,106.96836853027344
2023-08-24,106.03549194335938
2023-08-25,107.62415313720703
2023-08-28,108.54781341552734
2023-08-29,108.67713928222656
2023-08-30,109.63773345947266
2023-08-31,109.94253540039062
2023-09-01,112.81510162353516
2023-09-05,113.45243072509766
2023-09-06,113.67410278320312
2023-09-07,112.41793060302734
2023-09-08,113.35082244873047
2023-09-11,111.2448959350586
2023-09-12,113.68334197998047
2023-09-13,112.97212219238281
2023-09-14,114.99491882324219
2023-09-15,114.13593292236328
2023-09-18,114.97644805908203
2023-09-19,113.7572250366211
2023-09-20,111.91915893554688
2023-09-21,109.97947692871094
2023-09-22,110.0626220703125
2023-09-25,111.82678985595703
2023-09-26,110.96781158447266
2023-09-27,114.26322937011719
2023-09-28,113.91976165771484
2023-09-29,111.20915985107422
2023-10-02,108.7027587890625
2023-10-03,109.16690063476562
2023-10-04,105.20310974121094
2023-10-05,105.28665924072266
2023-10-06,107.0596923828125
2023-10-09,113.08429718017578
2023-10-10,111.7568359375
2023-10-11,111.43193817138672
2023-10-12,112.42520904541016
2023-10-13,115.90630340576172
2023-10-16,116.32402038574219
2023-10-17,116.46326446533203
2023-10-18,117.51224517822266
2023-10-19,117.31729888916016
2023-10-20,115.16365814208984
2023-10-23,112.63871765136719
2023-10-24,111.348388671875
2023-10-25,111.77540588378906
2023-10-26,109.82598876953125
2023-10-27,109.35256958007812
2023-10-30,109.6681900024414
2023-10-31,110.28086853027344
2023-11-01,108.30360412597656
2023-11-02,113.26994323730469
2023-11-03,111.16273498535156
2023-11-06,109.97453308105469
2023-11-07,106.98542022705078
2023-11-08,106.24278259277344
2023-11-09,105.96431732177734
2023-11-10,107.31961822509766
2023-11-13,107.62748718261719
2023-11-14,107.79541778564453
2023-11-15,107.31961822509766
2023-11-16,104.48338317871094
2023-11-17,106.90909576416016
2023-11-20,107.65547943115234
2023-11-21,107.45022583007812
2023-11-22,107.15167999267578
2023-11-24,107.74876403808594
2023-11-27,107.10504150390625
2023-11-28,107.27295684814453
2023-11-29,106.33065795898438
2023-11-30,107.82341003417969
2023-12-01,107.5062026977539
2023-12-04,106.85314178466797
2023-12-05,105.5562973022461
2023-12-06,103.11190795898438
2023-12-07,103.41978454589844
2023-12-08,104.55802154541016
2023-12-11,104.64198303222656
2023-12-12,103.61572265625
2023-12-13,104.3527603149414
2023-12-14,107.2449722290039
2023-12-15,106.86245727539062
2023-12-18,107.19832611083984
2023-12-19,108.68175506591797
2023-12-20,108.86834716796875
2023-12-21,108.99896240234375
2023-12-22,109.77332305908203
2023-12-26,111.04216766357422
2023-12-27,110.54769134521484
2023-12-28,108.69107055664062
2023-12-29,108.28990173339844
2024-01-02,109.70801544189453
2024-01-03,111.89116668701172
2024-01-04,108.67241668701172
2024-01-05,108.71907043457031
2024-01-08,106.82512664794922
2024-01-09,105.20177459716797
2024-01-10,103.72766876220703
2024-01-11,103.55973815917969
2024-01-12,104.21282958984375
2024-01-16,101.3579330444336
2024-01-17,100.35964965820312
2024-01-18,99.76254272460938
2024-01-19,100.63954162597656
2024-01-22,100.81680297851562
2024-01-23,100.75150299072266
2024-01-24,102.31888580322266
2024-01-25,104.53936004638672
2024-01-26,104.7072982788086
2024-01-29,104.1195297241211
2024-01-30,106.4052963256836
2024-01-31,104.37142944335938
2024-02-01,103.91427612304688
2024-02-02,103.21453857421875
2024-02-05,102.59877014160156
2024-02-06,104.04488372802734
2024-02-07,104.791259765625
2024-02-08,106.2653579711914
2024-02-09,103.7090072631836
2024-02-12,103.65303802490234
2024-02-13,102.41218566894531
2024-02-14,102.73872375488281
2024-02-15,104.29850006103516
2024-02-16,103.89446258544922
2024-02-20,102.9266586303711
2024-02-21,106.05559539794922
2024-02-22,105.4448471069336
2024-02-23,104.77771759033203
2024-02-26,105.63278198242188
2024-02-27,104.87168884277344
2024-02-28,105.27571868896484
2024-02-29,105.74552917480469
2024-03-01,107.34288787841797
2024-03-04,104.89987182617188
2024-03-05,104.5052261352539
2024-03-06,105.2287368774414
2024-03-07,105.93345642089844
2024-03-08,106.1777572631836
2024-03-11,108.29192352294922
2024-03-12,108.07581329345703
2024-03-13,110.45305633544922
2024-03-14,112.54843139648438
2024-03-15,112.79273223876953
2024-03-18,112.99943542480469
2024-03-19,114.6531753540039
2024-03-20,114.5498275756836
2024-03-21,116.05323028564453
2024-03-22,115.60221862792969
2024-03-25,118.6090087890625
2024-03-26,118.38350677490234
2024-03-27,119.18218231201172
2024-03-28,119.59561920166016
2024-04-01,120.91109466552734
2024-04-02,122.78096008300781
2024-04-03,123.68299865722656
2024-04-04,123.7957534790039
2024-04-05,125.45890045166016
2024-04-08,124.42530059814453
2024-04-09,124.26555633544922
2024-04-10,124.8011474609375
2024-04-11,124.8951187133789
2024-04-12,123.27893829345703
2024-04-15,122.38631439208984
2024-04-16,121.70976257324219
2024-04-17,120.58222961425781
2024-04-18,120.09362030029297
2024-04-19,121.5688247680664
2024-04-22,121.52185821533203
2024-04-23,122.00106048583984
2024-04-24,121.47486877441406
2024-04-25,122.25476837158203
2024-04-26,122.37692260742188
2024-04-29,122.3581314086914
2024-04-30,118.03584289550781
2024-05-01,116.83312225341797
2024-05-02,114.86930084228516
2024-05-03,114.85050964355469
2024-05-06,116.09080505371094
2024-05-07,116.0814208984375
2024-05-08,115.6303939819336
2024-05-09,115.94047546386719
2024-05-10,115.27855682373047
2024-05-13,114.97594451904297
2024-05-14,114.45588684082031
2024-05-15,114.13436889648438
2024-05-16,113.31169891357422
2024-05-17,115.08943176269531
2024-05-20,114.31404876708984
2024-05-21,113.86015319824219
2024-05-22,111.76090240478516
2024-05-23,111.25028228759766
2024-05-24,110.87203979492188
2024-05-28,112.48902893066406
2024-05-29,108.9808349609375
2024-05-30,107.40167999267578
2024-05-31,110.1439208984375
2024-06-03,107.6759033203125
2024-06-04,106.16292572021484
2024-06-05,106.12510681152344
2024-06-06,106.09673309326172
2024-06-07,105.9076156616211
2024-06-10,107.13690185546875
2024-06-11,107.44894409179688
2024-06-12,106.08729553222656
2024-06-13,104.85799407958984
2024-06-14,103.43959045410156
2024-06-17,103.58143615722656
2024-06-18,103.45850372314453
2024-06-20,105.2740707397461
2024-06-21,105.28350830078125
2024-06-24,108.90518188476562
2024-06-25,108.7349624633789
2024-06-26,107.43004608154297
2024-06-27,107.77046203613281
2024-06-28,108.15814971923828
2024-07-01,108.13924407958984
2024-07-02,107.91230010986328
2024-07-03,108.52693176269531
2024-07-05,106.4277114868164
2024-07-08,106.12510681152344
2024-07-09,105.14168548583984
2024-07-10,106.40879821777344
2024-07-11,107.78937530517578
2024-07-12,106.98561096191406
2024-07-15,108.33781433105469
2024-07-16,108.9240951538086
2024-07-17,109.76567840576172
2024-07-18,110.26685333251953
2024-07-19,108.1297836303711
2024-07-22,106.21021270751953
2024-07-23,104.80126953125
2024-07-24,105.05657958984375
2024-07-25,104.99038696289062
2024-07-26,104.82963562011719
2024-07-29,103.18428802490234
2024-07-30,103.93131256103516
2024-07-31,105.15113067626953
2024-08-01,102.49398040771484
2024-08-02,100.0165023803711
2024-08-05,98.88179016113281
2024-08-06,100.04488372802734
2024-08-07,101.1134033203125
2024-08-08,102.3805160522461
2024-08-09,102.70201873779297
2024-08-12,104.79740905761719
2024-08-13,103.18775939941406
2024-08-14,104.13068389892578
2024-08-15,105.94034576416016
2024-08-16,105.89270782470703
2024-08-19,106.42607116699219
2024-08-20,104.62596130371094
2024-08-21,104.40689086914062
2024-08-22,104.74024963378906
2024-08-23,106.10224151611328
2024-08-26,108.1595230102539
2024-08-27,107.08325958251953
2024-08-28,106.81657409667969
2024-08-29,108.9310073852539
2024-08-30,108.37859344482422
2024-09-03,104.62596130371094
2024-09-04,103.39730834960938
2024-09-05,102.340087890625
2024-09-06,100.97808837890625
2024-09-09,100.57807159423828
2024-09-10,99.05416870117188
2024-09-11,97.69216918945312
2024-09-12,98.0064697265625
2024-09-13,98.57794189453125
2024-09-16,100.53045654296875
2024-09-17,103.14013671875
2024-09-18,103.45445251464844
2024-09-19,105.29267120361328
2024-09-20,104.64500427246094
2024-09-23,104.47356414794922
2024-09-24,103.73066711425781
2024-09-25,100.70188903808594
2024-09-26,97.44453430175781
2024-09-27,99.73992156982422
2024-09-30,100.27328491210938
2024-10-01,104.16878509521484
2024-10-02,105.11170196533203
2024-10-03,107.07373809814453
2024-10-04,109.0929183959961
2024-10-07,109.26435089111328
2024-10-08,105.5307846069336
2024-10-09,105.69269561767578
2024-10-10,106.54037475585938
2024-10-11,105.23551940917969
2024-10-14,104.26402282714844
2024-10-15,100.20661163330078
2024-10-16,100.15900421142578
2024-10-17,101.10191345214844
2024-10-18,100.64472961425781
2024-10-21,99.99707794189453
2024-10-22,100.00660705566406
2024-10-23,99.53990936279297
2024-10-24,99.40656280517578
2024-10-25,99.5875244140625
2024-10-28,98.34935760498047
2024-10-29,97.45405578613281
2024-10-30,98.08267211914062
2024-10-31,104.33070373535156
2024-11-01,102.71154022216797
2024-11-04,103.68303680419922
2024-11-05,104.01639556884766
2024-11-06,108.22618865966797
2024-11-07,107.0546875
2024-11-08,107.02592468261719
2024-11-11,107.46710968017578
2024-11-12,106.11477661132812
2024-11-13,107.24651336669922
2024-11-14,108.30152130126953
2024-11-15,107.72606658935547
2024-11-18,109.10717010498047
2024-11-19,108.46456146240234
2024-11-20,108.79065704345703
2024-11-21,107.32324981689453
2024-11-22,107.17938232421875
2024-11-25,101.76045227050781
2024-11-26,102.41265106201172
2024-11-27,102.99769592285156
2024-11-29,103.90884399414062
2024-12-02,101.79883575439453
2024-12-03,101.71251678466797
2024-12-04,99.27639770507812
2024-12-05,100.1683578491211
2024-12-06,98.9982681274414
2024-12-09,98.94071960449219
2024-12-10,98.17343139648438
2024-12-11,98.01038360595703
2024-12-12,96.78274536132812
2024-12-13,96.88823699951172
2024-12-16,95.49755096435547
2024-12-17,94.24112701416016
2024-12-18,91.92969512939453
2024-12-19,91.28709411621094
2024-12-20,91.22955322265625
2024-12-23,92.4380111694336
2024-12-24,93.1381607055664
2024-12-26,92.92715454101562
2024-12-27,92.95592498779297
2024-12-30,93.11897277832031
2024-12-31,95.11390686035156
2025-01-02,95.98668670654297
2025-01-03,96.95537567138672
2025-01-06,95.90036010742188
2025-01-07,97.51165771484375
2025-01-08,97.46369934082031
2025-01-10,97.75142669677734
2025-01-13,99.96694946289062
2025-01-14,100.59036254882812
2025-01-15,101.16583251953125
2025-01-16,101.29051208496094
2025-01-17,101.52069091796875
2025-01-21,100.01490020751953
2025-01-22,98.84479522705078
2025-01-23,99.73676300048828
2025-01-24,97.66510772705078
2025-01-27,98.48993682861328
2025-01-28,97.23350524902344
2025-01-29,97.40614318847656
2025-01-30,97.31024932861328
2025-01-31,94.78781127929688
2025-02-03,94.45213317871094
2025-02-04,96.46622467041016
2025-02-05,96.11135864257812
2025-02-06,95.85240936279297
2025-02-07,94.33702850341797
2025-02-10,95.4112319946289
2025-02-11,97.55001068115234
2025-02-12,94.37539672851562
2025-02-13,92.9367446899414
2025-02-14,93.07210540771484
2025-02-18,94.22270202636719
2025-02-19,96.27249145507812
2025-02-20,98.62201690673828
2025-02-21,94.69647216796875
2025-02-24,95.54733276367188
2025-02-25,93.86495208740234
2025-02-26,92.94641876220703
2025-02-27,94.14535522460938
2025-02-28,95.86640167236328
2025-03-03,89.56233215332031
2025-03-04,87.63823699951172
2025-03-05,85.93650817871094
2025-03-06,85.6657943725586
2025-03-07,87.62857055664062
2025-03-10,89.8233871459961
2025-03-11,92.2502670288086
2025-03-12,94.51276397705078
2025-03-13,93.00444030761719
2025-03-14,95.67301940917969
2025-03-17,96.06945037841797
2025-03-18,97.20069885253906
2025-03-19,97.97420501708984
2025-03-20,98.92174530029297
2025-03-21,98.54466247558594
2025-03-24,98.80572509765625
2025-03-25,99.15380859375
2025-03-26,99.78227233886719
2025-03-27,99.41486358642578
2025-03-28,98.97976684570312
2025-03-31,101.54199981689453
2025-04-01,101.89974975585938
2025-04-02,102.58623504638672
2025-04-03,92.0955581665039
2025-04-04,83.43228912353516
2025-04-07,82.83281707763672
2025-04-08,79.92251586914062
2025-04-09,88.47942352294922
2025-04-10,80.5316390991211
2025-04-11,83.52898406982422
2025-04-14,83.58698272705078
2025-04-15,82.88116455078125
2025-04-16,83.4999771118164
2025-04-17,86.03321075439453
2025-04-21,84.65057373046875
2025-04-22,86.7873764038086
2025-04-23,86.95175170898438
2025-04-24,88.75982666015625
2025-04-25,88.6824722290039
2025-04-28,89.8523941040039
2025-04-29,88.837158203125
2025-04-30,86.16857147216797
2025-05-01,87.64790344238281
2025-05-02,88.38273620605469
2025-05-05,84.70858001708984
2025-05-06,84.72792053222656
2025-05-07,84.80526733398438
2025-05-08,85.87850952148438
2025-05-09,85.6561279296875
2025-05-12,89.21424102783203
2025-05-13,91.05133056640625
2025-05-14,89.50431060791016
2025-05-15,89.88140106201172
2025-05-16,89.36894989013672
2025-05-19,88.15982055664062
2025-05-20,87.4577407836914
2025-05-21,84.98095703125
2025-05-22,83.986328125
2025-05-23,83.06973266601562
2025-05-27,83.4207763671875
2025-05-28,82.47491455078125
2025-05-29,83.46953582763672
2025-05-30,83.22574615478516
2025-06-02,84.56166076660156
2025-06-03,85.72203826904297
2025-06-04,83.81082153320312
2025-06-05,83.22574615478516
2025-06-06,85.04920959472656
2025-06-09,85.84880065917969
2025-06-10,88.91065216064453
2025-06-11,91.02664184570312
2025-06-12,92.33329010009766
2025-06-13,94.54679870605469
2025-06-16,92.63557434082031
2025-06-17,93.12313079833984
2025-06-18,91.46544647216797
2025-06-20,92.33329010009766
2025-06-23,89.42745208740234
2025-06-24,87.16519927978516
2025-06-25,86.784912109375
2025-06-26,88.62786865234375
2025-06-27,87.92578887939453
2025-06-30,87.5064926147461
2025-07-01,89.70049285888672
2025-07-02,92.08951568603516
2025-07-03,91.34842681884766
2025-07-07,90.2465591430664
2025-07-08,93.40591430664062
2025-07-09,92.17727661132812
2025-07-10,92.99636840820312
2025-07-11,93.23039245605469
2025-07-14,91.82623291015625
2025-07-15,90.2465591430664
2025-07-16,89.23243713378906
2025-07-17,90.50007629394531
2025-07-18,89.35920715332031
2025-07-21,88.73513793945312
2025-07-22,90.66585540771484
2025-07-23,92.6745834350586
2025-07-24,93.24015045166016
2025-07-25,92.5868148803711
2025-07-28,94.60530090332031
2025-07-29,95.55115509033203
2025-07-30,94.26400756835938
2025-07-31,92.96710968017578
2025-08-01,90.45133209228516
2025-08-04,90.5390853881836
2025-08-05,90.88037109375
2025-08-06,90.79261779785156
2025-08-07,90.2953109741211
2025-08-08,91.57270812988281
2025-08-11,91.20215606689453
2025-08-12,92.23577880859375
2025-08-13,93.49366760253906
2025-08-14,93.26940155029297
2025-08-15,92.95736694335938
2025-08-18,92.4166259765625
2025-08-19,92.18067169189453
2025-08-20,93.29163360595703
2025-08-21,93.18348693847656
2025-08-22,95.1498031616211
2025-08-25,96.5262222290039
2025-08-26,95.4152603149414
2025-08-27,96.25093078613281
2025-08-28,96.79167175292969
2025-08-29,97.30290985107422
2025-09-02,97.32257080078125
2025-09-03,93.05567932128906
2025-09-04,94.15680694580078
2025-09-05,91.38430786132812
2025-09-08,89.86042785644531
2025-09-09,90.31267547607422
2025-09-10,92.73123931884766
2025-09-11,92.54443359375
2025-09-12,90.87307739257812
2025-09-15,90.7747573852539
2025-09-16,92.9475326538086
2025-09-17,92.23966217041016
2025-09-18,91.90538787841797
2025-09-19,90.37165832519531
2025-09-22,90.46015167236328
2025-09-23,91.89555358886719
2025-09-24,94.01917266845703
2025-09-25,95.17929077148438
2025-09-26,96.8211669921875
2025-09-29,94.23546600341797
2025-09-30,92.99668884277344
2025-10-01,93.8520278930664
2025-10-02,91.80706787109375
2025-10-03,92.57393646240234
2025-10-06,93.3113021850586
2025-10-07,93.62591552734375
2025-10-08,92.17083740234375
2025-10-09,90.40115356445312
2025-10-10,86.16374969482422
2025-10-13,87.28455352783203
2025-10-14,86.68482971191406
2025-10-15,86.26206970214844
2025-10-16,85.44606018066406
2025-10-17,85.02330017089844
2025-10-20,85.59352111816406
2025-10-21,84.95448303222656
2025-10-22,85.93763732910156
2025-10-23,88.56266021728516
2025-10-24,86.54718780517578
2025-10-27,87.19607543945312
2025-10-28,85.32807922363281
2025-10-29,86.59634399414062
2025-10-30,86.65533447265625
2025-10-31,87.36320495605469
2025-11-03,87.07809448242188
2025-11-04,86.42921447753906
2025-11-05,86.22274017333984
2025-11-06,84.21710968017578
2025-11-07,85.3674087524414
2025-11-10,86.74382781982422
2025-11-11,89.16238403320312
2025-11-12,87.56966400146484
2025-11-13,87.91377258300781
2025-11-14,89.8309326171875
2025-11-17,88.03490447998047
2025-11-18,88.98748779296875
2025-11-19,87.30062103271484
2025-11-20,86.7945556640625
2025-11-21,86.69532775878906
2025-11-24,86.88385772705078
2025-11-25,85.95111846923828
2025-11-26,86.41748809814453
2025-11-28,88.00513458251953
2025-12-01,89.5630111694336
2025-12-02,88.60050201416016
2025-12-03,91.10103607177734
2025-12-04,92.40092468261719
2025-12-05,92.9665298461914
2025-12-08,92.16277313232422
2025-12-09,92.70853424072266
2025-12-10,96.0525131225586
2025-12-11,95.96320343017578
2025-12-12,94.80223846435547
2025-12-15,93.63134765625
2025-12-16,90.0690689086914
2025-12-17,94.22671508789062
2025-12-18,91.5177993774414
2025-12-19,91.23004150390625
2025-12-22,92.5894546508789
2025-12-23,92.0139389038086
2025-12-24,91.09111785888672
2025-12-26,90.8331298828125
2025-12-29,91.91470336914062
2025-12-30,93.37335968017578
2025-12-31,92.88714599609375
