Date,MSFT
2025-01-14,411.6865234375
2025-01-15,422.2245178222656
2025-01-16,420.5110778808594
2025-01-17,424.91845703125
2025-01-21,424.3935241699219
2025-01-22,441.9239196777344
2025-01-23,442.4289855957031
2025-01-24,439.8044128417969
2025-01-27,430.3954772949219
2025-01-28,442.9143371582031
2025-01-29,438.0909729003906
2025-01-30,411.01300048828125
2025-01-31,411.0823059082031
2025-02-03,406.98199462890625
2025-02-04,408.4180908203125
2025-02-05,409.3293151855469
2025-02-06,411.83502197265625
2025-02-07,405.8232116699219
2025-02-10,408.2695617675781
2025-02-11,407.49700927734375
2025-02-12,405.1200256347656
2025-02-13,406.60565185546875
2025-02-14,404.5158386230469
2025-02-18,405.71429443359375
2025-02-19,410.79510498046875
2025-02-20,412.968505859375
2025-02-21,405.108642578125
2025-02-24,400.9306335449219
2025-02-25,394.876953125
2025-02-26,396.6930847167969
2025-02-27,389.5477600097656
2025-02-28,393.973876953125
2025-03-03,385.5384521484375
2025-03-04,385.6575622558594
2025-03-05,397.9732666015625
2025-03-06,393.8746643066406
2025-03-07,390.32183837890625
2025-03-10,377.2717590332031
2025-03-11,377.5595703125
2025-03-12,380.3581237792969
2025-03-13,375.8923034667969
2025-03-14,385.60797119140625
2025-03-17,385.7468566894531
2025-03-18,380.6062316894531
2025-03-19,384.8735656738281
2025-03-20,383.9010009765625
2025-03-21,388.2874450683594
2025-03-24,390.09356689453125
2025-03-25,392.1578063964844
2025-03-26,387.0072326660156
2025-03-27,387.6125793457031
2025-03-28,375.92205810546875
2025-03-31,372.5379943847656
2025-04-01,379.2863464355469
2025-04-02,379.23675537109375
2025-04-03,370.2752990722656
2025-04-04,357.1061096191406
2025-04-07,355.14117431640625
2025-04-08,351.8662414550781
2025-04-09,387.52325439453125
2025-04-10,378.4527282714844
2025-04-11,385.498779296875
2025-04-14,384.8636474609375
2025-04-15,382.7994689941406
2025-04-16,368.7867126464844
2025-04-17,364.9858093261719
2025-04-21,356.3916015625
2025-04-22,364.0331115722656
2025-04-23,371.54559326171875
2025-04-24,384.3575134277344
2025-04-25,388.87298583984375
2025-04-28,388.1882019042969
2025-04-29,391.04632568359375
2025-04-30,392.2570495605469
2025-05-01,422.16802978515625
2025-05-02,431.97296142578125
2025-05-05,432.8562316894531
2025-05-06,430.0179443359375
2025-05-07,430.05767822265625
2025-05-08,434.8410339355469
2025-05-09,435.3967590332031
2025-05-12,445.8467712402344
2025-05-13,445.72772216796875
2025-05-14,449.49884033203125
2025-05-15,450.5129089355469
2025-05-16,451.6463623046875
2025-05-19,456.2197570800781
2025-05-20,455.5238342285156
2025-05-21,449.9561462402344
2025-05-22,452.2329406738281
2025-05-23,447.5799560546875
2025-05-27,458.02923583984375
2025-05-28,454.7184753417969
2025-05-29,456.0308837890625
2025-05-30,457.7011413574219
2025-06-02,459.3018798828125
2025-06-03,460.29608154296875
2025-06-04,461.19085693359375
2025-06-05,464.9788513183594
2025-06-06,467.66326904296875
2025-06-09,470.0196228027344
2025-06-10,468.2001953125
2025-06-11,469.8903503417969
2025-06-12,476.1042785644531
2025-06-13,472.2168273925781
2025-06-16,476.3727111816406
2025-06-17,475.279052734375
2025-06-18,477.4663391113281
2025-06-20,474.6427307128906
2025-06-23,483.1930847167969
2025-06-24,487.279296875
2025-06-25,489.4268798828125
2025-06-26,494.57696533203125
2025-06-27,493.07568359375
2025-06-30,494.5372009277344
2025-07-01,489.2081298828125
2025-07-02,488.2536926269531
2025-07-03,495.95892333984375
2025-07-07,494.84539794921875
2025-07-08,493.751708984375
2025-07-09,500.6019592285156
2025-07-10,498.58367919921875
2025-07-11,500.4130554199219
2025-07-14,500.1147766113281
2025-07-15,502.89862060546875
2025-07-16,502.69976806640625
2025-07-17,508.7446594238281
2025-07-18,507.10418701171875
2025-07-21,507.1141052246094
2025-07-22,502.3517761230469
2025-07-23,502.94830322265625
2025-07-24,507.92938232421875
2025-07-25,510.7430725097656
2025-07-28,509.5400085449219
2025-07-29,509.609619140625
2025-07-30,510.2757263183594
2025-07-31,530.418701171875
2025-08-01,521.0829467773438
2025-08-04,532.5464477539062
2025-08-05,524.7019653320312
2025-08-06,521.908203125
2025-08-07,517.8319091796875
2025-08-08,519.02490234375
2025-08-11,518.7564697265625
2025-08-12,526.183349609375
2025-08-13,517.5734252929688
2025-08-14,519.46240234375
2025-08-15,517.1657104492188
2025-08-18,514.1134033203125
2025-08-19,506.8258056640625
2025-08-20,502.7992248535156
2025-08-21,502.15185546875
2025-08-22,505.1295166015625
2025-08-25,502.17181396484375
2025-08-26,499.96099853515625
2025-08-27,504.64154052734375
2025-08-28,507.529541015625
2025-08-29,504.59173583984375
2025-09-02,503.0282287597656
2025-09-03,503.2572937011719
2025-09-04,505.866455078125
2025-09-05,492.9501647949219
2025-09-08,496.13690185546875
2025-09-09,496.34600830078125
2025-09-10,498.29791259765625
2025-09-11,498.9352722167969
2025-09-12,507.7884521484375
2025-09-15,513.225830078125
2025-09-16,506.9320068359375
2025-09-17,507.9079284667969
2025-09-18,506.3444519042969
2025-09-19,515.7852172851562
2025-09-22,512.3196411132812
2025-09-23,507.1212463378906
2025-09-24,508.0373840332031
2025-09-25,504.9303283691406
2025-09-26,509.3419494628906
2025-09-29,512.4689331054688
2025-09-30,515.8051147460938
2025-10-01,517.5578002929688
2025-10-02,513.6041870117188
2025-10-03,515.20751953125
2025-10-06,526.3811645507812
2025-10-07,521.8101196289062
2025-10-08,522.676513671875
2025-10-09,520.2366943359375
2025-10-10,508.84405517578125
2025-10-13,511.9212646484375
2025-10-14,511.4432067871094
2025-10-15,511.3038330078125
2025-10-16,509.4913330078125
2025-10-17,511.4532165527344
2025-10-20,514.6498413085938
2025-10-21,515.5162963867188
2025-10-22,518.3843383789062
2025-10-23,518.404296875
2025-10-24,521.441650390625
2025-10-27,529.3189697265625
2025-10-28,539.8251953125
2025-10-29,539.3073120117188
2025-10-30,523.582763671875
2025-10-31,515.6656494140625
2025-11-03,514.888916015625
2025-11-04,512.2001342773438
2025-11-05,505.0597839355469
2025-11-06,495.04144287109375
2025-11-07,494.7626037597656
2025-11-10,503.90460205078125
2025-11-11,506.573486328125
2025-11-12,509.0233154296875
2025-11-13,501.205810546875
2025-11-14,508.0672912597656
2025-11-17,505.388427734375
2025-11-18,491.74517822265625
2025-11-19,485.102783203125
2025-11-20,477.3404846191406
2025-11-21,471.04486083984375
2025-11-24,472.92059326171875
2025-11-25,475.90374755859375
2025-11-26,484.3943786621094
2025-11-28,490.88958740234375
2025-12-01,485.6315612792969
2025-12-02,488.8841552734375
2025-12-03,476.64208984375
2025-12-04,479.7449951171875
2025-12-05,482.0597229003906
2025-12-08,489.9018249511719
2025-12-09,490.8995361328125
2025-12-10,477.4701843261719
2025-12-11,482.3690185546875
2025-12-12,477.4402770996094
2025-12-15,473.73870849609375
2025-12-16,475.3051452636719
2025-12-17,475.0357360839844
2025-12-18,482.87786865234375
2025-12-19,484.8134460449219
2025-12-22,483.81573486328125
2025-12-23,485.7413330078125
2025-12-24,486.90863037109375
2025-12-26,486.599365234375
2025-12-29,485.9907531738281
2025-12-30,486.3699035644531
2025-12-31,482.5186767578125
