Date,CVX
2025-06-24,139.04136657714844
2025-06-25,138.7313995361328
2025-06-26,139.90341186523438
2025-06-27,139.27383422851562
2025-06-30,138.69268798828125
2025-07-01,140.99794006347656
2025-07-02,143.33221435546875
2025-07-03,143.70997619628906
2025-07-07,142.77044677734375
2025-07-08,148.42703247070312
2025-07-09,148.21392822265625
2025-07-10,149.32781982421875
2025-07-11,150.4320068359375
2025-07-14,146.88693237304688
2025-07-15,145.95712280273438
2025-07-16,145.21128845214844
2025-07-17,146.6254425048828
2025-07-18,145.3275146484375
2025-07-21,144.97882080078125
2025-07-22,145.3275146484375
2025-07-23,148.310791015625
2025-07-24,150.93568420410156
2025-07-25,149.9767608642578
2025-07-28,151.3715362548828
2025-07-29,152.09799194335938
2025-07-30,148.73696899414062
2025-07-31,146.8772735595703
2025-08-01,146.64480590820312
2025-08-04,146.29611206054688
2025-08-05,148.23329162597656
2025-08-06,147.98146057128906
2025-08-07,148.3495330810547
2025-08-08,150.14141845703125
2025-08-11,148.6304168701172
2025-08-12,149.58932495117188
2025-08-13,150.97439575195312
2025-08-14,150.28671264648438
2025-08-15,151.633056640625
2025-08-18,150.4416961669922
2025-08-19,148.86488342285156
2025-08-20,150.0597381591797
2025-08-21,152.3416748046875
2025-08-22,154.91741943359375
2025-08-25,154.93701171875
2025-08-26,154.1143341064453
2025-08-27,155.95558166503906
2025-08-28,156.03392028808594
2025-08-29,157.2875213623047
2025-09-02,158.4921417236328
2025-09-03,154.79989624023438
2025-09-04,154.4375457763672
2025-09-05,150.4906463623047
2025-09-08,150.82363891601562
2025-09-09,151.65611267089844
2025-09-10,154.53546142578125
2025-09-11,154.98597717285156
2025-09-12,153.86949157714844
2025-09-15,154.06536865234375
2025-09-16,156.24935913085938
2025-09-17,156.78802490234375
2025-09-18,155.56381225585938
2025-09-19,152.98806762695312
2025-09-22,152.83135986328125
2025-09-23,154.173095703125
2025-09-24,155.8968048095703
2025-09-25,157.40504455566406
2025-09-26,156.85659790039062
2025-09-29,152.8803253173828
2025-09-30,152.08702087402344
2025-10-01,151.3916778564453
2025-10-02,150.2066192626953
2025-10-03,150.38291931152344
2025-10-06,150.84323120117188
2025-10-07,151.71487426757812
2025-10-08,150.5690155029297
2025-10-09,148.5123291015625
2025-10-10,145.82882690429688
2025-10-13,148.80612182617188
2025-10-14,149.24685668945312
2025-10-15,148.97262573242188
2025-10-16,148.58087158203125
2025-10-17,149.92262268066406
2025-10-20,151.2937469482422
2025-10-21,150.6179656982422
2025-10-22,152.36126708984375
2025-10-23,153.33084106445312
2025-10-24,152.35145568847656
2025-10-27,152.07723999023438
2025-10-28,150.9509735107422
2025-10-29,151.9009552001953
2025-10-30,150.35354614257812
2025-10-31,154.4669189453125
2025-11-03,150.86280822753906
2025-11-04,150.22622680664062
2025-11-05,149.5112762451172
2025-11-06,149.78550720214844
2025-11-07,151.82261657714844
2025-11-10,152.43960571289062
2025-11-11,153.01744079589844
2025-11-12,150.1576690673828
2025-11-13,152.3710479736328
2025-11-14,154.3689727783203
2025-11-17,151.62673950195312
2025-11-18,152.1317901611328
2025-11-19,150.2303924560547
2025-11-20,148.85385131835938
2025-11-21,148.5270538330078
2025-11-24,148.29928588867188
2025-11-25,147.09109497070312
2025-11-26,148.0615997314453
2025-11-28,149.66592407226562
2025-12-01,151.06224060058594
2025-12-02,148.79443359375
2025-12-03,150.1214599609375
2025-12-04,150.7849578857422
2025-12-05,148.54685974121094
2025-12-08,147.2693634033203
2025-12-09,147.05149841308594
2025-12-10,149.94320678710938
2025-12-11,149.2598876953125
2025-12-12,148.53695678710938
2025-12-15,148.3488006591797
2025-12-16,145.32833862304688
2025-12-17,148.07151794433594
2025-12-18,146.25924682617188
2025-12-19,146.3186492919922
2025-12-22,148.3488006591797
2025-12-23,149.05191040039062
2025-12-24,149.04202270507812
2025-12-26,148.56666564941406
2025-12-29,149.5272674560547
2025-12-30,150.83447265625
2025-12-31,150.9335174560547
