Date,USB
2023-11-09,30.69493293762207
2023-11-10,30.957443237304688
2023-11-13,30.776395797729492
2023-11-14,32.72256088256836
2023-11-15,33.65489959716797
2023-11-16,33.7816276550293
2023-11-17,34.0712890625
2023-11-20,34.062232971191406
2023-11-21,33.501014709472656
2023-11-22,33.33808517456055
2023-11-24,33.673004150390625
2023-11-27,33.30187225341797
2023-11-28,33.528175354003906
2023-11-29,34.207061767578125
2023-11-30,34.505775451660156
2023-12-01,35.64631652832031
2023-12-04,35.745880126953125
2023-12-05,35.6644172668457
2023-12-06,35.374755859375
2023-12-07,35.963130950927734
2023-12-08,36.59675979614258
2023-12-11,36.68728256225586
2023-12-12,36.61486053466797
2023-12-13,38.461448669433594
2023-12-14,41.032188415527344
2023-12-15,40.742523193359375
2023-12-18,39.87353515625
2023-12-19,40.01836395263672
2023-12-20,38.43429183959961
2023-12-21,39.203704833984375
2023-12-22,39.384735107421875
2023-12-26,39.89164352416992
2023-12-27,39.77396774291992
2023-12-28,39.93873977661133
2023-12-29,39.618350982666016
2024-01-02,40.195045471191406
2024-01-03,39.1331901550293
2024-01-04,39.55426788330078
2024-01-05,40.103519439697266
2024-01-08,40.240821838378906
2024-01-09,39.78312301635742
2024-01-10,39.72819519042969
2024-01-11,39.1972770690918
2024-01-12,38.58395767211914
2024-01-16,37.879093170166016
2024-01-17,37.36647415161133
2024-01-18,36.75316619873047
2024-01-19,38.45579528808594
2024-01-22,38.24525451660156
2024-01-23,38.4191780090332
2024-01-24,38.88603210449219
2024-01-25,39.1881103515625
2024-01-26,39.03249740600586
2024-01-29,39.31626892089844
2024-01-30,39.67327880859375
2024-01-31,38.02556228637695
2024-02-01,37.4305534362793
2024-02-02,37.38478469848633
2024-02-05,36.7073860168457
2024-02-06,36.7073860168457
2024-02-07,36.53346252441406
2024-02-08,36.95454406738281
2024-02-09,36.78062438964844
2024-02-12,37.59532928466797
2024-02-13,36.5517692565918
2024-02-14,37.07355499267578
2024-02-15,38.03471374511719
2024-02-16,37.97979736328125
2024-02-20,37.65940475463867
2024-02-21,37.36647415161133
2024-02-22,37.85163497924805
2024-02-23,37.86078643798828
2024-02-26,37.38478469848633
2024-02-27,37.86994934082031
2024-02-28,37.732635498046875
2024-02-29,38.410030364990234
2024-03-01,37.915714263916016
2024-03-04,39.08742904663086
2024-03-05,39.59088897705078
2024-03-06,39.444427490234375
2024-03-07,39.67327880859375
2024-03-08,39.60003662109375
2024-03-11,39.83804702758789
2024-03-12,39.55426788330078
2024-03-13,39.79228210449219
2024-03-14,38.76703643798828
2024-03-15,38.51987838745117
2024-03-18,38.87688446044922
2024-03-19,38.64802932739258
2024-03-20,39.78312301635742
2024-03-21,40.68936538696289
2024-03-22,39.902122497558594
2024-03-25,39.865509033203125
2024-03-26,39.84720230102539
2024-03-27,40.73598861694336
2024-03-28,41.38405990600586
2024-04-01,40.689693450927734
2024-04-02,40.02310562133789
2024-04-03,39.91200637817383
2024-04-04,39.7360954284668
2024-04-05,39.83794403076172
2024-04-08,40.47676086425781
2024-04-09,40.6804313659668
2024-04-10,38.91212463378906
2024-04-11,38.810279846191406
2024-04-12,38.49551010131836
2024-04-15,38.36589050292969
2024-04-16,37.958534240722656
2024-04-17,36.58832550048828
2024-04-18,36.51425552368164
2024-04-19,37.4493293762207
2024-04-22,38.004817962646484
2024-04-23,37.93075942993164
2024-04-24,38.52328109741211
2024-04-25,37.94927215576172
2024-04-26,38.06962966918945
2024-04-29,38.227020263671875
2024-04-30,37.6159782409668
2024-05-01,38.004817962646484
2024-05-02,37.93075942993164
2024-05-03,38.33811569213867
2024-05-06,38.71770477294922
2024-05-07,38.49551010131836
2024-05-08,38.59734344482422
2024-05-09,38.458473205566406
2024-05-10,38.74547576904297
2024-05-13,38.41218566894531
2024-05-14,38.83805465698242
2024-05-15,39.08803176879883
2024-05-16,38.56031799316406
2024-05-17,38.35663604736328
2024-05-20,37.856689453125
2024-05-21,38.125179290771484
2024-05-22,37.74559020996094
2024-05-23,37.051231384277344
2024-05-24,37.52339553833008
2024-05-28,36.81977462768555
2024-05-29,36.143924713134766
2024-05-30,36.458709716796875
2024-05-31,37.541908264160156
2024-06-03,36.78274154663086
2024-06-04,36.069862365722656
2024-06-05,36.18096160888672
2024-06-06,36.12540817260742
2024-06-07,36.12540817260742
2024-06-10,35.87544250488281
2024-06-11,35.59769821166992
2024-06-12,36.366119384765625
2024-06-13,36.34760665893555
2024-06-14,35.94950485229492
2024-06-17,36.19021987915039
2024-06-18,36.375389099121094
2024-06-20,36.366119384765625
2024-06-21,36.754966735839844
2024-06-24,37.541908264160156
2024-06-25,37.051231384277344
2024-06-26,36.76422882080078
2024-06-27,36.736454010009766
2024-06-28,37.21452331542969
2024-07-01,36.7833251953125
2024-07-02,37.46761703491211
2024-07-03,37.03641128540039
2024-07-05,36.59584045410156
2024-07-08,36.98954772949219
2024-07-09,37.373878479003906
2024-07-10,38.24564743041992
2024-07-11,39.30491256713867
2024-07-12,39.46426773071289
2024-07-15,39.69861602783203
2024-07-16,40.57976531982422
2024-07-17,42.426429748535156
2024-07-18,41.62964630126953
2024-07-19,41.957733154296875
2024-07-22,42.2202033996582
2024-07-23,42.698272705078125
2024-07-24,41.96710968017578
2024-07-25,42.26707077026367
2024-07-26,42.61390686035156
2024-07-29,42.529544830322266
2024-07-30,42.62328338623047
2024-07-31,42.07022476196289
2024-08-01,40.757869720458984
2024-08-02,39.69861602783203
2024-08-05,38.24564743041992
2024-08-06,39.061187744140625
2024-08-07,38.7987174987793
2024-08-08,39.14555358886719
2024-08-09,39.4361457824707
2024-08-12,38.87371063232422
2024-08-13,39.745487213134766
2024-08-14,39.68923568725586
2024-08-15,40.12981414794922
2024-08-16,40.486026763916016
2024-08-19,40.92660140991211
2024-08-20,41.001590728759766
2024-08-21,40.96409606933594
2024-08-22,41.42341232299805
2024-08-23,42.54829025268555
2024-08-26,42.763885498046875
2024-08-27,42.86700439453125
2024-08-28,43.241966247558594
2024-08-29,43.61691665649414
2024-08-30,44.27309799194336
2024-09-03,43.48568344116211
2024-09-04,43.17634201049805
2024-09-05,42.68889617919922
2024-09-06,41.70463943481445
2024-09-09,42.426429748535156
2024-09-10,42.2108268737793
2024-09-11,41.948360443115234
2024-09-12,41.104705810546875
2024-09-13,41.82649612426758
2024-09-16,41.89210891723633
2024-09-17,41.88274383544922
2024-09-18,42.3514404296875
2024-09-19,43.5606803894043
2024-09-20,43.12947463989258
2024-09-23,42.98886489868164
2024-09-24,42.78263473510742
2024-09-25,41.948360443115234
2024-09-26,42.463924407958984
2024-09-27,42.632652282714844
2024-09-30,43.3435173034668
2024-10-01,42.139793395996094
2024-10-02,41.94075393676758
2024-10-03,41.68484115600586
2024-10-04,42.367271423339844
2024-10-07,42.149269104003906
2024-10-08,41.95022964477539
2024-10-09,42.746395111083984
2024-10-10,42.59474182128906
2024-10-11,43.84585189819336
2024-10-14,44.66097640991211
2024-10-15,44.547245025634766
2024-10-16,46.64190673828125
2024-10-17,47.362247467041016
2024-10-18,46.59451675415039
2024-10-21,45.41922378540039
2024-10-22,45.52348709106445
2024-10-23,45.99739456176758
2024-10-24,45.92156982421875
2024-10-25,45.24862289428711
2024-10-28,46.054264068603516
2024-10-29,45.70357131958008
2024-10-30,46.13956832885742
2024-10-31,45.788875579833984
2024-11-01,45.343406677246094
2024-11-04,44.727317810058594
2024-11-05,45.125404357910156
2024-11-06,48.58492660522461
2024-11-07,46.9736442565918
2024-11-08,47.589717864990234
2024-11-11,48.37641143798828
2024-11-12,48.11101531982422
2024-11-13,48.4996223449707
2024-11-14,47.684505462646484
2024-11-15,47.2958984375
2024-11-18,47.96884536743164
2024-11-19,47.76980972290039
2024-11-20,48.09206771850586
2024-11-21,48.7081413269043
2024-11-22,49.750732421875
2024-11-25,50.83124542236328
2024-11-26,50.85968017578125
2024-11-27,50.68907165527344
2024-11-29,50.50899124145508
2024-12-02,50.01612091064453
2024-12-03,49.3810920715332
2024-12-04,49.29578399658203
2024-12-05,49.40003967285156
2024-12-06,49.45691680908203
2024-12-09,48.63231658935547
2024-12-10,48.878746032714844
2024-12-11,48.64179611206055
2024-12-12,48.43327713012695
2024-12-13,48.36692810058594
2024-12-16,48.67970657348633
2024-12-17,47.37172317504883
2024-12-18,45.125404357910156
2024-12-19,44.93584060668945
2024-12-20,45.41922378540039
2024-12-23,45.79835510253906
2024-12-24,46.281742095947266
2024-12-26,46.45233917236328
2024-12-27,45.9594841003418
2024-12-30,45.73200225830078
2024-12-31,45.80862808227539
2025-01-02,45.83735656738281
2025-01-03,46.79509735107422
2025-01-06,46.67058563232422
2025-01-07,46.6418571472168
2025-01-08,46.46946334838867
2025-01-10,45.37764358520508
2025-01-13,46.34495544433594
2025-01-14,46.98664474487305
2025-01-15,48.74888229370117
2025-01-16,46.00017166137695
2025-01-17,46.316226959228516
2025-01-21,47.23565673828125
2025-01-22,46.57482147216797
2025-01-23,46.383270263671875
2025-01-24,46.996219635009766
2025-01-27,47.44635772705078
2025-01-28,46.392845153808594
2025-01-29,45.645809173583984
2025-01-30,45.971439361572266
2025-01-31,45.760738372802734
2025-02-03,44.88919448852539
2025-02-04,45.44468688964844
2025-02-05,45.37764358520508
2025-02-06,45.72243118286133
2025-02-07,45.233978271484375
2025-02-10,44.898773193359375
2025-02-11,45.57876968383789
2025-02-12,45.48299789428711
2025-02-13,45.38721466064453
2025-02-14,45.73200225830078
2025-02-18,45.91397476196289
2025-02-19,45.128631591796875
2025-02-20,44.783843994140625
2025-02-21,43.931453704833984
2025-02-24,43.68244552612305
2025-02-25,43.96976852416992
2025-02-26,43.816532135009766
2025-02-27,44.32413101196289
2025-02-28,44.917930603027344
2025-03-03,44.28582000732422
2025-03-04,42.724708557128906
2025-03-05,42.782169342041016
2025-03-06,42.50442886352539
2025-03-07,42.830055236816406
2025-03-10,40.57937240600586
2025-03-11,39.80360794067383
2025-03-12,39.91853713989258
2025-03-13,39.190650939941406
2025-03-14,40.24416732788086
2025-03-17,40.39740753173828
2025-03-18,40.49317169189453
2025-03-19,40.87627410888672
2025-03-20,40.80923080444336
2025-03-21,41.029510498046875
2025-03-24,41.91062545776367
2025-03-25,41.85316848754883
2025-03-26,41.92020797729492
2025-03-27,41.40302658081055
2025-03-28,40.47401809692383
2025-03-31,40.919857025146484
2025-04-01,40.48371505737305
2025-04-02,41.685523986816406
2025-04-03,37.595481872558594
2025-04-04,35.69584274291992
2025-04-07,35.66676330566406
2025-04-08,35.279083251953125
2025-04-09,38.089778900146484
2025-04-10,36.1029052734375
2025-04-11,36.69412612915039
2025-04-14,37.02365493774414
2025-04-15,37.440406799316406
2025-04-16,36.65535354614258
2025-04-17,37.02365493774414
2025-04-21,36.64566421508789
2025-04-22,37.799015045166016
2025-04-23,38.29330825805664
2025-04-24,38.81668472290039
2025-04-25,38.69068145751953
2025-04-28,38.94267654418945
2025-04-29,39.25282287597656
2025-04-30,39.097747802734375
2025-05-01,39.25282287597656
2025-05-02,40.192955017089844
2025-05-05,40.18326187133789
2025-05-06,39.718040466308594
2025-05-07,40.0281867980957
2025-05-08,40.84231948852539
2025-05-09,40.726016998291016
2025-05-12,42.65473175048828
2025-05-13,43.00364685058594
2025-05-14,42.86796188354492
2025-05-15,43.207183837890625
2025-05-16,43.53670883178711
2025-05-19,43.41071701049805
2025-05-20,43.042415618896484
2025-05-21,41.5692253112793
2025-05-22,41.79214096069336
2025-05-23,41.61768341064453
2025-05-27,42.39304733276367
2025-05-28,41.89875411987305
2025-05-29,42.41242980957031
2025-05-30,42.2476692199707
2025-06-02,42.2767448425293
2025-06-03,43.013343811035156
2025-06-04,42.54812240600586
2025-06-05,42.334896087646484
2025-06-06,43.391334533691406
2025-06-09,43.488250732421875
2025-06-10,43.846858978271484
2025-06-11,42.83888626098633
2025-06-12,42.800113677978516
2025-06-13,41.6661491394043
2025-06-16,41.82122039794922
2025-06-17,41.37538146972656
2025-06-18,41.93752670288086
2025-06-20,41.9569091796875
2025-06-23,42.73227310180664
2025-06-24,43.168418884277344
2025-06-25,43.43979263305664
2025-06-26,44.215152740478516
2025-06-27,44.3508415222168
2025-06-30,44.34104537963867
2025-07-01,45.5561408996582
2025-07-02,46.536048889160156
2025-07-03,46.96721267700195
2025-07-07,46.820220947265625
2025-07-08,46.702632904052734
2025-07-09,46.3498649597168
2025-07-10,46.61444091796875
2025-07-11,46.193077087402344
2025-07-14,46.114688873291016
2025-07-15,44.7722053527832
2025-07-16,44.76240539550781
2025-07-17,44.30184555053711
2025-07-18,44.7722053527832
2025-07-21,44.86039733886719
2025-07-22,45.232765197753906
2025-07-23,45.36015319824219
2025-07-24,45.13477325439453
2025-07-25,45.38955307006836
2025-07-28,45.1641731262207
2025-07-29,45.1641731262207
2025-07-30,44.95838928222656
2025-07-31,44.05686950683594
2025-08-01,43.05735778808594
2025-08-04,43.527713775634766
2025-08-05,43.6649055480957
2025-08-06,43.54731369018555
2025-08-07,43.204345703125
2025-08-08,43.95887756347656
2025-08-11,43.6649055480957
2025-08-12,44.85060119628906
2025-08-13,45.673728942871094
2025-08-14,45.88930892944336
2025-08-15,45.00738525390625
2025-08-18,45.18376922607422
2025-08-19,45.281761169433594
2025-08-20,45.47774124145508
2025-08-21,45.24256134033203
2025-08-22,47.310176849365234
2025-08-25,47.192588806152344
2025-08-26,47.59435272216797
2025-08-27,47.78053283691406
2025-08-28,47.692344665527344
2025-08-29,47.84913635253906
2025-09-02,47.54535675048828
2025-09-03,47.56495666503906
2025-09-04,48.18229675292969
2025-09-05,47.819732666015625
2025-09-08,47.67274856567383
2025-09-09,48.3782844543457
2025-09-10,48.211700439453125
2025-09-11,48.329288482666016
2025-09-12,48.14310836791992
2025-09-15,48.29989242553711
2025-09-16,47.41796875
2025-09-17,48.61346435546875
2025-09-18,49.201412200927734
2025-09-19,49.39739227294922
2025-09-22,48.49587631225586
2025-09-23,48.35868453979492
2025-09-24,48.192100524902344
2025-09-25,48.04511260986328
2025-09-26,48.446876525878906
2025-09-29,48.005916595458984
2025-09-30,47.86725997924805
2025-10-01,47.421566009521484
2025-10-02,47.45127868652344
2025-10-03,47.609745025634766
2025-10-06,47.263099670410156
2025-10-07,47.045204162597656
2025-10-08,46.54008865356445
2025-10-09,46.64903259277344
2025-10-10,44.846458435058594
2025-10-13,45.71803283691406
2025-10-14,46.639129638671875
2025-10-15,46.00525665283203
2025-10-16,45.21291732788086
2025-10-17,45.252532958984375
2025-10-20,46.64903259277344
2025-10-21,47.154151916503906
2025-10-22,46.876834869384766
2025-10-23,47.36214065551758
2025-10-24,47.79792404174805
2025-10-27,47.34233093261719
2025-10-28,46.817405700683594
2025-10-29,46.19343948364258
2025-10-30,46.39152526855469
2025-10-31,46.233055114746094
2025-11-03,46.17362976074219
2025-11-04,45.985450744628906
2025-11-05,46.292484283447266
2025-11-06,46.401424407958984
2025-11-07,46.86692810058594
2025-11-10,47.12443923950195
2025-11-11,47.16405487060547
2025-11-12,47.43146896362305
2025-11-13,46.857025146484375
2025-11-14,46.64903259277344
2025-11-17,45.03464126586914
2025-11-18,45.48033142089844
2025-11-19,46.351905822753906
2025-11-20,46.04487609863281
2025-11-21,47.3225212097168
2025-11-24,47.292808532714844
2025-11-25,48.44170379638672
2025-11-26,48.4813232421875
2025-11-28,48.58036422729492
2025-12-01,48.93691635131836
2025-12-02,49.20433044433594
2025-12-03,50.44236373901367
2025-12-04,50.878150939941406
2025-12-05,50.769203186035156
2025-12-08,50.91776657104492
2025-12-09,51.076236724853516
2025-12-10,53.047183990478516
2025-12-11,53.066993713378906
2025-12-12,52.90851974487305
2025-12-15,53.195743560791016
2025-12-16,52.958045959472656
2025-12-17,53.225460052490234
2025-12-18,53.35421371459961
2025-12-19,53.64143753051758
2025-12-22,54.34463882446289
2025-12-23,53.96828079223633
2025-12-24,54.41396713256836
2025-12-26,54.46349334716797
2025-12-29,53.978179931640625
2025-12-30,53.790000915527344
2025-12-31,53.36000061035156
