Date,CMCSA
2024-02-02,39.334163665771484
2024-02-05,39.14223861694336
2024-02-06,38.749691009521484
2024-02-07,37.388824462890625
2024-02-08,35.984344482421875
2024-02-09,36.69966506958008
2024-02-12,37.170738220214844
2024-02-13,36.507755279541016
2024-02-14,36.65604782104492
2024-02-15,36.46413803100586
2024-02-16,35.975624084472656
2024-02-20,36.34200668334961
2024-02-21,36.507755279541016
2024-02-22,36.56009292602539
2024-02-23,36.55137252807617
2024-02-26,36.80435562133789
2024-02-27,36.874141693115234
2024-02-28,36.76946258544922
2024-02-29,37.380104064941406
2024-03-01,37.336483001708984
2024-03-04,36.507755279541016
2024-03-05,36.690948486328125
2024-03-06,36.76946258544922
2024-03-07,36.41179275512695
2024-03-08,37.144569396972656
2024-03-11,37.98202133178711
2024-03-12,37.676700592041016
2024-03-13,37.755210876464844
2024-03-14,37.35392761230469
2024-03-15,37.31031799316406
2024-03-18,37.615638732910156
2024-03-19,37.50223159790039
2024-03-20,37.59819412231445
2024-03-21,37.41499710083008
2024-03-22,37.28414535522461
2024-03-25,37.19691467285156
2024-03-26,37.05733108520508
2024-03-27,37.572017669677734
2024-03-28,37.81627655029297
2024-04-01,36.882869720458984
2024-04-02,36.74225616455078
2024-04-03,36.49619674682617
2024-04-04,36.12710189819336
2024-04-05,35.942562103271484
2024-04-08,35.77558898925781
2024-04-09,35.2834587097168
2024-04-10,34.90558624267578
2024-04-11,35.274681091308594
2024-04-12,34.59800720214844
2024-04-15,34.650733947753906
2024-04-16,34.37831497192383
2024-04-17,34.26407241821289
2024-04-18,34.81770324707031
2024-04-19,35.36255645751953
2024-04-22,35.65255355834961
2024-04-23,35.468013763427734
2024-04-24,35.3361930847168
2024-04-25,33.27981948852539
2024-04-26,33.89497375488281
2024-04-29,34.141029357910156
2024-04-30,33.49073028564453
2024-05-01,33.569820404052734
2024-05-02,33.71043014526367
2024-05-03,34.000423431396484
2024-05-06,33.824668884277344
2024-05-07,33.824668884277344
2024-05-08,34.31679153442383
2024-05-09,33.86861801147461
2024-05-10,34.545284271240234
2024-05-13,34.88801193237305
2024-05-14,34.88801193237305
2024-05-15,34.4925537109375
2024-05-16,34.59800720214844
2024-05-17,34.510128021240234
2024-05-20,34.4573974609375
2024-05-21,34.4573974609375
2024-05-22,34.17618942260742
2024-05-23,33.991641998291016
2024-05-24,33.86861801147461
2024-05-28,33.86861801147461
2024-05-29,33.34133529663086
2024-05-30,34.15861511230469
2024-05-31,35.17800521850586
2024-06-03,34.78255844116211
2024-06-04,34.764976501464844
2024-06-05,34.39588165283203
2024-06-06,34.334373474121094
2024-06-07,34.237701416015625
2024-06-10,34.08830261230469
2024-06-11,33.67527770996094
2024-06-12,33.244667053222656
2024-06-13,33.024967193603516
2024-06-14,32.901947021484375
2024-06-17,32.787696838378906
2024-06-18,32.427391052246094
2024-06-20,33.262245178222656
2024-06-21,33.81588363647461
2024-06-24,33.81588363647461
2024-06-25,33.745574951171875
2024-06-26,33.587398529052734
2024-06-27,33.6401252746582
2024-06-28,34.41345977783203
2024-07-01,33.543460845947266
2024-07-02,33.53467559814453
2024-07-03,33.71186828613281
2024-07-05,33.54353713989258
2024-07-08,33.07395553588867
2024-07-09,33.233436584472656
2024-07-10,33.16255187988281
2024-07-11,33.44607925415039
2024-07-12,33.924503326416016
2024-07-15,34.50040054321289
2024-07-16,35.09400939941406
2024-07-17,35.9622802734375
2024-07-18,35.5635871887207
2024-07-19,35.51042175292969
2024-07-22,35.02313232421875
2024-07-23,34.11942672729492
2024-07-24,33.747310638427734
2024-07-25,33.88020706176758
2024-07-26,35.16489028930664
2024-07-29,36.042022705078125
2024-07-30,36.15719223022461
2024-07-31,36.56475067138672
2024-08-01,35.6699104309082
2024-08-02,35.350948333740234
2024-08-05,34.71303939819336
2024-08-06,34.48268127441406
2024-08-07,34.11942672729492
2024-08-08,34.863651275634766
2024-08-09,34.62443542480469
2024-08-12,34.13714599609375
2024-08-13,34.659881591796875
2024-08-14,34.562416076660156
2024-08-15,35.0142707824707
2024-08-16,35.102867126464844
2024-08-19,35.6699104309082
2024-08-20,35.46612548828125
2024-08-21,35.38639450073242
2024-08-22,34.916812896728516
2024-08-23,35.280067443847656
2024-08-26,35.66104507446289
2024-08-27,35.652183532714844
2024-08-28,35.37752914428711
2024-08-29,34.961116790771484
2024-08-30,35.058570861816406
2024-09-03,34.99654769897461
2024-09-04,34.26118469238281
2024-09-05,35.262351989746094
2024-09-06,35.09400939941406
2024-09-09,35.191471099853516
2024-09-10,34.67759704589844
2024-09-11,34.27003860473633
2024-09-12,34.828216552734375
2024-09-13,35.04085159301758
2024-09-16,34.87251281738281
2024-09-17,34.8016357421875
2024-09-18,35.280067443847656
2024-09-19,35.67876434326172
2024-09-20,35.53700256347656
2024-09-23,36.08631896972656
2024-09-24,36.6356315612793
2024-09-25,35.9622802734375
2024-09-26,36.343257904052734
2024-09-27,36.892574310302734
2024-09-30,37.007747650146484
2024-10-01,36.94572448730469
2024-10-02,36.86539077758789
2024-10-03,36.42800521850586
2024-10-04,36.7672004699707
2024-10-07,36.20484924316406
2024-10-08,36.55297088623047
2024-10-09,36.95465850830078
2024-10-10,36.686866760253906
2024-10-11,36.829689025878906
2024-10-14,37.46345138549805
2024-10-15,37.58842086791992
2024-10-16,37.71338653564453
2024-10-17,37.69553756713867
2024-10-18,37.4277458190918
2024-10-21,36.17807388305664
2024-10-22,37.08854675292969
2024-10-23,37.08854675292969
2024-10-24,37.17781066894531
2024-10-25,37.18673324584961
2024-10-28,37.347408294677734
2024-10-29,37.55270767211914
2024-10-30,37.70446014404297
2024-10-31,38.98091125488281
2024-11-01,38.882720947265625
2024-11-04,37.96331787109375
2024-11-05,37.99009704589844
2024-11-06,40.293067932128906
2024-11-07,39.44507598876953
2024-11-08,39.19513702392578
2024-11-11,39.45400619506836
2024-11-12,39.31118392944336
2024-11-13,39.19513702392578
2024-11-14,38.811317443847656
2024-11-15,38.27573776245117
2024-11-18,38.38285446166992
2024-11-19,37.7758674621582
2024-11-20,38.37392807006836
2024-11-21,38.829158782958984
2024-11-22,38.802391052246094
2024-11-25,38.561378479003906
2024-11-26,38.06150817871094
2024-11-27,37.99009704589844
2024-11-29,38.552452087402344
2024-12-02,38.6417121887207
2024-12-03,38.25788497924805
2024-12-04,37.981170654296875
2024-12-05,38.195404052734375
2024-12-06,38.516746520996094
2024-12-09,34.85698699951172
2024-12-10,35.28544998168945
2024-12-11,35.44611740112305
2024-12-12,35.91920852661133
2024-12-13,35.63357162475586
2024-12-16,34.687381744384766
2024-12-17,34.63383102416992
2024-12-18,33.79476547241211
2024-12-19,33.384151458740234
2024-12-20,34.11610794067383
2024-12-23,33.90188217163086
2024-12-24,34.27677536010742
2024-12-26,34.14288330078125
2024-12-27,33.85724639892578
2024-12-30,33.3752326965332
2024-12-31,33.50019454956055
2025-01-02,33.402008056640625
2025-01-03,33.625160217285156
2025-01-06,33.46449279785156
2025-01-07,33.187774658203125
2025-01-08,33.45781707763672
2025-01-10,32.72871398925781
2025-01-13,32.809722900390625
2025-01-14,32.74671936035156
2025-01-15,32.854732513427734
2025-01-16,32.6837043762207
2025-01-17,32.92673873901367
2025-01-21,33.27779006958008
2025-01-22,33.40380859375
2025-01-23,33.72785186767578
2025-01-24,33.862876892089844
2025-01-27,34.411956787109375
2025-01-28,33.79986572265625
2025-01-29,33.628841400146484
2025-01-30,29.929309844970703
2025-01-31,30.298362731933594
2025-02-03,29.87529945373535
2025-02-04,30.1993465423584
2025-02-05,30.550399780273438
2025-02-06,31.027469635009766
2025-02-07,30.93745231628418
2025-02-10,31.027469635009766
2025-02-11,31.711563110351562
2025-02-12,31.414525985717773
2025-02-13,31.846582412719727
2025-02-14,31.85558319091797
2025-02-18,32.71970748901367
2025-02-19,32.83673095703125
2025-02-20,32.773719787597656
2025-02-21,32.620697021484375
2025-02-24,32.67470169067383
2025-02-25,32.2696418762207
2025-02-26,31.594547271728516
2025-02-27,31.85558319091797
2025-02-28,32.29664993286133
2025-03-03,32.386661529541016
2025-03-04,31.954601287841797
2025-03-05,32.00860595703125
2025-03-06,32.647701263427734
2025-03-07,33.835872650146484
2025-03-10,32.50367736816406
2025-03-11,32.359657287597656
2025-03-12,31.675561904907227
2025-03-13,31.2344970703125
2025-03-14,31.891592025756836
2025-03-17,32.179630279541016
2025-03-18,32.413665771484375
2025-03-19,32.48567581176758
2025-03-20,32.854732513427734
2025-03-21,33.07976531982422
2025-03-24,32.94474411010742
2025-03-25,33.25078582763672
2025-03-26,33.637840270996094
2025-03-27,33.637840270996094
2025-03-28,32.962745666503906
2025-03-31,33.214778900146484
2025-04-01,33.052757263183594
2025-04-02,33.25258255004883
2025-04-03,32.4442024230957
2025-04-04,30.318798065185547
2025-04-07,30.400543212890625
2025-04-08,29.82832145690918
2025-04-09,31.953723907470703
2025-04-10,30.591285705566406
2025-04-11,30.62761688232422
2025-04-14,31.0181827545166
2025-04-15,31.245256423950195
2025-04-16,30.47320556640625
2025-04-17,30.891021728515625
2025-04-21,30.518619537353516
2025-04-22,31.063594818115234
2025-04-23,31.308837890625
2025-04-24,30.146221160888672
2025-04-25,30.791107177734375
2025-04-28,30.673030853271484
2025-04-29,30.827442169189453
2025-04-30,31.063594818115234
2025-05-01,30.71844482421875
2025-05-02,31.299753189086914
2025-05-05,31.29067039489746
2025-05-06,31.32699966430664
2025-05-07,31.23617172241211
2025-05-08,31.081764221191406
2025-05-09,31.1090087890625
2025-05-12,31.535905838012695
2025-05-13,31.599491119384766
2025-05-14,31.390581130981445
2025-05-15,32.0899658203125
2025-05-16,32.22621154785156
2025-05-19,32.189876556396484
2025-05-20,32.32612228393555
2025-05-21,31.881059646606445
2025-05-22,31.41783332824707
2025-05-23,31.354249954223633
2025-05-27,31.744815826416016
2025-05-28,31.454160690307617
2025-05-29,31.136260986328125
2025-05-30,31.3996639251709
2025-06-02,31.18167495727539
2025-06-03,31.481412887573242
2025-06-04,31.281585693359375
2025-06-05,31.081764221191406
2025-06-06,31.517744064331055
2025-06-09,31.426912307739258
2025-06-10,32.35337448120117
2025-06-11,31.953723907470703
2025-06-12,32.03546905517578
2025-06-13,31.79931640625
2025-06-16,31.8901424407959
2025-06-17,31.363332748413086
2025-06-18,31.118091583251953
2025-06-20,31.363332748413086
2025-06-23,31.41783332824707
2025-06-24,31.98097038269043
2025-06-25,31.6449031829834
2025-06-26,31.98097038269043
2025-06-27,32.08088302612305
2025-06-30,32.41695022583008
2025-07-01,32.998260498046875
2025-07-02,32.84243392944336
2025-07-03,32.98908996582031
2025-07-07,32.48495101928711
2025-07-08,32.99825668334961
2025-07-09,32.64994812011719
2025-07-10,32.46662139892578
2025-07-11,32.072471618652344
2025-07-14,32.66827392578125
2025-07-15,31.82498550415039
2025-07-16,31.53167152404785
2025-07-17,31.806655883789062
2025-07-18,31.65999984741211
2025-07-21,32.0908088684082
2025-07-22,32.32912826538086
2025-07-23,32.80577087402344
2025-07-24,32.42079162597656
2025-07-25,30.871706008911133
2025-07-28,30.73421287536621
2025-07-29,30.092578887939453
2025-07-30,29.79009437561035
2025-07-31,30.459226608276367
2025-08-01,29.808427810668945
2025-08-04,29.845094680786133
2025-08-05,29.79926109313965
2025-08-06,29.478445053100586
2025-08-07,29.02930450439453
2025-08-08,29.02930450439453
2025-08-11,28.79098129272461
2025-08-12,29.42344856262207
2025-08-13,30.193408966064453
2025-08-14,30.156742095947266
2025-08-15,30.660884857177734
2025-08-18,30.642549514770508
2025-08-19,31.06419563293457
2025-08-20,30.514223098754883
2025-08-21,30.798372268676758
2025-08-22,31.302515029907227
2025-08-25,31.174190521240234
2025-08-26,30.871706008911133
2025-08-27,30.99086570739746
2025-08-28,30.770875930786133
2025-08-29,31.137523651123047
2025-09-02,31.284183502197266
2025-09-03,31.06419563293457
2025-09-04,31.119192123413086
2025-09-05,31.08252716064453
2025-09-08,31.165021896362305
2025-09-09,30.862537384033203
2025-09-10,30.68838119506836
2025-09-11,30.61505126953125
2025-09-12,30.303401947021484
2025-09-15,29.900089263916016
2025-09-16,29.597606658935547
2025-09-17,29.725933074951172
2025-09-18,29.00180435180664
2025-09-19,28.95597267150879
2025-09-22,28.86431121826172
2025-09-23,28.983470916748047
2025-09-24,28.97430419921875
2025-09-25,28.983470916748047
2025-09-26,29.07513427734375
2025-09-29,28.86431121826172
2025-09-30,28.800148010253906
2025-10-01,28.661195755004883
2025-10-02,28.160966873168945
2025-10-03,28.624141693115234
2025-10-06,28.800148010253906
2025-10-07,28.346237182617188
2025-10-08,28.50371742248535
2025-10-09,27.86453628540039
2025-10-10,27.29020118713379
2025-10-13,27.24388313293457
2025-10-14,27.781166076660156
2025-10-15,27.531051635742188
2025-10-16,27.104930877685547
2025-10-17,27.364309310913086
2025-10-20,27.392099380493164
2025-10-21,27.762638092041016
2025-10-22,27.234619140625
2025-10-23,27.141984939575195
2025-10-24,27.123458862304688
2025-10-27,27.25314712524414
2025-10-28,27.123458862304688
2025-10-29,26.42869758605957
2025-10-30,25.307817459106445
2025-10-31,25.789518356323242
2025-11-03,24.99285888671875
2025-11-04,25.418977737426758
2025-11-05,25.882152557373047
2025-11-06,25.298553466796875
2025-11-07,25.335607528686523
2025-11-10,25.122547149658203
2025-11-11,25.428241729736328
2025-11-12,25.835834503173828
2025-11-13,25.909942626953125
2025-11-14,25.483823776245117
2025-11-17,25.21518325805664
2025-11-18,25.344871520996094
2025-11-19,24.890960693359375
2025-11-20,24.668638229370117
2025-11-21,25.335607528686523
2025-11-24,24.511157989501953
2025-11-25,24.714954376220703
2025-11-26,24.613056182861328
2025-11-28,24.72421646118164
2025-12-01,24.6223201751709
2025-12-02,25.0299129486084
2025-12-03,25.409713745117188
2025-12-04,25.196657180786133
2025-12-05,25.298553466796875
2025-12-08,24.687164306640625
2025-12-09,24.816852569580078
2025-12-10,25.54866600036621
2025-12-11,25.56719398498535
2025-12-12,25.224445343017578
2025-12-15,26.132266998291016
2025-12-16,27.540315628051758
2025-12-17,28.08686065673828
2025-12-18,28.040544509887695
2025-12-19,27.392099380493164
2025-12-22,27.104930877685547
2025-12-23,27.216093063354492
2025-12-24,27.586631774902344
2025-12-26,27.47547149658203
2025-12-29,27.67000389099121
2025-12-30,27.762638092041016
2025-12-31,27.68852996826172
