Date,WMT
2023-09-08,53.2342529296875
2023-09-11,53.41954040527344
2023-09-12,53.478050231933594
2023-09-13,53.49105453491211
2023-09-14,53.7153434753418
2023-09-15,53.51705551147461
2023-09-18,53.120487213134766
2023-09-19,53.107486724853516
2023-09-20,53.279762268066406
2023-09-21,52.632904052734375
2023-09-22,52.77268981933594
2023-09-25,53.006717681884766
2023-09-26,52.82143783569336
2023-09-27,52.567901611328125
2023-09-28,52.83443832397461
2023-09-29,51.98604965209961
2023-10-02,52.04130554199219
2023-10-03,51.7130012512207
2023-10-04,52.333858489990234
2023-10-05,51.70975112915039
2023-10-06,50.84185028076172
2023-10-09,50.656578063964844
2023-10-10,51.22867202758789
2023-10-11,51.433448791503906
2023-10-12,51.6674919128418
2023-10-13,51.95354080200195
2023-10-16,52.40211486816406
2023-10-17,52.47037887573242
2023-10-18,52.509395599365234
2023-10-19,52.25909423828125
2023-10-20,51.60573196411133
2023-10-23,52.337100982666016
2023-10-24,53.06523132324219
2023-10-25,52.90595626831055
2023-10-26,52.58414840698242
2023-10-27,52.38910675048828
2023-10-30,52.99046325683594
2023-10-31,53.117244720458984
2023-11-01,53.591819763183594
2023-11-02,53.803104400634766
2023-11-03,53.523563385009766
2023-11-06,53.59506607055664
2023-11-07,53.845359802246094
2023-11-08,53.40653991699219
2023-11-09,53.283016204833984
2023-11-10,54.020896911621094
2023-11-13,54.505218505859375
2023-11-14,54.49546813964844
2023-11-15,55.18783950805664
2023-11-16,50.72157669067383
2023-11-17,50.497291564941406
2023-11-20,50.48104476928711
2023-11-21,50.6630744934082
2023-11-22,50.27626037597656
2023-11-24,50.72808074951172
2023-11-27,50.95887756347656
2023-11-28,51.56672286987305
2023-11-29,50.734580993652344
2023-11-30,50.607810974121094
2023-12-01,50.16898727416992
2023-12-04,50.15599060058594
2023-12-05,50.62081527709961
2023-12-06,50.07147979736328
2023-12-07,49.741947174072266
2023-12-08,49.21992492675781
2023-12-11,49.343910217285156
2023-12-12,49.383056640625
2023-12-13,50.26070785522461
2023-12-14,49.64732360839844
2023-12-15,49.83330154418945
2023-12-18,50.56086349487305
2023-12-19,50.74357604980469
2023-12-20,50.14977264404297
2023-12-21,50.505393981933594
2023-12-22,51.10898971557617
2023-12-26,51.030677795410156
2023-12-27,51.51028823852539
2023-12-28,51.40915298461914
2023-12-29,51.435245513916016
2024-01-02,51.97032165527344
2024-01-03,51.97357940673828
2024-01-04,51.47113800048828
2024-01-05,51.128562927246094
2024-01-08,51.63100051879883
2024-01-09,51.97684097290039
2024-01-10,52.622840881347656
2024-01-11,52.564117431640625
2024-01-12,52.63263702392578
2024-01-16,52.79902267456055
2024-01-17,52.55105972290039
2024-01-18,53.25905227661133
2024-01-19,52.97846603393555
2024-01-22,52.981727600097656
2024-01-23,53.115501403808594
2024-01-24,52.36509323120117
2024-01-25,53.128543853759766
2024-01-26,53.59510803222656
2024-01-29,53.84632110595703
2024-01-30,54.02577209472656
2024-01-31,53.91484451293945
2024-02-01,54.91320037841797
2024-02-02,55.32429122924805
2024-02-05,55.02739715576172
2024-02-06,55.40259552001953
2024-02-07,55.26230239868164
2024-02-08,55.25904846191406
2024-02-09,55.229679107666016
2024-02-12,55.56246566772461
2024-02-13,55.18400192260742
2024-02-14,55.0078239440918
2024-02-15,55.23294448852539
2024-02-16,55.582035064697266
2024-02-20,57.376487731933594
2024-02-21,56.6717529296875
2024-02-22,57.22966766357422
2024-02-23,57.27860641479492
2024-02-26,58.335693359375
2024-02-27,58.32591247558594
2024-02-28,58.35527420043945
2024-02-29,57.36669921875
2024-03-01,57.51351547241211
2024-03-04,58.04206085205078
2024-03-05,58.76636505126953
2024-03-06,59.285118103027344
2024-03-07,59.07957458496094
2024-03-08,58.84465789794922
2024-03-11,59.373207092285156
2024-03-12,60.107295989990234
2024-03-13,59.98005676269531
2024-03-14,59.92898178100586
2024-03-15,59.595062255859375
2024-03-18,59.7718505859375
2024-03-19,59.78166961669922
2024-03-20,60.15488052368164
2024-03-21,60.351295471191406
2024-03-22,59.78166961669922
2024-03-25,59.48703384399414
2024-03-26,59.4281005859375
2024-03-27,59.63434600830078
2024-03-28,59.094181060791016
2024-04-01,58.927223205566406
2024-04-02,58.10224533081055
2024-04-03,58.36741638183594
2024-04-04,58.43616485595703
2024-04-05,58.7799072265625
2024-04-08,58.71115493774414
2024-04-09,58.72098159790039
2024-04-10,59.5361328125
2024-04-11,59.0156135559082
2024-04-12,59.06471633911133
2024-04-15,58.85847091674805
2024-04-16,58.77008056640625
2024-04-17,58.5834846496582
2024-04-18,58.2004508972168
2024-04-19,58.46562957763672
2024-04-22,59.06471633911133
2024-04-23,58.03348922729492
2024-04-24,58.79954528808594
2024-04-25,59.13346862792969
2024-04-26,59.08436584472656
2024-04-29,59.162933349609375
2024-04-30,58.288848876953125
2024-05-01,57.79778289794922
2024-05-02,58.64241409301758
2024-05-03,58.75044250488281
2024-05-06,58.79954528808594
2024-05-07,59.5361328125
2024-05-08,59.22185516357422
2024-05-09,59.564823150634766
2024-05-10,59.60424041748047
2024-05-13,59.535255432128906
2024-05-14,58.99322509765625
2024-05-15,58.963653564453125
2024-05-16,63.0831298828125
2024-05-17,63.713871002197266
2024-05-20,63.250667572021484
2024-05-21,64.20662689208984
2024-05-22,64.30517578125
2024-05-23,63.90110778808594
2024-05-24,64.43328857421875
2024-05-28,64.09821319580078
2024-05-29,63.979957580566406
2024-05-30,63.95039367675781
2024-05-31,64.80779266357422
2024-06-03,64.86692810058594
2024-06-04,65.6356201171875
2024-06-05,66.11852264404297
2024-06-06,66.17766571044922
2024-06-07,64.9260482788086
2024-06-10,65.99040222167969
2024-06-11,65.76374053955078
2024-06-12,65.34980773925781
2024-06-13,65.73416900634766
2024-06-14,66.0495376586914
2024-06-17,66.44375610351562
2024-06-18,66.62113952636719
2024-06-20,67.02520751953125
2024-06-21,66.92666625976562
2024-06-24,67.90231323242188
2024-06-25,66.44375610351562
2024-06-26,67.30115509033203
2024-06-27,66.89708709716797
2024-06-28,66.72955322265625
2024-07-01,66.50288391113281
2024-07-02,67.08434295654297
2024-07-03,67.25186920166016
2024-07-05,69.02581024169922
2024-07-08,68.67102813720703
2024-07-09,68.88784790039062
2024-07-10,69.39046478271484
2024-07-11,68.78929138183594
2024-07-12,68.23739624023438
2024-07-15,68.60204315185547
2024-07-16,68.97653198242188
2024-07-17,70.00148010253906
2024-07-18,69.79452514648438
2024-07-19,69.72553253173828
2024-07-22,69.36088562011719
2024-07-23,69.62698364257812
2024-07-24,69.57770538330078
2024-07-25,69.00609588623047
2024-07-26,68.76956939697266
2024-07-29,68.61189270019531
2024-07-30,68.18812561035156
2024-07-31,67.6460952758789
2024-08-01,68.77942657470703
2024-08-02,67.46868133544922
2024-08-05,66.61128997802734
2024-08-06,66.75911712646484
2024-08-07,65.94114685058594
2024-08-08,66.68028259277344
2024-08-09,66.96607971191406
2024-08-12,67.70520782470703
2024-08-13,67.14347076416016
2024-08-14,67.6657943725586
2024-08-15,72.1203384399414
2024-08-16,72.59276580810547
2024-08-19,72.859619140625
2024-08-20,73.6700439453125
2024-08-21,74.36186981201172
2024-08-22,74.69790649414062
2024-08-23,74.8165054321289
2024-08-26,75.14264678955078
2024-08-27,75.24148559570312
2024-08-28,75.19206237792969
2024-08-29,75.52810668945312
2024-08-30,76.32864379882812
2024-09-03,76.26934051513672
2024-09-04,76.33853149414062
2024-09-05,76.06179809570312
2024-09-06,75.74554443359375
2024-09-09,76.43736267089844
2024-09-10,77.89020538330078
2024-09-11,77.91985321044922
2024-09-12,78.73029327392578
2024-09-13,79.65931701660156
2024-09-16,79.61978149414062
2024-09-17,77.68265533447266
2024-09-18,78.1076431274414
2024-09-19,77.12919616699219
2024-09-20,78.13728332519531
2024-09-23,79.39246368408203
2024-09-24,79.72850036621094
2024-09-25,80.44998168945312
2024-09-26,78.98725128173828
2024-09-27,78.84888458251953
2024-09-30,79.80757141113281
2024-10-01,80.32149505615234
2024-10-02,79.49130249023438
2024-10-03,79.49130249023438
2024-10-04,79.99534606933594
2024-10-07,78.17681884765625
2024-10-08,78.77970123291016
2024-10-09,79.4616470336914
2024-10-10,78.68087005615234
2024-10-11,79.16514587402344
2024-10-14,79.35293579101562
2024-10-15,80.69706726074219
2024-10-16,80.27207946777344
2024-10-17,79.94593048095703
2024-10-18,80.36103057861328
2024-10-21,79.86687469482422
2024-10-22,81.062744140625
2024-10-23,82.29816436767578
2024-10-24,82.07084655761719
2024-10-25,81.54702758789062
2024-10-28,81.78422546386719
2024-10-29,80.74646759033203
2024-10-30,80.44009399414062
2024-10-31,80.99356079101562
2024-11-01,81.23077392578125
2024-11-04,81.48772430419922
2024-11-05,82.70337677001953
2024-11-06,82.46617889404297
2024-11-07,82.87137603759766
2024-11-08,83.83995819091797
2024-11-11,83.22718048095703
2024-11-12,83.99808502197266
2024-11-13,84.50213623046875
2024-11-14,83.4841537475586
2024-11-15,83.2667236328125
2024-11-18,83.09870910644531
2024-11-19,85.58929443359375
2024-11-20,86.16251373291016
2024-11-21,87.3583984375
2024-11-22,89.38447570800781
2024-11-25,88.45545196533203
2024-11-26,90.24432373046875
2024-11-27,90.80766296386719
2024-11-29,91.4204330444336
2024-12-02,91.55879211425781
2024-12-03,92.41864776611328
2024-12-04,93.34767150878906
2024-12-05,94.18775177001953
2024-12-06,94.58307647705078
2024-12-09,92.73491668701172
2024-12-10,93.4465103149414
2024-12-11,93.85171508789062
2024-12-12,92.99187469482422
2024-12-13,93.35638427734375
2024-12-16,93.97051239013672
2024-12-17,94.51529693603516
2024-12-18,92.66303253173828
2024-12-19,92.51445770263672
2024-12-20,91.36544799804688
2024-12-23,89.49337005615234
2024-12-24,91.80127716064453
2024-12-26,91.91022491455078
2024-12-27,90.79094696044922
2024-12-30,89.7112808227539
2024-12-31,89.49337005615234
2025-01-02,89.14668273925781
2025-01-03,89.9192886352539
2025-01-06,90.56312561035156
2025-01-07,89.94900512695312
2025-01-08,90.92961883544922
2025-01-10,92.11823272705078
2025-01-13,90.66217803955078
2025-01-14,89.92919921875
2025-01-15,90.4739761352539
2025-01-16,90.43436431884766
2025-01-17,91.06829071044922
2025-01-21,92.1974868774414
2025-01-22,92.34606170654297
2025-01-23,92.9205551147461
2025-01-24,93.86155700683594
2025-01-27,96.47652435302734
2025-01-28,96.36756896972656
2025-01-29,96.57557678222656
2025-01-30,97.71467590332031
2025-01-31,97.22933197021484
2025-02-03,98.59622955322266
2025-02-04,99.81456756591797
2025-02-05,101.4885482788086
2025-02-06,101.87484741210938
2025-02-07,100.19097137451172
2025-02-10,101.94418334960938
2025-02-11,101.49845886230469
2025-02-12,102.62764739990234
2025-02-13,104.05399322509766
2025-02-14,103.0535659790039
2025-02-18,102.79602813720703
2025-02-19,103.01394653320312
2025-02-20,96.28832244873047
2025-02-21,93.8813705444336
2025-02-24,92.78189086914062
2025-02-25,96.76377868652344
2025-02-26,95.28789520263672
2025-02-27,95.872314453125
2025-02-28,97.67505645751953
2025-03-03,96.66471862792969
2025-03-04,94.06956481933594
2025-03-05,95.06999206542969
2025-03-06,93.74269104003906
2025-03-07,90.85037994384766
2025-03-10,86.98735809326172
2025-03-11,86.6109619140625
2025-03-12,84.3921890258789
2025-03-13,83.6988296508789
2025-03-14,84.54077911376953
2025-03-17,86.63076782226562
2025-03-18,84.77849578857422
2025-03-19,85.51148986816406
2025-03-20,84.99641418457031
2025-03-21,85.39867401123047
2025-03-24,86.8984603881836
2025-03-25,84.18692779541016
2025-03-26,84.63388061523438
2025-03-27,85.05104064941406
2025-03-28,84.57428741455078
2025-03-31,87.19644165039062
2025-04-01,88.22940826416016
2025-04-02,89.15311431884766
2025-04-03,86.6700210571289
2025-04-04,82.6275405883789
2025-04-07,83.26321411132812
2025-04-08,81.23699951171875
2025-04-09,88.99419403076172
2025-04-10,89.99736785888672
2025-04-11,92.17256927490234
2025-04-14,94.08951568603516
2025-04-15,93.33465576171875
2025-04-16,90.57344818115234
2025-04-17,92.5897216796875
2025-04-21,91.78520202636719
2025-04-22,94.20870208740234
2025-04-23,94.31795501708984
2025-04-24,95.19200134277344
2025-04-25,94.44707489013672
2025-04-28,94.5761947631836
2025-04-29,95.39065551757812
2025-04-30,96.59246826171875
2025-05-01,96.75139617919922
2025-05-02,98.08232879638672
2025-05-05,98.65841674804688
2025-05-06,97.8836898803711
2025-05-07,98.16179656982422
2025-05-08,96.77125549316406
2025-05-09,96.29833221435547
2025-05-12,96.32820129394531
2025-05-13,95.46198272705078
2025-05-14,96.40784454345703
2025-05-15,95.929931640625
2025-05-16,97.81169128417969
2025-05-19,97.69222259521484
2025-05-20,97.37362670898438
2025-05-21,96.00959014892578
2025-05-22,95.51176452636719
2025-05-23,95.91998291015625
2025-05-27,97.15457916259766
2025-05-28,96.81605529785156
2025-05-29,96.67666625976562
2025-05-30,98.28960418701172
2025-06-02,99.33502197265625
2025-06-03,99.54411315917969
2025-06-04,98.91685485839844
2025-06-05,97.53292083740234
2025-06-06,97.04505920410156
2025-06-09,97.02513885498047
2025-06-10,96.89571380615234
2025-06-11,95.38233947753906
2025-06-12,94.41656494140625
2025-06-13,94.02826690673828
2025-06-16,93.87891387939453
2025-06-17,93.83909606933594
2025-06-18,94.67543029785156
2025-06-20,95.7009506225586
2025-06-23,97.44331359863281
2025-06-24,97.57274627685547
2025-06-25,96.83597564697266
2025-06-26,95.60137176513672
2025-06-27,96.8459243774414
2025-06-30,97.35370635986328
2025-07-01,97.81169128417969
2025-07-02,97.18444061279297
2025-07-03,97.9311752319336
2025-07-07,98.91685485839844
2025-07-08,96.66670989990234
2025-07-09,96.38793182373047
2025-07-10,94.4464340209961
2025-07-11,93.98844146728516
2025-07-14,95.36241912841797
2025-07-15,94.97412109375
2025-07-16,94.73516845703125
2025-07-17,94.67543029785156
2025-07-18,94.63561248779297
2025-07-21,95.25289916992188
2025-07-22,95.43211364746094
2025-07-23,95.26286315917969
2025-07-24,96.17884826660156
2025-07-25,97.04505920410156
2025-07-28,97.18444061279297
2025-07-29,97.90130615234375
2025-07-30,97.16453552246094
2025-07-31,97.55284118652344
2025-08-01,98.06060791015625
2025-08-04,99.15580749511719
2025-08-05,98.87702941894531
2025-08-06,102.90937805175781
2025-08-07,102.67042541503906
2025-08-08,103.27776336669922
2025-08-11,103.47689056396484
2025-08-12,103.16825103759766
2025-08-13,100.5497055053711
2025-08-14,100.41031646728516
2025-08-15,99.79656982421875
2025-08-18,100.4951400756836
2025-08-19,101.08394622802734
2025-08-20,102.36134338378906
2025-08-21,97.7607192993164
2025-08-22,96.63301849365234
2025-08-25,95.87456512451172
2025-08-26,95.85460662841797
2025-08-27,95.8845443725586
2025-08-28,95.91448211669922
2025-08-29,96.78271484375
2025-09-02,97.65093994140625
2025-09-03,99.23770904541016
2025-09-04,100.72467803955078
2025-09-05,100.30553436279297
2025-09-08,102.07192993164062
2025-09-09,102.0819091796875
2025-09-10,100.20574188232422
2025-09-11,102.44117736816406
2025-09-12,103.27946472167969
2025-09-15,103.47906494140625
2025-09-16,103.20960998535156
2025-09-17,104.05787658691406
2025-09-18,103.38924407958984
2025-09-19,102.12183380126953
2025-09-22,102.61083221435547
2025-09-23,102.31143951416016
2025-09-24,102.5210189819336
2025-09-25,102.84037017822266
2025-09-26,102.95014190673828
2025-09-29,102.87030792236328
2025-09-30,102.850341796875
2025-10-01,101.75257873535156
2025-10-02,101.49311065673828
2025-10-03,101.86235809326172
2025-10-06,102.49107360839844
2025-10-07,103.02997589111328
2025-10-08,102.690673828125
2025-10-09,101.5629653930664
2025-10-10,101.63282012939453
2025-10-13,101.91226196289062
2025-10-14,106.99189758300781
2025-10-15,108.80819702148438
2025-10-16,106.25341033935547
2025-10-17,107.51084899902344
2025-10-20,106.83222961425781
2025-10-21,106.00391387939453
2025-10-22,106.92204284667969
2025-10-23,106.64261627197266
2025-10-24,105.95401763916016
2025-10-27,104.25747680664062
2025-10-28,102.96012115478516
2025-10-29,102.2515640258789
2025-10-30,102.02203369140625
2025-10-31,100.97416687011719
2025-11-03,101.38333129882812
2025-11-04,102.06195068359375
2025-11-05,101.26358032226562
2025-11-06,101.47315216064453
2025-11-07,102.38129425048828
2025-11-10,102.2116470336914
2025-11-11,103.22957611083984
2025-11-12,103.22957611083984
2025-11-13,102.33140563964844
2025-11-14,102.27153015136719
2025-11-17,102.74056243896484
2025-11-18,101.1837387084961
2025-11-19,100.40532684326172
2025-11-20,106.89210510253906
2025-11-21,105.10574340820312
2025-11-24,103.84830474853516
2025-11-25,106.7823257446289
2025-11-26,108.87805938720703
2025-11-28,110.28519439697266
2025-12-01,111.30311584472656
2025-12-02,112.18132781982422
2025-12-03,114.17726135253906
2025-12-04,114.60637664794922
2025-12-05,114.8758316040039
2025-12-08,113.3289794921875
2025-12-09,114.825927734375
2025-12-10,112.94976043701172
2025-12-11,115.28499603271484
2025-12-12,116.69999694824219
2025-12-15,116.79000091552734
2025-12-16,115.41999816894531
2025-12-17,115.66000366210938
2025-12-18,114.83000183105469
2025-12-19,114.36000061035156
2025-12-22,112.5999984741211
2025-12-23,110.9000015258789
2025-12-24,111.61000061035156
2025-12-26,111.73999786376953
2025-12-29,112.52999877929688
2025-12-30,111.91999816894531
2025-12-31,111.41000366210938
